a0_min         a1_min         a2_min         a3_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.103024E+03   0.218723E+01   0.158315E+02   0.555838E+00   0.415594E-04   0.156037E-03   0.310404E-03   0.914774E-03   0.187879E+03   0.000000E+00   0.000000E+00   0.187879E+03  -0.375758E+03
   0.103024E+03   0.218723E+01   0.117641E+02   0.404293E+00   0.415594E-04   0.156037E-03   0.467289E-03   0.914774E-03   0.188105E+03   0.000000E+00   0.000000E+00   0.188105E+03  -0.376210E+03
   0.103024E+03   0.218723E+01   0.117979E+02  -0.237026E+01   0.108102E-02   0.156037E-03   0.467289E-03   0.914774E-03   0.185343E+03   0.000000E+00   0.000000E+00   0.185343E+03  -0.370686E+03
   0.101427E+03   0.954836E+00   0.466191E+01  -0.691955E+01   0.108102E-02   0.156037E-03   0.467289E-03   0.914774E-03   0.187815E+03   0.000000E+00   0.000000E+00   0.187815E+03  -0.375630E+03
   0.101427E+03  -0.827645E+00   0.474485E+01  -0.691955E+01   0.108102E-02   0.156037E-03   0.467289E-03   0.914774E-03   0.187765E+03   0.000000E+00   0.000000E+00   0.187765E+03  -0.375530E+03
   0.101427E+03  -0.827645E+00   0.219994E+00  -0.313061E+00   0.108102E-02   0.156037E-03   0.467289E-03   0.123520E-02   0.188053E+03   0.000000E+00   0.000000E+00   0.188053E+03  -0.376106E+03
   0.102270E+03   0.360141E+01   0.421032E+01  -0.313061E+00   0.134961E-02   0.156037E-03   0.467289E-03   0.123520E-02   0.186470E+03   0.000000E+00   0.000000E+00   0.186470E+03  -0.372940E+03
   0.102270E+03   0.238050E+01   0.838411E+01   0.239588E+01   0.134961E-02   0.805938E-04   0.467289E-03   0.118028E-02   0.186983E+03   0.000000E+00   0.000000E+00   0.186983E+03  -0.373966E+03
   0.101784E+03   0.238050E+01   0.838411E+01   0.352719E+01   0.134961E-02   0.805938E-04   0.467289E-03   0.118028E-02   0.187218E+03   0.000000E+00   0.000000E+00   0.187218E+03  -0.374436E+03
   0.101784E+03   0.580905E+01   0.143447E+01   0.197245E+02   0.134961E-02   0.805938E-04   0.467289E-03   0.118028E-02   0.185845E+03   0.000000E+00   0.000000E+00   0.185845E+03  -0.371690E+03
   0.101784E+03  -0.111657E+01   0.243590E+01  -0.156840E+01   0.134961E-02   0.171932E-04   0.467289E-03   0.118028E-02   0.187000E+03   0.000000E+00   0.000000E+00   0.187000E+03  -0.374000E+03
   0.102212E+03  -0.111657E+01   0.190332E+01  -0.110261E+02   0.134961E-02   0.171932E-04   0.408221E-03   0.118028E-02   0.186964E+03   0.000000E+00   0.000000E+00   0.186964E+03  -0.373928E+03
   0.102491E+03  -0.111657E+01   0.190332E+01  -0.514027E+01   0.134961E-02   0.171932E-04   0.408221E-03   0.118028E-02   0.186177E+03   0.000000E+00   0.000000E+00   0.186177E+03  -0.372354E+03
   0.102491E+03   0.610596E+00   0.190332E+01  -0.514027E+01   0.211954E-03   0.171932E-04   0.408221E-03   0.104966E-02   0.189671E+03   0.000000E+00   0.000000E+00   0.189671E+03  -0.379342E+03
   0.102491E+03   0.551842E+00   0.190332E+01  -0.668172E+01   0.211954E-03   0.167220E-03   0.259344E-03   0.104966E-02   0.189835E+03   0.000000E+00   0.000000E+00   0.189835E+03  -0.379670E+03
   0.102491E+03   0.671900E+00   0.190332E+01  -0.158980E+01   0.211954E-03   0.343941E-03   0.259344E-03   0.104966E-02   0.188927E+03   0.000000E+00   0.000000E+00   0.188927E+03  -0.377854E+03
   0.102491E+03   0.184674E+00   0.515037E+01  -0.158980E+01   0.746677E-03   0.343941E-03   0.259344E-03   0.104966E-02   0.188375E+03   0.000000E+00   0.000000E+00   0.188375E+03  -0.376750E+03
   0.102491E+03   0.556298E+00   0.515037E+01  -0.201281E+01   0.746677E-03   0.343941E-03   0.259344E-03   0.104966E-02   0.188396E+03   0.000000E+00   0.000000E+00   0.188396E+03  -0.376792E+03
   0.102491E+03  -0.675111E+00   0.798749E+00   0.757998E+01   0.758812E-03   0.343941E-03   0.259344E-03   0.104966E-02   0.185670E+03   0.000000E+00   0.000000E+00   0.185670E+03  -0.371340E+03
   0.102491E+03  -0.675111E+00   0.328719E+01   0.757998E+01   0.758812E-03   0.343941E-03   0.259344E-03   0.104966E-02   0.186508E+03   0.000000E+00   0.000000E+00   0.186508E+03  -0.373016E+03
   0.102491E+03  -0.149567E+01   0.797328E+01  -0.361350E+01   0.361944E-03   0.343941E-03   0.259344E-03   0.104966E-02   0.189385E+03   0.000000E+00   0.000000E+00   0.189385E+03  -0.378770E+03
   0.102491E+03  -0.344726E+00   0.110090E+02  -0.361350E+01   0.361944E-03   0.343941E-03   0.259344E-03   0.270623E-02   0.186302E+03   0.000000E+00   0.000000E+00   0.186302E+03  -0.372604E+03
   0.102491E+03  -0.522306E+01   0.105194E+02  -0.671864E+01   0.361944E-03   0.343941E-03   0.259344E-03   0.293056E-02   0.183817E+03   0.000000E+00   0.000000E+00   0.183817E+03  -0.367634E+03
   0.103498E+03  -0.522306E+01   0.105194E+02  -0.121353E+02   0.361944E-03   0.343941E-03   0.259344E-03   0.293056E-02   0.183183E+03   0.000000E+00   0.000000E+00   0.183183E+03  -0.366366E+03
   0.103498E+03  -0.310673E+01   0.105194E+02  -0.860446E+01   0.361944E-03   0.343941E-03   0.259344E-03   0.293056E-02   0.183525E+03   0.000000E+00   0.000000E+00   0.183525E+03  -0.367050E+03
   0.103498E+03  -0.340878E+01   0.778071E+01  -0.129822E+02   0.361944E-03   0.343941E-03   0.259344E-03   0.293056E-02   0.183694E+03   0.000000E+00   0.000000E+00   0.183694E+03  -0.367388E+03
   0.103498E+03  -0.340878E+01   0.980251E+01  -0.148522E+01   0.361944E-03   0.602730E-03   0.259344E-03   0.293056E-02   0.181558E+03   0.000000E+00   0.000000E+00   0.181558E+03  -0.363116E+03
   0.102947E+03  -0.340878E+01   0.859085E+01  -0.148522E+01   0.361944E-03   0.494361E-03   0.259344E-03   0.293056E-02   0.183469E+03   0.000000E+00   0.000000E+00   0.183469E+03  -0.366938E+03
   0.102947E+03   0.450295E+01   0.859085E+01   0.111112E+02   0.361944E-03   0.494361E-03   0.259344E-03   0.293056E-02   0.184933E+03   0.000000E+00   0.000000E+00   0.184933E+03  -0.369866E+03
   0.102947E+03   0.450295E+01   0.132896E+02   0.967885E+01   0.361944E-03   0.494361E-03   0.259344E-03   0.281947E-02   0.185202E+03   0.000000E+00   0.000000E+00   0.185202E+03  -0.370404E+03
   0.102947E+03   0.450295E+01   0.132896E+02   0.959661E+01   0.361944E-03   0.494361E-03   0.259344E-03   0.165171E-02   0.187936E+03   0.000000E+00   0.000000E+00   0.187936E+03  -0.375872E+03
   0.102947E+03   0.312192E+01   0.156571E+02   0.117209E+02   0.361944E-03   0.494361E-03   0.259344E-03   0.105239E-02   0.187732E+03   0.000000E+00   0.000000E+00   0.187732E+03  -0.375464E+03
   0.102947E+03   0.550175E+01   0.156571E+02   0.948421E+01   0.693086E-03   0.297980E-03   0.259344E-03   0.105239E-02   0.188024E+03   0.000000E+00   0.000000E+00   0.188024E+03  -0.376048E+03
   0.103573E+03   0.550175E+01   0.113184E+02   0.948421E+01   0.693086E-03   0.297980E-03   0.259344E-03   0.105239E-02   0.186379E+03   0.000000E+00   0.000000E+00   0.186379E+03  -0.372758E+03
   0.101828E+03   0.809933E+01   0.118041E+02   0.105691E+02   0.693086E-03   0.297980E-03   0.259344E-03   0.105239E-02   0.188762E+03   0.000000E+00   0.000000E+00   0.188762E+03  -0.377524E+03
   0.101828E+03   0.527660E+01   0.118348E+02   0.105691E+02   0.693086E-03   0.297980E-03   0.259344E-03   0.105239E-02   0.189569E+03   0.000000E+00   0.000000E+00   0.189569E+03  -0.379138E+03
   0.101828E+03   0.527660E+01   0.117627E+02   0.105691E+02   0.719086E-03   0.297980E-03   0.259344E-03   0.114313E-02   0.189457E+03   0.000000E+00   0.000000E+00   0.189457E+03  -0.378914E+03
   0.101828E+03   0.527660E+01   0.117627E+02   0.178301E+02   0.719086E-03   0.297980E-03   0.431604E-03   0.114313E-02   0.187389E+03   0.000000E+00   0.000000E+00   0.187389E+03  -0.374778E+03
   0.101828E+03   0.886623E+01   0.601070E+01   0.172697E+02   0.719086E-03   0.297980E-03   0.428502E-03   0.114313E-02   0.188626E+03   0.000000E+00   0.000000E+00   0.188626E+03  -0.377252E+03
   0.101828E+03   0.799621E+01   0.601070E+01   0.699224E+01   0.719086E-03   0.297980E-03   0.428502E-03   0.114313E-02   0.188191E+03   0.000000E+00   0.000000E+00   0.188191E+03  -0.376382E+03
   0.102114E+03   0.799621E+01   0.690850E+01   0.281954E+01   0.299255E-03   0.182646E-03   0.428502E-03   0.114313E-02   0.188447E+03   0.000000E+00   0.000000E+00   0.188447E+03  -0.376894E+03
   0.102114E+03  -0.159100E-01   0.121815E+01  -0.514123E+00   0.299255E-03   0.182646E-03   0.428502E-03   0.114313E-02   0.190017E+03   0.000000E+00   0.000000E+00   0.190017E+03  -0.380034E+03
   0.102114E+03   0.670291E+01   0.121815E+01   0.393679E+01   0.132996E-03   0.182646E-03   0.428502E-03   0.114313E-02   0.188917E+03   0.000000E+00   0.000000E+00   0.188917E+03  -0.377834E+03
   0.102114E+03   0.110367E+01   0.265504E+01  -0.165724E+02   0.132996E-03   0.182646E-03   0.596820E-03   0.114313E-02   0.188174E+03   0.000000E+00   0.000000E+00   0.188174E+03  -0.376348E+03
   0.103048E+03   0.110367E+01   0.660518E+01  -0.165724E+02   0.132996E-03   0.182646E-03   0.596820E-03   0.114313E-02   0.186143E+03   0.000000E+00   0.000000E+00   0.186143E+03  -0.372286E+03
   0.103048E+03   0.110367E+01  -0.472846E+01  -0.287114E+02   0.132996E-03   0.182646E-03   0.596820E-03   0.152142E-02   0.184743E+03   0.000000E+00   0.000000E+00   0.184743E+03  -0.369486E+03
   0.103048E+03   0.110367E+01  -0.393727E+01  -0.257983E+02   0.132996E-03   0.936721E-04   0.596820E-03   0.152142E-02   0.185479E+03   0.000000E+00   0.000000E+00   0.185479E+03  -0.370958E+03
   0.102921E+03   0.110367E+01  -0.156009E+02  -0.257983E+02   0.132996E-03   0.936721E-04   0.596820E-03   0.152142E-02   0.184627E+03   0.000000E+00   0.000000E+00   0.184627E+03  -0.369254E+03
   0.102921E+03   0.110367E+01  -0.154156E+02  -0.288846E+02   0.345695E-03   0.605150E-04   0.160962E-03   0.152142E-02   0.182861E+03   0.000000E+00   0.000000E+00   0.182861E+03  -0.365722E+03
   0.102921E+03  -0.536932E+00  -0.821152E+01  -0.306728E+02   0.531386E-04   0.605150E-04   0.160962E-03   0.152142E-02   0.185808E+03   0.000000E+00   0.000000E+00   0.185808E+03  -0.371616E+03
   0.102921E+03  -0.347142E+01   0.589530E+01  -0.220826E+02   0.531386E-04   0.605150E-04   0.160962E-03   0.151051E-02   0.188673E+03   0.000000E+00   0.000000E+00   0.188673E+03  -0.377346E+03
   0.102921E+03  -0.347142E+01   0.589530E+01  -0.176170E+02   0.531386E-04   0.605150E-04   0.160962E-03   0.151051E-02   0.189418E+03   0.000000E+00   0.000000E+00   0.189418E+03  -0.378836E+03
   0.102921E+03  -0.201247E+01   0.589530E+01  -0.185084E+02   0.531386E-04   0.605150E-04   0.160962E-03   0.151051E-02   0.188875E+03   0.000000E+00   0.000000E+00   0.188875E+03  -0.377750E+03
   0.102921E+03  -0.201247E+01   0.106453E+01  -0.185084E+02   0.407445E-03   0.605150E-04   0.160962E-03   0.151051E-02   0.188750E+03   0.000000E+00   0.000000E+00   0.188750E+03  -0.377500E+03
   0.102921E+03  -0.201247E+01   0.612679E+01  -0.143360E+02   0.407445E-03   0.605150E-04   0.160962E-03   0.151051E-02   0.188976E+03   0.000000E+00   0.000000E+00   0.188976E+03  -0.377952E+03
   0.102670E+03  -0.201247E+01   0.230297E+01  -0.152442E+02   0.407445E-03   0.605150E-04   0.160962E-03   0.151051E-02   0.189725E+03   0.000000E+00   0.000000E+00   0.189725E+03  -0.379450E+03
   0.102670E+03  -0.177987E+01   0.137971E+01  -0.885050E+01   0.407445E-03   0.605150E-04   0.160962E-03   0.169173E-02   0.189124E+03   0.000000E+00   0.000000E+00   0.189124E+03  -0.378248E+03
   0.102670E+03  -0.177987E+01   0.999305E+01  -0.885050E+01   0.407445E-03   0.605150E-04   0.160962E-03   0.169173E-02   0.189031E+03   0.000000E+00   0.000000E+00   0.189031E+03  -0.378062E+03
   0.102366E+03  -0.177987E+01   0.748077E+01  -0.487910E+01   0.407445E-03   0.605150E-04   0.160962E-03   0.115559E-02   0.190704E+03   0.000000E+00   0.000000E+00   0.190704E+03  -0.381408E+03
   0.101306E+03  -0.103451E+01   0.784434E+01  -0.190580E+01   0.407445E-03   0.605150E-04   0.160962E-03   0.115559E-02   0.191112E+03   0.000000E+00   0.000000E+00   0.191112E+03  -0.382224E+03
   0.101306E+03   0.639644E+00  -0.283296E+01  -0.190580E+01   0.407445E-03   0.605150E-04   0.160962E-03   0.115559E-02   0.192499E+03   0.000000E+00   0.000000E+00   0.192499E+03  -0.384998E+03
   0.101306E+03   0.639644E+00   0.424611E+01   0.390368E+01   0.407445E-03   0.605150E-04   0.160962E-03   0.115559E-02   0.192627E+03   0.000000E+00   0.000000E+00   0.192627E+03  -0.385254E+03
   0.101306E+03   0.639644E+00   0.357165E+01  -0.721948E+01   0.407445E-03   0.148543E-03   0.160962E-03   0.115559E-02   0.192236E+03   0.000000E+00   0.000000E+00   0.192236E+03  -0.384472E+03
   0.101306E+03   0.634826E+00   0.332685E+01   0.455683E+01   0.277390E-03   0.148543E-03   0.160962E-03   0.115559E-02   0.192776E+03   0.000000E+00   0.000000E+00   0.192776E+03  -0.385552E+03
   0.101306E+03   0.634826E+00   0.332685E+01  -0.137997E+01   0.277390E-03   0.148543E-03   0.160962E-03   0.115559E-02   0.193239E+03   0.000000E+00   0.000000E+00   0.193239E+03  -0.386478E+03
   0.101306E+03  -0.476013E+00   0.938337E+01  -0.296919E+01   0.277390E-03   0.148543E-03   0.160962E-03   0.115559E-02   0.190703E+03   0.000000E+00   0.000000E+00   0.190703E+03  -0.381406E+03
   0.101306E+03  -0.476013E+00   0.241256E+01   0.971787E+01   0.277390E-03   0.148543E-03   0.160962E-03   0.115559E-02   0.190321E+03   0.000000E+00   0.000000E+00   0.190321E+03  -0.380642E+03
   0.101306E+03   0.792352E+01   0.241256E+01   0.971787E+01   0.382053E-03   0.148543E-03   0.160962E-03   0.115559E-02   0.190566E+03   0.000000E+00   0.000000E+00   0.190566E+03  -0.381132E+03
   0.101306E+03   0.457697E+01  -0.161278E+01   0.140405E+02   0.382053E-03   0.148543E-03   0.160962E-03   0.115559E-02   0.190749E+03   0.000000E+00   0.000000E+00   0.190749E+03  -0.381498E+03
   0.100972E+03   0.313872E+01   0.376536E+01   0.111057E+02   0.382053E-03   0.148543E-03   0.348496E-03   0.115559E-02   0.191300E+03   0.000000E+00   0.000000E+00   0.191300E+03  -0.382600E+03
   0.100972E+03   0.313872E+01   0.442586E+01   0.479490E+01   0.382053E-03   0.148543E-03   0.348496E-03   0.115559E-02   0.192025E+03   0.000000E+00   0.000000E+00   0.192025E+03  -0.384050E+03
   0.100972E+03   0.319090E+01   0.442586E+01   0.479490E+01   0.382053E-03   0.148543E-03   0.348496E-03   0.115559E-02   0.192029E+03   0.000000E+00   0.000000E+00   0.192029E+03  -0.384058E+03
   0.100972E+03   0.319090E+01   0.442586E+01   0.479490E+01   0.382053E-03   0.148543E-03   0.348496E-03   0.116070E-02   0.192024E+03   0.000000E+00   0.000000E+00   0.192024E+03  -0.384048E+03
   0.100972E+03   0.121306E+01   0.331551E+01   0.479490E+01   0.241876E-03   0.148543E-03   0.348496E-03   0.116070E-02   0.191961E+03   0.000000E+00   0.000000E+00   0.191961E+03  -0.383922E+03
   0.101111E+03   0.121306E+01   0.667417E+00   0.479490E+01   0.241876E-03   0.148543E-03   0.348496E-03   0.116070E-02   0.192157E+03   0.000000E+00   0.000000E+00   0.192157E+03  -0.384314E+03
   0.101111E+03   0.121306E+01   0.560372E+01   0.479490E+01   0.241876E-03   0.148543E-03   0.348496E-03   0.116070E-02   0.191541E+03   0.000000E+00   0.000000E+00   0.191541E+03  -0.383082E+03
   0.101111E+03  -0.329318E+00   0.647777E+01   0.479490E+01   0.337614E-03   0.148543E-03   0.348496E-03   0.116070E-02   0.189927E+03   0.000000E+00   0.000000E+00   0.189927E+03  -0.379854E+03
   0.101111E+03   0.447456E+01   0.647777E+01  -0.156645E+01   0.337614E-03   0.148543E-03   0.348496E-03   0.116070E-02   0.190420E+03   0.000000E+00   0.000000E+00   0.190420E+03  -0.380840E+03
   0.101111E+03   0.754686E-01   0.359222E+01  -0.714972E+01   0.337614E-03   0.148543E-03   0.348496E-03   0.116070E-02   0.191514E+03   0.000000E+00   0.000000E+00   0.191514E+03  -0.383028E+03
   0.101111E+03  -0.830085E-01  -0.671943E+00  -0.101267E+02   0.337614E-03   0.148543E-03   0.348496E-03   0.116070E-02   0.191727E+03   0.000000E+00   0.000000E+00   0.191727E+03  -0.383454E+03
   0.101111E+03  -0.361943E+01  -0.671943E+00  -0.101267E+02   0.337614E-03   0.148543E-03   0.348496E-03   0.116070E-02   0.190355E+03   0.000000E+00   0.000000E+00   0.190355E+03  -0.380710E+03
   0.101111E+03  -0.361943E+01   0.190971E+01  -0.789005E+01   0.337614E-03   0.148543E-03   0.348496E-03   0.116070E-02   0.190082E+03   0.000000E+00   0.000000E+00   0.190082E+03  -0.380164E+03
   0.101111E+03   0.676062E+01  -0.232243E+01   0.891972E+01   0.337614E-03   0.148543E-03   0.348496E-03   0.116070E-02   0.190067E+03   0.000000E+00   0.000000E+00   0.190067E+03  -0.380134E+03
   0.101111E+03   0.676062E+01  -0.232243E+01  -0.390463E+01   0.337614E-03   0.148543E-03   0.348496E-03   0.116070E-02   0.187675E+03   0.000000E+00   0.000000E+00   0.187675E+03  -0.375350E+03
   0.101111E+03   0.581644E+00  -0.232243E+01   0.898769E+01   0.952882E-03   0.148543E-03   0.348496E-03   0.116070E-02   0.188259E+03   0.000000E+00   0.000000E+00   0.188259E+03  -0.376518E+03
   0.100423E+03   0.581644E+00  -0.232243E+01  -0.178967E+01   0.952882E-03   0.148543E-03   0.348496E-03   0.116070E-02   0.189825E+03   0.000000E+00   0.000000E+00   0.189825E+03  -0.379650E+03
   0.100423E+03   0.581644E+00  -0.232243E+01  -0.809216E+01   0.952882E-03   0.333278E-03   0.348496E-03   0.116070E-02   0.188766E+03   0.000000E+00   0.000000E+00   0.188766E+03  -0.377532E+03
   0.100423E+03   0.581644E+00   0.742563E+00   0.281663E+01   0.952882E-03   0.333278E-03   0.348496E-03   0.116070E-02   0.189046E+03   0.000000E+00   0.000000E+00   0.189046E+03  -0.378092E+03
   0.100423E+03   0.581644E+00   0.742563E+00   0.281663E+01   0.265549E-03   0.333278E-03   0.348496E-03   0.116070E-02   0.191198E+03   0.000000E+00   0.000000E+00   0.191198E+03  -0.382396E+03
   0.100423E+03   0.581644E+00   0.240664E+01   0.281663E+01   0.265549E-03   0.333278E-03   0.348496E-03   0.116070E-02   0.190925E+03   0.000000E+00   0.000000E+00   0.190925E+03  -0.381850E+03
   0.100423E+03   0.858627E+00   0.240664E+01   0.495495E+01   0.265549E-03   0.333278E-03   0.348496E-03   0.116070E-02   0.190759E+03   0.000000E+00   0.000000E+00   0.190759E+03  -0.381518E+03
   0.100423E+03   0.759733E+01   0.240664E+01   0.495495E+01   0.265549E-03   0.333278E-03   0.348496E-03   0.116070E-02   0.189192E+03   0.000000E+00   0.000000E+00   0.189192E+03  -0.378384E+03
   0.100423E+03   0.759733E+01   0.682037E+01   0.495495E+01   0.265549E-03   0.333278E-03   0.348496E-03   0.116070E-02   0.188157E+03   0.000000E+00   0.000000E+00   0.188157E+03  -0.376314E+03
   0.100423E+03   0.192094E+01   0.682037E+01   0.103674E+02   0.265549E-03   0.333278E-03   0.348496E-03   0.116070E-02   0.188471E+03   0.000000E+00   0.000000E+00   0.188471E+03  -0.376942E+03
   0.100423E+03   0.192094E+01  -0.273847E+01   0.129063E+02   0.265549E-03   0.333278E-03   0.348496E-03   0.116070E-02   0.189334E+03   0.000000E+00   0.000000E+00   0.189334E+03  -0.378668E+03
   0.100423E+03   0.192094E+01  -0.215722E+01   0.920452E+01   0.265549E-03   0.414577E-03   0.348496E-03   0.794150E-03   0.189779E+03   0.000000E+00   0.000000E+00   0.189779E+03  -0.379558E+03
   0.100423E+03   0.192094E+01  -0.211335E+00   0.390184E+01   0.265549E-03   0.414577E-03   0.348496E-03   0.794150E-03   0.190847E+03   0.000000E+00   0.000000E+00   0.190847E+03  -0.381694E+03
   0.100423E+03   0.192094E+01  -0.211335E+00   0.390184E+01   0.265549E-03   0.414577E-03   0.361922E-03   0.794150E-03   0.190761E+03   0.000000E+00   0.000000E+00   0.190761E+03  -0.381522E+03
   0.100496E+03  -0.397934E+00  -0.211335E+00  -0.288616E+00   0.265549E-03   0.414577E-03   0.361922E-03   0.794150E-03   0.190366E+03   0.000000E+00   0.000000E+00   0.190366E+03  -0.380732E+03
   0.101075E+03  -0.160679E+01   0.306872E+01  -0.322890E+01   0.265549E-03   0.414577E-03   0.361922E-03   0.106434E-02   0.190517E+03   0.000000E+00   0.000000E+00   0.190517E+03  -0.381034E+03
   0.101075E+03  -0.160679E+01   0.189679E+01  -0.101000E+02   0.265549E-03   0.414577E-03   0.361922E-03   0.106434E-02   0.190557E+03   0.000000E+00   0.000000E+00   0.190557E+03  -0.381114E+03
   0.101306E+03  -0.160679E+01   0.526933E+01  -0.312109E+01   0.265549E-03   0.117156E-04   0.361922E-03   0.106434E-02   0.190918E+03   0.000000E+00   0.000000E+00   0.190918E+03  -0.381836E+03
   0.100563E+03   0.665272E+01   0.206030E+01   0.244230E+01   0.132136E-02   0.117156E-04   0.866675E-03   0.106434E-02   0.184295E+03   0.000000E+00   0.000000E+00   0.184295E+03  -0.368590E+03
   0.100563E+03   0.665272E+01   0.206030E+01  -0.262554E+01   0.132136E-02   0.117156E-04   0.820875E-03   0.106434E-02   0.183256E+03   0.000000E+00   0.000000E+00   0.183256E+03  -0.366512E+03
   0.100563E+03   0.665272E+01   0.206030E+01  -0.262554E+01   0.132136E-02   0.117156E-04   0.820875E-03   0.106434E-02   0.183256E+03   0.000000E+00   0.000000E+00   0.183256E+03  -0.366512E+03
   0.100563E+03   0.678371E+01   0.206030E+01   0.989026E+01   0.132136E-02   0.117156E-04   0.820875E-03   0.106434E-02   0.185037E+03   0.000000E+00   0.000000E+00   0.185037E+03  -0.370074E+03
   0.100563E+03   0.316794E+01   0.206030E+01   0.114571E+02   0.157704E-02   0.117156E-04   0.820875E-03   0.760548E-03   0.182993E+03   0.000000E+00   0.000000E+00   0.182993E+03  -0.365986E+03
   0.100563E+03   0.521044E+01   0.206030E+01   0.949183E+00   0.157704E-02   0.849627E-05   0.820875E-03   0.760548E-03   0.183410E+03   0.000000E+00   0.000000E+00   0.183410E+03  -0.366820E+03
   0.100522E+03   0.521044E+01  -0.100448E+02   0.264635E+01   0.157704E-02   0.849627E-05   0.820875E-03   0.760548E-03   0.180658E+03   0.000000E+00   0.000000E+00   0.180658E+03  -0.361316E+03
   0.101104E+03   0.507465E+01  -0.100448E+02   0.264635E+01   0.157704E-02   0.442942E-03   0.820875E-03   0.760548E-03   0.178561E+03   0.000000E+00   0.000000E+00   0.178561E+03  -0.357122E+03
   0.988332E+02   0.533988E+01  -0.867585E+01   0.264635E+01   0.157704E-02   0.442942E-03   0.820875E-03   0.760548E-03   0.179529E+03   0.000000E+00   0.000000E+00   0.179529E+03  -0.359058E+03
   0.989739E+02   0.533988E+01  -0.596530E+01   0.412571E+01   0.659316E-03   0.442942E-03   0.820875E-03   0.760548E-03   0.183873E+03   0.000000E+00   0.000000E+00   0.183873E+03  -0.367746E+03
   0.989739E+02   0.870993E+01  -0.596530E+01   0.412571E+01   0.659316E-03   0.442942E-03   0.982133E-03   0.760548E-03   0.180660E+03   0.000000E+00   0.000000E+00   0.180660E+03  -0.361320E+03
   0.990367E+02   0.870993E+01  -0.596530E+01   0.412571E+01   0.659316E-03   0.442942E-03   0.982133E-03   0.760548E-03   0.180785E+03   0.000000E+00   0.000000E+00   0.180785E+03  -0.361570E+03
   0.990367E+02   0.792911E+01  -0.596530E+01   0.115692E+02   0.659316E-03   0.442942E-03   0.344917E-03   0.760548E-03   0.182449E+03   0.000000E+00   0.000000E+00   0.182449E+03  -0.364898E+03
