a0_min         a1_min         a2_min         a3_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   Y6_intercept   Y7_intercept   Y8_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.103195E+03   0.113875E+02   0.125393E+02   0.218492E+02   0.256053E-03   0.273202E-03   0.588148E-03   0.178468E-02   0.567259E-03   0.928121E-03   0.111945E-02   0.111659E-02   0.182172E+03   0.000000E+00   0.000000E+00   0.182172E+03  -0.364344E+03
   0.100543E+03   0.921590E+01   0.111892E+02   0.102059E+02   0.256053E-03   0.273202E-03   0.588148E-03   0.178468E-02   0.505124E-03   0.928121E-03   0.111945E-02   0.111659E-02   0.181898E+03   0.000000E+00   0.000000E+00   0.181898E+03  -0.363796E+03
   0.100543E+03   0.921590E+01   0.111892E+02   0.102059E+02   0.496253E-04   0.273202E-03   0.763599E-03   0.178468E-02   0.722894E-03   0.928121E-03   0.111945E-02   0.831252E-03   0.181430E+03   0.000000E+00   0.000000E+00   0.181430E+03  -0.362860E+03
   0.100543E+03   0.921590E+01   0.111892E+02   0.980270E+01   0.496253E-04   0.273202E-03   0.763599E-03   0.178468E-02   0.119084E-02   0.264884E-03   0.111945E-02   0.831252E-03   0.180812E+03   0.000000E+00   0.000000E+00   0.180812E+03  -0.361624E+03
   0.100543E+03   0.921590E+01   0.111892E+02   0.134704E+02   0.496253E-04   0.273202E-03   0.763599E-03   0.178468E-02   0.119084E-02   0.216417E-02   0.111945E-02   0.831252E-03   0.178484E+03   0.000000E+00   0.000000E+00   0.178484E+03  -0.356968E+03
   0.100572E+03   0.999854E+01  -0.223824E+01   0.134704E+02   0.496253E-04   0.273202E-03   0.762011E-03   0.178468E-02   0.119084E-02   0.269839E-02   0.111945E-02   0.831252E-03   0.175360E+03   0.000000E+00   0.000000E+00   0.175360E+03  -0.350720E+03
   0.102010E+03   0.999854E+01  -0.223824E+01   0.164424E+02   0.496253E-04   0.273202E-03   0.868223E-03   0.135737E-02   0.119084E-02   0.140189E-02   0.111945E-02   0.831252E-03   0.179062E+03   0.000000E+00   0.000000E+00   0.179062E+03  -0.358124E+03
   0.102010E+03   0.552319E+01   0.109502E+02  -0.690293E+01   0.496253E-04   0.273202E-03   0.868223E-03   0.997532E-03   0.727085E-03   0.140189E-02   0.111945E-02   0.197726E-02   0.180843E+03   0.000000E+00   0.000000E+00   0.180843E+03  -0.361686E+03
   0.102010E+03   0.552319E+01   0.203236E+01  -0.143298E+02   0.496253E-04   0.273202E-03   0.868223E-03   0.997532E-03   0.727085E-03   0.140189E-02   0.111945E-02   0.174840E-02   0.180845E+03   0.000000E+00   0.000000E+00   0.180845E+03  -0.361690E+03
   0.102010E+03   0.552319E+01   0.865019E+01   0.150370E+02   0.496253E-04   0.273202E-03   0.130242E-02   0.997532E-03   0.727085E-03   0.140189E-02   0.111945E-02   0.142715E-02   0.181369E+03   0.000000E+00   0.000000E+00   0.181369E+03  -0.362738E+03
   0.102010E+03   0.845435E+01   0.865019E+01   0.498476E+01   0.843350E-04   0.273202E-03   0.611930E-03   0.997532E-03   0.727085E-03   0.140189E-02   0.111945E-02   0.142715E-02   0.183159E+03   0.000000E+00   0.000000E+00   0.183159E+03  -0.366318E+03
   0.102010E+03   0.919473E+01   0.971641E+01   0.498476E+01   0.843350E-04   0.273202E-03   0.611930E-03   0.997532E-03   0.727085E-03   0.140189E-02   0.111945E-02   0.233538E-02   0.181891E+03   0.000000E+00   0.000000E+00   0.181891E+03  -0.363782E+03
   0.102010E+03   0.919473E+01   0.132778E+02   0.179813E+02   0.843350E-04   0.273202E-03   0.611930E-03   0.997532E-03   0.727085E-03   0.131472E-02   0.111945E-02   0.152129E-02   0.182776E+03   0.000000E+00   0.000000E+00   0.182776E+03  -0.365552E+03
   0.101932E+03   0.919473E+01   0.132778E+02   0.570109E+01   0.843350E-04   0.211574E-03   0.611930E-03   0.997532E-03   0.727085E-03   0.131472E-02   0.111945E-02   0.149735E-02   0.182871E+03   0.000000E+00   0.000000E+00   0.182871E+03  -0.365742E+03
   0.101932E+03   0.300025E+01  -0.789045E+00   0.570109E+01   0.843350E-04   0.211574E-03   0.611930E-03   0.997532E-03   0.727085E-03   0.188213E-02   0.111945E-02   0.149735E-02   0.179554E+03   0.000000E+00   0.000000E+00   0.179554E+03  -0.359108E+03
   0.100202E+03   0.300025E+01   0.107083E+01  -0.352874E+01   0.843350E-04   0.211574E-03   0.611930E-03   0.997532E-03   0.727085E-03   0.121531E-02   0.111945E-02   0.149735E-02   0.183575E+03   0.000000E+00   0.000000E+00   0.183575E+03  -0.367150E+03
   0.100202E+03   0.300025E+01   0.107083E+01   0.764140E+01   0.843350E-04   0.211574E-03   0.672634E-03   0.780367E-03   0.727085E-03   0.121531E-02   0.115259E-02   0.149735E-02   0.183469E+03   0.000000E+00   0.000000E+00   0.183469E+03  -0.366938E+03
   0.100202E+03   0.300025E+01   0.560677E+01   0.764140E+01   0.843350E-04   0.211574E-03   0.672634E-03   0.780367E-03   0.727085E-03   0.169856E-02   0.153281E-02   0.149735E-02   0.181302E+03   0.000000E+00   0.000000E+00   0.181302E+03  -0.362604E+03
   0.101071E+03   0.300025E+01  -0.283811E+01   0.764140E+01   0.843350E-04   0.211574E-03   0.498325E-03   0.780367E-03   0.259953E-02   0.169856E-02   0.153281E-02   0.142578E-02   0.177463E+03   0.000000E+00   0.000000E+00   0.177463E+03  -0.354926E+03
   0.101071E+03   0.300025E+01   0.109940E+02   0.787269E+01   0.843350E-04   0.211574E-03   0.498325E-03   0.780367E-03   0.140236E-02   0.180255E-02   0.941346E-03   0.388493E-02   0.177224E+03   0.000000E+00   0.000000E+00   0.177224E+03  -0.354448E+03
   0.100234E+03   0.300025E+01   0.630476E+01   0.286004E+01   0.843350E-04   0.211574E-03   0.498325E-03   0.780367E-03   0.165726E-02   0.180255E-02   0.941346E-03   0.388493E-02   0.177692E+03   0.000000E+00   0.000000E+00   0.177692E+03  -0.355384E+03
   0.100234E+03   0.300025E+01   0.630476E+01   0.627571E+01   0.843350E-04   0.211574E-03   0.498325E-03   0.780367E-03   0.165726E-02   0.180255E-02   0.941346E-03   0.279747E-03   0.183151E+03   0.000000E+00   0.000000E+00   0.183151E+03  -0.366302E+03
   0.100112E+03   0.300025E+01  -0.399714E+01  -0.709002E+01   0.843350E-04   0.211574E-03   0.375141E-03   0.916869E-03   0.105014E-02   0.180255E-02   0.941346E-03   0.279747E-03   0.184765E+03   0.000000E+00   0.000000E+00   0.184765E+03  -0.369530E+03
   0.100112E+03   0.141021E+01  -0.387875E+01  -0.937161E+00   0.843350E-04   0.732099E-05   0.375141E-03   0.916869E-03   0.105014E-02   0.154126E-02   0.941346E-03   0.279747E-03   0.185245E+03   0.000000E+00   0.000000E+00   0.185245E+03  -0.370490E+03
   0.100112E+03   0.141021E+01  -0.396143E+01  -0.302663E+01   0.843350E-04   0.732099E-05   0.375141E-03   0.916869E-03   0.105014E-02   0.154126E-02   0.485774E-03   0.279747E-03   0.186154E+03   0.000000E+00   0.000000E+00   0.186154E+03  -0.372308E+03
   0.100112E+03  -0.245982E+00  -0.352590E+01  -0.135005E+01   0.843350E-04   0.732099E-05   0.375141E-03   0.129813E-02   0.105014E-02   0.154126E-02   0.485774E-03   0.190879E-03   0.184819E+03   0.000000E+00   0.000000E+00   0.184819E+03  -0.369638E+03
   0.100112E+03   0.127696E+01  -0.352590E+01   0.369528E+00   0.843350E-04   0.732099E-05   0.161921E-04   0.129813E-02   0.475921E-03   0.154126E-02   0.485774E-03   0.190879E-03   0.185313E+03   0.000000E+00   0.000000E+00   0.185313E+03  -0.370626E+03
   0.100112E+03   0.127696E+01  -0.352590E+01  -0.960708E+01   0.843350E-04   0.269467E-03   0.161921E-04   0.129813E-02   0.475921E-03   0.154126E-02   0.485774E-03   0.777846E-04   0.185857E+03   0.000000E+00   0.000000E+00   0.185857E+03  -0.371714E+03
   0.100112E+03   0.272795E+01  -0.446557E+01  -0.960708E+01   0.843350E-04   0.269467E-03   0.161921E-04   0.129813E-02   0.589358E-03   0.146199E-02   0.485774E-03   0.777846E-04   0.185413E+03   0.000000E+00   0.000000E+00   0.185413E+03  -0.370826E+03
   0.101112E+03   0.272795E+01  -0.451154E+01  -0.109406E+02   0.843350E-04   0.296567E-03   0.161921E-04   0.129813E-02   0.589358E-03   0.181282E-02   0.485774E-03   0.777846E-04   0.184295E+03   0.000000E+00   0.000000E+00   0.184295E+03  -0.368590E+03
   0.101112E+03   0.272795E+01  -0.339889E+01  -0.109406E+02   0.843350E-04   0.296567E-03   0.161921E-04   0.129813E-02   0.589358E-03   0.181282E-02   0.485774E-03   0.777846E-04   0.184266E+03   0.000000E+00   0.000000E+00   0.184266E+03  -0.368532E+03
   0.101112E+03   0.400659E+01  -0.926981E+01  -0.121486E+02   0.843350E-04   0.539580E-03   0.161921E-04   0.129813E-02   0.983863E-03   0.103309E-02   0.485774E-03   0.777846E-04   0.183249E+03   0.000000E+00   0.000000E+00   0.183249E+03  -0.366498E+03
   0.101112E+03   0.400659E+01  -0.812945E+01  -0.183105E+01   0.843350E-04   0.539580E-03   0.161921E-04   0.129813E-02   0.983863E-03   0.151388E-02   0.485774E-03   0.777846E-04   0.182599E+03   0.000000E+00   0.000000E+00   0.182599E+03  -0.365198E+03
   0.101112E+03   0.400659E+01  -0.474158E+01  -0.183105E+01   0.843350E-04   0.605163E-03   0.161921E-04   0.129813E-02   0.983863E-03   0.113024E-02   0.485774E-03   0.161893E-02   0.181308E+03   0.000000E+00   0.000000E+00   0.181308E+03  -0.362616E+03
   0.101112E+03   0.637271E+01   0.718583E+01  -0.183105E+01   0.607597E-03   0.605163E-03   0.161921E-04   0.129813E-02   0.983863E-03   0.113024E-02   0.485774E-03   0.161893E-02   0.182196E+03   0.000000E+00   0.000000E+00   0.182196E+03  -0.364392E+03
   0.101789E+03   0.637271E+01   0.466432E+01  -0.164249E+00   0.607597E-03   0.605163E-03   0.161921E-04   0.129813E-02   0.983863E-03   0.113024E-02   0.485774E-03   0.172930E-02   0.181050E+03   0.000000E+00   0.000000E+00   0.181050E+03  -0.362100E+03
   0.101775E+03   0.637271E+01   0.687563E+01  -0.160244E+02   0.607597E-03   0.605163E-03   0.161921E-04   0.280831E-02   0.983863E-03   0.296255E-02   0.303889E-02   0.172930E-02   0.172454E+03   0.000000E+00   0.000000E+00   0.172454E+03  -0.344908E+03
   0.101775E+03   0.861541E+00  -0.132995E+02  -0.339349E+02   0.863239E-03   0.605163E-03   0.849632E-03   0.280831E-02   0.983863E-03   0.296255E-02   0.303889E-02   0.172930E-02   0.169919E+03   0.000000E+00   0.000000E+00   0.169919E+03  -0.339838E+03
   0.101775E+03   0.861541E+00   0.741242E+01  -0.331822E+02   0.863239E-03   0.605163E-03   0.849632E-03   0.108816E-02   0.983863E-03   0.296255E-02   0.133216E-02   0.172930E-02   0.172519E+03   0.000000E+00   0.000000E+00   0.172519E+03  -0.345038E+03
   0.101835E+03  -0.170399E+00   0.267809E+01  -0.269264E+02   0.863239E-03   0.605163E-03   0.849632E-03   0.108816E-02   0.983863E-03   0.296255E-02   0.150952E-02   0.174736E-03   0.178452E+03   0.000000E+00   0.000000E+00   0.178452E+03  -0.356904E+03
   0.101835E+03  -0.170399E+00   0.267809E+01  -0.141134E+02   0.863239E-03   0.523576E-03   0.849632E-03   0.108816E-02   0.983863E-03   0.945387E-03   0.150952E-02   0.174736E-03   0.181997E+03   0.000000E+00   0.000000E+00   0.181997E+03  -0.363994E+03
   0.101835E+03  -0.170399E+00   0.267809E+01  -0.175468E+02   0.863239E-03   0.523576E-03   0.849632E-03   0.108816E-02   0.198480E-03   0.693525E-03   0.203628E-02   0.105318E-02   0.180725E+03   0.000000E+00   0.000000E+00   0.180725E+03  -0.361450E+03
   0.101835E+03  -0.170399E+00   0.267809E+01  -0.198897E+02   0.150442E-03   0.120574E-03   0.849632E-03   0.108816E-02   0.198480E-03   0.693525E-03   0.104443E-02   0.105318E-02   0.182311E+03   0.000000E+00   0.000000E+00   0.182311E+03  -0.364622E+03
   0.101835E+03  -0.170399E+00   0.405036E+01  -0.198897E+02   0.265443E-03   0.120574E-03   0.849632E-03   0.108816E-02   0.838535E-03   0.693525E-03   0.124763E-02   0.217214E-02   0.179586E+03   0.000000E+00   0.000000E+00   0.179586E+03  -0.359172E+03
   0.101909E+03  -0.281187E+01  -0.123798E+02  -0.198897E+02   0.265443E-03   0.120574E-03   0.849632E-03   0.108816E-02   0.838535E-03   0.693525E-03   0.124763E-02   0.422943E-02   0.176283E+03   0.000000E+00   0.000000E+00   0.176283E+03  -0.352566E+03
   0.101909E+03  -0.281187E+01   0.673281E+01  -0.237534E+02   0.265443E-03   0.120574E-03   0.234054E-03   0.108816E-02   0.838535E-03   0.693525E-03   0.124763E-02   0.222748E-02   0.179005E+03   0.000000E+00   0.000000E+00   0.179005E+03  -0.358010E+03
   0.101909E+03  -0.281187E+01   0.734822E+01  -0.237534E+02   0.265443E-03   0.120574E-03   0.234054E-03   0.108816E-02   0.838535E-03   0.693525E-03   0.124763E-02   0.222748E-02   0.178910E+03   0.000000E+00   0.000000E+00   0.178910E+03  -0.357820E+03
   0.101909E+03   0.622923E+00   0.734822E+01  -0.119152E+02   0.265443E-03   0.120574E-03   0.234054E-03   0.102806E-02   0.838535E-03   0.693525E-03   0.519893E-03   0.222748E-02   0.181161E+03   0.000000E+00   0.000000E+00   0.181161E+03  -0.362322E+03
   0.101909E+03   0.622923E+00   0.111056E+02  -0.569653E+00   0.265443E-03   0.239203E-02   0.234054E-03   0.102806E-02   0.171458E-02   0.693525E-03   0.519893E-03   0.222748E-02   0.176130E+03   0.000000E+00   0.000000E+00   0.176130E+03  -0.352260E+03
   0.100799E+03   0.622923E+00   0.787946E+01  -0.104395E+02   0.464362E-03   0.239203E-02   0.234054E-03   0.102806E-02   0.171458E-02   0.693525E-03   0.519893E-03   0.311082E-02   0.176072E+03   0.000000E+00   0.000000E+00   0.176072E+03  -0.352144E+03
   0.100799E+03   0.622923E+00   0.118321E+02  -0.104395E+02   0.464362E-03   0.239203E-02   0.234054E-03   0.102806E-02   0.171458E-02   0.693525E-03   0.519893E-03   0.311082E-02   0.175390E+03   0.000000E+00   0.000000E+00   0.175390E+03  -0.350780E+03
   0.100857E+03   0.224078E+01  -0.979154E+00  -0.104395E+02   0.464362E-03   0.329230E-02   0.234054E-03   0.102806E-02   0.171458E-02   0.693525E-03   0.519893E-03   0.311082E-02   0.174649E+03   0.000000E+00   0.000000E+00   0.174649E+03  -0.349298E+03
   0.100857E+03   0.160609E+01  -0.979154E+00  -0.150312E+02   0.464362E-03   0.154887E-02   0.234054E-03   0.133987E-02   0.129508E-02   0.732143E-03   0.519893E-03   0.154525E-03   0.181700E+03   0.000000E+00   0.000000E+00   0.181700E+03  -0.363400E+03
   0.100857E+03   0.160609E+01   0.425821E+01  -0.121467E+02   0.464362E-03   0.154887E-02   0.234054E-03   0.133987E-02   0.205130E-02   0.732143E-03   0.519893E-03   0.154525E-03   0.180159E+03   0.000000E+00   0.000000E+00   0.180159E+03  -0.360318E+03
   0.100857E+03  -0.310605E+01  -0.286313E+01  -0.890297E+01   0.633096E-03   0.329193E-03   0.234054E-03   0.133987E-02   0.747034E-03   0.732143E-03   0.519893E-03   0.154525E-03   0.184474E+03   0.000000E+00   0.000000E+00   0.184474E+03  -0.368948E+03
   0.996050E+02   0.376380E+01  -0.286313E+01  -0.457641E+01   0.331940E-03   0.329193E-03   0.234054E-03   0.133987E-02   0.747034E-03   0.732143E-03   0.176501E-03   0.154525E-03   0.185693E+03   0.000000E+00   0.000000E+00   0.185693E+03  -0.371386E+03
   0.996050E+02   0.376380E+01  -0.286313E+01  -0.457641E+01   0.331940E-03   0.329193E-03   0.234054E-03   0.133987E-02   0.272108E-03   0.732143E-03   0.176501E-03   0.154525E-03   0.185917E+03   0.000000E+00   0.000000E+00   0.185917E+03  -0.371834E+03
   0.996591E+02   0.322711E+01  -0.576027E+01   0.718795E+01   0.331940E-03   0.329193E-03   0.234054E-03   0.133987E-02   0.272108E-03   0.732143E-03   0.176501E-03   0.154525E-03   0.185841E+03   0.000000E+00   0.000000E+00   0.185841E+03  -0.371682E+03
   0.101235E+03   0.322711E+01   0.503514E+01   0.466231E+00   0.331940E-03   0.329193E-03   0.234054E-03   0.133987E-02   0.272108E-03   0.732143E-03   0.176501E-03   0.154525E-03   0.185546E+03   0.000000E+00   0.000000E+00   0.185546E+03  -0.371092E+03
   0.101235E+03   0.161962E+01  -0.873602E+00  -0.903512E+01   0.181151E-04   0.636974E-03   0.234054E-03   0.595834E-04   0.272108E-03   0.732143E-03   0.176501E-03   0.154525E-03   0.183933E+03   0.000000E+00   0.000000E+00   0.183933E+03  -0.367866E+03
   0.101235E+03   0.204371E+01  -0.873602E+00  -0.917955E+01   0.181151E-04   0.179503E-03   0.234054E-03   0.595834E-04   0.272108E-03   0.732143E-03   0.176501E-03   0.154525E-03   0.184125E+03   0.000000E+00   0.000000E+00   0.184125E+03  -0.368250E+03
   0.993477E+02   0.204371E+01  -0.360507E+01  -0.729783E+01   0.181151E-04   0.138606E-02   0.234054E-03   0.595834E-04   0.272108E-03   0.141193E-02   0.176501E-03   0.154525E-03   0.183145E+03   0.000000E+00   0.000000E+00   0.183145E+03  -0.366290E+03
   0.993477E+02   0.204371E+01  -0.360507E+01  -0.729783E+01   0.157546E-02   0.138606E-02   0.234054E-03   0.595834E-04   0.272108E-03   0.142133E-02   0.176501E-03   0.154525E-03   0.181505E+03   0.000000E+00   0.000000E+00   0.181505E+03  -0.363010E+03
   0.989687E+02   0.204371E+01  -0.360507E+01  -0.729783E+01   0.157546E-02   0.248080E-03   0.234054E-03   0.550489E-03   0.490910E-03   0.124843E-02   0.176501E-03   0.154525E-03   0.183768E+03   0.000000E+00   0.000000E+00   0.183768E+03  -0.367536E+03
   0.989687E+02  -0.132291E+01  -0.856880E+01  -0.729783E+01   0.827735E-04   0.248080E-03   0.234054E-03   0.550489E-03   0.490910E-03   0.124843E-02   0.176501E-03   0.941261E-03   0.183325E+03   0.000000E+00   0.000000E+00   0.183325E+03  -0.366650E+03
   0.989687E+02  -0.132291E+01  -0.856880E+01  -0.729783E+01   0.827735E-04   0.248080E-03   0.234054E-03   0.550489E-03   0.490910E-03   0.740316E-03   0.176501E-03   0.941261E-03   0.183925E+03   0.000000E+00   0.000000E+00   0.183925E+03  -0.367850E+03
   0.100888E+03  -0.132291E+01  -0.856880E+01  -0.729783E+01   0.827735E-04   0.248080E-03   0.130705E-02   0.550489E-03   0.490910E-03   0.740316E-03   0.176501E-03   0.941261E-03   0.183348E+03   0.000000E+00   0.000000E+00   0.183348E+03  -0.366696E+03
   0.100628E+03  -0.132291E+01   0.487297E+01  -0.163080E+02   0.381954E-03   0.248080E-03   0.197924E-02   0.550489E-03   0.490910E-03   0.740316E-03   0.176501E-03   0.941261E-03   0.181815E+03   0.000000E+00   0.000000E+00   0.181815E+03  -0.363630E+03
   0.100628E+03   0.255886E+01  -0.523449E+01   0.993074E+01   0.381954E-03   0.248080E-03   0.882379E-03   0.550489E-03   0.490910E-03   0.144624E-02   0.176501E-03   0.941261E-03   0.184160E+03   0.000000E+00   0.000000E+00   0.184160E+03  -0.368320E+03
   0.100628E+03   0.759897E+01   0.193112E+01   0.182446E+02   0.381954E-03   0.248080E-03   0.882379E-03   0.550489E-03   0.490910E-03   0.144624E-02   0.176501E-03   0.941261E-03   0.184641E+03   0.000000E+00   0.000000E+00   0.184641E+03  -0.369282E+03
   0.100628E+03   0.937855E+01   0.193112E+01   0.182446E+02   0.736652E-03   0.248080E-03   0.882379E-03   0.550489E-03   0.490910E-03   0.144624E-02   0.709862E-04   0.941261E-03   0.184080E+03   0.000000E+00   0.000000E+00   0.184080E+03  -0.368160E+03
   0.100628E+03   0.937855E+01   0.193112E+01   0.182446E+02   0.736652E-03   0.248080E-03   0.882379E-03   0.550489E-03   0.490910E-03   0.708202E-03   0.125882E-03   0.941261E-03   0.185323E+03   0.000000E+00   0.000000E+00   0.185323E+03  -0.370646E+03
   0.100628E+03   0.937855E+01   0.237919E+01   0.536721E+01   0.736652E-03   0.248080E-03   0.486602E-03   0.550489E-03   0.490910E-03   0.816978E-03   0.125882E-03   0.941261E-03   0.184184E+03   0.000000E+00   0.000000E+00   0.184184E+03  -0.368368E+03
   0.100628E+03   0.955655E+01   0.237919E+01   0.625117E+01   0.736652E-03   0.247387E-03   0.571356E-03   0.550489E-03   0.490910E-03   0.816978E-03   0.125882E-03   0.127868E-03   0.182684E+03   0.000000E+00   0.000000E+00   0.182684E+03  -0.365368E+03
   0.100628E+03   0.894577E+00   0.606858E+01   0.625117E+01   0.736652E-03   0.247387E-03   0.571356E-03   0.550489E-03   0.490910E-03   0.816978E-03   0.125882E-03   0.127868E-03   0.186881E+03   0.000000E+00   0.000000E+00   0.186881E+03  -0.373762E+03
   0.100628E+03   0.894577E+00   0.606858E+01  -0.360479E+00   0.736652E-03   0.247387E-03   0.850170E-03   0.550489E-03   0.490910E-03   0.816978E-03   0.125882E-03   0.127868E-03   0.186827E+03   0.000000E+00   0.000000E+00   0.186827E+03  -0.373654E+03
   0.100628E+03   0.602495E+01  -0.444003E+01   0.138241E+02   0.736652E-03   0.247387E-03   0.850170E-03   0.837220E-03   0.490910E-03   0.816978E-03   0.289666E-03   0.235972E-03   0.185954E+03   0.000000E+00   0.000000E+00   0.185954E+03  -0.371908E+03
   0.100628E+03   0.255656E+01  -0.954398E-01   0.398579E+01   0.736652E-03   0.247387E-03   0.850170E-03   0.837220E-03   0.490910E-03   0.816978E-03   0.289666E-03   0.235972E-03   0.187505E+03   0.000000E+00   0.000000E+00   0.187505E+03  -0.375010E+03
   0.100628E+03   0.447690E+00  -0.954398E-01   0.398579E+01   0.423859E-03   0.247387E-03   0.850170E-03   0.837220E-03   0.116273E-02   0.816978E-03   0.289666E-03   0.235972E-03   0.186464E+03   0.000000E+00   0.000000E+00   0.186464E+03  -0.372928E+03
   0.100628E+03   0.447690E+00   0.342896E+01   0.168814E+00   0.423859E-03   0.247387E-03   0.850170E-03   0.895437E-03   0.694020E-03   0.110953E-02   0.289666E-03   0.920363E-04   0.186853E+03   0.000000E+00   0.000000E+00   0.186853E+03  -0.373706E+03
   0.100628E+03   0.447690E+00  -0.195104E+01   0.182424E+01   0.423859E-03   0.247387E-03   0.850170E-03   0.895437E-03   0.694020E-03   0.110953E-02   0.289666E-03   0.233046E-03   0.186915E+03   0.000000E+00   0.000000E+00   0.186915E+03  -0.373830E+03
   0.100628E+03   0.447690E+00   0.329027E+01   0.371272E+01   0.423859E-03   0.247387E-03   0.850170E-03   0.895437E-03   0.694020E-03   0.110953E-02   0.741214E-03   0.233046E-03   0.186168E+03   0.000000E+00   0.000000E+00   0.186168E+03  -0.372336E+03
   0.100628E+03   0.305416E+01   0.226329E+01   0.407375E+01   0.480595E-03   0.247387E-03   0.565580E-03   0.145057E-02   0.694020E-03   0.147354E-03   0.741214E-03   0.233046E-03   0.185253E+03   0.000000E+00   0.000000E+00   0.185253E+03  -0.370506E+03
   0.100628E+03   0.305416E+01   0.226329E+01  -0.306171E+01   0.480595E-03   0.247387E-03   0.565580E-03   0.326077E-02   0.694020E-03   0.201176E-02   0.741214E-03   0.233046E-03   0.181754E+03   0.000000E+00   0.000000E+00   0.181754E+03  -0.363508E+03
   0.100628E+03   0.305416E+01   0.226329E+01  -0.207730E+01   0.480595E-03   0.247387E-03   0.565580E-03   0.939894E-03   0.694020E-03   0.263207E-02   0.741214E-03   0.233046E-03   0.184425E+03   0.000000E+00   0.000000E+00   0.184425E+03  -0.368850E+03
   0.100942E+03   0.305416E+01   0.226329E+01   0.545332E+01   0.480595E-03   0.247387E-03   0.565580E-03   0.939894E-03   0.218382E-03   0.176485E-02   0.420871E-03   0.233046E-03   0.186012E+03   0.000000E+00   0.000000E+00   0.186012E+03  -0.372024E+03
   0.100942E+03   0.305416E+01   0.317440E+01   0.623315E+01   0.480595E-03   0.247387E-03   0.565580E-03   0.166758E-02   0.218382E-03   0.176485E-02   0.158861E-02   0.233046E-03   0.182377E+03   0.000000E+00   0.000000E+00   0.182377E+03  -0.364754E+03
   0.100942E+03   0.305416E+01   0.317440E+01  -0.973360E+01   0.872257E-03   0.247387E-03   0.565580E-03   0.150670E-02   0.218382E-03   0.189899E-02   0.158861E-02   0.233046E-03   0.181457E+03   0.000000E+00   0.000000E+00   0.181457E+03  -0.362914E+03
   0.100942E+03  -0.207223E+01   0.317440E+01  -0.973360E+01   0.872257E-03   0.247387E-03   0.565580E-03   0.150670E-02   0.218382E-03   0.832591E-03   0.199744E-02   0.233046E-03   0.182524E+03   0.000000E+00   0.000000E+00   0.182524E+03  -0.365048E+03
   0.100717E+03   0.212460E+01  -0.459518E+01  -0.753385E+01   0.748436E-03   0.247387E-03   0.565580E-03   0.854674E-03   0.218382E-03   0.832591E-03   0.108488E-02   0.233046E-03   0.185440E+03   0.000000E+00   0.000000E+00   0.185440E+03  -0.370880E+03
   0.999258E+02   0.212460E+01  -0.276607E+01   0.805128E+01   0.748436E-03   0.247387E-03   0.565580E-03   0.854674E-03   0.218382E-03   0.832591E-03   0.217662E-02   0.233046E-03   0.183848E+03   0.000000E+00   0.000000E+00   0.183848E+03  -0.367696E+03
   0.100041E+03   0.428471E+01   0.206284E+01   0.853815E+01   0.748436E-03   0.247387E-03   0.565580E-03   0.854674E-03   0.218382E-03   0.832591E-03   0.231706E-02   0.233046E-03   0.183999E+03   0.000000E+00   0.000000E+00   0.183999E+03  -0.367998E+03
   0.100041E+03   0.428471E+01   0.206284E+01   0.853815E+01   0.748436E-03   0.187919E-04   0.565580E-03   0.854674E-03   0.787433E-04   0.832591E-03   0.231706E-02   0.233046E-03   0.183703E+03   0.000000E+00   0.000000E+00   0.183703E+03  -0.367406E+03
   0.100041E+03   0.301204E+01   0.206284E+01  -0.868108E+00   0.748436E-03   0.187919E-04   0.565580E-03   0.854674E-03   0.787433E-04   0.832591E-03   0.114824E-02   0.233046E-03   0.185913E+03   0.000000E+00   0.000000E+00   0.185913E+03  -0.371826E+03
   0.100041E+03   0.301204E+01   0.206284E+01   0.695197E+01   0.748436E-03   0.187919E-04   0.565580E-03   0.854674E-03   0.556619E-03   0.832591E-03   0.139070E-02   0.233046E-03   0.185710E+03   0.000000E+00   0.000000E+00   0.185710E+03  -0.371420E+03
   0.100041E+03   0.956295E+00   0.450303E+01   0.166190E+02   0.748436E-03   0.187919E-04   0.565580E-03   0.854674E-03   0.556619E-03   0.832591E-03   0.105231E-02   0.233046E-03   0.183090E+03   0.000000E+00   0.000000E+00   0.183090E+03  -0.366180E+03
   0.100041E+03   0.837366E+01   0.307569E+01   0.115553E+02   0.748436E-03   0.187919E-04   0.503730E-04   0.113041E-02   0.753302E-03   0.832591E-03   0.105231E-02   0.233046E-03   0.183488E+03   0.000000E+00   0.000000E+00   0.183488E+03  -0.366976E+03
   0.100041E+03   0.837366E+01   0.204804E+01   0.934569E+01   0.748436E-03   0.187919E-04   0.112034E-02   0.113041E-02   0.753302E-03   0.832591E-03   0.105231E-02   0.324659E-03   0.182892E+03   0.000000E+00   0.000000E+00   0.182892E+03  -0.365784E+03
   0.102015E+03   0.837366E+01   0.103585E+02   0.576410E+01   0.748436E-03   0.187919E-04   0.112034E-02   0.113041E-02   0.343803E-02   0.832591E-03   0.105231E-02   0.251156E-02   0.176291E+03   0.000000E+00   0.000000E+00   0.176291E+03  -0.352582E+03
