a0_min         a1_min         Y1_intercept   Y2_intercept   Y3_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.995407E+02   0.337373E+01   0.520745E-03   0.110291E+02   0.936845E+01   0.185030E+03  -0.256312E+01   0.000000E+00   0.187593E+03  -0.375186E+03
   0.101086E+03   0.337373E+01   0.520745E-03   0.105629E+02   0.936845E+01   0.184432E+03  -0.219015E+01   0.000000E+00   0.186622E+03  -0.373244E+03
   0.101086E+03   0.337373E+01   0.505977E-03   0.105629E+02   0.936845E+01   0.184432E+03  -0.219015E+01   0.000000E+00   0.186622E+03  -0.373244E+03
   0.100321E+03   0.337373E+01   0.505977E-03   0.105629E+02   0.904216E+01   0.185376E+03  -0.244879E+01   0.000000E+00   0.187825E+03  -0.375650E+03
   0.100321E+03   0.337373E+01   0.527144E-03   0.109763E+02   0.949595E+01   0.185310E+03  -0.244693E+01   0.000000E+00   0.187757E+03  -0.375514E+03
   0.100321E+03   0.337373E+01   0.527144E-03   0.107569E+02   0.949595E+01   0.185497E+03  -0.225904E+01   0.000000E+00   0.187756E+03  -0.375512E+03
   0.100321E+03   0.337373E+01   0.527144E-03   0.107569E+02   0.108556E+02   0.185160E+03  -0.259610E+01   0.000000E+00   0.187756E+03  -0.375512E+03
   0.996258E+02   0.308786E+01   0.527144E-03   0.107569E+02   0.108556E+02   0.185116E+03  -0.259610E+01   0.000000E+00   0.187712E+03  -0.375424E+03
   0.996258E+02   0.308786E+01   0.527144E-03   0.114071E+02   0.128041E+02   0.181574E+03  -0.613822E+01   0.000000E+00   0.187712E+03  -0.375424E+03
   0.996258E+02   0.308786E+01   0.527144E-03   0.111294E+02   0.133796E+02   0.180666E+03  -0.704684E+01   0.000000E+00   0.187713E+03  -0.375426E+03
   0.996258E+02   0.346390E+01   0.222314E-03   0.113345E+02   0.120243E+02   0.181311E+03  -0.463121E+01   0.000000E+00   0.185942E+03  -0.371884E+03
   0.996258E+02   0.346390E+01   0.222314E-03   0.113345E+02   0.120243E+02   0.181311E+03  -0.463121E+01   0.000000E+00   0.185942E+03  -0.371884E+03
   0.983403E+02   0.346390E+01   0.568671E-03   0.985406E+01   0.986173E+01   0.182576E+03  -0.182975E+01   0.000000E+00   0.184406E+03  -0.368812E+03
   0.100491E+03   0.346390E+01   0.568671E-03   0.100395E+02   0.986173E+01   0.185565E+03  -0.183837E+01   0.000000E+00   0.187403E+03  -0.374807E+03
   0.100491E+03   0.346390E+01   0.568671E-03   0.100395E+02   0.986173E+01   0.185565E+03  -0.183837E+01   0.000000E+00   0.187403E+03  -0.374807E+03
   0.100491E+03   0.346390E+01   0.568671E-03   0.100395E+02   0.986173E+01   0.185565E+03  -0.183837E+01   0.000000E+00   0.187403E+03  -0.374807E+03
   0.100491E+03   0.543105E+01   0.568671E-03   0.100395E+02   0.986173E+01   0.184765E+03  -0.183837E+01   0.000000E+00   0.186603E+03  -0.373207E+03
   0.100491E+03   0.543105E+01   0.568671E-03   0.100395E+02   0.986173E+01   0.184765E+03  -0.183837E+01   0.000000E+00   0.186603E+03  -0.373207E+03
   0.100491E+03   0.543105E+01   0.568671E-03   0.100395E+02   0.986173E+01   0.184765E+03  -0.183837E+01   0.000000E+00   0.186603E+03  -0.373207E+03
   0.100491E+03   0.607089E+01   0.568671E-03   0.991526E+01   0.986173E+01   0.184363E+03  -0.182876E+01   0.000000E+00   0.186192E+03  -0.372384E+03
   0.100491E+03   0.607089E+01   0.568671E-03   0.108856E+02   0.986173E+01   0.183913E+03  -0.227853E+01   0.000000E+00   0.186192E+03  -0.372383E+03
   0.100068E+03   0.607089E+01   0.493085E-03   0.964678E+01   0.986173E+01   0.184618E+03  -0.186234E+01   0.000000E+00   0.186480E+03  -0.372961E+03
   0.100068E+03   0.607089E+01   0.493085E-03   0.964678E+01   0.986173E+01   0.184618E+03  -0.186234E+01   0.000000E+00   0.186480E+03  -0.372961E+03
   0.100068E+03   0.607089E+01   0.493085E-03   0.964678E+01   0.975378E+01   0.184607E+03  -0.187272E+01   0.000000E+00   0.186480E+03  -0.372959E+03
   0.100342E+03  -0.124144E+01   0.493085E-03   0.914255E+01   0.109621E+02   0.184180E+03  -0.266381E+01   0.000000E+00   0.186844E+03  -0.373688E+03
   0.100342E+03  -0.124144E+01   0.506518E-03   0.951650E+01   0.109621E+02   0.184402E+03  -0.242488E+01   0.000000E+00   0.186827E+03  -0.373654E+03
   0.100342E+03  -0.124144E+01   0.506518E-03   0.951650E+01   0.109621E+02   0.184402E+03  -0.242488E+01   0.000000E+00   0.186827E+03  -0.373654E+03
   0.100342E+03  -0.124144E+01   0.506518E-03   0.951650E+01   0.109621E+02   0.184402E+03  -0.242488E+01   0.000000E+00   0.186827E+03  -0.373654E+03
   0.100342E+03   0.611524E+01   0.506518E-03   0.101464E+02   0.109621E+02   0.183979E+03  -0.237673E+01   0.000000E+00   0.186356E+03  -0.372711E+03
   0.100342E+03   0.373110E+01   0.506518E-03   0.988315E+01   0.878435E+01   0.185162E+03  -0.254340E+01   0.000000E+00   0.187705E+03  -0.375411E+03
   0.100342E+03   0.400880E+01   0.459200E-03   0.988315E+01   0.878435E+01   0.185086E+03  -0.254340E+01   0.000000E+00   0.187629E+03  -0.375259E+03
   0.100342E+03   0.348384E+01   0.454619E-03   0.896363E+01   0.878435E+01   0.184779E+03  -0.303736E+01   0.000000E+00   0.187816E+03  -0.375633E+03
   0.100394E+03   0.348384E+01   0.454619E-03   0.929732E+01   0.878435E+01   0.185025E+03  -0.274081E+01   0.000000E+00   0.187766E+03  -0.375532E+03
   0.100394E+03   0.348384E+01   0.454619E-03   0.929732E+01   0.878435E+01   0.185025E+03  -0.274081E+01   0.000000E+00   0.187766E+03  -0.375532E+03
   0.100394E+03   0.348384E+01   0.504717E-03   0.929732E+01   0.878435E+01   0.185000E+03  -0.274081E+01   0.000000E+00   0.187741E+03  -0.375482E+03
   0.100394E+03   0.348384E+01   0.504717E-03   0.929732E+01   0.910789E+01   0.185367E+03  -0.237358E+01   0.000000E+00   0.187741E+03  -0.375481E+03
   0.100394E+03   0.348384E+01   0.504717E-03   0.929732E+01   0.804148E+01   0.183553E+03  -0.418805E+01   0.000000E+00   0.187741E+03  -0.375482E+03
   0.994743E+02   0.348384E+01   0.504717E-03   0.929732E+01   0.804148E+01   0.183356E+03  -0.418805E+01   0.000000E+00   0.187544E+03  -0.375088E+03
   0.100521E+03   0.348384E+01   0.504717E-03   0.929732E+01   0.804148E+01   0.183427E+03  -0.418805E+01   0.000000E+00   0.187615E+03  -0.375230E+03
   0.996316E+02   0.348384E+01   0.504717E-03   0.869592E+01   0.111285E+02   0.184365E+03  -0.335295E+01   0.000000E+00   0.187718E+03  -0.375436E+03
   0.996316E+02   0.348384E+01   0.173751E-03   0.869592E+01   0.111285E+02   0.181853E+03  -0.335295E+01   0.000000E+00   0.185206E+03  -0.370412E+03
   0.996316E+02   0.348384E+01   0.173751E-03   0.869592E+01   0.916915E+01   0.182242E+03  -0.296384E+01   0.000000E+00   0.185206E+03  -0.370412E+03
   0.996316E+02   0.348384E+01   0.173751E-03   0.852314E+01   0.916915E+01   0.181962E+03  -0.324434E+01   0.000000E+00   0.185206E+03  -0.370413E+03
   0.996316E+02   0.348384E+01   0.625158E-03   0.852314E+01   0.916915E+01   0.183705E+03  -0.324434E+01   0.000000E+00   0.186949E+03  -0.373899E+03
   0.996316E+02   0.447525E+01   0.625158E-03   0.850560E+01   0.916915E+01   0.183390E+03  -0.327541E+01   0.000000E+00   0.186665E+03  -0.373331E+03
   0.100327E+03   0.447525E+01   0.625158E-03   0.850560E+01   0.916915E+01   0.183538E+03  -0.327541E+01   0.000000E+00   0.186813E+03  -0.373627E+03
   0.100327E+03   0.569783E+01   0.625158E-03   0.805498E+01   0.110228E+02   0.181706E+03  -0.453228E+01   0.000000E+00   0.186238E+03  -0.372477E+03
   0.100327E+03   0.569783E+01   0.625158E-03   0.805498E+01   0.888939E+01   0.181702E+03  -0.453600E+01   0.000000E+00   0.186238E+03  -0.372476E+03
   0.100327E+03   0.569783E+01   0.625158E-03   0.805498E+01   0.888939E+01   0.181702E+03  -0.453600E+01   0.000000E+00   0.186238E+03  -0.372476E+03
   0.100327E+03   0.569783E+01   0.631761E-03   0.109393E+02   0.888939E+01   0.183285E+03  -0.290590E+01   0.000000E+00   0.186191E+03  -0.372382E+03
   0.989315E+02   0.569783E+01   0.283062E-03   0.109393E+02   0.104655E+02   0.180928E+03  -0.247966E+01   0.000000E+00   0.183408E+03  -0.366815E+03
   0.991274E+02   0.569783E+01   0.283062E-03   0.106002E+02   0.104655E+02   0.181785E+03  -0.221505E+01   0.000000E+00   0.184000E+03  -0.368000E+03
   0.991274E+02   0.569783E+01   0.313745E-03   0.773994E+01   0.104655E+02   0.179444E+03  -0.501239E+01   0.000000E+00   0.184456E+03  -0.368913E+03
   0.991274E+02   0.569783E+01   0.313745E-03   0.115055E+02   0.104655E+02   0.181346E+03  -0.311049E+01   0.000000E+00   0.184456E+03  -0.368913E+03
   0.991274E+02   0.569783E+01   0.439689E-03   0.115055E+02   0.947573E+01   0.182576E+03  -0.305263E+01   0.000000E+00   0.185629E+03  -0.371257E+03
   0.991274E+02  -0.154856E+01   0.439689E-03   0.115055E+02   0.947573E+01   0.182280E+03  -0.305263E+01   0.000000E+00   0.185333E+03  -0.370665E+03
   0.991274E+02   0.564129E+01   0.555997E-03   0.836512E+01   0.956771E+01   0.182433E+03  -0.330618E+01   0.000000E+00   0.185739E+03  -0.371478E+03
   0.991274E+02   0.564129E+01   0.531775E-03   0.113134E+02   0.939534E+01   0.182943E+03  -0.285483E+01   0.000000E+00   0.185798E+03  -0.371596E+03
   0.991274E+02   0.564129E+01   0.531775E-03   0.887935E+01   0.905231E+01   0.182976E+03  -0.282146E+01   0.000000E+00   0.185797E+03  -0.371595E+03
   0.991274E+02   0.564129E+01   0.531775E-03   0.887935E+01   0.905231E+01   0.182976E+03  -0.282146E+01   0.000000E+00   0.185797E+03  -0.371595E+03
   0.991274E+02   0.564129E+01   0.531775E-03   0.130723E+02   0.963468E+01   0.180071E+03  -0.572662E+01   0.000000E+00   0.185798E+03  -0.371595E+03
   0.991274E+02   0.564129E+01   0.441830E-03   0.130723E+02   0.963468E+01   0.179962E+03  -0.572662E+01   0.000000E+00   0.185689E+03  -0.371377E+03
   0.984627E+02   0.564129E+01   0.441830E-03   0.130723E+02   0.963468E+01   0.177800E+03  -0.572662E+01   0.000000E+00   0.183527E+03  -0.367053E+03
   0.984627E+02   0.744182E+00   0.441830E-03   0.130723E+02   0.963468E+01   0.178941E+03  -0.572662E+01   0.000000E+00   0.184668E+03  -0.369335E+03
   0.984627E+02   0.744182E+00   0.379326E-03   0.988816E+01   0.963468E+01   0.182470E+03  -0.186499E+01   0.000000E+00   0.184335E+03  -0.368670E+03
   0.984627E+02   0.965747E+00   0.196422E-03   0.988816E+01   0.866492E+01   0.179493E+03  -0.271643E+01   0.000000E+00   0.182209E+03  -0.364419E+03
   0.984627E+02   0.965747E+00   0.187406E-04   0.988816E+01   0.866492E+01   0.177613E+03  -0.271643E+01   0.000000E+00   0.180329E+03  -0.360659E+03
   0.984627E+02   0.965747E+00   0.162711E-03   0.988816E+01   0.940214E+01   0.179749E+03  -0.196133E+01   0.000000E+00   0.181710E+03  -0.363421E+03
   0.988542E+02   0.965747E+00   0.162711E-03   0.988816E+01   0.914931E+01   0.181436E+03  -0.213927E+01   0.000000E+00   0.183575E+03  -0.367151E+03
   0.100742E+03   0.965747E+00   0.527468E-03   0.988816E+01   0.101705E+02   0.185459E+03  -0.186415E+01   0.000000E+00   0.187323E+03  -0.374646E+03
   0.100742E+03   0.128576E+01   0.527468E-03   0.988816E+01   0.101705E+02   0.185516E+03  -0.186415E+01   0.000000E+00   0.187380E+03  -0.374760E+03
   0.100742E+03   0.300828E+01   0.527468E-03   0.988816E+01   0.933730E+01   0.185364E+03  -0.199946E+01   0.000000E+00   0.187363E+03  -0.374727E+03
   0.100742E+03   0.300828E+01   0.527468E-03   0.988816E+01   0.933730E+01   0.185364E+03  -0.199946E+01   0.000000E+00   0.187363E+03  -0.374727E+03
   0.100742E+03   0.300828E+01   0.527468E-03   0.988816E+01   0.933730E+01   0.185364E+03  -0.199946E+01   0.000000E+00   0.187363E+03  -0.374727E+03
   0.101021E+03   0.300828E+01   0.527468E-03   0.988816E+01   0.866668E+01   0.184123E+03  -0.271372E+01   0.000000E+00   0.186837E+03  -0.373673E+03
   0.101021E+03   0.300828E+01   0.527468E-03   0.988816E+01   0.991046E+01   0.185009E+03  -0.182801E+01   0.000000E+00   0.186837E+03  -0.373674E+03
   0.101021E+03  -0.998604E+00   0.527468E-03   0.988816E+01   0.991046E+01   0.184256E+03  -0.182801E+01   0.000000E+00   0.186084E+03  -0.372168E+03
   0.100170E+03   0.125848E+01   0.547690E-03   0.988816E+01   0.991046E+01   0.185951E+03  -0.182801E+01   0.000000E+00   0.187779E+03  -0.375558E+03
   0.100170E+03   0.360291E+01   0.547690E-03   0.988816E+01   0.114023E+02   0.184848E+03  -0.282525E+01   0.000000E+00   0.187673E+03  -0.375347E+03
   0.100170E+03   0.360291E+01   0.547690E-03   0.988816E+01   0.105181E+02   0.185662E+03  -0.201104E+01   0.000000E+00   0.187673E+03  -0.375346E+03
   0.100170E+03   0.360291E+01   0.547690E-03   0.988816E+01   0.101399E+02   0.185817E+03  -0.185650E+01   0.000000E+00   0.187673E+03  -0.375347E+03
   0.100170E+03   0.360291E+01   0.547690E-03   0.874059E+01   0.903580E+01   0.184651E+03  -0.302184E+01   0.000000E+00   0.187673E+03  -0.375346E+03
   0.100170E+03   0.537550E+01   0.547690E-03   0.112046E+02   0.903580E+01   0.183883E+03  -0.301106E+01   0.000000E+00   0.186894E+03  -0.373788E+03
   0.100170E+03   0.537550E+01   0.547690E-03   0.112015E+02   0.110912E+02   0.183659E+03  -0.323490E+01   0.000000E+00   0.186894E+03  -0.373788E+03
   0.100170E+03   0.537550E+01   0.600580E-03   0.107537E+02   0.110912E+02   0.183816E+03  -0.281442E+01   0.000000E+00   0.186630E+03  -0.373261E+03
   0.100170E+03   0.537550E+01   0.600580E-03   0.123137E+02   0.110912E+02   0.181778E+03  -0.485173E+01   0.000000E+00   0.186630E+03  -0.373259E+03
   0.100170E+03   0.199302E+01   0.600580E-03   0.114530E+02   0.101882E+02   0.184550E+03  -0.292984E+01   0.000000E+00   0.187480E+03  -0.374960E+03
   0.100170E+03   0.328196E+01   0.600580E-03   0.942466E+01   0.101882E+02   0.185402E+03  -0.199021E+01   0.000000E+00   0.187392E+03  -0.374784E+03
   0.100170E+03   0.328196E+01   0.600580E-03   0.942466E+01   0.955220E+01   0.185379E+03  -0.201331E+01   0.000000E+00   0.187392E+03  -0.374785E+03
   0.100170E+03   0.328196E+01   0.600580E-03   0.942466E+01   0.955220E+01   0.185379E+03  -0.201331E+01   0.000000E+00   0.187392E+03  -0.374785E+03
   0.100170E+03   0.328196E+01   0.600580E-03   0.958262E+01   0.955220E+01   0.185447E+03  -0.194526E+01   0.000000E+00   0.187392E+03  -0.374785E+03
   0.100170E+03   0.203376E+01   0.600580E-03   0.958262E+01   0.948568E+01   0.185509E+03  -0.197272E+01   0.000000E+00   0.187482E+03  -0.374963E+03
   0.100170E+03  -0.186952E+01   0.706393E-03   0.102741E+02   0.948568E+01   0.183132E+03  -0.198808E+01   0.000000E+00   0.185120E+03  -0.370240E+03
   0.100170E+03   0.641900E+01   0.724142E-03   0.102741E+02   0.948568E+01   0.183000E+03  -0.198808E+01   0.000000E+00   0.184988E+03  -0.369976E+03
   0.100170E+03   0.641900E+01   0.628679E-03   0.102741E+02   0.864716E+01   0.182985E+03  -0.281252E+01   0.000000E+00   0.185798E+03  -0.371595E+03
   0.100170E+03   0.641900E+01   0.628679E-03   0.102741E+02   0.864716E+01   0.182985E+03  -0.281252E+01   0.000000E+00   0.185798E+03  -0.371595E+03
   0.101046E+03   0.567909E+01   0.628679E-03   0.102741E+02   0.864716E+01   0.182632E+03  -0.281252E+01   0.000000E+00   0.185445E+03  -0.370889E+03
   0.991134E+02   0.567909E+01   0.629061E-03   0.102741E+02   0.916403E+01   0.183129E+03  -0.219524E+01   0.000000E+00   0.185324E+03  -0.370648E+03
   0.991134E+02   0.567909E+01   0.629061E-03   0.102741E+02   0.926904E+01   0.183211E+03  -0.211365E+01   0.000000E+00   0.185325E+03  -0.370649E+03
   0.991134E+02   0.567909E+01   0.629061E-03   0.102741E+02   0.108809E+02   0.182982E+03  -0.234227E+01   0.000000E+00   0.185324E+03  -0.370649E+03
   0.991134E+02   0.507215E+01   0.629061E-03   0.107817E+02   0.108809E+02   0.183019E+03  -0.263718E+01   0.000000E+00   0.185656E+03  -0.371312E+03
   0.991134E+02   0.507215E+01   0.636545E-03   0.107817E+02   0.108809E+02   0.182962E+03  -0.263718E+01   0.000000E+00   0.185599E+03  -0.371198E+03
   0.991134E+02   0.507215E+01   0.636545E-03   0.107817E+02   0.108809E+02   0.182962E+03  -0.263718E+01   0.000000E+00   0.185599E+03  -0.371198E+03
   0.991134E+02   0.128954E+01   0.405895E-03   0.107817E+02   0.108675E+02   0.184336E+03  -0.262562E+01   0.000000E+00   0.186962E+03  -0.373923E+03
   0.991134E+02   0.128954E+01   0.709897E-03   0.107817E+02   0.108675E+02   0.182723E+03  -0.262562E+01   0.000000E+00   0.185349E+03  -0.370697E+03
   0.100578E+03  -0.201041E+01   0.709897E-03   0.895402E+01   0.108675E+02   0.182167E+03  -0.276695E+01   0.000000E+00   0.184934E+03  -0.369868E+03
   0.996879E+02  -0.201041E+01   0.709897E-03   0.895402E+01   0.108675E+02   0.181937E+03  -0.276695E+01   0.000000E+00   0.184704E+03  -0.369408E+03
   0.996879E+02  -0.217574E-01   0.709897E-03   0.895402E+01   0.108675E+02   0.182966E+03  -0.276695E+01   0.000000E+00   0.185733E+03  -0.371466E+03
   0.996879E+02  -0.217574E-01   0.642921E-03   0.105298E+02   0.983551E+01   0.184438E+03  -0.201992E+01   0.000000E+00   0.186458E+03  -0.372916E+03
   0.100618E+03  -0.818140E+00   0.642921E-03   0.105298E+02   0.983551E+01   0.184137E+03  -0.201992E+01   0.000000E+00   0.186157E+03  -0.372314E+03
   0.101422E+03  -0.118858E+01   0.642921E-03   0.105298E+02   0.983551E+01   0.182744E+03  -0.201992E+01   0.000000E+00   0.184764E+03  -0.369528E+03
   0.101422E+03  -0.118858E+01   0.642921E-03   0.854284E+01   0.983551E+01   0.181847E+03  -0.291773E+01   0.000000E+00   0.184765E+03  -0.369529E+03
   0.101422E+03  -0.118858E+01   0.642921E-03   0.116450E+02   0.983551E+01   0.181617E+03  -0.314698E+01   0.000000E+00   0.184764E+03  -0.369528E+03
   0.101534E+03  -0.118858E+01   0.642921E-03   0.122865E+02   0.983551E+01   0.180340E+03  -0.416103E+01   0.000000E+00   0.184501E+03  -0.369002E+03
   0.101534E+03  -0.118858E+01   0.417195E-03   0.102657E+02   0.991114E+01   0.182011E+03  -0.189354E+01   0.000000E+00   0.183905E+03  -0.367809E+03
   0.101581E+03  -0.118858E+01   0.417195E-03   0.941934E+01   0.991114E+01   0.181761E+03  -0.195204E+01   0.000000E+00   0.183713E+03  -0.367426E+03
   0.101581E+03  -0.118858E+01   0.504307E-03   0.941934E+01   0.991114E+01   0.182485E+03  -0.195204E+01   0.000000E+00   0.184437E+03  -0.368874E+03
   0.101581E+03  -0.259715E+00   0.514044E-03   0.941934E+01   0.991114E+01   0.182952E+03  -0.195204E+01   0.000000E+00   0.184904E+03  -0.369808E+03
   0.101581E+03  -0.259715E+00   0.514044E-03   0.851061E+01   0.991114E+01   0.181932E+03  -0.297209E+01   0.000000E+00   0.184904E+03  -0.369808E+03
   0.100498E+03  -0.259715E+00   0.596354E-03   0.851061E+01   0.991114E+01   0.183882E+03  -0.297209E+01   0.000000E+00   0.186854E+03  -0.373708E+03
   0.100913E+03   0.954683E+00   0.596354E-03   0.851061E+01   0.991114E+01   0.183758E+03  -0.297209E+01   0.000000E+00   0.186730E+03  -0.373460E+03
   0.100913E+03   0.954683E+00   0.430021E-03   0.851061E+01   0.991114E+01   0.183942E+03  -0.297209E+01   0.000000E+00   0.186914E+03  -0.373828E+03
   0.100913E+03   0.954683E+00   0.430136E-03   0.851061E+01   0.961960E+01   0.183901E+03  -0.301345E+01   0.000000E+00   0.186914E+03  -0.373829E+03
   0.100913E+03   0.954683E+00   0.432351E-03   0.851061E+01   0.102846E+02   0.183881E+03  -0.304447E+01   0.000000E+00   0.186925E+03  -0.373851E+03
   0.999290E+02   0.954683E+00   0.589772E-03   0.851061E+01   0.102846E+02   0.184358E+03  -0.304447E+01   0.000000E+00   0.187402E+03  -0.374805E+03
   0.999290E+02   0.100659E+01   0.304293E-03   0.900885E+01   0.102846E+02   0.184957E+03  -0.234567E+01   0.000000E+00   0.187303E+03  -0.374605E+03
   0.999290E+02   0.100659E+01   0.304293E-03   0.900885E+01   0.963327E+01   0.184992E+03  -0.231067E+01   0.000000E+00   0.187303E+03  -0.374605E+03
   0.999290E+02   0.100659E+01   0.304293E-03   0.119364E+02   0.963327E+01   0.183688E+03  -0.361390E+01   0.000000E+00   0.187302E+03  -0.374604E+03
   0.999290E+02   0.100659E+01   0.274747E-03   0.138350E+02   0.946181E+01   0.179447E+03  -0.752899E+01   0.000000E+00   0.186976E+03  -0.373952E+03
   0.999290E+02   0.100659E+01   0.489018E-03   0.125779E+02   0.946181E+01   0.183175E+03  -0.479515E+01   0.000000E+00   0.187970E+03  -0.375940E+03
   0.100235E+03   0.100659E+01   0.457912E-03   0.116276E+02   0.928037E+01   0.184650E+03  -0.332985E+01   0.000000E+00   0.187980E+03  -0.375960E+03
   0.100235E+03  -0.507186E+00   0.457912E-03   0.103603E+02   0.109964E+02   0.184881E+03  -0.248199E+01   0.000000E+00   0.187363E+03  -0.374726E+03
   0.100235E+03  -0.507186E+00   0.457912E-03   0.103603E+02   0.103426E+02   0.185336E+03  -0.202634E+01   0.000000E+00   0.187362E+03  -0.374725E+03
   0.100235E+03  -0.507186E+00   0.457912E-03   0.114797E+02   0.104218E+02   0.184308E+03  -0.305467E+01   0.000000E+00   0.187363E+03  -0.374725E+03
   0.100235E+03  -0.507186E+00   0.457912E-03   0.877301E+01   0.104486E+02   0.184659E+03  -0.270395E+01   0.000000E+00   0.187363E+03  -0.374726E+03
   0.100235E+03  -0.268258E+01   0.457912E-03   0.117584E+02   0.104486E+02   0.182141E+03  -0.345195E+01   0.000000E+00   0.185593E+03  -0.371186E+03
   0.100235E+03  -0.268258E+01   0.539600E-03   0.117584E+02   0.104486E+02   0.182182E+03  -0.345195E+01   0.000000E+00   0.185634E+03  -0.371268E+03
   0.100235E+03  -0.268258E+01   0.539600E-03   0.107035E+02   0.102861E+02   0.183429E+03  -0.220496E+01   0.000000E+00   0.185634E+03  -0.371268E+03
   0.100235E+03  -0.268258E+01   0.416488E-03   0.116360E+02   0.102861E+02   0.182188E+03  -0.320529E+01   0.000000E+00   0.185393E+03  -0.370787E+03
   0.100235E+03  -0.268258E+01   0.416488E-03   0.116360E+02   0.102861E+02   0.182188E+03  -0.320529E+01   0.000000E+00   0.185393E+03  -0.370787E+03
   0.100235E+03  -0.268258E+01   0.416488E-03   0.101892E+02   0.110106E+02   0.182960E+03  -0.243389E+01   0.000000E+00   0.185394E+03  -0.370788E+03
   0.100381E+03  -0.268258E+01   0.416488E-03   0.101892E+02   0.110106E+02   0.182892E+03  -0.243389E+01   0.000000E+00   0.185326E+03  -0.370652E+03
   0.100381E+03  -0.268258E+01   0.416488E-03   0.101892E+02   0.110460E+02   0.182857E+03  -0.246852E+01   0.000000E+00   0.185326E+03  -0.370651E+03
   0.100381E+03  -0.268258E+01   0.416488E-03   0.992609E+01   0.110460E+02   0.182898E+03  -0.242754E+01   0.000000E+00   0.185326E+03  -0.370651E+03
   0.100381E+03  -0.268258E+01   0.416488E-03   0.992609E+01   0.110460E+02   0.182898E+03  -0.242754E+01   0.000000E+00   0.185326E+03  -0.370651E+03
   0.100381E+03  -0.268258E+01   0.416488E-03   0.102178E+02   0.110460E+02   0.182849E+03  -0.247697E+01   0.000000E+00   0.185326E+03  -0.370652E+03
   0.100381E+03  -0.268258E+01   0.416488E-03   0.105020E+02   0.110460E+02   0.182725E+03  -0.260114E+01   0.000000E+00   0.185326E+03  -0.370652E+03
   0.101100E+03  -0.268258E+01   0.400978E-03   0.105020E+02   0.110460E+02   0.181357E+03  -0.260114E+01   0.000000E+00   0.183958E+03  -0.367916E+03
   0.101100E+03  -0.215747E+01   0.400978E-03   0.105020E+02   0.110460E+02   0.181860E+03  -0.260114E+01   0.000000E+00   0.184461E+03  -0.368922E+03
   0.101100E+03   0.608359E+01   0.486830E-03   0.105020E+02   0.110460E+02   0.182541E+03  -0.260114E+01   0.000000E+00   0.185142E+03  -0.370284E+03
   0.101100E+03   0.608359E+01   0.486830E-03   0.105020E+02   0.870498E+01   0.182312E+03  -0.282987E+01   0.000000E+00   0.185142E+03  -0.370284E+03
   0.101100E+03   0.608359E+01   0.486830E-03   0.946238E+01   0.870498E+01   0.182384E+03  -0.275836E+01   0.000000E+00   0.185142E+03  -0.370285E+03
   0.101100E+03  -0.281750E+00   0.486830E-03   0.946238E+01   0.870498E+01   0.183481E+03  -0.275836E+01   0.000000E+00   0.186239E+03  -0.372479E+03
   0.101100E+03  -0.281750E+00   0.486830E-03   0.946238E+01   0.870498E+01   0.183481E+03  -0.275836E+01   0.000000E+00   0.186239E+03  -0.372479E+03
   0.991886E+02  -0.281750E+00   0.457073E-03   0.946238E+01   0.870498E+01   0.183763E+03  -0.275836E+01   0.000000E+00   0.186521E+03  -0.373043E+03
   0.991886E+02  -0.281750E+00   0.457073E-03   0.946238E+01   0.870498E+01   0.183763E+03  -0.275836E+01   0.000000E+00   0.186521E+03  -0.373043E+03
   0.991886E+02   0.229935E+01   0.508782E-03   0.102689E+02   0.870498E+01   0.184490E+03  -0.272267E+01   0.000000E+00   0.187213E+03  -0.374425E+03
   0.991886E+02   0.229935E+01   0.508782E-03   0.911884E+01   0.870498E+01   0.184219E+03  -0.299412E+01   0.000000E+00   0.187213E+03  -0.374426E+03
   0.991886E+02   0.383222E+01   0.508782E-03   0.932463E+01   0.870498E+01   0.184115E+03  -0.283548E+01   0.000000E+00   0.186950E+03  -0.373901E+03
   0.991886E+02   0.710163E+00   0.508782E-03   0.968866E+01   0.927330E+01   0.184859E+03  -0.206542E+01   0.000000E+00   0.186924E+03  -0.373849E+03
   0.991886E+02   0.710163E+00   0.508782E-03   0.108418E+02   0.927330E+01   0.184470E+03  -0.245448E+01   0.000000E+00   0.186924E+03  -0.373849E+03
   0.991886E+02   0.710163E+00   0.508782E-03   0.108418E+02   0.104588E+02   0.184534E+03  -0.239080E+01   0.000000E+00   0.186925E+03  -0.373850E+03
   0.100350E+03   0.710163E+00   0.508782E-03   0.108441E+02   0.104588E+02   0.185356E+03  -0.239273E+01   0.000000E+00   0.187749E+03  -0.375497E+03
   0.100350E+03   0.710163E+00   0.508782E-03   0.103106E+02   0.104588E+02   0.185688E+03  -0.206072E+01   0.000000E+00   0.187749E+03  -0.375497E+03
   0.100106E+03   0.710163E+00   0.508782E-03   0.103106E+02   0.104588E+02   0.185782E+03  -0.206072E+01   0.000000E+00   0.187843E+03  -0.375685E+03
   0.100106E+03   0.710163E+00   0.508782E-03   0.103106E+02   0.848281E+01   0.184738E+03  -0.310442E+01   0.000000E+00   0.187842E+03  -0.375685E+03
   0.100106E+03   0.710163E+00   0.508782E-03   0.883102E+01   0.102943E+02   0.185285E+03  -0.255734E+01   0.000000E+00   0.187842E+03  -0.375685E+03
