a0_min         a0_flood       a1_flood       a2_flood       a3_flood       a4_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.912543E+02   0.425157E+02   0.107494E+03   0.674216E+01   0.421375E+03  -0.689290E+03   0.339939E-03   0.106024E+02   0.109478E+02   0.122561E+02   0.102148E+02   0.726189E+02
   0.912543E+02   0.425157E+02   0.107494E+03   0.709440E+01   0.406072E+03  -0.768192E+03   0.658710E-02   0.106024E+02   0.109478E+02   0.122561E+02   0.102148E+02   0.714686E+02
   0.730722E+02   0.425157E+02   0.959156E+02   0.649469E+02   0.445460E+03  -0.800288E+03   0.851333E-03   0.645120E+01   0.990788E+01   0.813772E+01   0.104507E+02   0.714811E+02
   0.730722E+02   0.107326E+02   0.125728E+03   0.136338E+02   0.438771E+03  -0.857130E+03   0.851333E-03   0.645120E+01   0.990788E+01   0.622671E+01   0.104507E+02   0.694875E+02
   0.730722E+02   0.107326E+02   0.199577E+03   0.153862E+02   0.399709E+03  -0.854252E+03   0.142254E-02   0.160927E+02   0.990788E+01   0.724493E+01   0.104507E+02   0.695775E+02
   0.730722E+02   0.608225E+02   0.199577E+03   0.281575E+02   0.399709E+03  -0.844300E+03   0.142254E-02   0.106750E+02   0.885583E+01   0.724493E+01   0.104507E+02   0.726814E+02
   0.730722E+02   0.578978E+02   0.253334E+03   0.445003E+02   0.379329E+03  -0.844207E+03   0.142254E-02   0.113756E+02   0.885583E+01   0.116827E+02   0.120677E+02   0.724609E+02
   0.730722E+02   0.578978E+02   0.210906E+03   0.761725E+01   0.370696E+03  -0.880364E+03   0.142254E-02   0.113756E+02   0.885583E+01   0.116827E+02   0.124539E+02   0.722426E+02
   0.730722E+02   0.811172E+01   0.211268E+03  -0.316363E+02   0.342642E+03  -0.933872E+03   0.142254E-02   0.113756E+02   0.885583E+01   0.116827E+02   0.124539E+02   0.722739E+02
   0.730722E+02   0.811172E+01   0.230054E+03  -0.439385E+01   0.379090E+03  -0.946250E+03   0.221705E-02   0.125226E+02   0.885583E+01   0.116827E+02   0.124539E+02   0.716847E+02
   0.730722E+02   0.377751E+02   0.243318E+03   0.280401E+02   0.385550E+03  -0.916027E+03   0.156454E-02   0.125226E+02   0.104395E+02   0.888538E+01   0.124539E+02   0.721382E+02
   0.730722E+02   0.377751E+02   0.223954E+03  -0.274113E+01   0.386282E+03  -0.935973E+03   0.156454E-02   0.125226E+02   0.104395E+02   0.888538E+01   0.124539E+02   0.721185E+02
   0.730722E+02   0.377751E+02   0.177805E+03   0.170111E+02   0.386786E+03  -0.906421E+03   0.193450E-02   0.125226E+02   0.104395E+02   0.888538E+01   0.124539E+02   0.720549E+02
   0.730722E+02   0.377751E+02   0.182470E+03   0.379278E+02   0.451242E+03  -0.942932E+03   0.193450E-02   0.125226E+02   0.104395E+02   0.794377E+01   0.124539E+02   0.716693E+02
   0.730722E+02   0.486373E+02   0.256034E+03  -0.230095E+02   0.515294E+03  -0.951260E+03   0.193450E-02   0.125226E+02   0.104395E+02   0.794377E+01   0.767366E+01   0.719013E+02
   0.730722E+02   0.486373E+02   0.172685E+03   0.132487E+01   0.522392E+03  -0.965340E+03   0.193450E-02   0.146809E+02   0.929096E+01   0.822433E+01   0.126424E+02   0.704162E+02
   0.730722E+02   0.110354E+03   0.172685E+03   0.132487E+01   0.522392E+03  -0.985912E+03   0.193450E-02   0.127279E+02   0.994960E+01   0.822433E+01   0.150335E+02   0.697426E+02
   0.730722E+02   0.373450E+02   0.193630E+03  -0.580319E+02   0.540960E+03  -0.905768E+03   0.193450E-02   0.779519E+01   0.994960E+01   0.836093E+01   0.101372E+02   0.730717E+02
   0.730722E+02   0.373450E+02   0.204034E+03  -0.496539E+02   0.559119E+03  -0.893307E+03   0.193450E-02   0.779519E+01   0.816096E+01   0.836093E+01   0.877554E+01   0.726855E+02
   0.730722E+02   0.254686E+02   0.168673E+03  -0.567124E+02   0.473541E+03  -0.948003E+03   0.193450E-02   0.779519E+01   0.816096E+01   0.725988E+01   0.877554E+01   0.719406E+02
   0.104803E+03   0.105933E+02   0.142543E+03  -0.507648E+02   0.426057E+03  -0.102361E+04   0.193450E-02   0.859505E+01   0.816096E+01   0.725988E+01   0.877554E+01   0.714028E+02
   0.782238E+02   0.331273E+02   0.187319E+03  -0.124610E+03   0.399953E+03  -0.967974E+03   0.193450E-02   0.965483E+01   0.816096E+01   0.725988E+01   0.877554E+01   0.725062E+02
   0.782238E+02   0.331273E+02   0.174188E+03  -0.109632E+03   0.376196E+03  -0.974943E+03   0.521776E-02   0.965483E+01   0.816096E+01   0.929774E+01   0.128562E+02   0.718882E+02
   0.782238E+02   0.331273E+02   0.174188E+03  -0.953202E+02   0.392508E+03  -0.951465E+03   0.521776E-02   0.885724E+01   0.115996E+02   0.929774E+01   0.120047E+02   0.721384E+02
   0.834655E+02   0.331273E+02   0.175033E+03  -0.217006E+02   0.434765E+03  -0.889153E+03   0.521776E-02   0.877743E+01   0.115996E+02   0.929774E+01   0.120047E+02   0.720324E+02
   0.834655E+02   0.924377E+00   0.167860E+03  -0.778063E+02   0.408006E+03  -0.875214E+03   0.178713E-02   0.877743E+01   0.115996E+02   0.765368E+01   0.120047E+02   0.720763E+02
   0.834655E+02   0.924377E+00   0.119103E+03  -0.931676E+02   0.433468E+03  -0.892491E+03   0.252435E-02   0.877743E+01   0.115996E+02   0.765368E+01   0.120047E+02   0.719542E+02
   0.834655E+02   0.435182E+02   0.132054E+03  -0.461955E+02   0.436020E+03  -0.912368E+03   0.252435E-02   0.786899E+01   0.115996E+02   0.765368E+01   0.120047E+02   0.715314E+02
   0.834655E+02   0.435182E+02   0.230664E+03   0.106305E+01   0.414582E+03  -0.892765E+03   0.295198E-02   0.786899E+01   0.115996E+02   0.128991E+02   0.114958E+02   0.712861E+02
   0.834655E+02   0.688612E+02   0.178639E+03   0.610768E+02   0.366917E+03  -0.951131E+03   0.292657E-03   0.786899E+01   0.115996E+02   0.128991E+02   0.153545E+02   0.691416E+02
   0.834655E+02   0.688612E+02   0.152716E+03   0.242674E+02   0.356353E+03  -0.876927E+03   0.292657E-03   0.786899E+01   0.115996E+02   0.128991E+02   0.153545E+02   0.691329E+02
   0.834655E+02   0.682134E+02   0.178107E+03   0.242674E+02   0.356353E+03  -0.835489E+03   0.315178E-02   0.786899E+01   0.101036E+02   0.122628E+02   0.574291E+01   0.690720E+02
   0.834655E+02   0.721577E+02   0.163864E+03   0.671591E+02   0.382536E+03  -0.852256E+03   0.315178E-02   0.786899E+01   0.101036E+02   0.122628E+02   0.909803E+01   0.723310E+02
   0.834655E+02   0.744414E+02   0.200930E+03   0.906954E+02   0.336827E+03  -0.876627E+03   0.315178E-02   0.786899E+01   0.101036E+02   0.128426E+02   0.909803E+01   0.720581E+02
   0.834655E+02   0.744414E+02   0.176559E+03   0.889474E+02   0.380474E+03  -0.868991E+03   0.253894E-02   0.945127E+01   0.135133E+02   0.128426E+02   0.909803E+01   0.711931E+02
   0.888563E+02   0.605877E+02   0.201175E+03   0.121822E+03   0.375286E+03  -0.848433E+03   0.253894E-02   0.109951E+02   0.102138E+02   0.128426E+02   0.909803E+01   0.722438E+02
   0.888563E+02   0.167118E+02   0.150479E+03   0.836945E+02   0.362310E+03  -0.859125E+03   0.253894E-02   0.109951E+02   0.102138E+02   0.102676E+02   0.909803E+01   0.733257E+02
   0.888563E+02   0.167118E+02   0.143730E+03   0.544297E+02   0.405202E+03  -0.824383E+03   0.253894E-02   0.129181E+02   0.102138E+02   0.102676E+02   0.931023E+01   0.724662E+02
   0.888563E+02   0.167118E+02   0.886112E+02  -0.827844E+00   0.397235E+03  -0.751589E+03   0.253894E-02   0.947539E+01   0.107476E+02   0.102676E+02   0.931023E+01   0.734512E+02
   0.888563E+02   0.167118E+02   0.133086E+03   0.271298E+01   0.410718E+03  -0.716592E+03   0.227905E-02   0.947539E+01   0.107476E+02   0.102676E+02   0.931023E+01   0.735038E+02
   0.888563E+02   0.412047E+02   0.134304E+03   0.158572E+02   0.440753E+03  -0.671247E+03   0.227905E-02   0.791009E+01   0.104912E+02   0.102676E+02   0.931023E+01   0.730522E+02
   0.888563E+02   0.412047E+02   0.117556E+03   0.158572E+02   0.357748E+03  -0.751827E+03   0.348987E-02   0.109851E+02   0.104912E+02   0.102676E+02   0.882450E+01   0.730170E+02
   0.888563E+02   0.412047E+02   0.966811E+02  -0.114372E+02   0.373671E+03  -0.779606E+03   0.520594E-02   0.118786E+02   0.104912E+02   0.102676E+02   0.882450E+01   0.722740E+02
   0.888563E+02   0.297291E+02   0.115181E+03   0.346896E+02   0.370873E+03  -0.785847E+03   0.520594E-02   0.118786E+02   0.104912E+02   0.102676E+02   0.882450E+01   0.723078E+02
   0.888563E+02   0.404229E+02   0.173059E+03   0.481274E+02   0.361604E+03  -0.813396E+03   0.585691E-03   0.118786E+02   0.879824E+01   0.950029E+01   0.882450E+01   0.730500E+02
   0.888563E+02   0.617291E+02   0.127686E+03  -0.387268E+01   0.352343E+03  -0.813666E+03   0.145192E-02   0.126192E+02   0.975390E+01   0.950029E+01   0.109315E+02   0.725420E+02
   0.888563E+02   0.682891E+02   0.928884E+02   0.738184E+01   0.373676E+03  -0.794725E+03   0.145192E-02   0.110105E+02   0.975390E+01   0.950029E+01   0.109315E+02   0.732274E+02
   0.748615E+02   0.564416E+02   0.133217E+03   0.545736E+02   0.369690E+03  -0.729887E+03   0.145192E-02   0.110105E+02   0.975390E+01   0.950029E+01   0.128389E+02   0.726766E+02
   0.748615E+02   0.702827E+02   0.138301E+03   0.517637E+02   0.409957E+03  -0.739998E+03   0.145192E-02   0.110105E+02   0.108315E+02   0.103537E+02   0.129884E+02   0.723380E+02
   0.748615E+02   0.702827E+02   0.129894E+03   0.517637E+02   0.317820E+03  -0.720504E+03   0.145192E-02   0.766148E+01   0.108315E+02   0.830514E+01   0.129884E+02   0.717565E+02
   0.748615E+02   0.310182E+00   0.148334E+03   0.146411E+02   0.323234E+03  -0.695962E+03   0.145192E-02   0.963292E+01   0.108315E+02   0.830514E+01   0.759254E+01   0.728763E+02
   0.748615E+02   0.389642E+02   0.100349E+03   0.208135E+02   0.323560E+03  -0.736474E+03   0.145192E-02   0.963292E+01   0.108315E+02   0.830514E+01   0.930721E+01   0.734882E+02
   0.748615E+02   0.389642E+02   0.118472E+03   0.531398E+01   0.408194E+03  -0.812671E+03   0.145192E-02   0.109386E+02   0.108315E+02   0.126895E+02   0.930721E+01   0.725695E+02
   0.627560E+02   0.389642E+02   0.823164E+02   0.183907E+02   0.413086E+03  -0.892230E+03   0.145192E-02   0.109386E+02   0.108315E+02   0.947271E+01   0.930721E+01   0.728961E+02
   0.627560E+02   0.477572E+02   0.700168E+02   0.626747E+02   0.413086E+03  -0.877625E+03   0.145192E-02   0.109386E+02   0.907936E+01   0.947271E+01   0.113262E+02   0.727169E+02
   0.627560E+02   0.477572E+02   0.119660E+03   0.609986E+02   0.445808E+03  -0.899421E+03   0.145192E-02   0.109386E+02   0.102210E+02   0.947271E+01   0.113262E+02   0.727754E+02
   0.627560E+02   0.558944E+02   0.143217E+03   0.445285E+02   0.496535E+03  -0.899421E+03   0.214982E-02   0.109386E+02   0.119294E+02   0.947271E+01   0.780262E+01   0.719856E+02
   0.627560E+02   0.213414E+02   0.194883E+03   0.688181E+02   0.499373E+03  -0.865084E+03   0.214982E-02   0.109386E+02   0.119294E+02   0.947271E+01   0.780262E+01   0.719127E+02
   0.627560E+02   0.592021E+02   0.194883E+03   0.212505E+02   0.583824E+03  -0.876189E+03   0.966273E-04   0.101096E+02   0.119294E+02   0.947271E+01   0.780262E+01   0.722618E+02
   0.627560E+02   0.592021E+02   0.121696E+03   0.212505E+02   0.583824E+03  -0.899058E+03   0.966273E-04   0.101096E+02   0.119294E+02   0.947271E+01   0.780262E+01   0.709105E+02
   0.627560E+02   0.592021E+02   0.113478E+03   0.212505E+02   0.583824E+03  -0.889217E+03   0.451181E-02   0.101096E+02   0.119294E+02   0.947271E+01   0.780262E+01   0.710397E+02
   0.627560E+02   0.592021E+02   0.113478E+03   0.212505E+02   0.584613E+03  -0.833536E+03   0.451181E-02   0.105750E+02   0.917507E+01   0.812479E+01   0.780262E+01   0.715894E+02
   0.627560E+02   0.509460E+02   0.722632E+02   0.212505E+02   0.584613E+03  -0.874797E+03   0.596677E-02   0.105750E+02   0.110052E+02   0.812479E+01   0.780262E+01   0.705348E+02
   0.627560E+02   0.509460E+02   0.845878E+02   0.212505E+02   0.566712E+03  -0.825242E+03   0.596677E-02   0.105750E+02   0.112624E+02   0.812479E+01   0.780262E+01   0.705928E+02
   0.646645E+02   0.509460E+02   0.109959E+03   0.103103E+02   0.591137E+03  -0.796928E+03   0.596677E-02   0.108762E+02   0.926345E+01   0.907667E+01   0.780262E+01   0.714084E+02
   0.646645E+02   0.741500E+02   0.109959E+03   0.103103E+02   0.591137E+03  -0.816879E+03   0.596677E-02   0.142095E+02   0.926345E+01   0.905376E+01   0.780262E+01   0.698256E+02
   0.646645E+02   0.741500E+02   0.127590E+03  -0.395558E+02   0.570632E+03  -0.890958E+03   0.596677E-02   0.140897E+02   0.926345E+01   0.905376E+01   0.780262E+01   0.699201E+02
   0.646645E+02   0.283892E+02   0.926823E+02   0.104260E+01   0.661312E+03  -0.884031E+03   0.572132E-02   0.818428E+01   0.926345E+01   0.905376E+01   0.780262E+01   0.714583E+02
   0.646645E+02   0.283892E+02   0.926823E+02   0.104260E+01   0.661312E+03  -0.884031E+03   0.572132E-02   0.818428E+01   0.998964E+01   0.733903E+01   0.780262E+01   0.705930E+02
   0.646645E+02   0.283892E+02   0.861330E+02   0.104260E+01   0.661312E+03  -0.884031E+03   0.572132E-02   0.818428E+01   0.998964E+01   0.733903E+01   0.780262E+01   0.706306E+02
   0.646645E+02   0.283892E+02   0.861330E+02   0.104260E+01   0.561831E+03  -0.884031E+03   0.572132E-02   0.818428E+01   0.965728E+01   0.926362E+01   0.780262E+01   0.713882E+02
   0.646645E+02   0.283892E+02   0.861330E+02  -0.316829E+02   0.602973E+03  -0.884031E+03   0.572132E-02   0.118578E+02   0.965728E+01   0.827601E+01   0.780262E+01   0.702484E+02
   0.646645E+02   0.312351E+02   0.861330E+02  -0.928376E+02   0.594845E+03  -0.884031E+03   0.572132E-02   0.118578E+02   0.965728E+01   0.827601E+01   0.780262E+01   0.701341E+02
   0.646645E+02   0.312351E+02   0.817175E+02  -0.113341E+03   0.580556E+03  -0.900553E+03   0.572132E-02   0.156020E+02   0.965728E+01   0.827601E+01   0.780262E+01   0.681657E+02
   0.646645E+02   0.312351E+02   0.159578E+03  -0.103080E+03   0.508578E+03  -0.896485E+03   0.572132E-02   0.819436E+01   0.965728E+01   0.827601E+01   0.780262E+01   0.716181E+02
   0.646645E+02   0.916015E+02   0.159578E+03  -0.103080E+03   0.508578E+03  -0.941019E+03   0.605642E-02   0.819436E+01   0.965728E+01   0.130049E+02   0.122951E+02   0.704594E+02
   0.646645E+02   0.264146E+02   0.226635E+03  -0.154276E+03   0.564587E+03  -0.941019E+03   0.605642E-02   0.819436E+01   0.802702E+01   0.130049E+02   0.122951E+02   0.697080E+02
   0.646645E+02   0.248981E+02   0.164602E+03  -0.919744E+02   0.584862E+03  -0.941019E+03   0.605642E-02   0.819436E+01   0.105347E+02   0.130049E+02   0.111543E+02   0.707663E+02
   0.646645E+02   0.248981E+02   0.191491E+03  -0.919744E+02   0.528962E+03  -0.957598E+03   0.953018E-02   0.731054E+01   0.105347E+02   0.130049E+02   0.109692E+02   0.690052E+02
   0.646645E+02   0.492493E+02   0.204878E+03  -0.919744E+02   0.532434E+03  -0.991368E+03   0.953018E-02   0.731054E+01   0.101135E+02   0.121983E+02   0.149375E+02   0.673447E+02
   0.646645E+02   0.492493E+02   0.204878E+03  -0.783462E+02   0.532434E+03  -0.972728E+03   0.953018E-02   0.731054E+01   0.106272E+02   0.123295E+02   0.123589E+02   0.688238E+02
   0.939928E+02   0.492493E+02   0.172450E+03  -0.541486E+02   0.577069E+03  -0.959874E+03   0.953018E-02   0.859914E+01   0.106272E+02   0.123295E+02   0.123589E+02   0.694416E+02
   0.939928E+02   0.492493E+02   0.169919E+03  -0.541486E+02   0.546705E+03  -0.968068E+03   0.953018E-02   0.859914E+01   0.106272E+02   0.123295E+02   0.123589E+02   0.694321E+02
   0.939928E+02   0.878360E+01   0.151144E+03  -0.880854E+02   0.560972E+03  -0.103991E+04   0.237940E-03   0.859914E+01   0.106272E+02   0.123295E+02   0.123589E+02   0.717287E+02
   0.939928E+02   0.878360E+01   0.209753E+03  -0.864936E+02   0.540041E+03  -0.958399E+03   0.237940E-03   0.859914E+01   0.106272E+02   0.123295E+02   0.123589E+02   0.716886E+02
   0.703000E+02   0.878360E+01   0.189537E+03  -0.204971E+02   0.494783E+03  -0.955942E+03   0.237940E-03   0.859914E+01   0.106272E+02   0.166945E+02   0.123589E+02   0.690446E+02
   0.703000E+02   0.878360E+01   0.169340E+03  -0.268006E+02   0.505836E+03  -0.109142E+04   0.237940E-03   0.859914E+01   0.106272E+02   0.166945E+02   0.123589E+02   0.690542E+02
   0.703000E+02   0.878360E+01   0.169340E+03  -0.272172E+02   0.505836E+03  -0.105465E+04   0.237940E-03   0.859914E+01   0.807161E+01   0.166945E+02   0.123589E+02   0.687945E+02
   0.703000E+02   0.878360E+01   0.271298E+03  -0.344370E+02   0.517831E+03  -0.998754E+03   0.237940E-03   0.802537E+01   0.807161E+01   0.133789E+02   0.123589E+02   0.710434E+02
   0.703000E+02   0.878360E+01   0.211136E+03   0.169635E+01   0.471401E+03  -0.970553E+03   0.237940E-03   0.802537E+01   0.807161E+01   0.127558E+02   0.123589E+02   0.713842E+02
   0.707533E+02   0.878360E+01   0.187085E+03  -0.178834E+02   0.507993E+03  -0.972850E+03   0.237940E-03   0.802537E+01   0.754548E+01   0.127558E+02   0.123589E+02   0.710147E+02
   0.707533E+02   0.603796E+02   0.223789E+03  -0.226924E+02   0.484598E+03  -0.962978E+03   0.237940E-03   0.802537E+01   0.754548E+01   0.105475E+02   0.123589E+02   0.719717E+02
   0.707533E+02   0.603796E+02   0.212519E+03  -0.110438E+03   0.477379E+03  -0.100448E+04   0.358817E-02   0.802537E+01   0.534190E+01   0.105475E+02   0.109415E+02   0.686356E+02
   0.707533E+02   0.603796E+02   0.168654E+03  -0.110438E+03   0.477379E+03  -0.100448E+04   0.272429E-02   0.124541E+02   0.133117E+02   0.118642E+02   0.112143E+02   0.707699E+02
   0.707533E+02   0.892077E+01   0.153020E+03  -0.179690E+03   0.477379E+03  -0.104472E+04   0.272429E-02   0.103176E+02   0.133117E+02   0.118642E+02   0.115004E+02   0.710838E+02
   0.707533E+02   0.892077E+01   0.175268E+03  -0.218985E+03   0.477379E+03  -0.106772E+04   0.272429E-02   0.103176E+02   0.133117E+02   0.118642E+02   0.707554E+01   0.700561E+02
   0.707533E+02   0.270570E+02   0.155390E+03  -0.218985E+03   0.477379E+03  -0.106772E+04   0.735715E-02   0.534182E+01   0.133117E+02   0.813604E+01   0.748721E+01   0.652827E+02
   0.707533E+02   0.270570E+02   0.155390E+03  -0.199400E+03   0.477379E+03  -0.109989E+04   0.810975E-02   0.154550E+02   0.133117E+02   0.813604E+01   0.748721E+01   0.666762E+02
   0.707533E+02   0.270570E+02   0.155390E+03  -0.124231E+03   0.394896E+03  -0.113655E+04   0.810975E-02   0.124555E+02   0.133117E+02   0.806676E+01   0.748721E+01   0.687319E+02
   0.707533E+02   0.270570E+02   0.178148E+03  -0.681106E+02   0.395414E+03  -0.110420E+04   0.610624E-02   0.124555E+02   0.933225E+01   0.890721E+01   0.748721E+01   0.712788E+02
   0.707533E+02   0.270570E+02   0.108173E+03  -0.681106E+02   0.395414E+03  -0.102491E+04   0.565560E-02   0.124555E+02   0.933225E+01   0.890721E+01   0.748721E+01   0.712784E+02
   0.707533E+02   0.270570E+02   0.940658E+02  -0.681106E+02   0.395414E+03  -0.960940E+03   0.641622E-02   0.124555E+02   0.933225E+01   0.890721E+01   0.748721E+01   0.710191E+02
   0.707533E+02   0.203684E+02   0.940658E+02  -0.516352E+01   0.413072E+03  -0.976044E+03   0.641622E-02   0.124555E+02   0.933225E+01   0.890721E+01   0.748721E+01   0.711026E+02
   0.707533E+02   0.203684E+02   0.101300E+03   0.713665E+02   0.394031E+03  -0.964813E+03   0.641622E-02   0.124555E+02   0.933225E+01   0.890721E+01   0.748721E+01   0.711490E+02
   0.707533E+02   0.225858E+02   0.139312E+03   0.357602E+02   0.350430E+03  -0.105821E+04   0.641622E-02   0.124555E+02   0.933225E+01   0.890721E+01   0.748721E+01   0.711959E+02
   0.707533E+02   0.225858E+02   0.139312E+03  -0.231430E+02   0.454267E+03  -0.968926E+03   0.456802E-03   0.107255E+02   0.933225E+01   0.103861E+02   0.748721E+01   0.729136E+02
   0.784653E+02   0.748168E+01   0.127659E+03  -0.264913E+02   0.446142E+03  -0.946933E+03   0.456802E-03   0.107255E+02   0.983456E+01   0.137280E+02   0.819358E+01   0.719313E+02
   0.784653E+02   0.748168E+01   0.154212E+03  -0.832748E+02   0.441129E+03  -0.990017E+03   0.456802E-03   0.135934E+02   0.983456E+01   0.137280E+02   0.831048E+01   0.706352E+02
   0.784653E+02   0.748168E+01   0.181034E+03  -0.933182E+02   0.472865E+03  -0.898082E+03   0.456802E-03   0.135934E+02   0.983456E+01   0.137280E+02   0.831048E+01   0.706460E+02
   0.784653E+02   0.748168E+01   0.181034E+03  -0.966238E+02   0.504976E+03  -0.988558E+03   0.456802E-03   0.135934E+02   0.106334E+02   0.894015E+01   0.831048E+01   0.720509E+02
   0.784653E+02   0.556921E+02   0.183469E+03  -0.498785E+02   0.554467E+03  -0.985037E+03   0.456802E-03   0.101341E+02   0.106334E+02   0.894015E+01   0.908984E+01   0.737502E+02
   0.784653E+02   0.556921E+02   0.213526E+03  -0.788507E+02   0.500333E+03  -0.956644E+03   0.189244E-02   0.101341E+02   0.106334E+02   0.750063E+01   0.900643E+01   0.729436E+02
   0.733159E+02   0.352993E+02   0.200769E+03  -0.263407E+02   0.455020E+03  -0.100653E+04   0.497127E-03   0.722943E+01   0.106334E+02   0.750063E+01   0.900643E+01   0.720788E+02
   0.733159E+02   0.475905E+02   0.238584E+03  -0.112092E+02   0.452999E+03  -0.107434E+04   0.489781E-03   0.722943E+01   0.106334E+02   0.120790E+02   0.900643E+01   0.722054E+02
   0.800134E+02   0.475905E+02   0.224165E+03   0.175714E+02   0.428416E+03  -0.100771E+04   0.489781E-03   0.722943E+01   0.106334E+02   0.895591E+01   0.900643E+01   0.727575E+02
   0.800134E+02   0.660087E+01   0.237040E+03  -0.773929E+02   0.463854E+03  -0.967106E+03   0.489781E-03   0.810234E+01   0.106334E+02   0.895591E+01   0.900643E+01   0.734171E+02
   0.800134E+02   0.660087E+01   0.226491E+03  -0.359977E+02   0.424940E+03  -0.909401E+03   0.318319E-02   0.810234E+01   0.106334E+02   0.895591E+01   0.900643E+01   0.731765E+02
   0.800134E+02   0.538658E+02   0.201358E+03  -0.247319E+02   0.424940E+03  -0.937053E+03   0.419137E-02   0.810234E+01   0.106334E+02   0.763014E+01   0.900643E+01   0.723206E+02
   0.800134E+02   0.286493E+02   0.198156E+03  -0.517336E+02   0.467890E+03  -0.902263E+03   0.446238E-02   0.148903E+02   0.942789E+01   0.737204E+01   0.109571E+02   0.699755E+02
   0.800134E+02   0.286493E+02   0.201252E+03  -0.345788E+02   0.511446E+03  -0.980168E+03   0.446238E-02   0.148903E+02   0.942789E+01   0.737204E+01   0.109571E+02   0.699719E+02
   0.800134E+02   0.118780E+01   0.185720E+03   0.686911E+02   0.559508E+03  -0.100619E+04   0.642022E-02   0.148903E+02   0.975579E+01   0.737204E+01   0.109571E+02   0.694327E+02
   0.800134E+02   0.388021E+01   0.103614E+03   0.324859E+02   0.559508E+03  -0.105865E+04   0.962433E-02   0.148903E+02   0.975579E+01   0.112269E+02   0.114418E+02   0.685585E+02
   0.853064E+02   0.388021E+01   0.162782E+03   0.426934E+02   0.622481E+03  -0.108539E+04   0.962433E-02   0.148903E+02   0.975579E+01   0.127793E+02   0.105862E+02   0.680489E+02
   0.853064E+02   0.388021E+01   0.186650E+03   0.162476E+02   0.555425E+03  -0.991396E+03   0.757834E-02   0.141515E+02   0.975579E+01   0.127793E+02   0.105862E+02   0.694159E+02
   0.853064E+02   0.388021E+01   0.186650E+03   0.362972E+02   0.558758E+03  -0.944055E+03   0.757834E-02   0.141515E+02   0.975579E+01   0.127793E+02   0.105178E+02   0.694354E+02
   0.853064E+02   0.388021E+01   0.242866E+03   0.779926E+02   0.550840E+03  -0.910031E+03   0.757834E-02   0.141515E+02   0.849464E+01   0.127793E+02   0.105178E+02   0.692816E+02
   0.853064E+02   0.388021E+01   0.271122E+03   0.140210E+03   0.550840E+03  -0.910031E+03   0.145403E-02   0.116445E+02   0.113886E+02   0.127793E+02   0.903449E+01   0.719813E+02
   0.853064E+02   0.388021E+01   0.267410E+03   0.260579E+03   0.536659E+03  -0.902659E+03   0.145403E-02   0.116445E+02   0.113886E+02   0.126268E+02   0.940309E+01   0.720008E+02
   0.853064E+02   0.649259E+00   0.267410E+03   0.264956E+03   0.536659E+03  -0.901853E+03   0.145403E-02   0.990407E+01   0.113886E+02   0.126268E+02   0.940309E+01   0.723867E+02
   0.853064E+02   0.649259E+00   0.267848E+03   0.264956E+03   0.536659E+03  -0.853024E+03   0.145403E-02   0.990407E+01   0.112887E+02   0.844619E+01   0.940309E+01   0.731853E+02
   0.853064E+02   0.534699E+01   0.256094E+03   0.226012E+03   0.536659E+03  -0.828816E+03   0.145403E-02   0.990407E+01   0.112887E+02   0.844619E+01   0.940309E+01   0.732680E+02
   0.853064E+02   0.534699E+01   0.256094E+03   0.235585E+03   0.536659E+03  -0.828816E+03   0.145403E-02   0.136060E+02   0.112887E+02   0.844619E+01   0.940309E+01   0.717644E+02
   0.853064E+02   0.614645E+02   0.256094E+03   0.170859E+03   0.571103E+03  -0.833527E+03   0.239843E-02   0.136060E+02   0.135051E+02   0.844619E+01   0.665628E+01   0.687417E+02
   0.853064E+02   0.614645E+02   0.209337E+03   0.127930E+03   0.580117E+03  -0.722757E+03   0.239843E-02   0.128300E+02   0.135051E+02   0.844619E+01   0.665628E+01   0.692414E+02
   0.853064E+02   0.768779E+02   0.237921E+03   0.117115E+03   0.531450E+03  -0.720951E+03   0.239843E-02   0.128300E+02   0.122708E+02   0.844619E+01   0.665628E+01   0.699096E+02
   0.853064E+02   0.768779E+02   0.225546E+03   0.119832E+03   0.520642E+03  -0.749021E+03   0.239843E-02   0.635247E+01   0.820582E+01   0.844619E+01   0.665628E+01   0.692023E+02
   0.853064E+02   0.637786E+02   0.241827E+03   0.931201E+02   0.548475E+03  -0.723463E+03   0.239843E-02   0.781118E+01   0.820582E+01   0.844619E+01   0.606645E+01   0.699052E+02
   0.853064E+02   0.637786E+02   0.275348E+03   0.116672E+03   0.600200E+03  -0.652058E+03   0.239843E-02   0.781118E+01   0.820582E+01   0.844619E+01   0.606645E+01   0.700190E+02
   0.853064E+02   0.620096E+02   0.275348E+03   0.128038E+03   0.600200E+03  -0.595910E+03   0.239843E-02   0.781118E+01   0.820582E+01   0.109635E+02   0.606645E+01   0.699717E+02
   0.853064E+02   0.620096E+02   0.275348E+03   0.138492E+03   0.600200E+03  -0.590836E+03   0.239843E-02   0.781118E+01   0.820582E+01   0.111565E+02   0.606645E+01   0.698921E+02
   0.853064E+02   0.620096E+02   0.293009E+03   0.161476E+03   0.600200E+03  -0.666829E+03   0.239843E-02   0.781118E+01   0.960372E+01   0.111565E+02   0.119233E+02   0.723363E+02
