a0_min         a1_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.995146E+02   0.608934E+00   0.878239E-03   0.106572E+02   0.913262E+01   0.184161E+02   0.115319E+02   0.171265E+03  -0.871836E+01   0.000000E+00   0.179983E+03  -0.359967E+03
   0.995146E+02   0.608934E+00   0.878239E-03   0.986614E+01   0.817334E+01   0.184161E+02   0.196169E+02   0.170529E+03  -0.945475E+01   0.000000E+00   0.179984E+03  -0.359967E+03
   0.995146E+02   0.608934E+00   0.878239E-03   0.986614E+01   0.817334E+01   0.184161E+02   0.145098E+02   0.171717E+03  -0.826689E+01   0.000000E+00   0.179984E+03  -0.359968E+03
   0.995146E+02   0.608934E+00   0.878239E-03   0.986614E+01   0.817334E+01   0.200993E+02   0.148627E+02   0.171074E+03  -0.890987E+01   0.000000E+00   0.179984E+03  -0.359968E+03
   0.995146E+02  -0.417899E+01   0.878239E-03   0.986614E+01   0.817334E+01   0.200993E+02   0.148627E+02   0.170192E+03  -0.890987E+01   0.000000E+00   0.179102E+03  -0.358204E+03
   0.961363E+02   0.240903E+01   0.878239E-03   0.986614E+01   0.817334E+01   0.195832E+02   0.148627E+02   0.171042E+03  -0.870201E+01   0.000000E+00   0.179744E+03  -0.359488E+03
   0.961363E+02   0.240903E+01   0.878239E-03   0.986614E+01   0.817334E+01   0.206975E+02   0.169972E+02   0.170251E+03  -0.949295E+01   0.000000E+00   0.179744E+03  -0.359488E+03
   0.961363E+02   0.240903E+01   0.878239E-03   0.986614E+01   0.817334E+01   0.206975E+02   0.119871E+02   0.170167E+03  -0.957685E+01   0.000000E+00   0.179744E+03  -0.359488E+03
   0.961363E+02   0.240903E+01   0.878239E-03   0.995028E+01   0.817334E+01   0.206975E+02   0.119871E+02   0.170161E+03  -0.958339E+01   0.000000E+00   0.179744E+03  -0.359489E+03
   0.961363E+02  -0.134951E+01   0.479686E-03   0.995028E+01   0.107566E+02   0.206975E+02   0.119871E+02   0.170193E+03  -0.941595E+01   0.000000E+00   0.179609E+03  -0.359218E+03
   0.961363E+02   0.273021E+01   0.479686E-03   0.995028E+01   0.153078E+02   0.206975E+02   0.119871E+02   0.168367E+03  -0.119684E+02   0.000000E+00   0.180335E+03  -0.360671E+03
   0.974450E+02  -0.225912E+01   0.479686E-03   0.122471E+02   0.153078E+02   0.206975E+02   0.186060E+02   0.169109E+03  -0.130807E+02   0.000000E+00   0.182190E+03  -0.364379E+03
   0.974450E+02   0.310752E+01   0.479686E-03   0.122471E+02   0.105752E+02   0.206975E+02   0.247191E+02   0.169393E+03  -0.133069E+02   0.000000E+00   0.182700E+03  -0.365400E+03
   0.974450E+02   0.310752E+01   0.479686E-03   0.115155E+02   0.105752E+02   0.188575E+02   0.247191E+02   0.170453E+03  -0.122465E+02   0.000000E+00   0.182699E+03  -0.365399E+03
   0.974450E+02  -0.168209E+01   0.517085E-03   0.115155E+02   0.969146E+01   0.259339E+02   0.247191E+02   0.167267E+03  -0.155433E+02   0.000000E+00   0.182810E+03  -0.365621E+03
   0.975754E+02  -0.316060E+01   0.517085E-03   0.115155E+02   0.828079E+01   0.238427E+02   0.247191E+02   0.167190E+03  -0.146721E+02   0.000000E+00   0.181862E+03  -0.363724E+03
   0.975754E+02  -0.316060E+01   0.517085E-03   0.115155E+02   0.828079E+01   0.238427E+02   0.216871E+02   0.168741E+03  -0.131211E+02   0.000000E+00   0.181862E+03  -0.363724E+03
   0.975754E+02   0.161174E+01   0.549198E-03   0.115155E+02   0.828079E+01   0.238427E+02   0.216871E+02   0.170490E+03  -0.131211E+02   0.000000E+00   0.183611E+03  -0.367222E+03
   0.975754E+02   0.161174E+01   0.733980E-03   0.113702E+02   0.828079E+01   0.222081E+02   0.144301E+02   0.172910E+03  -0.101472E+02   0.000000E+00   0.183057E+03  -0.366114E+03
   0.985535E+02   0.166146E-01   0.733980E-03   0.113702E+02   0.824229E+01   0.241245E+02   0.144520E+02   0.171476E+03  -0.111453E+02   0.000000E+00   0.182621E+03  -0.365243E+03
   0.980660E+02   0.166146E-01   0.652774E-03   0.113702E+02   0.118445E+02   0.204351E+02   0.144520E+02   0.173833E+03  -0.960566E+01   0.000000E+00   0.183439E+03  -0.366877E+03
   0.980660E+02   0.166146E-01   0.652774E-03   0.113702E+02   0.118445E+02   0.204351E+02   0.144520E+02   0.173833E+03  -0.960566E+01   0.000000E+00   0.183439E+03  -0.366877E+03
   0.980660E+02  -0.576058E+00   0.652774E-03   0.113702E+02   0.118445E+02   0.204351E+02   0.164794E+02   0.173512E+03  -0.983021E+01   0.000000E+00   0.183342E+03  -0.366684E+03
   0.980660E+02  -0.654353E+00   0.652774E-03   0.121753E+02   0.122569E+02   0.168813E+02   0.164794E+02   0.174166E+03  -0.915884E+01   0.000000E+00   0.183325E+03  -0.366650E+03
   0.976786E+02  -0.654353E+00   0.652774E-03   0.121753E+02   0.902294E+01   0.168813E+02   0.164794E+02   0.174903E+03  -0.846699E+01   0.000000E+00   0.183370E+03  -0.366740E+03
   0.976786E+02  -0.654353E+00   0.652774E-03   0.120512E+02   0.117828E+02   0.168813E+02   0.164794E+02   0.174492E+03  -0.887881E+01   0.000000E+00   0.183371E+03  -0.366742E+03
   0.976786E+02  -0.654353E+00   0.652774E-03   0.729015E+01   0.117828E+02   0.168813E+02   0.164794E+02   0.174181E+03  -0.918970E+01   0.000000E+00   0.183371E+03  -0.366741E+03
   0.980596E+02  -0.654353E+00   0.652774E-03   0.729015E+01   0.117828E+02   0.168813E+02   0.168124E+02   0.174066E+03  -0.926175E+01   0.000000E+00   0.183328E+03  -0.366656E+03
   0.980596E+02  -0.654353E+00   0.652774E-03   0.729015E+01   0.117828E+02   0.168813E+02   0.168124E+02   0.174066E+03  -0.926175E+01   0.000000E+00   0.183328E+03  -0.366656E+03
   0.980596E+02  -0.654353E+00   0.557648E-03   0.753505E+01   0.841504E+01   0.140189E+02   0.168124E+02   0.174923E+03  -0.844343E+01   0.000000E+00   0.183366E+03  -0.366733E+03
   0.980596E+02  -0.654353E+00   0.682140E-03   0.143075E+02   0.130096E+02   0.121832E+02   0.168124E+02   0.172251E+03  -0.109592E+02   0.000000E+00   0.183210E+03  -0.366420E+03
   0.980596E+02  -0.654353E+00   0.682140E-03   0.143075E+02   0.134672E+02   0.156145E+02   0.121004E+02   0.172161E+03  -0.110489E+02   0.000000E+00   0.183210E+03  -0.366420E+03
   0.980596E+02  -0.654353E+00   0.682140E-03   0.157866E+02   0.127568E+02   0.156145E+02   0.161571E+02   0.171700E+03  -0.115098E+02   0.000000E+00   0.183210E+03  -0.366420E+03
   0.980596E+02  -0.414776E+01   0.682140E-03   0.157866E+02   0.127568E+02   0.156145E+02   0.161571E+02   0.170000E+03  -0.115098E+02   0.000000E+00   0.181510E+03  -0.363020E+03
   0.980596E+02   0.492520E-01   0.682140E-03   0.162030E+02   0.127568E+02   0.156145E+02   0.199350E+02   0.170331E+03  -0.129938E+02   0.000000E+00   0.183325E+03  -0.366650E+03
   0.980596E+02   0.492520E-01   0.682140E-03   0.786765E+01   0.130905E+02   0.156145E+02   0.279850E+02   0.168865E+03  -0.144594E+02   0.000000E+00   0.183324E+03  -0.366649E+03
   0.990579E+02  -0.301570E+01   0.682140E-03   0.120903E+02   0.108124E+02   0.156145E+02   0.269302E+02   0.168260E+03  -0.129801E+02   0.000000E+00   0.181240E+03  -0.362480E+03
   0.988022E+02  -0.301570E+01   0.682140E-03   0.132477E+02   0.108124E+02   0.159653E+02   0.269302E+02   0.168011E+03  -0.136605E+02   0.000000E+00   0.181671E+03  -0.363343E+03
   0.975350E+02  -0.301570E+01   0.613270E-03   0.132477E+02   0.111524E+02   0.159653E+02   0.104477E+02   0.172063E+03  -0.101713E+02   0.000000E+00   0.182234E+03  -0.364469E+03
   0.976893E+02  -0.301570E+01   0.613270E-03   0.131644E+02   0.111524E+02   0.182508E+02   0.104477E+02   0.171650E+03  -0.106873E+02   0.000000E+00   0.182337E+03  -0.364675E+03
   0.976893E+02  -0.301570E+01   0.556763E-03   0.131644E+02   0.112744E+02   0.182508E+02   0.142864E+02   0.172807E+03  -0.943693E+01   0.000000E+00   0.182244E+03  -0.364488E+03
   0.976893E+02   0.323749E+01   0.556763E-03   0.975784E+01   0.104506E+02   0.190059E+02   0.142864E+02   0.174896E+03  -0.822861E+01   0.000000E+00   0.183125E+03  -0.366249E+03
   0.976893E+02   0.323749E+01   0.556763E-03   0.975784E+01   0.130263E+02   0.190059E+02   0.163826E+02   0.173622E+03  -0.950277E+01   0.000000E+00   0.183125E+03  -0.366250E+03
   0.976893E+02   0.323749E+01   0.556763E-03   0.721115E+01   0.118842E+02   0.190059E+02   0.163826E+02   0.173189E+03  -0.993606E+01   0.000000E+00   0.183125E+03  -0.366250E+03
   0.976893E+02   0.323749E+01   0.977452E-03   0.726167E+01   0.118842E+02   0.190059E+02   0.187329E+02   0.169719E+03  -0.105408E+02   0.000000E+00   0.180260E+03  -0.360520E+03
   0.976893E+02   0.323749E+01   0.977452E-03   0.726167E+01   0.786849E+01   0.178595E+02   0.187329E+02   0.170168E+03  -0.100923E+02   0.000000E+00   0.180260E+03  -0.360521E+03
   0.976893E+02   0.323749E+01   0.977452E-03   0.726167E+01   0.799989E+01   0.165540E+02   0.187329E+02   0.170582E+03  -0.967804E+01   0.000000E+00   0.180260E+03  -0.360520E+03
   0.976893E+02   0.323749E+01   0.977452E-03   0.726167E+01   0.799989E+01   0.165540E+02   0.187329E+02   0.170582E+03  -0.967804E+01   0.000000E+00   0.180260E+03  -0.360520E+03
   0.981111E+02   0.323749E+01   0.977452E-03   0.950425E+01   0.823508E+01   0.165540E+02   0.187329E+02   0.171650E+03  -0.857751E+01   0.000000E+00   0.180228E+03  -0.360455E+03
   0.981111E+02   0.323749E+01   0.977452E-03   0.950425E+01   0.823508E+01   0.165540E+02   0.187329E+02   0.171650E+03  -0.857751E+01   0.000000E+00   0.180228E+03  -0.360455E+03
   0.981111E+02   0.323749E+01   0.977452E-03   0.950425E+01   0.823508E+01   0.165540E+02   0.171312E+02   0.172136E+03  -0.809141E+01   0.000000E+00   0.180227E+03  -0.360455E+03
   0.981111E+02   0.323749E+01   0.977452E-03   0.950425E+01   0.823508E+01   0.165540E+02   0.168947E+02   0.172193E+03  -0.803375E+01   0.000000E+00   0.180227E+03  -0.360454E+03
   0.981111E+02  -0.162301E+01   0.977452E-03   0.111607E+02   0.823508E+01   0.138760E+02   0.169716E+02   0.172035E+03  -0.810904E+01   0.000000E+00   0.180144E+03  -0.360288E+03
   0.981111E+02   0.758356E+01   0.977452E-03   0.111607E+02   0.104969E+02   0.138760E+02   0.137051E+02   0.170804E+03  -0.760727E+01   0.000000E+00   0.178411E+03  -0.356823E+03
   0.981111E+02   0.758356E+01   0.977452E-03   0.111607E+02   0.104969E+02   0.138760E+02   0.137051E+02   0.170804E+03  -0.760727E+01   0.000000E+00   0.178411E+03  -0.356823E+03
   0.974019E+02   0.758356E+01   0.977452E-03   0.111607E+02   0.811324E+01   0.138760E+02   0.162377E+02   0.170327E+03  -0.801302E+01   0.000000E+00   0.178340E+03  -0.356680E+03
   0.985668E+02  -0.277516E+01   0.977452E-03   0.111607E+02   0.868929E+01   0.138760E+02   0.162377E+02   0.171900E+03  -0.778187E+01   0.000000E+00   0.179682E+03  -0.359364E+03
   0.985668E+02   0.322680E+01   0.838274E-03   0.122259E+02   0.868929E+01   0.138760E+02   0.162377E+02   0.173220E+03  -0.822716E+01   0.000000E+00   0.181447E+03  -0.362894E+03
   0.981308E+02   0.322680E+01   0.803020E-03   0.124432E+02   0.118575E+02   0.138760E+02   0.162377E+02   0.173344E+03  -0.876416E+01   0.000000E+00   0.182108E+03  -0.364216E+03
   0.977080E+02   0.322680E+01   0.803020E-03   0.124432E+02   0.856951E+01   0.138760E+02   0.162377E+02   0.173832E+03  -0.837445E+01   0.000000E+00   0.182206E+03  -0.364413E+03
   0.966282E+02   0.322680E+01   0.803020E-03   0.978544E+01   0.856951E+01   0.188767E+02   0.166059E+02   0.172750E+03  -0.850842E+01   0.000000E+00   0.181258E+03  -0.362517E+03
   0.966282E+02   0.322680E+01   0.764201E-03   0.122303E+02   0.856951E+01   0.188767E+02   0.166059E+02   0.172327E+03  -0.923224E+01   0.000000E+00   0.181559E+03  -0.363118E+03
   0.966282E+02  -0.175579E+01   0.762047E-03   0.144424E+02   0.856951E+01   0.182274E+02   0.149506E+02   0.170869E+03  -0.101258E+02   0.000000E+00   0.180995E+03  -0.361990E+03
   0.990698E+02  -0.676897E+01   0.762047E-03   0.144424E+02   0.856951E+01   0.182274E+02   0.149506E+02   0.168511E+03  -0.101258E+02   0.000000E+00   0.178637E+03  -0.357274E+03
   0.990698E+02  -0.514784E+01   0.762047E-03   0.155162E+02   0.103300E+02   0.182274E+02   0.149506E+02   0.169052E+03  -0.108229E+02   0.000000E+00   0.179875E+03  -0.359750E+03
   0.990698E+02  -0.774954E+00   0.762047E-03   0.155162E+02   0.103300E+02   0.182274E+02   0.149506E+02   0.170772E+03  -0.108229E+02   0.000000E+00   0.181595E+03  -0.363190E+03
   0.990698E+02  -0.117577E+01   0.691934E-03   0.155162E+02   0.103300E+02   0.154131E+02   0.123299E+02   0.171314E+03  -0.104772E+02   0.000000E+00   0.181791E+03  -0.363582E+03
   0.990698E+02  -0.117577E+01   0.691934E-03   0.155162E+02   0.103300E+02   0.154131E+02   0.123299E+02   0.171314E+03  -0.104772E+02   0.000000E+00   0.181791E+03  -0.363582E+03
   0.990698E+02   0.338773E+01   0.691934E-03   0.642923E+01   0.117043E+02   0.154131E+02   0.196327E+02   0.170384E+03  -0.109346E+02   0.000000E+00   0.181319E+03  -0.362637E+03
   0.990698E+02  -0.428548E+01   0.691934E-03   0.642923E+01   0.105669E+02   0.154131E+02   0.107947E+02   0.170129E+03  -0.104101E+02   0.000000E+00   0.180539E+03  -0.361078E+03
   0.990698E+02  -0.170088E+01   0.691934E-03   0.135075E+02   0.132211E+02   0.154131E+02   0.107947E+02   0.170667E+03  -0.110041E+02   0.000000E+00   0.181671E+03  -0.363342E+03
   0.979031E+02  -0.170088E+01   0.817049E-03   0.135075E+02   0.132211E+02   0.154131E+02   0.107947E+02   0.170930E+03  -0.110041E+02   0.000000E+00   0.181934E+03  -0.363868E+03
   0.979031E+02  -0.170088E+01   0.817049E-03   0.114728E+02   0.129748E+02   0.154131E+02   0.103013E+02   0.171768E+03  -0.101666E+02   0.000000E+00   0.181935E+03  -0.363869E+03
   0.979031E+02   0.129787E+01   0.817049E-03   0.114728E+02   0.133529E+02   0.154131E+02   0.119987E+02   0.172968E+03  -0.940302E+01   0.000000E+00   0.182371E+03  -0.364742E+03
   0.979031E+02   0.339060E+01   0.817049E-03   0.114728E+02   0.124249E+02   0.172040E+02   0.119384E+02   0.172785E+03  -0.923418E+01   0.000000E+00   0.182019E+03  -0.364038E+03
   0.979031E+02   0.230808E+01   0.817049E-03   0.114728E+02   0.130618E+02   0.141619E+02   0.119384E+02   0.173069E+03  -0.919855E+01   0.000000E+00   0.182268E+03  -0.364535E+03
   0.979031E+02   0.230808E+01   0.817049E-03   0.114728E+02   0.100275E+02   0.141619E+02   0.147717E+02   0.174661E+03  -0.760690E+01   0.000000E+00   0.182268E+03  -0.364536E+03
   0.994760E+02   0.230808E+01   0.817049E-03   0.121253E+02   0.100275E+02   0.151859E+02   0.147717E+02   0.172360E+03  -0.792085E+01   0.000000E+00   0.180281E+03  -0.360562E+03
   0.994760E+02  -0.210795E+01   0.817049E-03   0.121253E+02   0.100275E+02   0.121237E+02   0.122640E+02   0.171663E+03  -0.857821E+01   0.000000E+00   0.180241E+03  -0.360482E+03
   0.994760E+02  -0.210795E+01   0.817049E-03   0.100965E+02   0.100275E+02   0.121237E+02   0.122640E+02   0.172309E+03  -0.793205E+01   0.000000E+00   0.180241E+03  -0.360482E+03
   0.963888E+02   0.530794E+01   0.817049E-03   0.100965E+02   0.100275E+02   0.121237E+02   0.122640E+02   0.171966E+03  -0.793205E+01   0.000000E+00   0.179898E+03  -0.359796E+03
   0.963888E+02   0.530794E+01   0.817049E-03   0.116350E+02   0.913058E+01   0.173583E+02   0.122640E+02   0.171470E+03  -0.842791E+01   0.000000E+00   0.179898E+03  -0.359796E+03
   0.963888E+02   0.263802E+01   0.817049E-03   0.116350E+02   0.913104E+01   0.173583E+02   0.122640E+02   0.172382E+03  -0.842784E+01   0.000000E+00   0.180810E+03  -0.361620E+03
   0.957859E+02   0.263802E+01   0.817049E-03   0.116350E+02   0.104760E+02   0.173583E+02   0.122640E+02   0.170809E+03  -0.848898E+01   0.000000E+00   0.179298E+03  -0.358596E+03
   0.957859E+02   0.263802E+01   0.817049E-03   0.116350E+02   0.111409E+02   0.173583E+02   0.122640E+02   0.170628E+03  -0.866939E+01   0.000000E+00   0.179297E+03  -0.358595E+03
   0.990937E+02   0.263802E+01   0.817049E-03   0.116350E+02   0.125530E+02   0.128618E+02   0.151562E+02   0.172276E+03  -0.872452E+01   0.000000E+00   0.181001E+03  -0.362001E+03
   0.977863E+02   0.263802E+01   0.817049E-03   0.116350E+02   0.125530E+02   0.128618E+02   0.128960E+02   0.173372E+03  -0.884720E+01   0.000000E+00   0.182219E+03  -0.364438E+03
   0.977863E+02   0.263802E+01   0.574001E-03   0.116350E+02   0.970281E+01   0.128618E+02   0.128960E+02   0.175434E+03  -0.795479E+01   0.000000E+00   0.183389E+03  -0.366778E+03
   0.977863E+02   0.263802E+01   0.574001E-03   0.123027E+02   0.970281E+01   0.128618E+02   0.128960E+02   0.175128E+03  -0.826077E+01   0.000000E+00   0.183389E+03  -0.366778E+03
   0.977863E+02   0.263802E+01   0.574001E-03   0.123027E+02   0.989248E+01   0.111328E+02   0.128960E+02   0.174448E+03  -0.894141E+01   0.000000E+00   0.183389E+03  -0.366779E+03
   0.977863E+02   0.263802E+01   0.574001E-03   0.123027E+02   0.843168E+01   0.111328E+02   0.128960E+02   0.174245E+03  -0.914393E+01   0.000000E+00   0.183389E+03  -0.366778E+03
   0.967925E+02   0.263802E+01   0.574001E-03   0.123027E+02   0.879457E+01   0.111328E+02   0.128960E+02   0.173633E+03  -0.902855E+01   0.000000E+00   0.182662E+03  -0.365323E+03
   0.967925E+02   0.263802E+01   0.574001E-03   0.123027E+02   0.879457E+01   0.111328E+02   0.128960E+02   0.173633E+03  -0.902855E+01   0.000000E+00   0.182662E+03  -0.365323E+03
   0.967925E+02   0.263802E+01   0.759145E-03   0.130346E+02   0.879457E+01   0.111328E+02   0.158924E+02   0.172615E+03  -0.939263E+01   0.000000E+00   0.182008E+03  -0.364015E+03
   0.967925E+02  -0.193034E+01   0.759145E-03   0.110978E+02   0.879457E+01   0.111328E+02   0.158924E+02   0.172769E+03  -0.848943E+01   0.000000E+00   0.181258E+03  -0.362517E+03
   0.967925E+02  -0.193034E+01   0.759145E-03   0.110978E+02   0.879457E+01   0.111328E+02   0.158924E+02   0.172769E+03  -0.848943E+01   0.000000E+00   0.181258E+03  -0.362517E+03
   0.967925E+02   0.450363E+01   0.759145E-03   0.110978E+02   0.879457E+01   0.113612E+02   0.158924E+02   0.173025E+03  -0.836352E+01   0.000000E+00   0.181389E+03  -0.362777E+03
   0.987198E+02   0.488344E+01   0.759145E-03   0.110978E+02   0.879457E+01   0.113612E+02   0.158924E+02   0.172754E+03  -0.836352E+01   0.000000E+00   0.181118E+03  -0.362235E+03
   0.978880E+02   0.488344E+01   0.759145E-03   0.110978E+02   0.879457E+01   0.113612E+02   0.150840E+02   0.173587E+03  -0.826996E+01   0.000000E+00   0.181857E+03  -0.363714E+03
   0.978880E+02   0.488344E+01   0.759145E-03   0.125698E+02   0.879457E+01   0.113612E+02   0.135797E+02   0.172926E+03  -0.893099E+01   0.000000E+00   0.181857E+03  -0.363714E+03
   0.978880E+02   0.172368E+01   0.466732E-03   0.125698E+02   0.997317E+01   0.113612E+02   0.135797E+02   0.174118E+03  -0.885060E+01   0.000000E+00   0.182969E+03  -0.365937E+03
   0.978880E+02   0.172368E+01   0.432824E-03   0.125698E+02   0.101465E+02   0.113612E+02   0.135797E+02   0.173692E+03  -0.887039E+01   0.000000E+00   0.182562E+03  -0.365125E+03
   0.978880E+02   0.172368E+01   0.432824E-03   0.125698E+02   0.101465E+02   0.113612E+02   0.135797E+02   0.173692E+03  -0.887039E+01   0.000000E+00   0.182562E+03  -0.365125E+03
   0.978880E+02   0.172368E+01   0.432824E-03   0.146209E+02   0.101304E+02   0.113612E+02   0.135797E+02   0.172393E+03  -0.101693E+02   0.000000E+00   0.182562E+03  -0.365125E+03
   0.978880E+02   0.172368E+01   0.432824E-03   0.146209E+02   0.107995E+02   0.113612E+02   0.161878E+02   0.172133E+03  -0.104297E+02   0.000000E+00   0.182563E+03  -0.365125E+03
   0.978880E+02   0.172368E+01   0.432824E-03   0.166488E+02   0.107995E+02   0.113612E+02   0.161878E+02   0.170559E+03  -0.120039E+02   0.000000E+00   0.182563E+03  -0.365126E+03
   0.978880E+02  -0.336243E+01   0.432824E-03   0.166488E+02   0.107995E+02   0.113612E+02   0.161878E+02   0.168858E+03  -0.120039E+02   0.000000E+00   0.180862E+03  -0.361724E+03
   0.978880E+02   0.667854E+01   0.432824E-03   0.155031E+02   0.116864E+02   0.172144E+02   0.844726E+01   0.163834E+03  -0.144821E+02   0.000000E+00   0.178316E+03  -0.356632E+03
   0.973596E+02   0.580593E+01   0.457134E-03   0.155031E+02   0.117915E+02   0.172144E+02   0.218698E+02   0.166954E+03  -0.131339E+02   0.000000E+00   0.180088E+03  -0.360176E+03
   0.973596E+02   0.580593E+01   0.457134E-03   0.964925E+01   0.117915E+02   0.172144E+02   0.138845E+02   0.171972E+03  -0.811583E+01   0.000000E+00   0.180088E+03  -0.360176E+03
   0.973596E+02   0.580593E+01   0.457134E-03   0.964925E+01   0.117915E+02   0.172144E+02   0.949720E+01   0.169815E+03  -0.102726E+02   0.000000E+00   0.180088E+03  -0.360175E+03
   0.973596E+02   0.580593E+01   0.725668E-03   0.964925E+01   0.117915E+02   0.172144E+02   0.215562E+02   0.171253E+03  -0.101247E+02   0.000000E+00   0.181378E+03  -0.362755E+03
   0.988049E+02   0.220380E+01   0.725668E-03   0.964925E+01   0.943474E+01   0.107339E+02   0.154759E+02   0.173806E+03  -0.833225E+01   0.000000E+00   0.182138E+03  -0.364276E+03
   0.988049E+02   0.220380E+01   0.725668E-03   0.835584E+01   0.118278E+02   0.107339E+02   0.154759E+02   0.173026E+03  -0.911168E+01   0.000000E+00   0.182138E+03  -0.364275E+03
   0.988049E+02   0.220380E+01   0.725668E-03   0.835584E+01   0.118278E+02   0.126827E+02   0.134357E+02   0.173909E+03  -0.822875E+01   0.000000E+00   0.182138E+03  -0.364276E+03
   0.988049E+02   0.212056E+01   0.725668E-03   0.835584E+01   0.118278E+02   0.126827E+02   0.134357E+02   0.173927E+03  -0.822875E+01   0.000000E+00   0.182156E+03  -0.364312E+03
   0.988049E+02   0.212056E+01   0.725668E-03   0.123950E+02   0.118278E+02   0.126827E+02   0.134357E+02   0.173359E+03  -0.879602E+01   0.000000E+00   0.182155E+03  -0.364310E+03
   0.988049E+02   0.212056E+01   0.725668E-03   0.123950E+02   0.118278E+02   0.174412E+02   0.110345E+02   0.172279E+03  -0.987659E+01   0.000000E+00   0.182156E+03  -0.364311E+03
   0.987891E+02   0.212056E+01   0.725668E-03   0.123950E+02   0.108646E+02   0.174412E+02   0.110345E+02   0.172657E+03  -0.952536E+01   0.000000E+00   0.182182E+03  -0.364365E+03
   0.979764E+02   0.212056E+01   0.725668E-03   0.123950E+02   0.111732E+02   0.174412E+02   0.110345E+02   0.173413E+03  -0.962124E+01   0.000000E+00   0.183034E+03  -0.366068E+03
   0.979764E+02   0.212056E+01   0.601910E-03   0.722791E+01   0.111732E+02   0.174412E+02   0.110345E+02   0.173647E+03  -0.982300E+01   0.000000E+00   0.183470E+03  -0.366940E+03
   0.979188E+02   0.212056E+01   0.601910E-03   0.722791E+01   0.111732E+02   0.174412E+02   0.103586E+02   0.173208E+03  -0.102949E+02   0.000000E+00   0.183503E+03  -0.367006E+03
   0.979188E+02   0.212056E+01   0.601910E-03   0.722791E+01   0.111732E+02   0.174412E+02   0.173903E+02   0.174130E+03  -0.937289E+01   0.000000E+00   0.183503E+03  -0.367006E+03
   0.973935E+02   0.236032E+01   0.601910E-03   0.722791E+01   0.135737E+02   0.133719E+02   0.147498E+02   0.173682E+03  -0.976137E+01   0.000000E+00   0.183443E+03  -0.366887E+03
   0.973935E+02   0.236032E+01   0.601910E-03   0.722791E+01   0.810960E+01   0.133719E+02   0.147498E+02   0.174815E+03  -0.862810E+01   0.000000E+00   0.183443E+03  -0.366886E+03
   0.973935E+02   0.471875E+01   0.601910E-03   0.756616E+01   0.810960E+01   0.154748E+02   0.147498E+02   0.174006E+03  -0.832199E+01   0.000000E+00   0.182328E+03  -0.364656E+03
   0.973935E+02  -0.221601E+00   0.601910E-03   0.756616E+01   0.130647E+02   0.154748E+02   0.147498E+02   0.174331E+03  -0.914334E+01   0.000000E+00   0.183474E+03  -0.366949E+03
   0.973935E+02  -0.221601E+00   0.601910E-03   0.129192E+02   0.110960E+02   0.152501E+02   0.191422E+02   0.173893E+03  -0.958168E+01   0.000000E+00   0.183475E+03  -0.366949E+03
   0.973935E+02  -0.221601E+00   0.601910E-03   0.129192E+02   0.797041E+01   0.152501E+02   0.191422E+02   0.173716E+03  -0.975889E+01   0.000000E+00   0.183475E+03  -0.366950E+03
   0.973935E+02   0.158173E+01   0.601910E-03   0.129192E+02   0.797041E+01   0.152501E+02   0.202246E+02   0.173396E+03  -0.101870E+02   0.000000E+00   0.183583E+03  -0.367166E+03
   0.973935E+02   0.158173E+01   0.601910E-03   0.129192E+02   0.116337E+02   0.152501E+02   0.112938E+02   0.174067E+03  -0.951589E+01   0.000000E+00   0.183583E+03  -0.367166E+03
   0.973935E+02   0.158173E+01   0.601910E-03   0.116838E+02   0.116337E+02   0.152501E+02   0.112938E+02   0.174685E+03  -0.889806E+01   0.000000E+00   0.183583E+03  -0.367166E+03
   0.973935E+02   0.158173E+01   0.601910E-03   0.113108E+02   0.741281E+01   0.146910E+02   0.117196E+02   0.174690E+03  -0.889215E+01   0.000000E+00   0.183582E+03  -0.367164E+03
   0.973935E+02   0.158173E+01   0.638380E-03   0.113108E+02   0.741281E+01   0.146910E+02   0.117196E+02   0.174610E+03  -0.889215E+01   0.000000E+00   0.183502E+03  -0.367004E+03
   0.973935E+02   0.158173E+01   0.638380E-03   0.113108E+02   0.730743E+01   0.154797E+02   0.117196E+02   0.174455E+03  -0.904682E+01   0.000000E+00   0.183502E+03  -0.367004E+03
   0.988485E+02   0.830837E+00   0.638380E-03   0.113108E+02   0.730743E+01   0.171483E+02   0.116785E+02   0.173060E+03  -0.937906E+01   0.000000E+00   0.182439E+03  -0.364878E+03
   0.988485E+02   0.830837E+00   0.638380E-03   0.113108E+02   0.730743E+01   0.171483E+02   0.120766E+02   0.173222E+03  -0.921688E+01   0.000000E+00   0.182439E+03  -0.364878E+03
   0.988485E+02   0.830837E+00   0.638380E-03   0.113108E+02   0.730743E+01   0.145457E+02   0.145374E+02   0.173988E+03  -0.845045E+01   0.000000E+00   0.182438E+03  -0.364877E+03
   0.988485E+02   0.398196E+01   0.638380E-03   0.113108E+02   0.755817E+01   0.145457E+02   0.145374E+02   0.173268E+03  -0.823384E+01   0.000000E+00   0.181502E+03  -0.363004E+03
   0.966684E+02   0.398196E+01   0.638380E-03   0.113108E+02   0.755817E+01   0.171911E+02   0.155232E+02   0.173207E+03  -0.868951E+01   0.000000E+00   0.181897E+03  -0.363793E+03
