"X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15"
0 0 0 0 0 0 0 1 0.867961069418083 0.630034627038072 0.332768501478592 0.0329267124424657 0 0
0 0 0 0 0 0 0 1 0.878117910232077 0.656636596405525 0.375595319541155 0.0847022626006051 0 0
0 0 0 0 0 0 0 1 0.88827475104607 0.683548050018937 0.419780955900283 0.139880404654157 0 0
0 0 0 0 0 0 0 1 0.898431591860064 0.710768987878313 0.465341127467089 0.19855830643064 0 0
0 0 0 0 0 0 0 1 0.908588432674058 0.738299409983652 0.512291551152674 0.260834253196709 0 0
0 0 0 0 0 0 0 1 0.918745273488051 0.76613931633495 0.560647943868136 0.326807647658165 0 0
0 0 0 0 0 0 0 1 0.928902114302046 0.794288706932216 0.610426022524591 0.39657900995998 0 0
0 0 0 0 0 0 0 1 0.939058955116039 0.822747581775439 0.661641504033127 0.470249977686237 0 0
0 0 0 0 0 0 0 1 0.949215795930032 0.851515940864625 0.714310105304854 0.547923305860201 0 0
0 0 0 0 0 0 0 1 0.959372636744026 0.880593784199778 0.768447543250884 0.629702866944289 0 0
0 0 0 0 0 0 0 1 0.969529477558019 0.909981111780888 0.824069534782304 0.715693650840027 0 0
0 0 0 0 0 0 0 1 0.979686318372013 0.939677923607964 0.881191796810231 0.806001764888137 0 0
0 0 0 0 0 0 0 1 0.989843159186007 0.969684219681002 0.939830046245763 0.900734433868463 0 0
0 0 0 0 0 0 0 1 1 1 1 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 1 -1
0 0 0 0 0 0 0 0 0 0 0 0 1 0
0 0 0 0 0 0 0 0 0 0 0 0 1 1
0 0 0 0 0 0 0 1 -1 1 -1 1 0 0
0 0 0 0 0 0 0 1 -0.989784370611674 0.969509650460723 -0.939486251564235 0.900173176509407 0 0
0 0 0 0 0 0 0 1 -0.979568741223349 0.939332378172844 -0.880521897979614 0.804931239011465 0 0
0 0 0 0 0 0 0 1 -0.969353111835024 0.909468183136366 -0.823090947840287 0.714163962969113 0 0
0 0 0 0 0 0 0 1 -0.959137482446698 0.879917065351286 -0.7671774097404 0.627762267381212 0 0
0 0 0 0 0 0 0 1 -0.948921853058373 0.850679024817605 -0.712765292274103 0.545618214782557 0 0
