a0_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   Y6_intercept   Y7_intercept   Y8_intercept   Y9_intercept   LogPost        
   0.989683E+02   0.224835E-04   0.517786E-03   0.969893E-04   0.310045E-02   0.446525E-03   0.120316E-02   0.407517E-04   0.569023E-03   0.111351E-05   0.205652E+03
   0.989683E+02   0.224835E-04   0.517786E-03   0.969893E-04   0.310045E-02   0.446525E-03   0.120316E-02   0.407517E-04   0.569023E-03   0.111351E-05   0.205652E+03
   0.989683E+02   0.998281E-03   0.517786E-03   0.969893E-04   0.229493E-02   0.446525E-03   0.120316E-02   0.407517E-04   0.787045E-03   0.111351E-05   0.205583E+03
   0.102051E+03   0.998281E-03   0.517786E-03   0.969893E-04   0.194881E-03   0.917461E-03   0.120316E-02   0.407517E-04   0.787045E-03   0.129147E-03   0.201104E+03
   0.102231E+03   0.998281E-03   0.770064E-03   0.969893E-04   0.194881E-03   0.917461E-03   0.120316E-02   0.140084E-03   0.366274E-03   0.129147E-03   0.200749E+03
   0.102215E+03   0.137175E-02   0.770064E-03   0.121961E-02   0.115274E-02   0.917461E-03   0.120316E-02   0.140084E-03   0.158952E-02   0.129147E-03   0.202090E+03
   0.100774E+03   0.137175E-02   0.770064E-03   0.121961E-02   0.115274E-02   0.534990E-03   0.120316E-02   0.140084E-03   0.158952E-02   0.129147E-03   0.204776E+03
   0.100774E+03   0.126646E-02   0.770064E-03   0.152433E-02   0.115274E-02   0.534990E-03   0.120316E-02   0.540920E-03   0.158952E-02   0.129147E-03   0.204358E+03
   0.100774E+03   0.118737E-02   0.770064E-03   0.152433E-02   0.115274E-02   0.534990E-03   0.120316E-02   0.540920E-03   0.158952E-02   0.129147E-03   0.204530E+03
   0.100774E+03   0.848841E-03   0.770064E-03   0.152433E-02   0.115274E-02   0.534990E-03   0.120316E-02   0.540920E-03   0.158952E-02   0.129147E-03   0.205277E+03
   0.100774E+03   0.848841E-03   0.770064E-03   0.152433E-02   0.127997E-02   0.534990E-03   0.120316E-02   0.540920E-03   0.158952E-02   0.129147E-03   0.205063E+03
   0.100774E+03   0.848841E-03   0.696636E-03   0.511654E-03   0.127997E-02   0.534990E-03   0.120316E-02   0.540920E-03   0.437246E-03   0.575385E-03   0.208892E+03
   0.100321E+03   0.214250E-02   0.696636E-03   0.511654E-03   0.127997E-02   0.534990E-03   0.706674E-03   0.540920E-03   0.437246E-03   0.575385E-03   0.207261E+03
   0.994323E+02   0.151892E-02   0.696636E-03   0.511654E-03   0.127997E-02   0.534990E-03   0.706674E-03   0.540920E-03   0.437246E-03   0.575385E-03   0.208096E+03
   0.994323E+02   0.151892E-02   0.696636E-03   0.511654E-03   0.106070E-02   0.994305E-03   0.706674E-03   0.867213E-04   0.437246E-03   0.575385E-03   0.207944E+03
   0.994323E+02   0.151892E-02   0.465961E-03   0.511654E-03   0.106070E-02   0.157035E-02   0.706674E-03   0.251312E-03   0.144431E-02   0.575385E-03   0.205115E+03
   0.994323E+02   0.155225E-02   0.465961E-03   0.683422E-03   0.106070E-02   0.157035E-02   0.706674E-03   0.251312E-03   0.144431E-02   0.575385E-03   0.204897E+03
   0.994323E+02   0.586924E-03   0.465961E-03   0.683422E-03   0.106070E-02   0.415001E-03   0.706674E-03   0.251312E-03   0.144431E-02   0.575385E-03   0.208467E+03
   0.994323E+02   0.586924E-03   0.465961E-03   0.683422E-03   0.106070E-02   0.415001E-03   0.706674E-03   0.251312E-03   0.144431E-02   0.575385E-03   0.208467E+03
   0.994323E+02   0.586924E-03   0.465961E-03   0.683422E-03   0.106070E-02   0.415001E-03   0.706674E-03   0.251312E-03   0.144431E-02   0.575385E-03   0.208467E+03
   0.994323E+02   0.393513E-04   0.465961E-03   0.683422E-03   0.100059E-02   0.415001E-03   0.706674E-03   0.251312E-03   0.144431E-02   0.575385E-03   0.208518E+03
   0.994323E+02   0.105804E-02   0.465961E-03   0.683422E-03   0.593598E-03   0.415001E-03   0.706674E-03   0.691806E-03   0.110515E-02   0.575385E-03   0.208208E+03
   0.994323E+02   0.105804E-02   0.465961E-03   0.683422E-03   0.157510E-02   0.415001E-03   0.706674E-03   0.691806E-03   0.133303E-03   0.575385E-03   0.208772E+03
   0.994323E+02   0.752806E-03   0.465961E-03   0.683422E-03   0.157510E-02   0.415001E-03   0.706674E-03   0.691806E-03   0.133303E-03   0.575385E-03   0.209437E+03
   0.994323E+02   0.798943E-04   0.465961E-03   0.683422E-03   0.157510E-02   0.415001E-03   0.706674E-03   0.691806E-03   0.133303E-03   0.575385E-03   0.209730E+03
   0.994323E+02   0.798943E-04   0.465961E-03   0.683422E-03   0.157510E-02   0.415001E-03   0.706674E-03   0.691806E-03   0.161917E-03   0.575385E-03   0.209729E+03
   0.994323E+02   0.798943E-04   0.465961E-03   0.683422E-03   0.157510E-02   0.415001E-03   0.706674E-03   0.691806E-03   0.161917E-03   0.575385E-03   0.209729E+03
   0.994323E+02   0.798943E-04   0.746591E-03   0.683422E-03   0.161372E-02   0.415001E-03   0.706674E-03   0.691806E-03   0.161917E-03   0.575385E-03   0.209215E+03
   0.994323E+02   0.798943E-04   0.820213E-03   0.643510E-03   0.161372E-02   0.415001E-03   0.706674E-03   0.499086E-03   0.161917E-03   0.575385E-03   0.209384E+03
   0.997361E+02   0.798943E-04   0.577631E-03   0.643510E-03   0.177235E-02   0.415001E-03   0.706674E-03   0.499086E-03   0.161917E-03   0.575385E-03   0.209953E+03
   0.991179E+02   0.798943E-04   0.577631E-03   0.643510E-03   0.147119E-02   0.415001E-03   0.706674E-03   0.499086E-03   0.161917E-03   0.575385E-03   0.209479E+03
   0.991179E+02   0.798943E-04   0.577631E-03   0.643510E-03   0.996264E-03   0.415001E-03   0.706674E-03   0.499086E-03   0.161917E-03   0.575385E-03   0.210171E+03
   0.991179E+02   0.798943E-04   0.577631E-03   0.643510E-03   0.996264E-03   0.415001E-03   0.706674E-03   0.499086E-03   0.161917E-03   0.575385E-03   0.210171E+03
   0.991179E+02   0.798943E-04   0.577631E-03   0.643510E-03   0.551428E-03   0.415001E-03   0.228944E-02   0.499086E-03   0.161917E-03   0.575385E-03   0.207722E+03
   0.991179E+02   0.798943E-04   0.577631E-03   0.643510E-03   0.551428E-03   0.415001E-03   0.228944E-02   0.499086E-03   0.161917E-03   0.575385E-03   0.207722E+03
   0.994419E+02   0.798943E-04   0.577631E-03   0.381485E-03   0.551428E-03   0.415001E-03   0.228944E-02   0.499086E-03   0.161917E-03   0.575385E-03   0.208492E+03
   0.994419E+02   0.304267E-03   0.537680E-03   0.381485E-03   0.551428E-03   0.415001E-03   0.123603E-02   0.499086E-03   0.161917E-03   0.575385E-03   0.210525E+03
   0.994419E+02   0.964543E-03   0.537680E-03   0.381485E-03   0.551428E-03   0.415001E-03   0.123603E-02   0.499086E-03   0.113923E-02   0.575385E-03   0.207819E+03
   0.994419E+02   0.936702E-03   0.537680E-03   0.381485E-03   0.551428E-03   0.415001E-03   0.123603E-02   0.499086E-03   0.478501E-03   0.575385E-03   0.209371E+03
   0.101160E+03   0.936702E-03   0.537680E-03   0.381485E-03   0.370903E-03   0.415001E-03   0.872747E-03   0.499086E-03   0.478501E-03   0.575385E-03   0.208769E+03
   0.101160E+03   0.936702E-03   0.537680E-03   0.381485E-03   0.370903E-03   0.204483E-03   0.872747E-03   0.499086E-03   0.841951E-03   0.575385E-03   0.207733E+03
   0.101160E+03   0.936702E-03   0.102858E-02   0.578406E-03   0.370903E-03   0.204483E-03   0.872747E-03   0.499086E-03   0.841951E-03   0.575385E-03   0.207231E+03
   0.101160E+03   0.157396E-02   0.646341E-03   0.578406E-03   0.187334E-02   0.204483E-03   0.872747E-03   0.499086E-03   0.615553E-03   0.575385E-03   0.205959E+03
   0.990516E+02   0.157396E-02   0.646341E-03   0.578406E-03   0.136523E-02   0.204483E-03   0.872747E-03   0.499086E-03   0.615553E-03   0.575385E-03   0.206509E+03
   0.986944E+02   0.157396E-02   0.142193E-03   0.578406E-03   0.136523E-02   0.204483E-03   0.872747E-03   0.499086E-03   0.615553E-03   0.143902E-02   0.203650E+03
   0.986944E+02   0.157396E-02   0.142193E-03   0.578406E-03   0.310460E-03   0.311907E-03   0.872747E-03   0.529236E-03   0.615553E-03   0.115019E-02   0.204404E+03
   0.986944E+02   0.157396E-02   0.142193E-03   0.198635E-03   0.103390E-02   0.935573E-03   0.872747E-03   0.529236E-03   0.118735E-02   0.990981E-03   0.203827E+03
   0.986944E+02   0.157396E-02   0.142193E-03   0.198635E-03   0.103390E-02   0.935573E-03   0.872747E-03   0.529236E-03   0.118735E-02   0.990981E-03   0.203827E+03
   0.986944E+02   0.157396E-02   0.142193E-03   0.198635E-03   0.103390E-02   0.935573E-03   0.872747E-03   0.117789E-02   0.118735E-02   0.990981E-03   0.202765E+03
   0.101688E+03   0.186126E-02   0.142193E-03   0.198635E-03   0.103390E-02   0.935573E-03   0.872747E-03   0.117789E-02   0.118735E-02   0.990981E-03   0.199971E+03
   0.101498E+03   0.100139E-02   0.142193E-03   0.198635E-03   0.103390E-02   0.935573E-03   0.872747E-03   0.117789E-02   0.118735E-02   0.990981E-03   0.202287E+03
   0.101498E+03   0.182252E-02   0.142193E-03   0.198635E-03   0.594146E-03   0.337763E-03   0.872747E-03   0.117789E-02   0.118735E-02   0.990981E-03   0.201460E+03
   0.100342E+03   0.176343E-02   0.142193E-03   0.333612E-03   0.594146E-03   0.337763E-03   0.872747E-03   0.756712E-03   0.733674E-03   0.990981E-03   0.206629E+03
   0.100342E+03   0.183209E-02   0.142193E-03   0.333051E-03   0.594146E-03   0.337763E-03   0.872747E-03   0.756712E-03   0.798555E-03   0.332133E-03   0.207535E+03
   0.100342E+03   0.183209E-02   0.142193E-03   0.333051E-03   0.594146E-03   0.337763E-03   0.872747E-03   0.756712E-03   0.798555E-03   0.332133E-03   0.207535E+03
   0.100342E+03   0.278992E-03   0.142193E-03   0.333051E-03   0.594146E-03   0.337763E-03   0.872747E-03   0.756712E-03   0.798555E-03   0.668545E-03   0.209843E+03
   0.100342E+03   0.278992E-03   0.142193E-03   0.292430E-02   0.594146E-03   0.337763E-03   0.872747E-03   0.756712E-03   0.104949E-02   0.668545E-03   0.205792E+03
   0.100342E+03   0.278992E-03   0.142193E-03   0.292430E-02   0.757930E-03   0.435056E-03   0.872747E-03   0.756712E-03   0.104949E-02   0.668545E-03   0.205816E+03
   0.100342E+03   0.278992E-03   0.123140E-03   0.313165E-02   0.757930E-03   0.435056E-03   0.872747E-03   0.756712E-03   0.141834E-02   0.668545E-03   0.204702E+03
   0.100342E+03   0.278992E-03   0.123140E-03   0.216731E-02   0.757930E-03   0.435056E-03   0.374848E-03   0.756712E-03   0.119733E-02   0.668545E-03   0.206289E+03
   0.100342E+03   0.278992E-03   0.123140E-03   0.216731E-02   0.757930E-03   0.979228E-03   0.374848E-03   0.377058E-03   0.507615E-03   0.127639E-02   0.206364E+03
   0.100342E+03   0.492261E-03   0.123140E-03   0.192561E-03   0.757930E-03   0.979228E-03   0.374848E-03   0.170981E-03   0.507615E-03   0.132355E-02   0.208127E+03
   0.100342E+03   0.492261E-03   0.836011E-04   0.192561E-03   0.757930E-03   0.979228E-03   0.401770E-02   0.170981E-03   0.507615E-03   0.143777E-02   0.203688E+03
   0.100342E+03   0.492261E-03   0.836011E-04   0.967906E-03   0.757930E-03   0.979228E-03   0.920140E-03   0.130821E-02   0.507615E-03   0.270768E-02   0.204393E+03
   0.100342E+03   0.261743E-03   0.836011E-04   0.967906E-03   0.247305E-03   0.979228E-03   0.580570E-03   0.130821E-02   0.198249E-03   0.270768E-02   0.204124E+03
   0.100769E+03   0.307700E-03   0.836011E-04   0.967906E-03   0.864124E-03   0.979228E-03   0.580570E-03   0.130821E-02   0.198249E-03   0.417394E-02   0.202743E+03
   0.100769E+03   0.307700E-03   0.111463E-02   0.967906E-03   0.171442E-02   0.979228E-03   0.580570E-03   0.130821E-02   0.198249E-03   0.417394E-02   0.200378E+03
   0.100769E+03   0.307700E-03   0.111463E-02   0.967906E-03   0.171442E-02   0.979228E-03   0.120088E-02   0.130821E-02   0.198249E-03   0.381587E-02   0.200140E+03
   0.999126E+02   0.357960E-03   0.419469E-04   0.967906E-03   0.190795E-02   0.979228E-03   0.120088E-02   0.130821E-02   0.245704E-02   0.381587E-02   0.197031E+03
   0.999126E+02   0.357960E-03   0.419469E-04   0.209619E-03   0.190795E-02   0.979228E-03   0.137732E-02   0.130821E-02   0.245704E-02   0.301414E-02   0.197707E+03
   0.999126E+02   0.357960E-03   0.419469E-04   0.209619E-03   0.190795E-02   0.979228E-03   0.218586E-02   0.130821E-02   0.221705E-02   0.373679E-02   0.195897E+03
   0.100628E+03   0.357960E-03   0.162673E-03   0.209619E-03   0.190795E-02   0.979228E-03   0.218586E-02   0.130821E-02   0.357667E-03   0.223204E-02   0.200963E+03
   0.996536E+02   0.357960E-03   0.162673E-03   0.209619E-03   0.190795E-02   0.979228E-03   0.109785E-02   0.341854E-03   0.357667E-03   0.223204E-02   0.205177E+03
   0.996536E+02   0.357960E-03   0.150789E-03   0.209619E-03   0.100502E-02   0.397840E-03   0.959434E-03   0.341854E-03   0.357667E-03   0.219708E-02   0.207441E+03
   0.996536E+02   0.357960E-03   0.150789E-03   0.209619E-03   0.100502E-02   0.397840E-03   0.468718E-04   0.341854E-03   0.357667E-03   0.388801E-02   0.204349E+03
   0.996536E+02   0.357960E-03   0.962538E-03   0.209619E-03   0.100502E-02   0.397840E-03   0.468718E-04   0.463066E-03   0.357667E-03   0.246235E-02   0.205074E+03
   0.996536E+02   0.357960E-03   0.962538E-03   0.209619E-03   0.114546E-02   0.397840E-03   0.118144E-03   0.463066E-03   0.357667E-03   0.105129E-03   0.209064E+03
   0.996536E+02   0.224161E-02   0.144347E-02   0.209619E-03   0.169336E-02   0.212678E-03   0.199727E-02   0.463066E-03   0.244560E-03   0.105129E-03   0.202464E+03
   0.996536E+02   0.255358E-02   0.144347E-02   0.209619E-03   0.169336E-02   0.212678E-03   0.199727E-02   0.463066E-03   0.244560E-03   0.105129E-03   0.201997E+03
   0.996536E+02   0.255358E-02   0.144347E-02   0.209619E-03   0.169336E-02   0.212678E-03   0.199727E-02   0.463066E-03   0.244560E-03   0.105129E-03   0.201997E+03
   0.996536E+02   0.350328E-03   0.144347E-02   0.209619E-03   0.692723E-03   0.212678E-03   0.961023E-04   0.463066E-03   0.244560E-03   0.266420E-03   0.208313E+03
   0.996536E+02   0.350328E-03   0.144347E-02   0.209619E-03   0.692723E-03   0.212678E-03   0.961023E-04   0.463066E-03   0.244560E-03   0.266420E-03   0.208313E+03
   0.996536E+02   0.350328E-03   0.948827E-03   0.209619E-03   0.692723E-03   0.212678E-03   0.961023E-04   0.711228E-03   0.403873E-03   0.266420E-03   0.208914E+03
   0.996536E+02   0.350328E-03   0.948827E-03   0.209619E-03   0.692723E-03   0.212678E-03   0.961023E-04   0.401661E-03   0.403873E-03   0.351550E-03   0.209287E+03
   0.996536E+02   0.350328E-03   0.337593E-03   0.209619E-03   0.692723E-03   0.212678E-03   0.961023E-04   0.401661E-03   0.403873E-03   0.351550E-03   0.210271E+03
   0.996536E+02   0.350328E-03   0.337593E-03   0.217783E-02   0.692723E-03   0.212678E-03   0.961023E-04   0.401661E-03   0.403873E-03   0.351550E-03   0.207778E+03
   0.996536E+02   0.350328E-03   0.337593E-03   0.200759E-02   0.692723E-03   0.212678E-03   0.102890E-03   0.401661E-03   0.403873E-03   0.351550E-03   0.208073E+03
   0.996536E+02   0.126965E-02   0.337593E-03   0.679378E-03   0.692723E-03   0.212678E-03   0.102890E-03   0.401661E-03   0.403873E-03   0.351550E-03   0.208886E+03
   0.996536E+02   0.126965E-02   0.337593E-03   0.679378E-03   0.692723E-03   0.212678E-03   0.102890E-03   0.401661E-03   0.403873E-03   0.351550E-03   0.208886E+03
   0.996536E+02   0.126965E-02   0.337593E-03   0.679378E-03   0.567760E-03   0.378437E-04   0.102890E-03   0.401661E-03   0.403873E-03   0.351550E-03   0.208620E+03
   0.996536E+02   0.126965E-02   0.337593E-03   0.679378E-03   0.567760E-03   0.378437E-04   0.102890E-03   0.401661E-03   0.403873E-03   0.165329E-03   0.208632E+03
   0.996536E+02   0.126965E-02   0.467097E-03   0.527128E-03   0.107819E-02   0.378437E-04   0.102890E-03   0.401661E-03   0.403873E-03   0.171619E-02   0.205533E+03
   0.996536E+02   0.443224E-03   0.566362E-03   0.329244E-03   0.107819E-02   0.378437E-04   0.102890E-03   0.401661E-03   0.403873E-03   0.171619E-02   0.206907E+03
   0.996536E+02   0.443224E-03   0.566362E-03   0.711509E-03   0.107819E-02   0.378437E-04   0.102890E-03   0.618018E-03   0.403873E-03   0.171619E-02   0.206620E+03
