X,Y,Z,label,profile_id,header_val,90_Heures,90_wse,16_wse
873180.7124,6536596.9013,209.71,NA,1,22333,11:57:47,210.545,209.728
873176.0946,6536596.3554,209.92,NA,1,22333,11:57:47,210.545,209.728
873165.8162,6536595.1404,208.49,NA,1,22333,11:57:47,210.545,209.728
873156.799,6536594.0744,209.04,NA,1,22333,11:57:47,210.545,209.728
873149.7282,6536593.2386,211.36,NA,1,22333,11:57:47,210.545,209.728
873149.6289,6536593.2268,213.64,NA,1,22333,11:57:47,210.545,209.728
873147.7917,6536593.0097,213.64,NA,1,22333,11:57:47,210.545,209.728
873147.6924,6536592.9979,211.36,NA,1,22333,11:57:47,210.545,209.728
873142.7269,6536592.4109,206.89,NA,1,22333,11:57:47,210.545,209.728
873137.4338,6536591.7852,206.56,axe,1,22333,11:57:47,210.545,209.728
873132.2201,6536591.1689,207.4,NA,1,22333,11:57:47,210.545,209.728
873127.0064,6536590.5526,207.74,NA,1,22333,11:57:47,210.545,209.728
873121.9417,6536589.9539,209.34,NA,1,22333,11:57:47,210.545,209.728
873118.297,6536589.5231,209.43,NA,1,22333,11:57:47,210.545,209.728
873114.0466,6536589.0206,213.64,NA,1,22333,11:57:47,210.545,209.728
873110.6502,6536588.6191,213.996,NA,1,22333,11:57:47,210.545,209.728
873097.7401,6536587.093,218.976,rd,1,22333,11:57:47,210.545,209.728
873089.7955,6536586.1539,218.825,NA,1,22333,11:57:47,210.545,209.728
873041.1343,6536580.4016,218.846,NA,1,22333,11:57:47,210.545,209.728
873025.2449,6536578.5233,219.099,NA,1,22333,11:57:47,210.545,209.728
873011.3417,6536576.8798,219.098,NA,1,22333,11:57:47,210.545,209.728
873394.0816,6536544.6666,221.3475,NA,2,22416.5,11:58:17,210.445,209.715
873385.6321,6536543.5167,221.3614,NA,2,22416.5,11:58:17,210.445,209.715
873384.673,6536543.3858,221.363,NA,2,22416.5,11:58:17,210.445,209.715
873383.9838,6536543.2901,220.9311,NA,2,22416.5,11:58:17,210.445,209.715
873383.6004,6536543.2366,220.6912,NA,2,22416.5,11:58:17,210.445,209.715
873383.0968,6536543.1685,220.3723,NA,2,22416.5,11:58:17,210.445,209.715
873382.1975,6536543.0373,219.489,NA,2,22416.5,11:58:17,210.445,209.715
873381.4969,6536542.9399,218.7864,NA,2,22416.5,11:58:17,210.445,209.715
873380.5703,6536542.8096,218.4852,NA,2,22416.5,11:58:17,210.445,209.715
873379.8925,6536542.7091,218.27,NA,2,22416.5,11:58:17,210.445,209.715
873378.6887,6536542.5529,218.3001,NA,2,22416.5,11:58:17,210.445,209.715
873376.9817,6536542.3205,218.3425,NA,2,22416.5,11:58:17,210.445,209.715
873376.2595,6536542.2234,218.3604,NA,2,22416.5,11:58:17,210.445,209.715
873375.6251,6536542.1357,218.2271,NA,2,22416.5,11:58:17,210.445,209.715
873374.9032,6536542.0372,218.0745,NA,2,22416.5,11:58:17,210.445,209.715
873374.163,6536541.9361,217.918,NA,2,22416.5,11:58:17,210.445,209.715
873373.07,6536541.7863,217.9292,NA,2,22416.5,11:58:17,210.445,209.715
873364.6501,6536540.6319,218.0158,NA,2,22416.5,11:58:17,210.445,209.715
873363.2149,6536540.4431,218.0305,NA,2,22416.5,11:58:17,210.445,209.715
873362.3358,6536540.3146,218.0206,NA,2,22416.5,11:58:17,210.445,209.715
873360.4668,6536540.0583,217.9984,NA,2,22416.5,11:58:17,210.445,209.715
873359.02,6536539.8623,217.981,NA,2,22416.5,11:58:17,210.445,209.715
873358.4236,6536539.7782,217.9909,NA,2,22416.5,11:58:17,210.445,209.715
873353.9523,6536539.1652,218.0648,NA,2,22416.5,11:58:17,210.445,209.715
873352.233,6536538.9731,218.0932,NA,2,22416.5,11:58:17,210.445,209.715
873351.6699,6536538.9121,218.1025,NA,2,22416.5,11:58:17,210.445,209.715
873349.8452,6536538.7064,218.0413,NA,2,22416.5,11:58:17,210.445,209.715
873346.704,6536538.3555,217.9373,NA,2,22416.5,11:58:17,210.445,209.715
873346.4231,6536538.3251,217.9284,NA,2,22416.5,11:58:17,210.445,209.715
873345.0957,6536538.1758,217.9078,NA,2,22416.5,11:58:17,210.445,209.715
873340.4859,6536537.6609,217.8371,NA,2,22416.5,11:58:17,210.445,209.715
873339.5898,6536537.5621,217.8237,NA,2,22416.5,11:58:17,210.445,209.715
873339.012,6536537.4962,217.8616,NA,2,22416.5,11:58:17,210.445,209.715
873337.3783,6536537.3138,217.967,NA,2,22416.5,11:58:17,210.445,209.715
873335.4188,6536537.0925,218.0945,NA,2,22416.5,11:58:17,210.445,209.715
873334.6972,6536537.0146,218.3521,NA,2,22416.5,11:58:17,210.445,209.715
873334.3021,6536536.9706,218.4973,NA,2,22416.5,11:58:17,210.445,209.715
873333.2811,6536536.8578,218.8702,NA,2,22416.5,11:58:17,210.445,209.715
873332.5199,6536536.772,218.9191,NA,2,22416.5,11:58:17,210.445,209.715
873330.4872,6536536.5449,219.049,NA,2,22416.5,11:58:17,210.445,209.715
873329.6008,6536536.4468,219.1052,NA,2,22416.5,11:58:17,210.445,209.715
873329.3453,6536536.4177,219.2636,NA,2,22416.5,11:58:17,210.445,209.715
873328.331,6536536.3055,219.8735,NA,2,22416.5,11:58:17,210.445,209.715
873328.0044,6536536.2708,220.0627,NA,2,22416.5,11:58:17,210.445,209.715
873326.894,6536536.1458,220.4554,NA,2,22416.5,11:58:17,210.445,209.715
873325.4001,6536535.9773,220.985,NA,2,22416.5,11:58:17,210.445,209.715
873324.5414,6536535.8836,220.9654,NA,2,22416.5,11:58:17,210.445,209.715
873318.1937,6536535.1745,220.8147,NA,2,22416.5,11:58:17,210.445,209.715
873297.9908,6536532.4045,220.3258,NA,2,22416.5,11:58:17,210.445,209.715
873290.8199,6536531.422,220.1102,NA,2,22416.5,11:58:17,210.445,209.715
873290.341,6536531.357,220.0959,NA,2,22416.5,11:58:17,210.445,209.715
873288.7918,6536531.1512,219.9189,NA,2,22416.5,11:58:17,210.445,209.715
873288.0748,6536531.0456,219.8974,NA,2,22416.5,11:58:17,210.445,209.715
873284.3882,6536530.5405,219.7954,NA,2,22416.5,11:58:17,210.445,209.715
873283.0647,6536530.3729,219.7619,NA,2,22416.5,11:58:17,210.445,209.715
873282.1612,6536530.2354,219.7193,NA,2,22416.5,11:58:17,210.445,209.715
873277.7079,6536529.6251,219.5215,NA,2,22416.5,11:58:17,210.445,209.715
873268.714,6536528.5945,218.7368,NA,2,22416.5,11:58:17,210.445,209.715
873268.064,6536528.5206,218.6716,NA,2,22416.5,11:58:17,210.445,209.715
873267.3604,6536528.4394,218.632,NA,2,22416.5,11:58:17,210.445,209.715
873255.5669,6536527.0879,217.8232,NA,2,22416.5,11:58:17,210.445,209.715
873254.24,6536526.9359,217.7319,NA,2,22416.5,11:58:17,210.445,209.715
873253.2548,6536526.8229,217.6857,NA,2,22416.5,11:58:17,210.445,209.715
873245.0204,6536525.8793,217.2975,rg,2,22416.5,11:58:17,210.445,209.715
873243.1516,6536525.7766,216.2801,NA,2,22416.5,11:58:17,210.445,209.715
873241.2945,6536525.1753,215.5618,NA,2,22416.5,11:58:17,210.445,209.715
873239.3822,6536524.5674,214.6147,NA,2,22416.5,11:58:17,210.445,209.715
873237.5934,6536524.4742,213.8714,NA,2,22416.5,11:58:17,210.445,209.715
873235.8456,6536524.3858,213.3422,NA,2,22416.5,11:58:17,210.445,209.715
873234.0255,6536523.7888,212.9487,NA,2,22416.5,11:58:17,210.445,209.715
873232.0618,6536523.6749,212.3765,NA,2,22416.5,11:58:17,210.445,209.715
873230.3968,6536523.0963,212.1655,NA,2,22416.5,11:58:17,210.445,209.715
873228.5906,6536523.001,212.0197,NA,2,22416.5,11:58:17,210.445,209.715
873226.7809,6536522.3994,211.9476,NA,2,22416.5,11:58:17,210.445,209.715
873225.1326,6536522.3228,211.8935,NA,2,22416.5,11:58:17,210.445,209.715
873223.1748,6536521.7036,211.7848,NA,2,22416.5,11:58:17,210.445,209.715
873221.3774,6536521.6094,211.7027,NA,2,22416.5,11:58:17,210.445,209.715
873219.486,6536521.004,211.6147,NA,2,22416.5,11:58:17,210.445,209.715
873217.6886,6536520.9097,211.5356,NA,2,22416.5,11:58:17,210.445,209.715
873215.352,6536520.7872,211.4294,NA,2,22416.5,11:58:17,210.445,209.715
873210.2682,6536519.5113,211.1615,NA,2,22416.5,11:58:17,210.445,209.715
873208.716,6536518.9224,211.1036,NA,2,22416.5,11:58:17,210.445,209.715
873206.9186,6536518.8281,211.052,NA,2,22416.5,11:58:17,210.445,209.715
873205.6135,6536519.7483,210.9977,NA,2,22416.5,11:58:17,210.445,209.715
873205.0572,6536518.2263,211.0215,NA,2,22416.5,11:58:17,210.445,209.715
873203.8632,6536518.63,210.9692,NA,2,22416.5,11:58:17,210.445,209.715
873195.1939,6536517.1785,211.019,NA,2,22416.5,11:58:17,210.445,209.715
873193.3651,6536517.7236,209.965,NA,2,22416.5,11:58:17,210.445,209.715
873193.2471,6536516.5607,210.9418,NA,2,22416.5,11:58:17,210.445,209.715
873190.6062,6536517.4507,209.81,NA,2,22416.5,11:58:17,210.445,209.715
873187.3354,6536515.9742,210.45,NA,2,22416.5,11:58:17,210.445,209.715
873179.5973,6536514.6777,210.005,NA,2,22416.5,11:58:17,210.445,209.715
873174.5329,6536514.1972,209.4755,NA,2,22416.5,11:58:17,210.445,209.715
873172.5081,6536513.5702,209.365,NA,2,22416.5,11:58:17,210.445,209.715
873170.9341,6536513.5023,209.4355,NA,2,22416.5,11:58:17,210.445,209.715
873169.0413,6536512.8968,209.485,NA,2,22416.5,11:58:17,210.445,209.715
873167.2381,6536512.8018,209.427,NA,2,22416.5,11:58:17,210.445,209.715
873165.4307,6536512.2005,209.4633,NA,2,22416.5,11:58:17,210.445,209.715
873163.7219,6536512.1108,209.487,NA,2,22416.5,11:58:17,210.445,209.715
873162.0995,6536512.0372,209.4535,NA,2,22416.5,11:58:17,210.445,209.715
873160.1581,6536511.42,209.6603,NA,2,22416.5,11:58:17,210.445,209.715
873158.3,6536510.8186,209.7918,NA,2,22416.5,11:58:17,210.445,209.715
873156.448,6536510.7238,209.9585,NA,2,22416.5,11:58:17,210.445,209.715
873154.6141,6536510.6193,210.1995,NA,2,22416.5,11:58:17,210.445,209.715
873153.5644,6536510.1134,211.2875,NA,2,22416.5,11:58:17,210.445,209.715
873152.0756,6536509.5556,211.245,NA,2,22416.5,11:58:17,210.445,209.715
873150.6458,6536509.5049,211.205,NA,2,22416.5,11:58:17,210.445,209.715
873149.5962,6536509.4989,210.024,NA,2,22416.5,11:58:17,210.445,209.715
873147.9003,6536508.9167,209.3586,NA,2,22416.5,11:58:17,210.445,209.715
873146.303,6536508.8461,208.7674,NA,2,22416.5,11:58:17,210.445,209.715
873144.6355,6536508.2672,208.118,NA,2,22416.5,11:58:17,210.445,209.715
873143.1634,6536508.2055,207.5915,NA,2,22416.5,11:58:17,210.445,209.715
873141.1238,6536507.5885,207.5198,NA,2,22416.5,11:58:17,210.445,209.715
873139.3248,6536507.494,207.4335,NA,2,22416.5,11:58:17,210.445,209.715
873137.5169,6536506.8926,207.3395,axe,2,22416.5,11:58:17,210.445,209.715
873134.9791,6536506.7108,207.5943,NA,2,22416.5,11:58:17,210.445,209.715
873134.0439,6536506.4773,207.7483,NA,2,22416.5,11:58:17,210.445,209.715
873133.4284,6536506.3551,207.8488,NA,2,22416.5,11:58:17,210.445,209.715
873132.4912,6536506.0904,207.9554,NA,2,22416.5,11:58:17,210.445,209.715
873132.1118,6536505.996,207.9948,NA,2,22416.5,11:58:17,210.445,209.715
873129.634,6536505.8154,208.3474,NA,2,22416.5,11:58:17,210.445,209.715
873129.1094,6536505.6794,208.3979,NA,2,22416.5,11:58:17,210.445,209.715
873128.4816,6536505.5168,208.5576,NA,2,22416.5,11:58:17,210.445,209.715
873126.9435,6536505.1156,208.9475,NA,2,22416.5,11:58:17,210.445,209.715
873125.5891,6536505.0193,209.295,NA,2,22416.5,11:58:17,210.445,209.715
873125.0646,6536504.977,209.4359,NA,2,22416.5,11:58:17,210.445,209.715
873124.729,6536504.9579,209.469,NA,2,22416.5,11:58:17,210.445,209.715
873124.4211,6536504.9356,209.4936,NA,2,22416.5,11:58:17,210.445,209.715
873122.8979,6536504.5577,209.635,NA,2,22416.5,11:58:17,210.445,209.715
873122.172,6536504.3918,209.6949,NA,2,22416.5,11:58:17,210.445,209.715
873121.634,6536504.2303,210.015,NA,2,22416.5,11:58:17,210.445,209.715
873119.105,6536504.0495,212.4765,NA,2,22416.5,11:58:17,210.445,209.715
873118.8713,6536503.9853,212.6415,NA,2,22416.5,11:58:17,210.445,209.715
873118.4641,6536503.863,212.9103,NA,2,22416.5,11:58:17,210.445,209.715
873117.2267,6536503.5701,213.1365,NA,2,22416.5,11:58:17,210.445,209.715
873116.3015,6536503.3422,213.3115,NA,2,22416.5,11:58:17,210.445,209.715
873115.8344,6536503.3095,213.4212,NA,2,22416.5,11:58:17,210.445,209.715
873115.3281,6536503.271,213.6232,NA,2,22416.5,11:58:17,210.445,209.715
873113.7056,6536503.1536,214.2725,NA,2,22416.5,11:58:17,210.445,209.715
873110.8978,6536502.4399,215.5133,NA,2,22416.5,11:58:17,210.445,209.715
873108.2444,6536502.2444,216.6921,NA,2,22416.5,11:58:17,210.445,209.715
873105.57,6536501.5465,217.613,rd,2,22416.5,11:58:17,210.445,209.715
873101.4589,6536501.1847,217.5913,NA,2,22416.5,11:58:17,210.445,209.715
873100.6405,6536501.0187,217.5902,NA,2,22416.5,11:58:17,210.445,209.715
873100.2721,6536500.9457,217.5894,NA,2,22416.5,11:58:17,210.445,209.715
873099.6243,6536500.8126,217.5984,NA,2,22416.5,11:58:17,210.445,209.715
873097.0157,6536500.2835,217.6336,NA,2,22416.5,11:58:17,210.445,209.715
873093.226,6536499.9479,217.8518,NA,2,22416.5,11:58:17,210.445,209.715
873088.7017,6536499.0313,218.3143,NA,2,22416.5,11:58:17,210.445,209.715
873084.2717,6536498.6376,218.6253,NA,2,22416.5,11:58:17,210.445,209.715
873080.1926,6536497.7677,218.6491,NA,2,22416.5,11:58:17,210.445,209.715
873076.0827,6536497.406,218.6494,NA,2,22416.5,11:58:17,210.445,209.715
873071.8221,6536496.5206,218.6073,NA,2,22416.5,11:58:17,210.445,209.715
873068.8557,6536496.2501,219.0034,NA,2,22416.5,11:58:17,210.445,209.715
873068.2348,6536496.2008,219.1224,NA,2,22416.5,11:58:17,210.445,209.715
873067.2313,6536496.102,219.2333,NA,2,22416.5,11:58:17,210.445,209.715
873062.4991,6536495.1608,219.9177,NA,2,22416.5,11:58:17,210.445,209.715
873058.8506,6536494.8227,220.5488,NA,2,22416.5,11:58:17,210.445,209.715
873058.194,6536494.7616,220.6614,NA,2,22416.5,11:58:17,210.445,209.715
873057.8691,6536494.7317,220.7145,NA,2,22416.5,11:58:17,210.445,209.715
873053.1293,6536493.7896,221.3442,NA,2,22416.5,11:58:17,210.445,209.715
873049.1708,6536493.4399,221.519,NA,2,22416.5,11:58:17,210.445,209.715
873248.5,6536450,218.77,NA,3,22500,11:58:53,210.3875,
873246.4,6536449,218.79,NA,3,22500,11:58:53,210.3875,
873244.4,6536448,218.817,NA,3,22500,11:58:53,210.3875,
873242.4,6536448,218.845,NA,3,22500,11:58:53,210.3875,
873240.4,6536448,218.874,NA,3,22500,11:58:53,210.3875,
873238.4,6536447,218.893,NA,3,22500,11:58:53,210.3875,
873236.4,6536446,218.674,NA,3,22500,11:58:53,210.3875,
873234.4,6536446,215.573,rg,3,22500,11:58:53,210.3875,
873232.4,6536446,214.302,NA,3,22500,11:58:53,210.3875,
873230.4,6536445,213.619,NA,3,22500,11:58:53,210.3875,
873228.4,6536444,212.527,NA,3,22500,11:58:53,210.3875,
873226.4,6536444,211.734,NA,3,22500,11:58:53,210.3875,
873224.4,6536444,211.333,NA,3,22500,11:58:53,210.3875,
873222.4,6536443,211.267,NA,3,22500,11:58:53,210.3875,
873220.4,6536443,210.97,NA,3,22500,11:58:53,210.3875,
873218.4,6536442,210.58,NA,3,22500,11:58:53,210.3875,
873216.4,6536442,210.327,NA,3,22500,11:58:53,210.3875,
873214.5,6536441,210.224,NA,3,22500,11:58:53,210.3875,
873212.5,6536441,210.147,NA,3,22500,11:58:53,210.3875,
873210.6,6536440,210.098,NA,3,22500,11:58:53,210.3875,
873208.6,6536440,210.067,NA,3,22500,11:58:53,210.3875,
873206.6,6536439,210.04,NA,3,22500,11:58:53,210.3875,
873204.6,6536439,210.015,NA,3,22500,11:58:53,210.3875,
873202,6536439,209.976,NA,3,22500,11:58:53,210.3875,
873201.4,6536438,209.91,NA,3,22500,11:58:53,210.3875,
873200.5,6536438,209.91,NA,3,22500,11:58:53,210.3875,
873200.1,6536439,209.91,NA,3,22500,11:58:53,210.3875,
873198.6,6536437,209.854,NA,3,22500,11:58:53,210.3875,
873196.5,6536437,209.83,NA,3,22500,11:58:53,210.3875,
873194.9,6536436,209.84,NA,3,22500,11:58:53,210.3875,
873192.9,6536436,209.87,NA,3,22500,11:58:53,210.3875,
873190.9,6536435,209.953,NA,3,22500,11:58:53,210.3875,
873188.9,6536435,209.958,NA,3,22500,11:58:53,210.3875,
873187,6536434,210.006,NA,3,22500,11:58:53,210.3875,
873185.1,6536434,210.03,NA,3,22500,11:58:53,210.3875,
873183.1,6536433,210.09,NA,3,22500,11:58:53,210.3875,
873181.1,6536433,210.162,NA,3,22500,11:58:53,210.3875,
873179.2,6536432,210.24,NA,3,22500,11:58:53,210.3875,
873177.2,6536432,210.311,NA,3,22500,11:58:53,210.3875,
873175.2,6536431,210.301,NA,3,22500,11:58:53,210.3875,
873173.2,6536431,210.087,NA,3,22500,11:58:53,210.3875,
873171.3,6536430,210.055,NA,3,22500,11:58:53,210.3875,
873169.4,6536430,210.01,NA,3,22500,11:58:53,210.3875,
873167.4,6536430,209.867,NA,3,22500,11:58:53,210.3875,
873165.5,6536429,209.63,NA,3,22500,11:58:53,210.3875,
873163.5,6536428,209.33,NA,3,22500,11:58:53,210.3875,
873161.4,6536428,209.137,NA,3,22500,11:58:53,210.3875,
873159.5,6536428,209.039,NA,3,22500,11:58:53,210.3875,
873157.5,6536427,208.935,NA,3,22500,11:58:53,210.3875,
873155.5,6536426,208.85,NA,3,22500,11:58:53,210.3875,
873153.5,6536426,208.77,NA,3,22500,11:58:53,210.3875,
873151.5,6536426,208.688,NA,3,22500,11:58:53,210.3875,
873149.5,6536425,208.61,NA,3,22500,11:58:53,210.3875,
873147.5,6536425,208.503,NA,3,22500,11:58:53,210.3875,
873145.5,6536424,208.406,NA,3,22500,11:58:53,210.3875,
873143.6,6536424,208.293,NA,3,22500,11:58:53,210.3875,
873141.5,6536423,208.273,NA,3,22500,11:58:53,210.3875,
873139.5,6536423,208.2,NA,3,22500,11:58:53,210.3875,
873137.6,6536422,208.119,axe,3,22500,11:58:53,210.3875,
873135.6,6536422,208.133,NA,3,22500,11:58:53,210.3875,
873133.5,6536421,208.492,NA,3,22500,11:58:53,210.3875,
873131.6,6536421,208.998,NA,3,22500,11:58:53,210.3875,
873129.6,6536420,209.296,NA,3,22500,11:58:53,210.3875,
873127.6,6536420,209.63,NA,3,22500,11:58:53,210.3875,
873125.5,6536419,210.076,NA,3,22500,11:58:53,210.3875,
873123.5,6536419,211.97,NA,3,22500,11:58:53,210.3875,
873121.4,6536418,212.685,NA,3,22500,11:58:53,210.3875,
873119.4,6536418,213.531,NA,3,22500,11:58:53,210.3875,
873117.4,6536417,214.618,NA,3,22500,11:58:53,210.3875,
873115.4,6536417,215.7,NA,3,22500,11:58:53,210.3875,
873113.4,6536416,216.25,rd,3,22500,11:58:53,210.3875,
873111.3,6536416,216.323,NA,3,22500,11:58:53,210.3875,
873109.2,6536415,216.44,NA,3,22500,11:58:53,210.3875,
873107.3,6536415,216.874,NA,3,22500,11:58:53,210.3875,
873105.3,6536414,217.796,NA,3,22500,11:58:53,210.3875,
873103.1,6536414,218.415,NA,3,22500,11:58:53,210.3875,
873101.2,6536413,218.46,NA,3,22500,11:58:53,210.3875,
873099.1,6536413,218.458,NA,3,22500,11:58:53,210.3875,
873097.1,6536412,218.371,NA,3,22500,11:58:53,210.3875,
873095,6536412,219.594,NA,3,22500,11:58:53,210.3875,
873093,6536411,220.844,NA,3,22500,11:58:53,210.3875,
873091,6536411,222.33,NA,3,22500,11:58:53,210.3875,
873089,6536410,223.59,NA,3,22500,11:58:53,210.3875,
873087,6536410,223.94,NA,3,22500,11:58:53,210.3875,
873293.1,6536343.3333,217.7167,NA,4,22624.666667,11:59:28,210.3,209.5982
873291.4953,6536342.8549,217.8309,NA,4,22624.666667,11:59:28,210.3,209.5982
873291.0868,6536342.5798,217.8333,NA,4,22624.666667,11:59:28,210.3,209.5982
873290.9614,6536342.5036,217.8342,NA,4,22624.666667,11:59:28,210.3,209.5982
873290.8443,6536342.4146,217.835,NA,4,22624.666667,11:59:28,210.3,209.5982
873289.495,6536341.4808,217.8467,NA,4,22624.666667,11:59:28,210.3,209.5982
873289.0994,6536341.3521,217.7746,NA,4,22624.666667,11:59:28,210.3,209.5982
873289.031,6536341.3333,217.7583,NA,4,22624.666667,11:59:28,210.3,209.5982
873288.9404,6536341.3333,217.7471,NA,4,22624.666667,11:59:28,210.3,209.5982
873287.6805,6536341.3333,217.5355,NA,4,22624.666667,11:59:28,210.3,209.5982
873287.2924,6536341.2236,217.4667,NA,4,22624.666667,11:59:28,210.3,209.5982
873287.1537,6536341.2004,217.453,NA,4,22624.666667,11:59:28,210.3,209.5982
873287.0394,6536341.1521,217.4219,NA,4,22624.666667,11:59:28,210.3,209.5982
873285.6284,6536340.7533,217.1722,NA,4,22624.666667,11:59:28,210.3,209.5982
873285.385,6536340.6883,217.1317,NA,4,22624.666667,11:59:28,210.3,209.5982
873285.3265,6536340.6466,217.1177,NA,4,22624.666667,11:59:28,210.3,209.5982
873283.7364,6536340.1515,217.0431,NA,4,22624.666667,11:59:28,210.3,209.5982
873283.3682,6536339.8967,217.0398,NA,4,22624.666667,11:59:28,210.3,209.5982
873283.3178,6536339.864,217.0395,NA,4,22624.666667,11:59:28,210.3,209.5982
873283.1864,6536339.7709,217.0273,NA,4,22624.666667,11:59:28,210.3,209.5982
873281.7442,6536338.7721,216.8914,NA,4,22624.666667,11:59:28,210.3,209.5982
873281.5743,6536338.7195,216.8769,NA,4,22624.666667,11:59:28,210.3,209.5982
873281.4115,6536338.6667,216.8626,NA,4,22624.666667,11:59:28,210.3,209.5982
873281.2933,6536338.6667,216.7744,NA,4,22624.666667,11:59:28,210.3,209.5982
873280.4669,6536338.6667,216.1171,NA,4,22624.666667,11:59:28,210.3,209.5982
873279.0333,6536338,214.748,rg,4,22624.666667,11:59:28,210.3,209.5982
873277.1,6536337.6667,213.8237,NA,4,22624.666667,11:59:28,210.3,209.5982
873275.2,6536336.6667,213.3563,NA,4,22624.666667,11:59:28,210.3,209.5982
873273.2667,6536335.6667,212.6177,NA,4,22624.666667,11:59:28,210.3,209.5982
873271.3667,6536335.3333,212.102,NA,4,22624.666667,11:59:28,210.3,209.5982
873269.4333,6536335,211.8087,NA,4,22624.666667,11:59:28,210.3,209.5982
873264.4,6536334,211.6147,NA,4,22624.666667,11:59:28,210.3,209.5982
873262.4667,6536333.6667,211.4203,NA,4,22624.666667,11:59:28,210.3,209.5982
873260.5333,6536332.6667,211.091,NA,4,22624.666667,11:59:28,210.3,209.5982
873258.6,6536332.3333,210.872,NA,4,22624.666667,11:59:28,210.3,209.5982
873256.7333,6536331.3333,210.6853,NA,4,22624.666667,11:59:28,210.3,209.5982
873254.8,6536331,210.5183,NA,4,22624.666667,11:59:28,210.3,209.5982
873252.9,6536330,210.3277,NA,4,22624.666667,11:59:28,210.3,209.5982
873251,6536329.6667,210.0513,NA,4,22624.666667,11:59:28,210.3,209.5982
873249.0667,6536328.6667,210.0113,NA,4,22624.666667,11:59:28,210.3,209.5982
873247.1667,6536328.3333,209.955,NA,4,22624.666667,11:59:28,210.3,209.5982
873244.8333,6536328,209.8963,NA,4,22624.666667,11:59:28,210.3,209.5982
873240.6667,6536326.3333,209.7867,NA,4,22624.666667,11:59:28,210.3,209.5982
873240.6,6536326.3333,209.7847,NA,4,22624.666667,11:59:28,210.3,209.5982
873239.0667,6536324.6667,209.7343,NA,4,22624.666667,11:59:28,210.3,209.5982
873238.9333,6536325.3333,209.786,NA,4,22624.666667,11:59:28,210.3,209.5982
873238.6,6536324,209.7143,NA,4,22624.666667,11:59:28,210.3,209.5982
873237.4333,6536323.6667,209.7057,NA,4,22624.666667,11:59:28,210.3,209.5982
873237.0333,6536325,209.7767,NA,4,22624.666667,11:59:28,210.3,209.5982
873235.1,6536324,209.827,NA,4,22624.666667,11:59:28,210.3,209.5982
873232.0333,6536323,209.7967,NA,4,22624.666667,11:59:28,210.3,209.5982
873230.1667,6536322,209.8173,NA,4,22624.666667,11:59:28,210.3,209.5982
873228.3333,6536321.6667,209.8123,NA,4,22624.666667,11:59:28,210.3,209.5982
873225.2333,6536320,209.7927,NA,4,22624.666667,11:59:28,210.3,209.5982
873223.3333,6536319.6667,209.8613,NA,4,22624.666667,11:59:28,210.3,209.5982
873221.4667,6536318.6667,209.908,NA,4,22624.666667,11:59:28,210.3,209.5982
873219.5667,6536318.3333,209.958,NA,4,22624.666667,11:59:28,210.3,209.5982
873217.6333,6536317.3333,209.9343,NA,4,22624.666667,11:59:28,210.3,209.5982
