a0_min         Y1_intercept   Y2_intercept   Y3_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.100037E+03   0.521881E-03   0.100903E+02   0.101320E+02   0.185656E+03  -0.187262E+01   0.000000E+00   0.187529E+03  -0.375057E+03
   0.100037E+03   0.666203E-03   0.971754E+01   0.101586E+02   0.184550E+03  -0.187839E+01   0.000000E+00   0.186428E+03  -0.372857E+03
   0.100037E+03   0.693733E-03   0.971754E+01   0.883255E+01   0.183629E+03  -0.249668E+01   0.000000E+00   0.186126E+03  -0.372251E+03
   0.100037E+03   0.270393E-03   0.911903E+01   0.883255E+01   0.183625E+03  -0.281731E+01   0.000000E+00   0.186442E+03  -0.372885E+03
   0.100037E+03   0.270393E-03   0.882709E+01   0.905307E+01   0.183556E+03  -0.288671E+01   0.000000E+00   0.186443E+03  -0.372885E+03
   0.100037E+03   0.294872E-03   0.882709E+01   0.905307E+01   0.183854E+03  -0.288671E+01   0.000000E+00   0.186741E+03  -0.373481E+03
   0.100037E+03   0.294872E-03   0.101198E+02   0.905307E+01   0.184489E+03  -0.225222E+01   0.000000E+00   0.186741E+03  -0.373482E+03
   0.100037E+03   0.294872E-03   0.101198E+02   0.911300E+01   0.184545E+03  -0.219536E+01   0.000000E+00   0.186740E+03  -0.373481E+03
   0.100037E+03   0.380862E-03   0.105578E+02   0.986989E+01   0.185435E+03  -0.203495E+01   0.000000E+00   0.187470E+03  -0.374940E+03
   0.100037E+03   0.380862E-03   0.101603E+02   0.986989E+01   0.185608E+03  -0.186190E+01   0.000000E+00   0.187470E+03  -0.374940E+03
   0.101374E+03   0.380862E-03   0.101603E+02   0.986989E+01   0.182872E+03  -0.186190E+01   0.000000E+00   0.184734E+03  -0.369468E+03
   0.101374E+03   0.711905E-03   0.943531E+01   0.986989E+01   0.182840E+03  -0.194416E+01   0.000000E+00   0.184784E+03  -0.369568E+03
   0.101374E+03   0.711905E-03   0.973764E+01   0.986989E+01   0.182942E+03  -0.184211E+01   0.000000E+00   0.184784E+03  -0.369568E+03
   0.101083E+03   0.711905E-03   0.996371E+01   0.831063E+01   0.181915E+03  -0.336202E+01   0.000000E+00   0.185277E+03  -0.370554E+03
   0.101083E+03   0.711905E-03   0.106744E+02   0.811164E+01   0.181180E+03  -0.409683E+01   0.000000E+00   0.185277E+03  -0.370554E+03
   0.101083E+03   0.578310E-03   0.106744E+02   0.824422E+01   0.182490E+03  -0.378689E+01   0.000000E+00   0.186277E+03  -0.372554E+03
   0.100251E+03   0.578310E-03   0.861149E+01   0.871350E+01   0.183587E+03  -0.361623E+01   0.000000E+00   0.187203E+03  -0.374406E+03
   0.100251E+03   0.583238E-03   0.108053E+02   0.890896E+01   0.184402E+03  -0.276707E+01   0.000000E+00   0.187169E+03  -0.374338E+03
   0.100251E+03   0.583238E-03   0.108053E+02   0.890896E+01   0.184402E+03  -0.276707E+01   0.000000E+00   0.187169E+03  -0.374338E+03
   0.100251E+03   0.583238E-03   0.912902E+01   0.892073E+01   0.184470E+03  -0.269991E+01   0.000000E+00   0.187170E+03  -0.374340E+03
   0.100251E+03   0.583238E-03   0.107080E+02   0.934812E+01   0.184869E+03  -0.230005E+01   0.000000E+00   0.187169E+03  -0.374338E+03
   0.100251E+03   0.529521E-03   0.100120E+02   0.934812E+01   0.185475E+03  -0.199894E+01   0.000000E+00   0.187474E+03  -0.374948E+03
   0.100251E+03   0.529521E-03   0.909421E+01   0.934812E+01   0.185120E+03  -0.235347E+01   0.000000E+00   0.187473E+03  -0.374947E+03
   0.100251E+03   0.529521E-03   0.101420E+02   0.104482E+02   0.185472E+03  -0.200188E+01   0.000000E+00   0.187474E+03  -0.374948E+03
   0.100251E+03   0.529521E-03   0.102050E+02   0.104482E+02   0.185455E+03  -0.201872E+01   0.000000E+00   0.187474E+03  -0.374947E+03
   0.100251E+03   0.529521E-03   0.103818E+02   0.956478E+01   0.185474E+03  -0.200005E+01   0.000000E+00   0.187474E+03  -0.374948E+03
   0.100251E+03   0.541342E-03   0.111975E+02   0.969369E+01   0.184812E+03  -0.260791E+01   0.000000E+00   0.187420E+03  -0.374840E+03
   0.100251E+03   0.541342E-03   0.976643E+01   0.101814E+02   0.185544E+03  -0.187631E+01   0.000000E+00   0.187420E+03  -0.374841E+03
   0.100251E+03   0.541342E-03   0.788538E+01   0.101715E+02   0.182966E+03  -0.445385E+01   0.000000E+00   0.187420E+03  -0.374840E+03
   0.100251E+03   0.691532E-03   0.788538E+01   0.107685E+02   0.181394E+03  -0.477052E+01   0.000000E+00   0.186165E+03  -0.372329E+03
   0.100251E+03   0.691532E-03   0.788538E+01   0.107685E+02   0.181394E+03  -0.477052E+01   0.000000E+00   0.186165E+03  -0.372329E+03
   0.100251E+03   0.691532E-03   0.937327E+01   0.862489E+01   0.183236E+03  -0.292888E+01   0.000000E+00   0.186165E+03  -0.372330E+03
   0.100251E+03   0.420221E-03   0.917537E+01   0.998545E+01   0.185435E+03  -0.212080E+01   0.000000E+00   0.187556E+03  -0.375112E+03
   0.100251E+03   0.420221E-03   0.913002E+01   0.868849E+01   0.184547E+03  -0.300870E+01   0.000000E+00   0.187556E+03  -0.375111E+03
   0.100251E+03   0.291852E-03   0.104130E+02   0.976258E+01   0.184585E+03  -0.196508E+01   0.000000E+00   0.186550E+03  -0.373100E+03
   0.100251E+03   0.364112E-03   0.104130E+02   0.100040E+02   0.185307E+03  -0.196065E+01   0.000000E+00   0.187268E+03  -0.374535E+03
   0.100251E+03   0.364112E-03   0.104130E+02   0.109466E+02   0.184808E+03  -0.245969E+01   0.000000E+00   0.187268E+03  -0.374535E+03
   0.100251E+03   0.364112E-03   0.938762E+01   0.938707E+01   0.185156E+03  -0.211114E+01   0.000000E+00   0.187267E+03  -0.374534E+03
   0.100251E+03   0.364112E-03   0.105206E+02   0.938707E+01   0.185113E+03  -0.215419E+01   0.000000E+00   0.187267E+03  -0.374534E+03
   0.100216E+03   0.364112E-03   0.102098E+02   0.927044E+01   0.185199E+03  -0.209138E+01   0.000000E+00   0.187290E+03  -0.374581E+03
   0.993756E+02   0.364112E-03   0.102098E+02   0.927044E+01   0.184723E+03  -0.209138E+01   0.000000E+00   0.186814E+03  -0.373629E+03
   0.993756E+02   0.364112E-03   0.102098E+02   0.927044E+01   0.184723E+03  -0.209138E+01   0.000000E+00   0.186814E+03  -0.373629E+03
   0.993756E+02   0.364112E-03   0.101964E+02   0.904507E+01   0.184535E+03  -0.227953E+01   0.000000E+00   0.186815E+03  -0.373629E+03
   0.993756E+02   0.341622E-03   0.954803E+01   0.904507E+01   0.184362E+03  -0.230187E+01   0.000000E+00   0.186664E+03  -0.373328E+03
   0.993756E+02   0.341622E-03   0.109779E+02   0.909226E+01   0.183940E+03  -0.272404E+01   0.000000E+00   0.186664E+03  -0.373328E+03
   0.993756E+02   0.341622E-03   0.109779E+02   0.910288E+01   0.183949E+03  -0.271416E+01   0.000000E+00   0.186663E+03  -0.373326E+03
   0.993756E+02   0.341622E-03   0.112778E+02   0.960167E+01   0.183941E+03  -0.272311E+01   0.000000E+00   0.186664E+03  -0.373328E+03
   0.993756E+02   0.341622E-03   0.110582E+02   0.960167E+01   0.184177E+03  -0.248632E+01   0.000000E+00   0.186663E+03  -0.373327E+03
   0.993459E+02   0.549290E-03   0.967588E+01   0.960167E+01   0.184852E+03  -0.190117E+01   0.000000E+00   0.186753E+03  -0.373506E+03
   0.993459E+02   0.549290E-03   0.954445E+01   0.104679E+02   0.184703E+03  -0.205023E+01   0.000000E+00   0.186753E+03  -0.373506E+03
   0.993459E+02   0.549290E-03   0.954445E+01   0.104679E+02   0.184703E+03  -0.205023E+01   0.000000E+00   0.186753E+03  -0.373506E+03
   0.993459E+02   0.539107E-03   0.881082E+01   0.118388E+02   0.182700E+03  -0.410613E+01   0.000000E+00   0.186806E+03  -0.373612E+03
   0.993459E+02   0.539107E-03   0.881082E+01   0.105609E+02   0.184089E+03  -0.271619E+01   0.000000E+00   0.186805E+03  -0.373610E+03
   0.982473E+02   0.539107E-03   0.937350E+01   0.105609E+02   0.181294E+03  -0.218596E+01   0.000000E+00   0.183480E+03  -0.366960E+03
   0.982473E+02   0.539107E-03   0.937350E+01   0.123780E+02   0.179008E+03  -0.447141E+01   0.000000E+00   0.183479E+03  -0.366959E+03
   0.982473E+02   0.539107E-03   0.937350E+01   0.965690E+01   0.181471E+03  -0.200850E+01   0.000000E+00   0.183480E+03  -0.366959E+03
   0.982473E+02   0.539107E-03   0.937350E+01   0.965690E+01   0.181471E+03  -0.200850E+01   0.000000E+00   0.183480E+03  -0.366959E+03
   0.982473E+02   0.919448E-03   0.937350E+01   0.965690E+01   0.178496E+03  -0.200850E+01   0.000000E+00   0.180505E+03  -0.361009E+03
   0.100755E+03   0.776623E-03   0.960451E+01   0.920789E+01   0.182754E+03  -0.213693E+01   0.000000E+00   0.184891E+03  -0.369782E+03
   0.100681E+03   0.776623E-03   0.106761E+02   0.920789E+01   0.182576E+03  -0.237529E+01   0.000000E+00   0.184951E+03  -0.369903E+03
   0.100681E+03   0.776623E-03   0.106761E+02   0.972488E+01   0.182823E+03  -0.212832E+01   0.000000E+00   0.184951E+03  -0.369903E+03
   0.100681E+03   0.776623E-03   0.106761E+02   0.103833E+02   0.182725E+03  -0.222566E+01   0.000000E+00   0.184951E+03  -0.369901E+03
   0.101261E+03   0.346770E-03   0.102315E+02   0.103833E+02   0.182697E+03  -0.199531E+01   0.000000E+00   0.184692E+03  -0.369385E+03
   0.101261E+03   0.346770E-03   0.100729E+02   0.103833E+02   0.182736E+03  -0.195613E+01   0.000000E+00   0.184692E+03  -0.369384E+03
   0.101261E+03   0.346770E-03   0.116501E+02   0.118085E+02   0.179987E+03  -0.470486E+01   0.000000E+00   0.184692E+03  -0.369384E+03
   0.101261E+03   0.662987E-03   0.113511E+02   0.118085E+02   0.181096E+03  -0.431556E+01   0.000000E+00   0.185412E+03  -0.370823E+03
   0.101261E+03   0.662987E-03   0.113511E+02   0.118085E+02   0.181096E+03  -0.431556E+01   0.000000E+00   0.185412E+03  -0.370823E+03
   0.990773E+02   0.651983E-03   0.106965E+02   0.100507E+02   0.183341E+03  -0.213822E+01   0.000000E+00   0.185479E+03  -0.370958E+03
   0.101806E+03   0.651983E-03   0.106965E+02   0.100977E+02   0.181986E+03  -0.214633E+01   0.000000E+00   0.184132E+03  -0.368265E+03
   0.101806E+03   0.588835E-03   0.101461E+02   0.992149E+01   0.182444E+03  -0.185812E+01   0.000000E+00   0.184302E+03  -0.368604E+03
   0.101806E+03   0.588835E-03   0.101461E+02   0.992149E+01   0.182444E+03  -0.185812E+01   0.000000E+00   0.184302E+03  -0.368604E+03
   0.101806E+03   0.734648E-03   0.101461E+02   0.944266E+01   0.181634E+03  -0.196999E+01   0.000000E+00   0.183604E+03  -0.367208E+03
   0.101157E+03   0.734648E-03   0.101461E+02   0.944266E+01   0.182951E+03  -0.196999E+01   0.000000E+00   0.184921E+03  -0.369842E+03
   0.100201E+03   0.734648E-03   0.943364E+01   0.895593E+01   0.183208E+03  -0.244723E+01   0.000000E+00   0.185655E+03  -0.371310E+03
   0.100201E+03   0.734648E-03   0.100184E+02   0.822919E+01   0.182111E+03  -0.354424E+01   0.000000E+00   0.185655E+03  -0.371310E+03
   0.100201E+03   0.734648E-03   0.100341E+02   0.782542E+01   0.181053E+03  -0.460299E+01   0.000000E+00   0.185656E+03  -0.371312E+03
   0.100201E+03   0.734648E-03   0.971933E+01   0.782542E+01   0.181044E+03  -0.461106E+01   0.000000E+00   0.185655E+03  -0.371310E+03
   0.100201E+03   0.734648E-03   0.105597E+02   0.782542E+01   0.180854E+03  -0.480176E+01   0.000000E+00   0.185656E+03  -0.371312E+03
   0.994126E+02   0.734648E-03   0.102106E+02   0.782542E+01   0.180501E+03  -0.464157E+01   0.000000E+00   0.185143E+03  -0.370285E+03
   0.994126E+02   0.791945E-03   0.102106E+02   0.782542E+01   0.179769E+03  -0.464157E+01   0.000000E+00   0.184411E+03  -0.368821E+03
   0.994126E+02   0.586347E-03   0.917913E+01   0.782542E+01   0.181735E+03  -0.488017E+01   0.000000E+00   0.186615E+03  -0.373230E+03
   0.994126E+02   0.586347E-03   0.917913E+01   0.100027E+02   0.184496E+03  -0.211932E+01   0.000000E+00   0.186615E+03  -0.373231E+03
   0.994126E+02   0.586347E-03   0.917913E+01   0.915140E+01   0.184192E+03  -0.242355E+01   0.000000E+00   0.186616E+03  -0.373231E+03
   0.994126E+02   0.586347E-03   0.945321E+01   0.911239E+01   0.184337E+03  -0.227878E+01   0.000000E+00   0.186616E+03  -0.373232E+03
   0.994126E+02   0.586347E-03   0.964456E+01   0.911239E+01   0.184409E+03  -0.220621E+01   0.000000E+00   0.186615E+03  -0.373230E+03
   0.994126E+02   0.586347E-03   0.964456E+01   0.962098E+01   0.184712E+03  -0.190318E+01   0.000000E+00   0.186615E+03  -0.373230E+03
   0.994126E+02   0.586347E-03   0.882984E+01   0.906082E+01   0.183740E+03  -0.287552E+01   0.000000E+00   0.186616E+03  -0.373231E+03
   0.994126E+02   0.586347E-03   0.952712E+01   0.906082E+01   0.184321E+03  -0.229449E+01   0.000000E+00   0.186615E+03  -0.373231E+03
   0.994126E+02   0.402493E-03   0.952712E+01   0.906082E+01   0.184752E+03  -0.229449E+01   0.000000E+00   0.187046E+03  -0.374093E+03
   0.994126E+02   0.402493E-03   0.952712E+01   0.109470E+02   0.184640E+03  -0.240658E+01   0.000000E+00   0.187047E+03  -0.374093E+03
   0.100135E+03   0.402493E-03   0.104152E+02   0.109470E+02   0.185089E+03  -0.246112E+01   0.000000E+00   0.187550E+03  -0.375100E+03
   0.100135E+03   0.402493E-03   0.104152E+02   0.107585E+02   0.185249E+03  -0.230168E+01   0.000000E+00   0.187551E+03  -0.375101E+03
   0.100135E+03   0.504366E-03   0.877709E+01   0.107585E+02   0.184693E+03  -0.289854E+01   0.000000E+00   0.187592E+03  -0.375183E+03
   0.100135E+03   0.504366E-03   0.877709E+01   0.107585E+02   0.184693E+03  -0.289854E+01   0.000000E+00   0.187592E+03  -0.375183E+03
   0.100135E+03   0.468894E-03   0.918512E+01   0.124471E+02   0.182928E+03  -0.472895E+01   0.000000E+00   0.187657E+03  -0.375314E+03
   0.100135E+03   0.468894E-03   0.918512E+01   0.113804E+02   0.184577E+03  -0.307946E+01   0.000000E+00   0.187656E+03  -0.375313E+03
   0.995280E+02   0.597949E-03   0.957593E+01   0.992157E+01   0.184811E+03  -0.188366E+01   0.000000E+00   0.186695E+03  -0.373389E+03
   0.995280E+02   0.478722E-03   0.104614E+02   0.992157E+01   0.185309E+03  -0.197994E+01   0.000000E+00   0.187289E+03  -0.374578E+03
   0.995280E+02   0.478722E-03   0.104614E+02   0.101132E+02   0.185286E+03  -0.200231E+01   0.000000E+00   0.187288E+03  -0.374577E+03
   0.995280E+02   0.478722E-03   0.102866E+02   0.101132E+02   0.185365E+03  -0.192365E+01   0.000000E+00   0.187289E+03  -0.374577E+03
   0.995280E+02   0.478722E-03   0.102866E+02   0.103258E+02   0.185299E+03  -0.198951E+01   0.000000E+00   0.187289E+03  -0.374577E+03
   0.995280E+02   0.478722E-03   0.102866E+02   0.120794E+02   0.183409E+03  -0.387945E+01   0.000000E+00   0.187288E+03  -0.374577E+03
   0.995280E+02   0.478722E-03   0.915914E+01   0.120794E+02   0.183179E+03  -0.410916E+01   0.000000E+00   0.187288E+03  -0.374576E+03
   0.995280E+02   0.478722E-03   0.992186E+01   0.118244E+02   0.183884E+03  -0.340485E+01   0.000000E+00   0.187289E+03  -0.374578E+03
   0.995280E+02   0.478722E-03   0.992186E+01   0.116018E+02   0.184203E+03  -0.308541E+01   0.000000E+00   0.187288E+03  -0.374577E+03
   0.995280E+02   0.478722E-03   0.108158E+02   0.116018E+02   0.183812E+03  -0.347611E+01   0.000000E+00   0.187288E+03  -0.374576E+03
   0.995280E+02   0.478722E-03   0.100158E+02   0.101670E+02   0.185419E+03  -0.186986E+01   0.000000E+00   0.187289E+03  -0.374578E+03
   0.995280E+02   0.478722E-03   0.100158E+02   0.101670E+02   0.185419E+03  -0.186986E+01   0.000000E+00   0.187289E+03  -0.374578E+03
   0.100634E+03   0.315970E-03   0.100158E+02   0.107625E+02   0.184036E+03  -0.218305E+01   0.000000E+00   0.186219E+03  -0.372438E+03
   0.100634E+03   0.399193E-03   0.100158E+02   0.105899E+02   0.184951E+03  -0.206115E+01   0.000000E+00   0.187012E+03  -0.374024E+03
   0.100634E+03   0.562155E-03   0.956635E+01   0.102498E+02   0.185097E+03  -0.194693E+01   0.000000E+00   0.187044E+03  -0.374088E+03
   0.100634E+03   0.562155E-03   0.956635E+01   0.102498E+02   0.185097E+03  -0.194693E+01   0.000000E+00   0.187044E+03  -0.374088E+03
   0.100634E+03   0.562155E-03   0.988042E+01   0.957441E+01   0.185160E+03  -0.188417E+01   0.000000E+00   0.187044E+03  -0.374088E+03
   0.100634E+03   0.307299E-03   0.988042E+01   0.957441E+01   0.184221E+03  -0.188417E+01   0.000000E+00   0.186105E+03  -0.372210E+03
   0.100634E+03   0.307299E-03   0.988042E+01   0.107618E+02   0.183929E+03  -0.217601E+01   0.000000E+00   0.186105E+03  -0.372210E+03
   0.100634E+03   0.307299E-03   0.988042E+01   0.107735E+02   0.183920E+03  -0.218513E+01   0.000000E+00   0.186105E+03  -0.372210E+03
   0.100634E+03   0.307299E-03   0.988042E+01   0.961188E+01   0.184234E+03  -0.187185E+01   0.000000E+00   0.186106E+03  -0.372212E+03
   0.100634E+03   0.307299E-03   0.988042E+01   0.961188E+01   0.184234E+03  -0.187185E+01   0.000000E+00   0.186106E+03  -0.372212E+03
   0.100634E+03   0.251122E-03   0.988042E+01   0.946961E+01   0.183322E+03  -0.192708E+01   0.000000E+00   0.185249E+03  -0.370498E+03
   0.100634E+03   0.251122E-03   0.988042E+01   0.946961E+01   0.183322E+03  -0.192708E+01   0.000000E+00   0.185249E+03  -0.370498E+03
   0.100634E+03   0.251122E-03   0.988042E+01   0.946961E+01   0.183322E+03  -0.192708E+01   0.000000E+00   0.185249E+03  -0.370498E+03
   0.100634E+03   0.868494E-03   0.988042E+01   0.946961E+01   0.181785E+03  -0.192708E+01   0.000000E+00   0.183712E+03  -0.367424E+03
   0.100634E+03   0.868494E-03   0.920524E+01   0.946961E+01   0.181520E+03  -0.219196E+01   0.000000E+00   0.183712E+03  -0.367424E+03
   0.100634E+03   0.868494E-03   0.920524E+01   0.946717E+01   0.181519E+03  -0.219311E+01   0.000000E+00   0.183712E+03  -0.367424E+03
   0.100634E+03   0.868494E-03   0.920524E+01   0.893121E+01   0.181088E+03  -0.262375E+01   0.000000E+00   0.183712E+03  -0.367423E+03
   0.100634E+03   0.868494E-03   0.920524E+01   0.744755E+01   0.177566E+03  -0.614566E+01   0.000000E+00   0.183712E+03  -0.367423E+03
   0.986020E+02   0.895668E-03   0.101780E+02   0.911102E+01   0.179421E+03  -0.221137E+01   0.000000E+00   0.181632E+03  -0.363265E+03
   0.986020E+02   0.895668E-03   0.105125E+02   0.108888E+02   0.179172E+03  -0.246043E+01   0.000000E+00   0.181632E+03  -0.363265E+03
   0.100427E+03   0.895668E-03   0.105125E+02   0.108888E+02   0.180919E+03  -0.246043E+01   0.000000E+00   0.183379E+03  -0.366759E+03
   0.100427E+03   0.581169E-03   0.105512E+02   0.111047E+02   0.184415E+03  -0.268923E+01   0.000000E+00   0.187104E+03  -0.374208E+03
   0.100427E+03   0.581169E-03   0.105512E+02   0.110638E+02   0.184457E+03  -0.264756E+01   0.000000E+00   0.187105E+03  -0.374209E+03
   0.100427E+03   0.581169E-03   0.105512E+02   0.109745E+02   0.184544E+03  -0.256081E+01   0.000000E+00   0.187105E+03  -0.374210E+03
   0.100427E+03   0.581169E-03   0.103537E+02   0.107421E+02   0.184844E+03  -0.226086E+01   0.000000E+00   0.187105E+03  -0.374210E+03
   0.100427E+03   0.581169E-03   0.105579E+02   0.107421E+02   0.184737E+03  -0.236734E+01   0.000000E+00   0.187104E+03  -0.374209E+03
   0.100443E+03   0.581169E-03   0.888638E+01   0.107421E+02   0.184354E+03  -0.274459E+01   0.000000E+00   0.187099E+03  -0.374197E+03
   0.100443E+03   0.411859E-03   0.104975E+02   0.103430E+02   0.185261E+03  -0.209489E+01   0.000000E+00   0.187356E+03  -0.374712E+03
   0.100443E+03   0.411859E-03   0.101664E+02   0.105126E+02   0.185313E+03  -0.204294E+01   0.000000E+00   0.187356E+03  -0.374712E+03
   0.100443E+03   0.411859E-03   0.105324E+02   0.905556E+01   0.184938E+03  -0.241717E+01   0.000000E+00   0.187355E+03  -0.374710E+03
   0.100443E+03   0.411859E-03   0.945667E+01   0.949814E+01   0.185337E+03  -0.201912E+01   0.000000E+00   0.187356E+03  -0.374712E+03
   0.100443E+03   0.411859E-03   0.945667E+01   0.949814E+01   0.185337E+03  -0.201912E+01   0.000000E+00   0.187356E+03  -0.374712E+03
   0.100443E+03   0.411859E-03   0.111841E+02   0.101131E+02   0.184762E+03  -0.259353E+01   0.000000E+00   0.187356E+03  -0.374711E+03
   0.100443E+03   0.411859E-03   0.105808E+02   0.101131E+02   0.185284E+03  -0.207127E+01   0.000000E+00   0.187355E+03  -0.374711E+03
   0.100443E+03   0.411859E-03   0.118649E+02   0.101131E+02   0.183867E+03  -0.348849E+01   0.000000E+00   0.187355E+03  -0.374711E+03
   0.100443E+03   0.411859E-03   0.121787E+02   0.101131E+02   0.183361E+03  -0.399504E+01   0.000000E+00   0.187356E+03  -0.374712E+03
   0.998007E+02   0.411859E-03   0.110247E+02   0.925462E+01   0.184899E+03  -0.263382E+01   0.000000E+00   0.187533E+03  -0.375066E+03
   0.998007E+02   0.411859E-03   0.110247E+02   0.925462E+01   0.184899E+03  -0.263382E+01   0.000000E+00   0.187533E+03  -0.375066E+03
