"V1" "V2" "V3" "V4" "V5"
1 -0.428571428571429 -0.224489795918367 0.446064139941691 -0.166180758017493
1 -0.408163265306123 -0.250104123281966 0.442247702912902 -0.128313123904884
1 -0.387755102040816 -0.274468971261974 0.435881307958419 -0.0899248733824463
1 -0.36734693877551 -0.297584339858392 0.427092452974526 -0.0513711791612583
1 -0.346938775510204 -0.31945022907122 0.416008635857508 -0.0129889999672149
1 -0.326530612244898 -0.340066638900458 0.402757354503651 0.0249029194589717
1 -0.306122448979592 -0.359433569346106 0.387466106809238 0.0620040483617734
1 -0.285714285714286 -0.377551020408163 0.370262390670554 0.0980320699708455
1 -0.26530612244898 -0.394418992086631 0.351273703983884 0.132722881501027
1 -0.244897959183674 -0.410037484381508 0.330627544645513 0.165830594152339
1 -0.224489795918367 -0.424406497292795 0.308451410551726 0.197127533109989
1 -0.204081632653061 -0.437526030820491 0.284872799598807 0.226404237544366
1 -0.183673469387755 -0.449396084964598 0.26001920968304 0.253469460611043
1 -0.163265306122449 -0.460016659725115 0.234018138700712 0.278150169450775
1 -0.142857142857143 -0.469387755102041 0.206997084548105 0.300291545189504
1 -0.122448979591837 -0.477509371095377 0.179083545121506 0.319756982938353
1 -0.102040816326531 -0.484381507705123 0.150405018317198 0.336428091793628
1 -0.0816326530612246 -0.490004164931279 0.121089002031467 0.350204694836821
1 -0.0612244897959187 -0.494377342773844 0.0912629941605968 0.361004829134605
1 -0.0408163265306124 -0.49750104123282 0.0610544926008723 0.368764745738838
1 -0.0204081632653063 -0.499375260308205 0.0305909952485786 0.373438909686562
1 -2.22044604925031e-16 -0.5 3.33066907387547e-16 0.375
1 0.0204081632653061 -0.499375260308205 -0.0305909952485784 0.373438909686562
1 0.0408163265306121 -0.49750104123282 -0.0610544926008718 0.368764745738838
1 0.0612244897959182 -0.494377342773844 -0.0912629941605961 0.361004829134605
1 0.0816326530612241 -0.490004164931279 -0.121089002031466 0.350204694836821
1 0.102040816326531 -0.484381507705123 -0.150405018317198 0.336428091793628
1 0.122448979591836 -0.477509371095377 -0.179083545121505 0.319756982938353
1 0.142857142857143 -0.469387755102041 -0.206997084548105 0.300291545189504
1 0.163265306122449 -0.460016659725115 -0.234018138700711 0.278150169450776
1 0.183673469387755 -0.449396084964598 -0.26001920968304 0.253469460611043
1 0.204081632653061 -0.437526030820491 -0.284872799598807 0.226404237544366
1 0.224489795918367 -0.424406497292795 -0.308451410551726 0.19712753310999
1 0.244897959183674 -0.410037484381508 -0.330627544645513 0.165830594152339
1 0.265306122448979 -0.394418992086631 -0.351273703983884 0.132722881501027
1 0.285714285714286 -0.377551020408163 -0.370262390670554 0.0980320699708457
1 0.306122448979592 -0.359433569346106 -0.387466106809237 0.062004048361774
1 0.326530612244898 -0.340066638900458 -0.402757354503651 0.0249029194589719
1 0.346938775510204 -0.319450229071221 -0.416008635857508 -0.0129889999672143
1 0.36734693877551 -0.297584339858393 -0.427092452974526 -0.0513711791612576
1 0.387755102040816 -0.274468971261975 -0.435881307958419 -0.0899248733824455
1 0.408163265306122 -0.250104123281966 -0.442247702912902 -0.128313123904884
1 0.428571428571429 -0.224489795918367 -0.446064139941691 -0.166180758017493
1 0.448979591836735 -0.197625989171179 -0.447203121148501 -0.203154389024009
1 0.469387755102041 -0.1695127030404 -0.445537148637048 -0.238842416242989
1 0.489795918367347 -0.140149937526031 -0.440938724511046 -0.272835025007801
1 0.510204081632653 -0.109537692628072 -0.433280350874211 -0.304704186666634
1 0.530612244897959 -0.0776759683465227 -0.422434529830258 -0.33400365858249
1 0.551020408163265 -0.0445647646813829 -0.408273763482903 -0.36026898413319
1 0.571428571428571 -0.0102040816326538 -0.390670553935861 -0.38301749271137
1 0.591836734693877 0.0254060807996664 -0.369497403292846 -0.401748299724483
1 0.612244897959183 0.0622657226155765 -0.344626813657575 -0.415942306594798
1 0.63265306122449 0.100374843815077 -0.315931287133763 -0.425062200759402
1 0.653061224489796 0.139733444398167 -0.283283325825124 -0.428552455670196
1 0.673469387755102 0.180341524364847 -0.246555431835375 -0.425839330793899
1 0.693877551020408 0.222199083715118 -0.20562010726823 -0.416330871612047
1 0.714285714285714 0.265306122448979 -0.160349854227406 -0.399416909620992
1 0.73469387755102 0.30966264056643 -0.110617174816616 -0.3744690623319
1 0.755102040816326 0.355268638067471 -0.056294571139577 -0.340840733270759
1 0.775510204081632 0.402124114952103 0.00274545469999676 -0.297867111978367
1 0.795918367346939 0.450229071220325 0.0666304005983909 -0.244865174010342
1 0.816326530612245 0.499583506872137 0.135487764451887 -0.181133680937122
1 0.836734693877551 0.550187421907538 0.209445044156771 -0.105953180343954
1 0.857142857142857 0.60204081632653 0.288629737609329 -0.0185860058309046
1 0.877551020408163 0.655143690129113 0.373169342705846 0.0817237229871425
1 0.897959183673469 0.709496043315285 0.463191357342603 0.195750100480484
1 0.918367346938775 0.765097875885047 0.558823279415888 0.324285435004606
1 0.938775510204082 0.821949187838401 0.660192606821987 0.468140248900179
1 0.959183673469388 0.880049979175344 0.767426837457182 0.628143278493048
1 0.979591836734694 0.939400249895876 0.880653469217756 0.805141474094247
1 1 1 1 1
