a0_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.996173E+02  0.286672E-03  0.126493E+02  0.869168E+01  0.166249E+02  0.151176E+02  0.391060E+02
  0.996173E+02  0.286672E-03  0.126493E+02  0.803477E+01  0.149543E+02  0.142450E+02  0.390968E+02
  0.996173E+02  0.286672E-03  0.126493E+02  0.819478E+01  0.153598E+02  0.147705E+02  0.391406E+02
  0.100133E+03  0.108949E-02  0.117993E+02  0.853431E+01  0.135131E+02  0.147705E+02  0.367804E+02
  0.100133E+03  0.110584E-02  0.117993E+02  0.810977E+01  0.130079E+02  0.120908E+02  0.360754E+02
  0.100133E+03  0.110584E-02  0.117993E+02  0.855558E+01  0.116634E+02  0.112950E+02  0.354812E+02
  0.100133E+03  0.526511E-03  0.116800E+02  0.855558E+01  0.121995E+02  0.119912E+02  0.382169E+02
  0.100133E+03  0.526511E-03  0.114301E+02  0.959115E+01  0.121995E+02  0.119912E+02  0.384849E+02
  0.100133E+03  0.526511E-03  0.826372E+01  0.945386E+01  0.121995E+02  0.109995E+02  0.380847E+02
  0.100133E+03  0.526511E-03  0.935195E+01  0.855334E+01  0.114154E+02  0.109995E+02  0.378619E+02
  0.100133E+03  0.276450E-03  0.935195E+01  0.785296E+01  0.112036E+02  0.103414E+02  0.375936E+02
  0.100133E+03  0.276450E-03  0.932974E+01  0.865327E+01  0.162677E+02  0.100324E+02  0.383096E+02
  0.992791E+02  0.276450E-03  0.914787E+01  0.872875E+01  0.164059E+02  0.113036E+02  0.394215E+02
  0.992791E+02  0.276450E-03  0.947653E+01  0.967283E+01  0.171463E+02  0.113036E+02  0.393964E+02
  0.992791E+02  0.276450E-03  0.947653E+01  0.113618E+02  0.207764E+02  0.111893E+02  0.376876E+02
  0.992791E+02  0.276450E-03  0.829494E+01  0.108225E+02  0.181073E+02  0.133070E+02  0.393365E+02
  0.992791E+02  0.276450E-03  0.833222E+01  0.126827E+02  0.212711E+02  0.147023E+02  0.373976E+02
  0.992791E+02  0.276450E-03  0.774167E+01  0.121206E+02  0.215542E+02  0.142537E+02  0.372298E+02
  0.992791E+02  0.276450E-03  0.831963E+01  0.116458E+02  0.225782E+02  0.164502E+02  0.370547E+02
  0.992791E+02  0.308349E-04  0.717648E+01  0.127073E+02  0.223382E+02  0.152332E+02  0.363270E+02
  0.992791E+02  0.308349E-04  0.683112E+01  0.122241E+02  0.223382E+02  0.134599E+02  0.361690E+02
  0.992791E+02  0.308349E-04  0.645619E+01  0.119599E+02  0.225267E+02  0.121154E+02  0.353623E+02
  0.992791E+02  0.308349E-04  0.645619E+01  0.111587E+02  0.225267E+02  0.121154E+02  0.356818E+02
  0.992791E+02  0.308349E-04  0.589280E+01  0.111587E+02  0.259434E+02  0.123931E+02  0.329359E+02
  0.992791E+02  0.308349E-04  0.628419E+01  0.110204E+02  0.265845E+02  0.140356E+02  0.336245E+02
  0.992791E+02  0.308349E-04  0.628419E+01  0.104912E+02  0.284227E+02  0.132408E+02  0.326027E+02
  0.992791E+02  0.308349E-04  0.599938E+01  0.102184E+02  0.284227E+02  0.132408E+02  0.321328E+02
  0.992791E+02  0.308349E-04  0.607438E+01  0.112408E+02  0.265991E+02  0.139314E+02  0.331629E+02
  0.992791E+02  0.308349E-04  0.746732E+01  0.126890E+02  0.265991E+02  0.139314E+02  0.343375E+02
  0.992791E+02  0.308349E-04  0.739869E+01  0.113027E+02  0.272795E+02  0.162393E+02  0.343567E+02
  0.992791E+02  0.308349E-04  0.856255E+01  0.105766E+02  0.289511E+02  0.135254E+02  0.343936E+02
  0.988606E+02  0.308349E-04  0.825959E+01  0.935206E+01  0.270288E+02  0.138525E+02  0.354686E+02
  0.988606E+02  0.308349E-04  0.787768E+01  0.105334E+02  0.270288E+02  0.121829E+02  0.348317E+02
  0.988606E+02  0.308349E-04  0.797331E+01  0.101596E+02  0.268515E+02  0.121335E+02  0.350422E+02
  0.988606E+02  0.308349E-04  0.886906E+01  0.111037E+02  0.270619E+02  0.128861E+02  0.352655E+02
  0.988606E+02  0.308349E-04  0.117963E+02  0.100875E+02  0.240500E+02  0.117036E+02  0.363508E+02
  0.988606E+02  0.308349E-04  0.109487E+02  0.836470E+01  0.232398E+02  0.139620E+02  0.374065E+02
  0.988606E+02  0.517966E-04  0.969389E+01  0.919167E+01  0.228383E+02  0.141754E+02  0.380411E+02
  0.988606E+02  0.517966E-04  0.969389E+01  0.765803E+01  0.218893E+02  0.134952E+02  0.378378E+02
  0.988606E+02  0.517966E-04  0.960030E+01  0.746928E+01  0.212512E+02  0.167662E+02  0.377555E+02
