Km_SU1_Rh_a0   Km_SU2_Rh_a0   Km_SU1_Ai_a0   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.400430E+02   0.393615E+02   0.251221E+02   0.228804E+00   0.373977E-02   0.722285E-02   0.257819E-02   0.673626E-03   0.326990E+02
   0.400430E+02   0.393615E+02   0.251221E+02   0.236522E+00   0.259397E-02   0.722285E-02   0.257819E-02   0.673626E-03   0.327107E+02
   0.400430E+02   0.393615E+02   0.240322E+02   0.239677E+00   0.112559E-01   0.109547E-01   0.257819E-02   0.673626E-03   0.311069E+02
   0.400430E+02   0.393615E+02   0.240322E+02   0.242718E+00   0.160050E-01   0.109547E-01   0.424549E-02   0.673626E-03   0.300676E+02
   0.403218E+02   0.393615E+02   0.244552E+02   0.242718E+00   0.974991E-02   0.109547E-01   0.409526E-03   0.673626E-03   0.310855E+02
   0.399588E+02   0.393979E+02   0.244552E+02   0.242718E+00   0.119705E-01   0.109547E-01   0.188235E-02   0.673626E-03   0.312550E+02
   0.399588E+02   0.393979E+02   0.244552E+02   0.240169E+00   0.125667E-01   0.836229E-02   0.188235E-02   0.673626E-03   0.318075E+02
   0.400188E+02   0.393979E+02   0.245942E+02   0.240169E+00   0.887894E-02   0.836229E-02   0.188235E-02   0.673626E-03   0.321476E+02
   0.400188E+02   0.393979E+02   0.245942E+02   0.240169E+00   0.962108E-02   0.836229E-02   0.188235E-02   0.673626E-03   0.320734E+02
   0.397236E+02   0.394924E+02   0.245942E+02   0.229797E+00   0.962108E-02   0.836229E-02   0.188235E-02   0.673626E-03   0.325700E+02
   0.397236E+02   0.394924E+02   0.241631E+02   0.239368E+00   0.137097E-01   0.377392E-02   0.188235E-02   0.673626E-03   0.318866E+02
   0.406792E+02   0.395144E+02   0.248021E+02   0.239772E+00   0.858210E-02   0.870486E-02   0.188235E-02   0.914345E-02   0.294789E+02
   0.391611E+02   0.394000E+02   0.245881E+02   0.245088E+00   0.198457E-02   0.454572E-02   0.188235E-02   0.914345E-02   0.301732E+02
   0.391611E+02   0.394000E+02   0.245881E+02   0.245088E+00   0.239160E-02   0.292898E-02   0.188235E-02   0.676634E-02   0.305318E+02
   0.391611E+02   0.394000E+02   0.255972E+02   0.243588E+00   0.376926E-02   0.292898E-02   0.188235E-02   0.722503E-02   0.293992E+02
   0.394106E+02   0.399907E+02   0.255972E+02   0.243588E+00   0.376926E-02   0.217173E-02   0.188235E-02   0.722503E-02   0.302392E+02
   0.394106E+02   0.399907E+02   0.255972E+02   0.243588E+00   0.656746E-02   0.217173E-02   0.188235E-02   0.722503E-02   0.299594E+02
   0.394106E+02   0.399907E+02   0.253353E+02   0.243588E+00   0.152300E-01   0.441632E-02   0.860918E-02   0.722503E-02   0.286741E+02
   0.394106E+02   0.399907E+02   0.253353E+02   0.242312E+00   0.168719E-01   0.441632E-02   0.902073E-02   0.619545E-03   0.293144E+02
   0.395344E+02   0.382267E+02   0.253353E+02   0.242312E+00   0.135019E-01   0.123325E-01   0.902073E-02   0.619545E-03   0.286550E+02
   0.395344E+02   0.382267E+02   0.253353E+02   0.226621E+00   0.778679E-02   0.123325E-01   0.167198E-01   0.132373E-02   0.288077E+02
   0.395344E+02   0.392485E+02   0.253353E+02   0.226621E+00   0.778679E-02   0.182869E-01   0.560684E-02   0.196997E-02   0.299687E+02
   0.395344E+02   0.392485E+02   0.253353E+02   0.236328E+00   0.123584E-01   0.263835E-02   0.700071E-02   0.233693E-01   0.288993E+02
   0.395186E+02   0.374086E+02   0.258564E+02   0.236328E+00   0.123584E-01   0.144740E-01   0.891252E-02   0.811784E-02   0.258533E+02
   0.395186E+02   0.374086E+02   0.258564E+02   0.237260E+00   0.240314E-01   0.140451E-01   0.891252E-02   0.811784E-02   0.246898E+02
   0.395186E+02   0.374086E+02   0.258564E+02   0.227497E+00   0.230440E-01   0.186711E-02   0.742351E-02   0.341360E-02   0.263834E+02
   0.395186E+02   0.415238E+02   0.258564E+02   0.227497E+00   0.191173E-01   0.186711E-02   0.152256E-01   0.341360E-02   0.262620E+02
   0.404601E+02   0.415238E+02   0.258564E+02   0.227001E+00   0.197558E-01   0.186711E-02   0.308363E-01   0.149876E-02   0.240417E+02
   0.404601E+02   0.415238E+02   0.253776E+02   0.227353E+00   0.208227E-01   0.186711E-02   0.308363E-01   0.149876E-02   0.251476E+02
   0.404601E+02   0.415238E+02   0.253776E+02   0.227353E+00   0.236366E-01   0.186711E-02   0.308393E-01   0.221872E-01   0.227970E+02
   0.404601E+02   0.415238E+02   0.245699E+02   0.227353E+00   0.160816E-01   0.186711E-02   0.293559E-01   0.163322E-01   0.251088E+02
   0.404601E+02   0.399049E+02   0.245699E+02   0.227353E+00   0.128578E-01   0.186711E-02   0.284237E-01   0.292652E-02   0.287846E+02
   0.404601E+02   0.399049E+02   0.245699E+02   0.226588E+00   0.127832E-01   0.186711E-02   0.290812E-01   0.338373E-02   0.286176E+02
   0.398951E+02   0.399049E+02   0.247828E+02   0.226588E+00   0.146865E-01   0.186711E-02   0.309166E-01   0.338373E-02   0.292984E+02
   0.398951E+02   0.399049E+02   0.247828E+02   0.233237E+00   0.155837E-01   0.186711E-02   0.309166E-01   0.338373E-02   0.293791E+02
   0.403727E+02   0.388455E+02   0.247828E+02   0.240766E+00   0.124217E-01   0.149023E-02   0.378002E-01   0.338373E-02   0.277354E+02
   0.397291E+02   0.388455E+02   0.247828E+02   0.240766E+00   0.700762E-02   0.149023E-02   0.226741E-01   0.725153E-03   0.306588E+02
   0.397291E+02   0.399280E+02   0.243026E+02   0.240645E+00   0.700762E-02   0.149023E-02   0.373348E-01   0.725153E-03   0.291542E+02
   0.397291E+02   0.399280E+02   0.243026E+02   0.240645E+00   0.700762E-02   0.149023E-02   0.374718E-01   0.725153E-03   0.291405E+02
   0.397291E+02   0.399280E+02   0.243026E+02   0.232143E+00   0.858331E-03   0.743024E-02   0.374718E-01   0.725153E-03   0.297467E+02
   0.396248E+02   0.399280E+02   0.247246E+02   0.240932E+00   0.894240E-02   0.743024E-02   0.374718E-01   0.725153E-03   0.283234E+02
   0.396248E+02   0.403371E+02   0.247246E+02   0.240851E+00   0.680510E-03   0.939593E-02   0.279046E-01   0.725153E-03   0.296766E+02
   0.396248E+02   0.403371E+02   0.247246E+02   0.242632E+00   0.680510E-03   0.784027E-02   0.279046E-01   0.725153E-03   0.295866E+02
   0.401984E+02   0.403371E+02   0.247246E+02   0.244330E+00   0.680510E-03   0.253113E-02   0.296359E-01   0.778845E-02   0.288377E+02
   0.401984E+02   0.401821E+02   0.249335E+02   0.244330E+00   0.240865E-02   0.253113E-02   0.252980E-01   0.133762E-01   0.284162E+02
   0.389975E+02   0.401821E+02   0.249335E+02   0.245067E+00   0.932683E-02   0.253113E-02   0.240103E-01   0.133762E-01   0.257402E+02
   0.400412E+02   0.401821E+02   0.250501E+02   0.231924E+00   0.932683E-02   0.897712E-03   0.240103E-01   0.863880E-02   0.297087E+02
   0.400412E+02   0.401821E+02   0.250501E+02   0.235864E+00   0.115823E-01   0.897712E-03   0.202518E-01   0.863880E-02   0.297385E+02
   0.400412E+02   0.412606E+02   0.256550E+02   0.235864E+00   0.947263E-02   0.876640E-02   0.227721E-01   0.863880E-02   0.267645E+02
   0.400412E+02   0.414513E+02   0.242503E+02   0.239796E+00   0.841474E-02   0.479543E-02   0.230594E-01   0.235504E-01   0.262780E+02
   0.400412E+02   0.417779E+02   0.249545E+02   0.225926E+00   0.841474E-02   0.479543E-02   0.230594E-01   0.124489E-01   0.266969E+02
   0.400412E+02   0.389856E+02   0.253065E+02   0.225926E+00   0.215739E-01   0.680594E-02   0.230594E-01   0.124489E-01   0.271512E+02
   0.397314E+02   0.389856E+02   0.242208E+02   0.223427E+00   0.109760E-01   0.680594E-02   0.290205E-01   0.705662E-02   0.284262E+02
   0.397314E+02   0.389856E+02   0.242208E+02   0.240502E+00   0.291295E-02   0.190435E-02   0.371823E-01   0.556675E-02   0.290367E+02
   0.397314E+02   0.399488E+02   0.242104E+02   0.240502E+00   0.291295E-02   0.190435E-02   0.949662E-02   0.604490E-02   0.316863E+02
   0.397314E+02   0.399488E+02   0.253876E+02   0.240502E+00   0.291295E-02   0.190435E-02   0.798150E-02   0.415310E-02   0.314597E+02
   0.397314E+02   0.399488E+02   0.253876E+02   0.240502E+00   0.265673E-02   0.190435E-02   0.798150E-02   0.415310E-02   0.314853E+02
   0.395788E+02   0.419589E+02   0.253876E+02   0.240502E+00   0.265673E-02   0.190435E-02   0.798150E-02   0.415310E-02   0.289320E+02
   0.395788E+02   0.419589E+02   0.253876E+02   0.232847E+00   0.265673E-02   0.190435E-02   0.798150E-02   0.415310E-02   0.292768E+02
   0.395788E+02   0.419589E+02   0.253876E+02   0.230025E+00   0.265673E-02   0.463793E-02   0.798150E-02   0.298629E-02   0.290282E+02
   0.395788E+02   0.419589E+02   0.253876E+02   0.230025E+00   0.727654E-02   0.463793E-02   0.798150E-02   0.394288E-02   0.284705E+02
   0.398407E+02   0.419589E+02   0.253876E+02   0.230025E+00   0.214012E-01   0.463793E-02   0.161693E-01   0.394288E-02   0.264879E+02
   0.398407E+02   0.419589E+02   0.253876E+02   0.248345E+00   0.223152E-01   0.463793E-02   0.132595E-01   0.394288E-02   0.252528E+02
   0.399103E+02   0.419589E+02   0.253876E+02   0.232977E+00   0.223152E-01   0.463793E-02   0.132595E-01   0.101746E-01   0.261525E+02
   0.399103E+02   0.419589E+02   0.253876E+02   0.232977E+00   0.223152E-01   0.495613E-02   0.710646E-02   0.101746E-01   0.267359E+02
   0.399408E+02   0.382863E+02   0.258263E+02   0.228103E+00   0.863093E-02   0.495613E-02   0.249429E-02   0.101746E-01   0.293988E+02
   0.399408E+02   0.382863E+02   0.258263E+02   0.232650E+00   0.734132E-02   0.495613E-02   0.249429E-02   0.101746E-01   0.297037E+02
   0.399389E+02   0.409616E+02   0.258263E+02   0.232650E+00   0.838324E-02   0.341014E-02   0.249429E-02   0.101746E-01   0.293767E+02
   0.399389E+02   0.409616E+02   0.258263E+02   0.240535E+00   0.106761E-01   0.341014E-02   0.249429E-02   0.569540E-02   0.291937E+02
   0.399389E+02   0.398413E+02   0.252249E+02   0.227251E+00   0.120867E-01   0.341014E-02   0.249429E-02   0.569540E-02   0.315148E+02
   0.399389E+02   0.376942E+02   0.252249E+02   0.242109E+00   0.120867E-01   0.121455E-02   0.249429E-02   0.569540E-02   0.298627E+02
   0.399389E+02   0.384780E+02   0.252249E+02   0.242109E+00   0.254077E-01   0.121455E-02   0.249429E-02   0.635527E-02   0.294363E+02
   0.399389E+02   0.384780E+02   0.249614E+02   0.242109E+00   0.312587E-01   0.121455E-02   0.249429E-02   0.467326E-02   0.292966E+02
   0.399389E+02   0.384780E+02   0.249614E+02   0.248531E+00   0.204939E-01   0.121455E-02   0.249429E-02   0.467326E-02   0.292209E+02
   0.399389E+02   0.402450E+02   0.249614E+02   0.245778E+00   0.204939E-01   0.121455E-02   0.249429E-02   0.467326E-02   0.298634E+02
   0.399389E+02   0.394111E+02   0.250700E+02   0.245778E+00   0.204939E-01   0.121455E-02   0.151447E-02   0.467326E-02   0.301476E+02
   0.399389E+02   0.390654E+02   0.240170E+02   0.254923E+00   0.205022E-01   0.121455E-02   0.367356E-02   0.277366E-02   0.277901E+02
   0.399389E+02   0.390654E+02   0.240170E+02   0.254923E+00   0.109588E-01   0.538694E-02   0.367356E-02   0.277366E-02   0.283272E+02
   0.399389E+02   0.390654E+02   0.240170E+02   0.238646E+00   0.128865E-01   0.538694E-02   0.367356E-02   0.277366E-02   0.313027E+02
   0.399389E+02   0.391209E+02   0.249289E+02   0.239907E+00   0.128865E-01   0.197805E-01   0.367356E-02   0.277366E-02   0.299972E+02
   0.399389E+02   0.391209E+02   0.241303E+02   0.233255E+00   0.290647E-02   0.197342E-01   0.160903E-01   0.132537E-01   0.291301E+02
   0.399389E+02   0.391209E+02   0.241303E+02   0.239313E+00   0.290647E-02   0.102378E-01   0.160903E-01   0.132537E-01   0.296717E+02
   0.404087E+02   0.391209E+02   0.242190E+02   0.239313E+00   0.290647E-02   0.106731E-01   0.445696E-03   0.274822E-01   0.290905E+02
   0.397414E+02   0.391209E+02   0.242190E+02   0.239313E+00   0.145514E-02   0.106731E-01   0.445696E-03   0.274822E-01   0.299743E+02
   0.397414E+02   0.391209E+02   0.240781E+02   0.239313E+00   0.999683E-03   0.106731E-01   0.445696E-03   0.287587E-01   0.296835E+02
   0.397593E+02   0.391209E+02   0.240781E+02   0.239313E+00   0.999683E-03   0.170628E-01   0.445696E-03   0.132365E-01   0.306149E+02
   0.397593E+02   0.391209E+02   0.240781E+02   0.239313E+00   0.999683E-03   0.170628E-01   0.445696E-03   0.132365E-01   0.306149E+02
   0.404061E+02   0.399559E+02   0.240781E+02   0.239313E+00   0.999683E-03   0.131994E-01   0.445696E-03   0.479528E-02   0.309524E+02
   0.404517E+02   0.400061E+02   0.240781E+02   0.235654E+00   0.999683E-03   0.497616E-02   0.329643E-02   0.782964E-02   0.313015E+02
   0.404517E+02   0.400061E+02   0.240781E+02   0.239201E+00   0.999683E-03   0.999495E-02   0.329643E-02   0.782964E-02   0.305394E+02
   0.404517E+02   0.400061E+02   0.244687E+02   0.239201E+00   0.999683E-03   0.685777E-02   0.329643E-02   0.782964E-02   0.312613E+02
   0.399166E+02   0.400061E+02   0.247815E+02   0.226660E+00   0.999683E-03   0.858030E-03   0.149145E-02   0.429095E-02   0.335662E+02
   0.397796E+02   0.402046E+02   0.242420E+02   0.237605E+00   0.999683E-03   0.858030E-03   0.127367E-01   0.263470E-02   0.322343E+02
   0.397796E+02   0.402046E+02   0.242420E+02   0.237605E+00   0.999683E-03   0.858030E-03   0.104837E-01   0.299091E-02   0.324240E+02
   0.397796E+02   0.402046E+02   0.250582E+02   0.240396E+00   0.999683E-03   0.858030E-03   0.104837E-01   0.299091E-02   0.319644E+02
   0.397796E+02   0.402046E+02   0.250582E+02   0.240479E+00   0.999683E-03   0.858030E-03   0.104949E-01   0.151396E-02   0.321010E+02
   0.397796E+02   0.389335E+02   0.250582E+02   0.237578E+00   0.138138E-02   0.858030E-03   0.104949E-01   0.151396E-02   0.325144E+02
   0.397796E+02   0.389335E+02   0.250582E+02   0.237578E+00   0.741130E-03   0.806804E-02   0.977867E-02   0.151396E-02   0.319291E+02
   0.397796E+02   0.405249E+02   0.242210E+02   0.234455E+00   0.169187E-02   0.535850E-03   0.903723E-02   0.151396E-02   0.325888E+02
   0.397796E+02   0.390448E+02   0.242210E+02   0.234455E+00   0.169187E-02   0.535850E-03   0.815697E-02   0.151396E-02   0.331732E+02
   0.391547E+02   0.390448E+02   0.242210E+02   0.234455E+00   0.151420E-01   0.535850E-03   0.815697E-02   0.151396E-02   0.301599E+02
   0.392025E+02   0.390448E+02   0.242210E+02   0.225248E+00   0.486344E-02   0.637384E-03   0.815697E-02   0.151396E-02   0.310324E+02
   0.392025E+02   0.390448E+02   0.242210E+02   0.225248E+00   0.147704E-01   0.637384E-03   0.873699E-02   0.469947E-03   0.300881E+02
   0.392025E+02   0.390448E+02   0.242210E+02   0.232087E+00   0.147704E-01   0.102692E-01   0.191956E-01   0.469947E-03   0.284901E+02
   0.392025E+02   0.402586E+02   0.242210E+02   0.232087E+00   0.102751E-01   0.102692E-01   0.191956E-01   0.469947E-03   0.286804E+02
   0.405242E+02   0.402586E+02   0.242210E+02   0.232087E+00   0.883072E-02   0.160355E-02   0.197567E-01   0.469947E-03   0.298344E+02
   0.391201E+02   0.402586E+02   0.247980E+02   0.232087E+00   0.883072E-02   0.160355E-02   0.167491E-01   0.760316E-02   0.290017E+02
   0.391415E+02   0.402586E+02   0.247980E+02   0.232087E+00   0.783155E-02   0.168950E-01   0.609835E-02   0.760316E-02   0.287405E+02
   0.391415E+02   0.402586E+02   0.247980E+02   0.232087E+00   0.799706E-02   0.904002E-02   0.609835E-02   0.882169E-02   0.293876E+02
   0.391415E+02   0.402586E+02   0.244517E+02   0.232087E+00   0.907634E-02   0.121991E-01   0.855671E-02   0.882169E-02   0.287500E+02
   0.396317E+02   0.381603E+02   0.244517E+02   0.227739E+00   0.383067E-02   0.961743E-02   0.855671E-02   0.882169E-02   0.305807E+02
   0.396317E+02   0.381603E+02   0.244517E+02   0.230215E+00   0.383067E-02   0.961743E-02   0.855671E-02   0.882169E-02   0.306969E+02
   0.396317E+02   0.388062E+02   0.244517E+02   0.238350E+00   0.383067E-02   0.961743E-02   0.460875E-02   0.882169E-02   0.313592E+02
   0.396317E+02   0.393650E+02   0.244517E+02   0.238350E+00   0.383067E-02   0.961743E-02   0.753177E-02   0.910782E-03   0.320124E+02
   0.395271E+02   0.395741E+02   0.244517E+02   0.234486E+00   0.383067E-02   0.961743E-02   0.753177E-02   0.910782E-03   0.320761E+02
   0.395271E+02   0.395741E+02   0.244517E+02   0.234486E+00   0.383067E-02   0.615295E-02   0.517835E-02   0.910782E-03   0.326579E+02
   0.397052E+02   0.405283E+02   0.244517E+02   0.244439E+00   0.383067E-02   0.615295E-02   0.374393E-03   0.910782E-03   0.318113E+02
   0.397052E+02   0.405283E+02   0.244517E+02   0.245384E+00   0.157362E-02   0.615295E-02   0.374393E-03   0.910782E-03   0.318712E+02
   0.407708E+02   0.409590E+02   0.248302E+02   0.228435E+00   0.157362E-02   0.991227E-04   0.519132E-02   0.910782E-03   0.301514E+02
   0.407708E+02   0.409590E+02   0.248302E+02   0.228435E+00   0.652586E-02   0.991227E-04   0.519132E-02   0.910782E-03   0.296561E+02
   0.404426E+02   0.409590E+02   0.253171E+02   0.252383E+00   0.200514E-02   0.991227E-04   0.519132E-02   0.293717E-02   0.284330E+02
   0.396495E+02   0.400700E+02   0.253171E+02   0.252383E+00   0.200514E-02   0.991227E-04   0.519132E-02   0.293717E-02   0.298555E+02
   0.396495E+02   0.374981E+02   0.233101E+02   0.252383E+00   0.200514E-02   0.113707E-02   0.519132E-02   0.105043E-01   0.260671E+02
   0.404879E+02   0.376020E+02   0.233101E+02   0.253153E+00   0.175095E-01   0.113707E-02   0.519132E-02   0.751331E-02   0.240111E+02
   0.404879E+02   0.376020E+02   0.256778E+02   0.245730E+00   0.175095E-01   0.113707E-02   0.728726E-02   0.751331E-02   0.261463E+02
   0.404879E+02   0.376020E+02   0.256778E+02   0.242637E+00   0.538210E-02   0.113707E-02   0.633575E-02   0.751331E-02   0.278883E+02
   0.404879E+02   0.383818E+02   0.256778E+02   0.229516E+00   0.107751E-01   0.113707E-02   0.633575E-02   0.751331E-02   0.289106E+02
   0.404879E+02   0.388500E+02   0.246997E+02   0.229516E+00   0.107751E-01   0.117743E-01   0.633575E-02   0.128215E-01   0.292186E+02
   0.403240E+02   0.388500E+02   0.246997E+02   0.232485E+00   0.363589E-02   0.117743E-01   0.194796E-01   0.128215E-01   0.292144E+02
   0.401948E+02   0.388500E+02   0.246997E+02   0.232485E+00   0.231226E-02   0.161130E-01   0.194796E-01   0.128215E-01   0.292128E+02
   0.401948E+02   0.389993E+02   0.246997E+02   0.215001E+00   0.231226E-02   0.161130E-01   0.297538E-01   0.904464E-02   0.262343E+02
   0.401948E+02   0.389189E+02   0.248731E+02   0.215001E+00   0.231226E-02   0.107158E-01   0.330448E-01   0.904464E-02   0.261415E+02
   0.401948E+02   0.389189E+02   0.241611E+02   0.215001E+00   0.110830E-01   0.107158E-01   0.330448E-01   0.904464E-02   0.251933E+02
   0.401948E+02   0.389189E+02   0.240844E+02   0.215001E+00   0.318177E-02   0.246832E-01   0.343009E-01   0.171750E-01   0.234966E+02
   0.401948E+02   0.389189E+02   0.240844E+02   0.218289E+00   0.318177E-02   0.312682E-01   0.246912E-01   0.162458E-01   0.247995E+02
   0.401948E+02   0.389189E+02   0.243733E+02   0.230433E+00   0.318177E-02   0.312682E-01   0.306310E-01   0.162458E-01   0.261237E+02
   0.401948E+02   0.389189E+02   0.243733E+02   0.230433E+00   0.318177E-02   0.192579E-01   0.351208E-01   0.204923E-01   0.264511E+02
   0.401948E+02   0.389189E+02   0.243733E+02   0.219575E+00   0.318177E-02   0.572977E-02   0.111554E-01   0.204923E-01   0.289853E+02
   0.401948E+02   0.389189E+02   0.243733E+02   0.219575E+00   0.318177E-02   0.572977E-02   0.111554E-01   0.831469E-02   0.302031E+02
   0.403499E+02   0.389189E+02   0.241859E+02   0.221749E+00   0.318177E-02   0.572977E-02   0.117599E-01   0.831469E-02   0.299344E+02
   0.403499E+02   0.389189E+02   0.241859E+02   0.221749E+00   0.318177E-02   0.587393E-02   0.227052E-02   0.962623E-02   0.307378E+02
   0.397043E+02   0.389990E+02   0.241859E+02   0.223188E+00   0.102888E-02   0.587393E-02   0.227052E-02   0.962623E-02   0.318343E+02
   0.397043E+02   0.389990E+02   0.241859E+02   0.233756E+00   0.102888E-02   0.344502E-02   0.227052E-02   0.962623E-02   0.326303E+02
   0.397043E+02   0.389990E+02   0.241859E+02   0.222638E+00   0.126272E-01   0.736542E-02   0.227052E-02   0.604211E-02   0.308025E+02
   0.397043E+02   0.389990E+02   0.241859E+02   0.222638E+00   0.249213E-01   0.736542E-02   0.227052E-02   0.342030E-02   0.298353E+02
   0.397043E+02   0.405400E+02   0.250484E+02   0.222638E+00   0.193555E-01   0.736542E-02   0.227052E-02   0.931449E-02   0.291457E+02
   0.396226E+02   0.401324E+02   0.250484E+02   0.222638E+00   0.279658E-01   0.300399E-02   0.227052E-02   0.931449E-02   0.289809E+02
   0.396226E+02   0.380816E+02   0.254841E+02   0.222638E+00   0.313678E-01   0.280265E-03   0.227052E-02   0.104381E-01   0.273780E+02
   0.396226E+02   0.384167E+02   0.250883E+02   0.241943E+00   0.187373E-01   0.280265E-03   0.227052E-02   0.111844E-02   0.307008E+02
   0.397279E+02   0.394868E+02   0.250883E+02   0.241943E+00   0.200781E-01   0.280265E-03   0.227052E-02   0.111844E-02   0.311018E+02
   0.397279E+02   0.394868E+02   0.250883E+02   0.241943E+00   0.268853E-01   0.280265E-03   0.227052E-02   0.111844E-02   0.304211E+02
   0.399112E+02   0.394868E+02   0.250883E+02   0.246863E+00   0.264028E-01   0.280265E-03   0.227052E-02   0.111844E-02   0.297056E+02
   0.400002E+02   0.394868E+02   0.244662E+02   0.246863E+00   0.372728E-01   0.280265E-03   0.227052E-02   0.111844E-02   0.289327E+02
   0.391481E+02   0.423594E+02   0.248145E+02   0.245308E+00   0.372728E-01   0.280265E-03   0.227052E-02   0.111844E-02   0.245071E+02
   0.402373E+02   0.423594E+02   0.248145E+02   0.245308E+00   0.236091E-01   0.280265E-03   0.227052E-02   0.408100E-02   0.266805E+02
   0.402373E+02   0.423594E+02   0.248145E+02   0.245308E+00   0.236091E-01   0.280265E-03   0.718486E-02   0.408100E-02   0.261891E+02
   0.395063E+02   0.423594E+02   0.248145E+02   0.247585E+00   0.236091E-01   0.280265E-03   0.326060E-03   0.408100E-02   0.265273E+02
   0.395063E+02   0.423594E+02   0.249752E+02   0.236535E+00   0.236091E-01   0.280265E-03   0.326060E-03   0.338034E-02   0.276332E+02
   0.395063E+02   0.423594E+02   0.250674E+02   0.236535E+00   0.179363E-01   0.280265E-03   0.146443E-01   0.338034E-02   0.266934E+02
   0.395063E+02   0.423594E+02   0.246225E+02   0.236535E+00   0.179363E-01   0.529165E-02   0.933636E-02   0.338034E-02   0.270812E+02
   0.395063E+02   0.423594E+02   0.243770E+02   0.236535E+00   0.164261E-01   0.529165E-02   0.933636E-02   0.338034E-02   0.271486E+02
   0.400318E+02   0.420936E+02   0.243770E+02   0.236535E+00   0.590705E-02   0.529165E-02   0.933636E-02   0.148110E-01   0.279284E+02
   0.400318E+02   0.418943E+02   0.243770E+02   0.239623E+00   0.670070E-02   0.529165E-02   0.933636E-02   0.148110E-01   0.280250E+02
   0.400385E+02   0.425348E+02   0.242973E+02   0.226730E+00   0.743293E-02   0.529165E-02   0.145632E-01   0.148110E-01   0.258749E+02
   0.401167E+02   0.425348E+02   0.249361E+02   0.235549E+00   0.743293E-02   0.577241E-02   0.178589E-01   0.148110E-01   0.256596E+02
   0.401167E+02   0.387307E+02   0.249361E+02   0.238930E+00   0.743293E-02   0.577241E-02   0.468635E-02   0.861908E-02   0.310295E+02
   0.401167E+02   0.387307E+02   0.249361E+02   0.238930E+00   0.743293E-02   0.577241E-02   0.468635E-02   0.102003E-01   0.308714E+02
   0.403498E+02   0.393359E+02   0.249361E+02   0.238930E+00   0.124425E-01   0.577241E-02   0.908772E-02   0.141681E-01   0.292562E+02
   0.399151E+02   0.393359E+02   0.238700E+02   0.249538E+00   0.175889E-01   0.577241E-02   0.238341E-02   0.141681E-01   0.277065E+02
   0.399151E+02   0.393359E+02   0.243479E+02   0.249538E+00   0.222368E-01   0.577241E-02   0.238341E-02   0.141681E-01   0.279697E+02
   0.399151E+02   0.398039E+02   0.243479E+02   0.249538E+00   0.522703E-02   0.577241E-02   0.238341E-02   0.141681E-01   0.296064E+02
   0.399151E+02   0.394234E+02   0.243479E+02   0.249538E+00   0.522703E-02   0.577241E-02   0.238341E-02   0.141681E-01   0.296712E+02
   0.399151E+02   0.394234E+02   0.243479E+02   0.249538E+00   0.107155E-02   0.194327E-01   0.261056E-02   0.104347E-01   0.290713E+02
   0.399151E+02   0.394234E+02   0.243479E+02   0.243518E+00   0.107155E-02   0.231835E-01   0.261056E-02   0.104347E-01   0.298863E+02
   0.399151E+02   0.394234E+02   0.243479E+02   0.243518E+00   0.403074E-02   0.910948E-02   0.261056E-02   0.105180E-01   0.309894E+02
   0.399151E+02   0.394234E+02   0.243479E+02   0.234065E+00   0.403074E-02   0.910948E-02   0.261056E-02   0.105180E-01   0.319631E+02
   0.399151E+02   0.375942E+02   0.243479E+02   0.234102E+00   0.110647E-01   0.910948E-02   0.249155E-02   0.102554E-01   0.297161E+02
   0.394681E+02   0.427612E+02   0.243479E+02   0.234102E+00   0.629020E-02   0.910948E-02   0.125667E-01   0.424916E-02   0.263549E+02
   0.394681E+02   0.387471E+02   0.243479E+02   0.242477E+00   0.629020E-02   0.169191E-01   0.636285E-02   0.603129E-03   0.301079E+02
   0.394681E+02   0.387471E+02   0.240510E+02   0.242957E+00   0.629020E-02   0.169191E-01   0.666889E-02   0.603129E-03   0.296215E+02
   0.394681E+02   0.392144E+02   0.245429E+02   0.242957E+00   0.230357E-01   0.169191E-01   0.666889E-02   0.993184E-03   0.285349E+02
   0.394681E+02   0.392144E+02   0.248004E+02   0.228555E+00   0.230357E-01   0.200622E-01   0.974220E-02   0.148312E-01   0.272751E+02
   0.399910E+02   0.412883E+02   0.248004E+02   0.230425E+00   0.232763E-01   0.214015E-01   0.116616E-01   0.143967E-01   0.260019E+02
   0.399910E+02   0.412883E+02   0.248004E+02   0.244404E+00   0.317867E-01   0.889730E-02   0.116616E-01   0.102555E-01   0.258218E+02
   0.397557E+02   0.420965E+02   0.248004E+02   0.234244E+00   0.236714E-01   0.540391E-02   0.116616E-01   0.156173E-01   0.259571E+02
   0.394335E+02   0.420965E+02   0.248004E+02   0.234244E+00   0.236714E-01   0.911978E-02   0.116616E-01   0.257415E-01   0.240117E+02
   0.394335E+02   0.399280E+02   0.248777E+02   0.238431E+00   0.465176E-02   0.911978E-02   0.499452E-02   0.226178E-01   0.292832E+02
   0.394335E+02   0.399280E+02   0.248777E+02   0.238431E+00   0.465176E-02   0.911978E-02   0.468205E-02   0.282290E-01   0.287533E+02
   0.388755E+02   0.399280E+02   0.248777E+02   0.242758E+00   0.465176E-02   0.618881E-02   0.468205E-02   0.282290E-01   0.260958E+02
   0.388755E+02   0.399280E+02   0.248777E+02   0.243509E+00   0.129427E-02   0.618881E-02   0.468205E-02   0.245769E-01   0.266977E+02
