a0_min         a1_min         a2_min         a3_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   Y6_intercept   Y7_intercept   Y8_intercept   Y9_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.994625E+02   0.126503E+01  -0.732774E+00  -0.695007E+01   0.612710E-03   0.589771E-03   0.368755E-03   0.135004E-02   0.101049E-02   0.209909E-02   0.364355E-03   0.305303E-03   0.124496E-02   0.206217E+03   0.000000E+00   0.000000E+00   0.206217E+03  -0.412434E+03
   0.994625E+02   0.126503E+01  -0.593322E+01   0.312753E+00   0.612710E-03   0.166921E-03   0.368755E-03   0.715606E-03   0.101049E-02   0.209909E-02   0.457948E-03   0.305303E-03   0.124496E-02   0.207093E+03   0.000000E+00   0.000000E+00   0.207093E+03  -0.414186E+03
   0.991321E+02   0.126503E+01  -0.593322E+01  -0.643944E+01   0.612710E-03   0.905265E-03   0.368755E-03   0.715606E-03   0.129371E-02   0.209909E-02   0.457948E-03   0.305303E-03   0.589121E-03   0.207383E+03   0.000000E+00   0.000000E+00   0.207383E+03  -0.414766E+03
   0.991321E+02  -0.337142E+01  -0.593322E+01  -0.173779E+02   0.612710E-03   0.905265E-03   0.368755E-03   0.715606E-03   0.129371E-02   0.209909E-02   0.457948E-03   0.305303E-03   0.589121E-03   0.202780E+03   0.000000E+00   0.000000E+00   0.202780E+03  -0.405560E+03
   0.991321E+02  -0.337142E+01  -0.771662E+01  -0.984326E+01   0.612710E-03   0.112171E-03   0.368755E-03   0.715606E-03   0.480836E-03   0.209909E-02   0.497577E-03   0.305303E-03   0.589121E-03   0.205432E+03   0.000000E+00   0.000000E+00   0.205432E+03  -0.410864E+03
   0.991321E+02   0.100924E+01  -0.771662E+01  -0.984326E+01   0.612710E-03   0.112171E-03   0.368755E-03   0.715606E-03   0.480836E-03   0.508017E-02   0.497577E-03   0.305303E-03   0.589121E-03   0.205213E+03   0.000000E+00   0.000000E+00   0.205213E+03  -0.410426E+03
   0.991321E+02   0.100924E+01  -0.771662E+01  -0.970715E+01   0.612710E-03   0.112171E-03   0.368755E-03   0.895574E-03   0.480836E-03   0.147828E-02   0.469902E-03   0.305303E-03   0.589121E-03   0.209208E+03   0.000000E+00   0.000000E+00   0.209208E+03  -0.418416E+03
   0.991321E+02   0.100924E+01  -0.771662E+01  -0.970715E+01   0.902819E-05   0.112171E-03   0.368755E-03   0.484948E-03   0.480836E-03   0.904061E-03   0.469902E-03   0.305303E-03   0.589121E-03   0.209697E+03   0.000000E+00   0.000000E+00   0.209697E+03  -0.419394E+03
   0.991321E+02   0.253218E+01  -0.856210E+01  -0.970715E+01   0.152201E-02   0.112171E-03   0.368755E-03   0.484948E-03   0.480836E-03   0.904061E-03   0.469902E-03   0.192209E-03   0.268320E-03   0.208920E+03   0.000000E+00   0.000000E+00   0.208920E+03  -0.417840E+03
   0.991321E+02   0.253218E+01  -0.856210E+01  -0.125250E+02   0.152201E-02   0.101195E-02   0.494796E-03   0.545752E-03   0.480836E-03   0.904061E-03   0.469902E-03   0.779862E-03   0.268320E-03   0.207559E+03   0.000000E+00   0.000000E+00   0.207559E+03  -0.415118E+03
   0.991013E+02   0.162136E+01  -0.856210E+01  -0.125250E+02   0.106104E-02   0.286209E-03   0.494796E-03   0.545752E-03   0.480836E-03   0.904061E-03   0.469902E-03   0.779862E-03   0.268320E-03   0.208772E+03   0.000000E+00   0.000000E+00   0.208772E+03  -0.417544E+03
   0.991013E+02   0.162136E+01  -0.856210E+01  -0.781517E+01   0.179509E-02   0.286209E-03   0.494796E-03   0.545752E-03   0.480836E-03   0.904061E-03   0.469902E-03   0.779862E-03   0.268320E-03   0.208470E+03   0.000000E+00   0.000000E+00   0.208470E+03  -0.416940E+03
   0.991013E+02  -0.198581E+01   0.986590E+00  -0.123500E+02   0.114506E-02   0.218091E-03   0.494796E-03   0.545752E-03   0.346917E-03   0.898278E-03   0.545328E-04   0.779862E-03   0.587870E-03   0.206248E+03   0.000000E+00   0.000000E+00   0.206248E+03  -0.412496E+03
   0.991013E+02  -0.198581E+01   0.986590E+00  -0.461087E+01   0.148858E-02   0.218091E-03   0.494796E-03   0.545752E-03   0.346917E-03   0.898278E-03   0.545328E-04   0.779862E-03   0.587870E-03   0.206294E+03   0.000000E+00   0.000000E+00   0.206294E+03  -0.412588E+03
   0.991013E+02   0.425687E+01   0.986590E+00  -0.367134E+01   0.148858E-02   0.206384E-03   0.582119E-03   0.545752E-03   0.346917E-03   0.116744E-02   0.545328E-04   0.232101E-02   0.587870E-03   0.203364E+03   0.000000E+00   0.000000E+00   0.203364E+03  -0.406728E+03
   0.100826E+03   0.203806E+01   0.986590E+00  -0.196888E+01   0.148858E-02   0.206384E-03   0.582119E-03   0.545752E-03   0.346917E-03   0.116744E-02   0.545328E-04   0.232101E-02   0.587870E-03   0.205175E+03   0.000000E+00   0.000000E+00   0.205175E+03  -0.410350E+03
   0.993071E+02   0.203806E+01  -0.947000E+01  -0.124201E+02   0.148858E-02   0.206384E-03   0.572147E-03   0.545752E-03   0.483176E-03   0.158572E-02   0.916602E-03   0.232101E-02   0.587870E-03   0.202880E+03   0.000000E+00   0.000000E+00   0.202880E+03  -0.405760E+03
   0.102275E+03   0.771165E+01  -0.270379E+01  -0.124201E+02   0.148858E-02   0.206384E-03   0.999599E-04   0.545752E-03   0.767223E-03   0.158572E-02   0.122133E-02   0.167267E-02   0.587870E-03   0.202416E+03   0.000000E+00   0.000000E+00   0.202416E+03  -0.404832E+03
   0.102275E+03   0.771165E+01  -0.270379E+01  -0.124201E+02   0.148858E-02   0.206384E-03   0.999599E-04   0.545752E-03   0.767223E-03   0.158572E-02   0.122133E-02   0.167267E-02   0.587870E-03   0.202416E+03   0.000000E+00   0.000000E+00   0.202416E+03  -0.404832E+03
   0.102275E+03  -0.305359E+00   0.547381E+01  -0.176655E+02   0.111244E-02   0.206384E-03   0.999599E-04   0.545752E-03   0.767223E-03   0.158572E-02   0.112849E-03   0.279348E-03   0.587870E-03   0.204762E+03   0.000000E+00   0.000000E+00   0.204762E+03  -0.409524E+03
   0.102563E+03  -0.414380E+01   0.119216E+02  -0.176655E+02   0.111244E-02   0.206384E-03   0.999599E-04   0.455099E-03   0.767223E-03   0.675253E-03   0.112849E-03   0.279348E-03   0.587870E-03   0.205083E+03   0.000000E+00   0.000000E+00   0.205083E+03  -0.410166E+03
   0.102563E+03  -0.146654E+00   0.103353E+02  -0.121855E+02   0.111244E-02   0.206384E-03   0.999599E-04   0.455099E-03   0.767223E-03   0.675253E-03   0.112849E-03   0.279348E-03   0.101455E-02   0.203124E+03   0.000000E+00   0.000000E+00   0.203124E+03  -0.406248E+03
   0.102563E+03  -0.141244E+01   0.111439E+02  -0.361581E+01   0.111244E-02   0.206384E-03   0.999599E-04   0.455099E-03   0.767223E-03   0.816481E-03   0.112849E-03   0.279348E-03   0.101455E-02   0.203310E+03   0.000000E+00   0.000000E+00   0.203310E+03  -0.406620E+03
   0.102563E+03  -0.909602E+01   0.125162E+02  -0.148550E+02   0.102798E-02   0.206384E-03   0.999599E-04   0.455099E-03   0.767223E-03   0.816481E-03   0.112849E-03   0.279348E-03   0.101455E-02   0.201790E+03   0.000000E+00   0.000000E+00   0.201790E+03  -0.403580E+03
   0.102563E+03  -0.408196E+00   0.713972E+01  -0.148550E+02   0.102798E-02   0.206384E-03   0.999599E-04   0.116627E-02   0.767223E-03   0.101968E-02   0.127297E-02   0.279348E-03   0.101455E-02   0.203873E+03   0.000000E+00   0.000000E+00   0.203873E+03  -0.407746E+03
   0.100639E+03  -0.408196E+00   0.713972E+01  -0.148550E+02   0.102798E-02   0.206384E-03   0.999599E-04   0.116627E-02   0.767223E-03   0.101968E-02   0.127297E-02   0.279348E-03   0.904631E-03   0.205462E+03   0.000000E+00   0.000000E+00   0.205462E+03  -0.410924E+03
   0.100639E+03  -0.408196E+00   0.713972E+01  -0.148550E+02   0.157862E-02   0.260082E-03   0.999599E-04   0.116627E-02   0.767223E-03   0.101968E-02   0.127297E-02   0.279348E-03   0.204156E-04   0.205804E+03   0.000000E+00   0.000000E+00   0.205804E+03  -0.411608E+03
   0.100639E+03  -0.408196E+00   0.713972E+01  -0.134913E+02   0.157862E-02   0.260082E-03   0.999599E-04   0.116627E-02   0.767223E-03   0.959574E-03   0.127297E-02   0.279348E-03   0.204156E-04   0.206057E+03   0.000000E+00   0.000000E+00   0.206057E+03  -0.412114E+03
   0.101464E+03  -0.408196E+00   0.511153E+01  -0.894481E+01   0.157862E-02   0.260082E-03   0.191495E-02   0.213965E-02   0.767223E-03   0.959574E-03   0.107685E-03   0.279348E-03   0.204156E-04   0.203312E+03   0.000000E+00   0.000000E+00   0.203312E+03  -0.406624E+03
   0.101464E+03  -0.408196E+00  -0.130480E+02  -0.139114E+00   0.157862E-02   0.260082E-03   0.191495E-02   0.213965E-02   0.767223E-03   0.959574E-03   0.991035E-03   0.279348E-03   0.204156E-04   0.202422E+03   0.000000E+00   0.000000E+00   0.202422E+03  -0.404844E+03
   0.100035E+03   0.106443E+01  -0.112338E+02  -0.107646E+02   0.157862E-02   0.260082E-03   0.191495E-02   0.213965E-02   0.767223E-03   0.959574E-03   0.991035E-03   0.279348E-03   0.204156E-04   0.203776E+03   0.000000E+00   0.000000E+00   0.203776E+03  -0.407552E+03
   0.100035E+03   0.106443E+01  -0.881301E+01  -0.443629E+01   0.157862E-02   0.260082E-03   0.191495E-02   0.213965E-02   0.767223E-03   0.994900E-03   0.991035E-03   0.279348E-03   0.204156E-04   0.204624E+03   0.000000E+00   0.000000E+00   0.204624E+03  -0.409248E+03
   0.100035E+03   0.106443E+01  -0.881301E+01  -0.811921E+01   0.157862E-02   0.260082E-03   0.191495E-02   0.213965E-02   0.767223E-03   0.994900E-03   0.991035E-03   0.279348E-03   0.204156E-04   0.204552E+03   0.000000E+00   0.000000E+00   0.204552E+03  -0.409104E+03
   0.101260E+03   0.288243E+00  -0.123800E+01  -0.302979E+01   0.164488E-02   0.220170E-03   0.191495E-02   0.176967E-02   0.767223E-03   0.994900E-03   0.991035E-03   0.279348E-03   0.204156E-04   0.204010E+03   0.000000E+00   0.000000E+00   0.204010E+03  -0.408020E+03
   0.101517E+03   0.288243E+00  -0.943996E+01  -0.139386E+02   0.164488E-02   0.220170E-03   0.191495E-02   0.176967E-02   0.767223E-03   0.862477E-03   0.788054E-03   0.279348E-03   0.204156E-04   0.204200E+03   0.000000E+00   0.000000E+00   0.204200E+03  -0.408400E+03
   0.999107E+02   0.256928E+01  -0.649844E+01  -0.518447E+01   0.473010E-03   0.220170E-03   0.131885E-02   0.978700E-03   0.767223E-03   0.862477E-03   0.788054E-03   0.279348E-03   0.204156E-04   0.210168E+03   0.000000E+00   0.000000E+00   0.210168E+03  -0.420336E+03
   0.999107E+02   0.256928E+01  -0.380401E+01   0.653202E+01   0.473010E-03   0.220170E-03   0.131885E-02   0.978700E-03   0.767223E-03   0.862477E-03   0.788054E-03   0.306390E-03   0.204156E-04   0.209233E+03   0.000000E+00   0.000000E+00   0.209233E+03  -0.418466E+03
   0.999107E+02   0.256928E+01  -0.484884E+01   0.653202E+01   0.916025E-03   0.220170E-03   0.131885E-02   0.978700E-03   0.767223E-03   0.862477E-03   0.207009E-02   0.306390E-03   0.204156E-04   0.205980E+03   0.000000E+00   0.000000E+00   0.205980E+03  -0.411960E+03
   0.999107E+02   0.256928E+01  -0.153574E+01   0.136618E+01   0.916025E-03   0.220170E-03   0.131885E-02   0.978700E-03   0.443735E-03   0.862477E-03   0.207009E-02   0.521924E-04   0.269719E-03   0.206794E+03   0.000000E+00   0.000000E+00   0.206794E+03  -0.413588E+03
   0.999107E+02  -0.240045E+01  -0.153574E+01   0.268847E+01   0.916025E-03   0.220170E-03   0.126242E-02   0.978700E-03   0.443735E-03   0.862477E-03   0.207009E-02   0.162365E-04   0.269719E-03   0.205510E+03   0.000000E+00   0.000000E+00   0.205510E+03  -0.411020E+03
   0.101012E+03  -0.240045E+01   0.597779E+01  -0.222619E+02   0.916025E-03   0.220170E-03   0.356067E-03   0.978700E-03   0.443735E-03   0.206904E-02   0.283188E-03   0.162365E-04   0.269719E-03   0.206757E+03   0.000000E+00   0.000000E+00   0.206757E+03  -0.413514E+03
   0.101012E+03  -0.240045E+01   0.597779E+01  -0.687265E+01   0.916025E-03   0.220170E-03   0.356067E-03   0.978700E-03   0.443735E-03   0.739086E-03   0.291641E-03   0.162365E-04   0.269719E-03   0.210048E+03   0.000000E+00   0.000000E+00   0.210048E+03  -0.420096E+03
   0.101012E+03  -0.577944E-02   0.793619E+00  -0.178323E+02   0.127947E-02   0.220170E-03   0.356067E-03   0.122181E-02   0.251625E-03   0.739086E-03   0.935670E-03   0.162365E-04   0.802529E-04   0.209113E+03   0.000000E+00   0.000000E+00   0.209113E+03  -0.418226E+03
   0.101012E+03  -0.302118E+01   0.793619E+00  -0.187417E+02   0.947843E-03   0.220170E-03   0.356067E-03   0.219309E-02   0.251625E-03   0.739086E-03   0.935670E-03   0.162365E-04   0.802529E-04   0.208638E+03   0.000000E+00   0.000000E+00   0.208638E+03  -0.417276E+03
   0.101012E+03  -0.302118E+01   0.793619E+00  -0.203948E+02   0.947843E-03   0.347040E-03   0.356067E-03   0.219309E-02   0.251625E-03   0.540649E-03   0.935670E-03   0.162365E-04   0.802529E-04   0.208162E+03   0.000000E+00   0.000000E+00   0.208162E+03  -0.416324E+03
   0.101012E+03  -0.589402E+01   0.793619E+00  -0.165404E+02   0.817971E-03   0.347040E-03   0.356067E-03   0.189670E-02   0.251625E-03   0.577871E-03   0.621796E-03   0.781327E-03   0.802529E-04   0.207640E+03   0.000000E+00   0.000000E+00   0.207640E+03  -0.415280E+03
   0.101012E+03  -0.123665E-01   0.793619E+00  -0.199721E+02   0.817971E-03   0.347040E-03   0.356067E-03   0.100868E-02   0.251625E-03   0.910293E-03   0.621796E-03   0.781327E-03   0.703919E-03   0.208763E+03   0.000000E+00   0.000000E+00   0.208763E+03  -0.417526E+03
   0.101012E+03  -0.364849E+01   0.206373E+00  -0.199721E+02   0.817971E-03   0.347040E-03   0.356067E-03   0.100868E-02   0.251625E-03   0.910293E-03   0.621796E-03   0.781327E-03   0.703919E-03   0.208743E+03   0.000000E+00   0.000000E+00   0.208743E+03  -0.417486E+03
   0.101012E+03  -0.256523E+01   0.206373E+00  -0.199721E+02   0.817971E-03   0.701739E-03   0.356067E-03   0.100868E-02   0.251625E-03   0.910293E-03   0.621796E-03   0.781327E-03   0.703919E-03   0.208622E+03   0.000000E+00   0.000000E+00   0.208622E+03  -0.417244E+03
   0.101012E+03  -0.256523E+01   0.206373E+00  -0.199721E+02   0.817971E-03   0.701739E-03   0.356067E-03   0.100868E-02   0.251625E-03   0.965189E-03   0.526832E-03   0.781327E-03   0.703919E-03   0.208651E+03   0.000000E+00   0.000000E+00   0.208651E+03  -0.417302E+03
   0.101012E+03  -0.621868E-01   0.206373E+00  -0.214029E+02   0.817971E-03   0.701739E-03   0.356067E-03   0.100868E-02   0.251625E-03   0.965189E-03   0.526832E-03   0.781327E-03   0.838896E-03   0.207640E+03   0.000000E+00   0.000000E+00   0.207640E+03  -0.415280E+03
   0.101012E+03  -0.621868E-01   0.822782E+01   0.282565E+01   0.297801E-03   0.628798E-03   0.356067E-03   0.100868E-02   0.340625E-03   0.965189E-03   0.526832E-03   0.360145E-03   0.385220E-03   0.208315E+03   0.000000E+00   0.000000E+00   0.208315E+03  -0.416630E+03
   0.101011E+03  -0.621868E-01  -0.568087E+01  -0.513038E+01   0.297801E-03   0.628798E-03   0.356067E-03   0.100868E-02   0.340625E-03   0.965189E-03   0.526832E-03   0.360145E-03   0.385220E-03   0.210229E+03   0.000000E+00   0.000000E+00   0.210229E+03  -0.420458E+03
   0.991640E+02  -0.783453E+00  -0.568087E+01  -0.506286E+01   0.297801E-03   0.628798E-03   0.356067E-03   0.100868E-02   0.340625E-03   0.965189E-03   0.526832E-03   0.360145E-03   0.385220E-03   0.210617E+03   0.000000E+00   0.000000E+00   0.210617E+03  -0.421234E+03
   0.991640E+02  -0.187570E+00  -0.524047E+01   0.150954E-01   0.297801E-03   0.628798E-03   0.356067E-03   0.100868E-02   0.340625E-03   0.965189E-03   0.526832E-03   0.360145E-03   0.385220E-03   0.210375E+03   0.000000E+00   0.000000E+00   0.210375E+03  -0.420750E+03
   0.996801E+02   0.496888E+01  -0.164745E+01   0.150954E-01   0.297801E-03   0.628798E-03   0.356067E-03   0.985154E-03   0.625053E-03   0.142057E-02   0.526832E-03   0.360145E-03   0.385220E-03   0.209684E+03   0.000000E+00   0.000000E+00   0.209684E+03  -0.419368E+03
   0.996801E+02   0.386243E+01  -0.164745E+01  -0.307251E+01   0.297801E-03   0.628798E-03   0.356067E-03   0.598989E-03   0.625053E-03   0.142057E-02   0.113147E-02   0.360145E-03   0.385220E-03   0.209591E+03   0.000000E+00   0.000000E+00   0.209591E+03  -0.419182E+03
   0.996801E+02   0.653062E+00  -0.480197E+01   0.210343E+01   0.297801E-03   0.628798E-03   0.427940E-03   0.598989E-03   0.950109E-03   0.142057E-02   0.987533E-03   0.360145E-03   0.385220E-03   0.209144E+03   0.000000E+00   0.000000E+00   0.209144E+03  -0.418288E+03
   0.996801E+02   0.653062E+00  -0.480197E+01   0.210343E+01   0.945523E-03   0.628798E-03   0.427940E-03   0.598989E-03   0.950109E-03   0.506342E-02   0.987533E-03   0.360145E-03   0.385220E-03   0.203833E+03   0.000000E+00   0.000000E+00   0.203833E+03  -0.407666E+03
   0.996801E+02   0.259705E+01  -0.102680E+01  -0.744935E+01   0.945523E-03   0.103519E-02   0.427940E-03   0.598989E-03   0.950109E-03   0.118946E-03   0.987533E-03   0.360145E-03   0.385220E-03   0.206131E+03   0.000000E+00   0.000000E+00   0.206131E+03  -0.412262E+03
   0.996801E+02  -0.202269E+00   0.501587E+01   0.376555E+01   0.945523E-03   0.103519E-02   0.567768E-03   0.598989E-03   0.950109E-03   0.118946E-03   0.108740E-02   0.411208E-03   0.385220E-03   0.205988E+03   0.000000E+00   0.000000E+00   0.205988E+03  -0.411976E+03
   0.996801E+02  -0.202269E+00  -0.638198E+01   0.224917E+01   0.945523E-03   0.206622E-02   0.567768E-03   0.598989E-03   0.950109E-03   0.655134E-03   0.108740E-02   0.411208E-03   0.385220E-03   0.205457E+03   0.000000E+00   0.000000E+00   0.205457E+03  -0.410914E+03
   0.996801E+02  -0.202269E+00  -0.192678E+01  -0.105756E+02   0.945523E-03   0.206622E-02   0.567768E-03   0.598989E-03   0.950109E-03   0.655134E-03   0.183884E-03   0.556517E-03   0.385220E-03   0.207252E+03   0.000000E+00   0.000000E+00   0.207252E+03  -0.414504E+03
   0.997918E+02  -0.914144E+00  -0.192678E+01  -0.392272E+01   0.945523E-03   0.206622E-02   0.567768E-03   0.369747E-02   0.950109E-03   0.655134E-03   0.183884E-03   0.699434E-03   0.385220E-03   0.203077E+03   0.000000E+00   0.000000E+00   0.203077E+03  -0.406154E+03
   0.997918E+02  -0.914144E+00   0.154478E+00   0.628392E+00   0.158251E-03   0.231486E-02   0.146615E-02   0.384651E-02   0.950109E-03   0.164643E-02   0.183884E-03   0.699434E-03   0.385220E-03   0.199609E+03   0.000000E+00   0.000000E+00   0.199609E+03  -0.399218E+03
   0.997918E+02  -0.914144E+00   0.154478E+00  -0.713558E+01   0.111724E-02   0.135584E-03   0.146615E-02   0.384651E-02   0.699266E-04   0.164643E-02   0.183884E-03   0.699434E-03   0.385220E-03   0.202774E+03   0.000000E+00   0.000000E+00   0.202774E+03  -0.405548E+03
   0.997918E+02  -0.121988E+01  -0.185827E+01  -0.972838E+01   0.111724E-02   0.560163E-03   0.146615E-02   0.887965E-03   0.699266E-04   0.743507E-03   0.183884E-03   0.772027E-03   0.385220E-03   0.207837E+03   0.000000E+00   0.000000E+00   0.207837E+03  -0.415674E+03
   0.997918E+02   0.117839E+01  -0.185827E+01  -0.972838E+01   0.111724E-02   0.144447E-02   0.146615E-02   0.345008E-03   0.699266E-04   0.743507E-03   0.183884E-03   0.772027E-03   0.385220E-03   0.205758E+03   0.000000E+00   0.000000E+00   0.205758E+03  -0.411516E+03
   0.997918E+02   0.117839E+01  -0.304087E+01  -0.947331E+01   0.110781E-02   0.120144E-03   0.146615E-02   0.345008E-03   0.699266E-04   0.893151E-03   0.183884E-03   0.772027E-03   0.385220E-03   0.207583E+03   0.000000E+00   0.000000E+00   0.207583E+03  -0.415166E+03
   0.997918E+02   0.117839E+01   0.251749E+01  -0.696759E+01   0.110781E-02   0.563943E-03   0.123755E-02   0.345008E-03   0.699266E-04   0.753513E-03   0.183884E-03   0.772027E-03   0.385220E-03   0.207630E+03   0.000000E+00   0.000000E+00   0.207630E+03  -0.415260E+03
   0.997918E+02   0.117839E+01  -0.440251E+01  -0.696759E+01   0.214273E-03   0.563943E-03   0.449732E-03   0.345008E-03   0.699266E-04   0.118146E-02   0.183884E-03   0.181305E-04   0.385220E-03   0.211274E+03   0.000000E+00   0.000000E+00   0.211274E+03  -0.422548E+03
   0.997918E+02   0.117839E+01  -0.440251E+01  -0.696759E+01   0.214273E-03   0.563943E-03   0.670982E-03   0.630147E-03   0.312389E-03   0.118146E-02   0.183884E-03   0.126328E-02   0.385220E-03   0.209878E+03   0.000000E+00   0.000000E+00   0.209878E+03  -0.419756E+03
   0.997918E+02   0.421946E+01  -0.295772E+01  -0.118760E+02   0.214273E-03   0.563943E-03   0.332590E-03   0.630147E-03   0.312389E-03   0.118146E-02   0.183884E-03   0.126328E-02   0.385220E-03   0.207164E+03   0.000000E+00   0.000000E+00   0.207164E+03  -0.414328E+03
   0.997918E+02   0.421946E+01   0.309724E+00  -0.540436E+01   0.214273E-03   0.723257E-03   0.332590E-03   0.630147E-03   0.312389E-03   0.118146E-02   0.183884E-03   0.833313E-03   0.385220E-03   0.209366E+03   0.000000E+00   0.000000E+00   0.209366E+03  -0.418732E+03
   0.997918E+02   0.421946E+01   0.309724E+00  -0.948347E+01   0.214273E-03   0.723257E-03   0.332590E-03   0.630147E-03   0.312389E-03   0.129824E-02   0.183884E-03   0.833313E-03   0.385220E-03   0.208133E+03   0.000000E+00   0.000000E+00   0.208133E+03  -0.416266E+03
   0.997918E+02  -0.259843E+00   0.485304E+01  -0.948347E+01   0.176510E-02   0.723257E-03   0.332590E-03   0.590061E-02   0.312389E-03   0.129824E-02   0.183884E-03   0.833313E-03   0.232002E-03   0.201119E+03   0.000000E+00   0.000000E+00   0.201119E+03  -0.402238E+03
   0.997918E+02  -0.259843E+00   0.880878E+01  -0.126954E+02   0.176510E-02   0.723257E-03   0.332590E-03   0.944590E-03   0.312389E-03   0.704998E-03   0.183884E-03   0.185478E-02   0.232002E-03   0.201982E+03   0.000000E+00   0.000000E+00   0.201982E+03  -0.403964E+03
   0.102901E+03  -0.259843E+00   0.880878E+01  -0.226373E+02   0.176510E-02   0.723257E-03   0.332590E-03   0.944590E-03   0.312389E-03   0.704998E-03   0.868240E-03   0.185478E-02   0.232002E-03   0.203481E+03   0.000000E+00   0.000000E+00   0.203481E+03  -0.406962E+03
   0.102056E+03  -0.887334E+00   0.880878E+01  -0.226373E+02   0.176510E-02   0.723257E-03   0.332590E-03   0.944590E-03   0.312389E-03   0.704998E-03   0.868240E-03   0.187991E-03   0.232002E-03   0.205176E+03   0.000000E+00   0.000000E+00   0.205176E+03  -0.410352E+03
   0.102056E+03  -0.887334E+00   0.431672E+01  -0.419887E+01   0.176510E-02   0.723257E-03   0.332590E-03   0.944590E-03   0.456282E-03   0.517034E-03   0.132763E-02   0.187991E-03   0.232002E-03   0.204577E+03   0.000000E+00   0.000000E+00   0.204577E+03  -0.409154E+03
   0.102056E+03   0.277746E+01   0.343710E+01  -0.451616E+01   0.176510E-02   0.525373E-03   0.332590E-03   0.262747E-03   0.456282E-03   0.517034E-03   0.132763E-02   0.187991E-03   0.576040E-03   0.203098E+03   0.000000E+00   0.000000E+00   0.203098E+03  -0.406196E+03
   0.102056E+03   0.185281E+01   0.860472E+01   0.940623E-01   0.109216E-02   0.525373E-03   0.332590E-03   0.262747E-03   0.456282E-03   0.517034E-03   0.132763E-02   0.404348E-03   0.576040E-03   0.205497E+03   0.000000E+00   0.000000E+00   0.205497E+03  -0.410994E+03
   0.102056E+03   0.185281E+01   0.316779E+01  -0.112051E+02   0.109216E-02   0.525373E-03   0.332590E-03   0.262747E-03   0.456282E-03   0.838698E-03   0.597344E-03   0.692207E-03   0.576040E-03   0.207630E+03   0.000000E+00   0.000000E+00   0.207630E+03  -0.415260E+03
   0.102056E+03   0.185281E+01   0.415128E+01  -0.112051E+02   0.419418E-03   0.525373E-03   0.332590E-03   0.262747E-03   0.349419E-03   0.838698E-03   0.597344E-03   0.137986E-02   0.576040E-03   0.207488E+03   0.000000E+00   0.000000E+00   0.207488E+03  -0.414976E+03
   0.102056E+03   0.185281E+01   0.415128E+01  -0.523403E+01   0.135736E-02   0.525373E-03   0.332590E-03   0.262747E-03   0.349419E-03   0.936203E-03   0.597344E-03   0.137986E-02   0.576040E-03   0.205367E+03   0.000000E+00   0.000000E+00   0.205367E+03  -0.410734E+03
   0.102056E+03   0.100207E+01   0.668513E+01  -0.636860E+01   0.493132E-04   0.135677E-02   0.332590E-03   0.262747E-03   0.349419E-03   0.103955E-02   0.597344E-03   0.100224E-03   0.576040E-03   0.204938E+03   0.000000E+00   0.000000E+00   0.204938E+03  -0.409876E+03
   0.102089E+03  -0.224925E+01   0.268753E+01  -0.150643E+02   0.341589E-03   0.135677E-02   0.332590E-03   0.262747E-03   0.349419E-03   0.103955E-02   0.597344E-03   0.100224E-03   0.576040E-03   0.206926E+03   0.000000E+00   0.000000E+00   0.206926E+03  -0.413852E+03
   0.101876E+03  -0.224925E+01   0.268753E+01  -0.150643E+02   0.341589E-03   0.327728E-03   0.332590E-03   0.262747E-03   0.185449E-02   0.106129E-02   0.597344E-03   0.100224E-03   0.576040E-03   0.206480E+03   0.000000E+00   0.000000E+00   0.206480E+03  -0.412960E+03
   0.101876E+03  -0.224925E+01   0.268753E+01  -0.222641E+02   0.341589E-03   0.327728E-03   0.123828E-02   0.262747E-03   0.306327E-03   0.106129E-02   0.597344E-03   0.100224E-03   0.658353E-03   0.207554E+03   0.000000E+00   0.000000E+00   0.207554E+03  -0.415108E+03
   0.101876E+03  -0.224925E+01   0.582201E+01  -0.222641E+02   0.341589E-03   0.327728E-03   0.621660E-03   0.262747E-03   0.306327E-03   0.822663E-03   0.134186E-04   0.483609E-03   0.658353E-03   0.206428E+03   0.000000E+00   0.000000E+00   0.206428E+03  -0.412856E+03
   0.101876E+03   0.150451E+01  -0.237306E+01  -0.271929E+02   0.341589E-03   0.601701E-03   0.621660E-03   0.262747E-03   0.306327E-03   0.822663E-03   0.134186E-04   0.231144E-03   0.658353E-03   0.203189E+03   0.000000E+00   0.000000E+00   0.203189E+03  -0.406378E+03
   0.101876E+03   0.150451E+01  -0.125419E+02  -0.271552E+02   0.341589E-03   0.682925E-03   0.621660E-03   0.262747E-03   0.388480E-03   0.822663E-03   0.148011E-02   0.231144E-03   0.658353E-03   0.203797E+03   0.000000E+00   0.000000E+00   0.203797E+03  -0.407594E+03
   0.101876E+03   0.150451E+01  -0.125419E+02  -0.271552E+02   0.341589E-03   0.682925E-03   0.961542E-03   0.129390E-02   0.388480E-03   0.822663E-03   0.148011E-02   0.231144E-03   0.119533E-02   0.201728E+03   0.000000E+00   0.000000E+00   0.201728E+03  -0.403456E+03
