a0_min        a1_min        a2_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  Y6_intercept  Y7_intercept  Y8_intercept  LogPost       
  0.101212E+03  0.976002E+01 -0.658894E+01  0.382389E-03  0.797661E-03  0.531896E-03  0.578082E-03  0.397410E-03  0.514556E-03  0.128844E-02  0.539948E-03  0.138167E+03
  0.101212E+03 -0.486312E+01 -0.658894E+01  0.382389E-03  0.797661E-03  0.792177E-03  0.578082E-03  0.397410E-03  0.514556E-03  0.128844E-02  0.127055E-02  0.140742E+03
  0.101212E+03 -0.486312E+01 -0.635253E+01  0.382389E-03  0.133034E-02  0.792177E-03  0.408550E-03  0.397410E-03  0.514556E-03  0.128844E-02  0.127055E-02  0.140022E+03
  0.101212E+03 -0.486312E+01 -0.643407E+01  0.382389E-03  0.133034E-02  0.792177E-03  0.408550E-03  0.397410E-03  0.514556E-03  0.128844E-02  0.127055E-02  0.140018E+03
  0.101212E+03  0.461001E+01 -0.643407E+01  0.382389E-03  0.133034E-02  0.792177E-03  0.408550E-03  0.397410E-03  0.514556E-03  0.347809E-03  0.127055E-02  0.142127E+03
  0.101212E+03  0.461001E+01  0.244753E+01  0.194994E-03  0.133034E-02  0.792177E-03  0.408550E-03  0.397410E-03  0.514556E-03  0.347809E-03  0.127055E-02  0.143693E+03
  0.101212E+03  0.461001E+01  0.244753E+01  0.119274E-02  0.133034E-02  0.792177E-03  0.408550E-03  0.397410E-03  0.514556E-03  0.347809E-03  0.127055E-02  0.141833E+03
  0.101212E+03  0.461001E+01  0.244753E+01  0.119274E-02  0.304948E-03  0.160316E-02  0.408550E-03  0.378025E-03  0.514556E-03  0.347809E-03  0.127055E-02  0.142348E+03
  0.101212E+03  0.461001E+01  0.244753E+01  0.119274E-02  0.304948E-03  0.160316E-02  0.408550E-03  0.378025E-03  0.514556E-03  0.347809E-03  0.420916E-02  0.139210E+03
  0.101212E+03  0.449871E+01  0.584976E+00  0.119274E-02  0.800449E-04  0.160316E-02  0.408550E-03  0.378025E-03  0.514556E-03  0.347809E-03  0.420916E-02  0.139504E+03
  0.101602E+03  0.449871E+01  0.584976E+00  0.119274E-02  0.123895E-03  0.160316E-02  0.408550E-03  0.378025E-03  0.514556E-03  0.347809E-03  0.373650E-02  0.139740E+03
  0.101602E+03  0.268395E+01  0.584976E+00  0.117627E-02  0.123895E-03  0.160316E-02  0.408550E-03  0.378025E-03  0.514556E-03  0.347809E-03  0.319342E-02  0.140671E+03
  0.101602E+03  0.268395E+01  0.885582E+01  0.117627E-02  0.123895E-03  0.160316E-02  0.408550E-03  0.276193E-03  0.514556E-03  0.347809E-03  0.319342E-02  0.139679E+03
  0.101602E+03  0.268395E+01  0.558112E+01  0.117627E-02  0.123895E-03  0.160316E-02  0.408550E-03  0.238991E-02  0.514556E-03  0.347809E-03  0.319342E-02  0.137182E+03
  0.101602E+03  0.268395E+01  0.558112E+01  0.117627E-02  0.123895E-03  0.160316E-02  0.408550E-03  0.238991E-02  0.514556E-03  0.347809E-03  0.319342E-02  0.137182E+03
  0.101602E+03  0.486265E+01  0.397697E+01  0.117627E-02  0.123895E-03  0.160316E-02  0.408550E-03  0.238991E-02  0.514556E-03  0.347809E-03  0.319342E-02  0.136707E+03
  0.101602E+03  0.486265E+01  0.423961E+01  0.117627E-02  0.123895E-03  0.160316E-02  0.408550E-03  0.238991E-02  0.514556E-03  0.347809E-03  0.319342E-02  0.136708E+03
  0.101602E+03  0.486265E+01  0.423961E+01  0.117627E-02  0.123895E-03  0.160316E-02  0.408550E-03  0.720079E-03  0.514556E-03  0.347809E-03  0.356939E-02  0.139128E+03
  0.101602E+03  0.486265E+01 -0.273034E+01  0.117627E-02  0.123895E-03  0.160316E-02  0.408550E-03  0.523255E-03  0.514556E-03  0.347809E-03  0.356939E-02  0.138930E+03
  0.101602E+03  0.486265E+01 -0.273034E+01  0.117627E-02  0.123895E-03  0.255402E-03  0.298515E-03  0.523255E-03  0.124358E-02  0.347809E-03  0.356939E-02  0.140711E+03
  0.101602E+03  0.486265E+01 -0.237763E+01  0.117627E-02  0.123895E-03  0.255402E-03  0.298515E-03  0.523255E-03  0.124358E-02  0.347809E-03  0.356939E-02  0.140783E+03
  0.101602E+03  0.486265E+01 -0.237763E+01  0.117627E-02  0.123895E-03  0.255402E-03  0.298515E-03  0.523255E-03  0.842917E-03  0.347809E-03  0.356939E-02  0.141335E+03
  0.101602E+03  0.368218E+01 -0.237763E+01  0.117627E-02  0.123895E-03  0.255402E-03  0.298515E-03  0.523255E-03  0.303945E-02  0.347809E-03  0.356939E-02  0.138849E+03
  0.101602E+03  0.368218E+01 -0.225923E+01  0.117627E-02  0.123895E-03  0.255402E-03  0.298515E-03  0.523255E-03  0.185692E-02  0.347809E-03  0.356939E-02  0.140158E+03
  0.101602E+03  0.294220E+01 -0.519749E+01  0.117627E-02  0.123895E-03  0.255402E-03  0.298515E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.778140E-03  0.144168E+03
  0.101602E+03  0.294220E+01 -0.519749E+01  0.117627E-02  0.123895E-03  0.534092E-03  0.298515E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.778140E-03  0.143831E+03
  0.101602E+03  0.294220E+01 -0.104766E+01  0.117627E-02  0.123895E-03  0.534092E-03  0.298515E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.778140E-03  0.144502E+03
  0.101602E+03  0.264917E+01 -0.104766E+01  0.117627E-02  0.777351E-03  0.534092E-03  0.298515E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.778140E-03  0.143201E+03
  0.101602E+03  0.264917E+01 -0.104766E+01  0.117627E-02  0.129466E-02  0.194538E-02  0.298515E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.778140E-03  0.139767E+03
  0.101602E+03  0.264917E+01 -0.104766E+01  0.117627E-02  0.129466E-02  0.194538E-02  0.298515E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.778140E-03  0.139767E+03
  0.101602E+03  0.264917E+01 -0.246384E+01  0.117627E-02  0.129466E-02  0.194538E-02  0.298515E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.778140E-03  0.139668E+03
  0.101602E+03 -0.319945E+01 -0.246384E+01  0.117627E-02  0.129466E-02  0.194538E-02  0.298515E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.778140E-03  0.138344E+03
  0.101602E+03 -0.319945E+01 -0.246384E+01  0.589618E-03  0.129466E-02  0.194538E-02  0.298515E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.147673E-02  0.138311E+03
  0.101602E+03 -0.319945E+01 -0.246384E+01  0.589618E-03  0.129466E-02  0.194538E-02  0.298515E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.147673E-02  0.138311E+03
  0.101602E+03 -0.319945E+01 -0.246384E+01  0.589618E-03  0.129466E-02  0.194538E-02  0.298515E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.147673E-02  0.138311E+03
  0.101602E+03 -0.319945E+01 -0.246384E+01  0.589618E-03  0.129466E-02  0.194538E-02  0.485197E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.147673E-02  0.138045E+03
  0.101602E+03 -0.866331E+01 -0.246384E+01  0.589618E-03  0.129466E-02  0.194538E-02  0.485197E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.147673E-02  0.133245E+03
  0.101602E+03 -0.418963E+01 -0.678224E-01  0.589618E-03  0.129466E-02  0.217544E-02  0.485197E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.180228E-02  0.136620E+03
  0.101602E+03 -0.418963E+01 -0.678224E-01  0.589618E-03  0.129466E-02  0.217544E-02  0.485197E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.180228E-02  0.136620E+03
  0.101602E+03 -0.418963E+01  0.322157E+01  0.589618E-03  0.212817E-03  0.217544E-02  0.485197E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.180228E-02  0.138224E+03
  0.101602E+03 -0.418963E+01  0.322157E+01  0.589618E-03  0.212817E-03  0.141592E-02  0.485197E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.180228E-02  0.139279E+03
  0.101602E+03 -0.418963E+01  0.322157E+01  0.769146E-03  0.212817E-03  0.141592E-02  0.485197E-03  0.523255E-03  0.124498E-02  0.347809E-03  0.927782E-03  0.140388E+03
  0.101602E+03 -0.418963E+01 -0.248528E+01  0.769146E-03  0.212817E-03  0.471821E-02  0.485197E-03  0.523255E-03  0.124498E-02  0.679243E-03  0.927782E-03  0.137122E+03
  0.101602E+03 -0.299732E+01 -0.130800E+02  0.769146E-03  0.497314E-03  0.471821E-02  0.485197E-03  0.523255E-03  0.124498E-02  0.679243E-03  0.927782E-03  0.135980E+03
  0.101602E+03 -0.299732E+01 -0.130800E+02  0.769146E-03  0.497314E-03  0.332455E-02  0.756940E-03  0.523255E-03  0.124498E-02  0.679243E-03  0.927782E-03  0.136701E+03
  0.101602E+03 -0.712249E+00 -0.937242E+00  0.769146E-03  0.497314E-03  0.332455E-02  0.756940E-03  0.523255E-03  0.124498E-02  0.679243E-03  0.105972E-02  0.138465E+03
  0.101602E+03  0.118249E+01 -0.937242E+00  0.769146E-03  0.357640E-03  0.332455E-02  0.756940E-03  0.560510E-03  0.124498E-02  0.679243E-03  0.105972E-02  0.139014E+03
  0.101602E+03  0.118249E+01 -0.252457E+01  0.769146E-03  0.357640E-03  0.332455E-02  0.756940E-03  0.560510E-03  0.125596E-02  0.679243E-03  0.105972E-02  0.138950E+03
  0.101602E+03  0.118249E+01  0.300132E+01  0.769146E-03  0.357640E-03  0.332455E-02  0.157739E-02  0.560510E-03  0.125596E-02  0.679243E-03  0.105972E-02  0.137410E+03
  0.101602E+03  0.118249E+01  0.375594E+01  0.856498E-03  0.357640E-03  0.332455E-02  0.157739E-02  0.560510E-03  0.125596E-02  0.679243E-03  0.105972E-02  0.137170E+03
  0.101602E+03  0.118249E+01  0.375594E+01  0.856498E-03  0.357640E-03  0.332455E-02  0.292892E-02  0.560510E-03  0.125596E-02  0.679243E-03  0.105972E-02  0.135547E+03
  0.101602E+03  0.118249E+01  0.375594E+01  0.856498E-03  0.357640E-03  0.332455E-02  0.292892E-02  0.560510E-03  0.125596E-02  0.679243E-03  0.127336E-02  0.135153E+03
  0.100750E+03  0.575743E+01  0.882507E+01  0.856498E-03  0.357640E-03  0.332455E-02  0.292892E-02  0.560510E-03  0.125596E-02  0.679243E-03  0.127336E-02  0.133439E+03
  0.100750E+03  0.575743E+01  0.295636E+01  0.856498E-03  0.357640E-03  0.332455E-02  0.292892E-02  0.186223E-03  0.125596E-02  0.679243E-03  0.127336E-02  0.134964E+03
  0.100750E+03  0.575743E+01  0.400964E+01  0.856498E-03  0.357640E-03  0.187998E-02  0.292892E-02  0.186223E-03  0.125596E-02  0.679243E-03  0.127336E-02  0.136408E+03
  0.100750E+03  0.575743E+01  0.400964E+01  0.856498E-03  0.357640E-03  0.163189E-02  0.292892E-02  0.186223E-03  0.125596E-02  0.679243E-03  0.127336E-02  0.136775E+03
  0.100750E+03  0.304563E+01  0.754780E+01  0.856498E-03  0.357640E-03  0.167679E-02  0.292892E-02  0.186223E-03  0.125596E-02  0.679243E-03  0.127336E-02  0.136185E+03
  0.100750E+03  0.304563E+01  0.754780E+01  0.317833E-03  0.357640E-03  0.167679E-02  0.292892E-02  0.216307E-02  0.129594E-02  0.679243E-03  0.127336E-02  0.134986E+03
  0.100942E+03  0.304563E+01  0.754780E+01  0.317833E-03  0.357640E-03  0.167679E-02  0.292892E-02  0.216307E-02  0.129594E-02  0.679243E-03  0.127336E-02  0.135165E+03
  0.100942E+03  0.304563E+01  0.754780E+01  0.317833E-03  0.357640E-03  0.167679E-02  0.292892E-02  0.216307E-02  0.129594E-02  0.679243E-03  0.127336E-02  0.135165E+03
  0.100942E+03  0.304563E+01  0.425529E+00  0.317833E-03  0.357640E-03  0.167679E-02  0.292892E-02  0.216307E-02  0.129594E-02  0.679243E-03  0.127336E-02  0.135289E+03
  0.100942E+03  0.137403E+01  0.403204E+01  0.317833E-03  0.357640E-03  0.114356E-03  0.292892E-02  0.693871E-02  0.129594E-02  0.679243E-03  0.127336E-02  0.135229E+03
  0.100942E+03  0.137403E+01 -0.354089E+01  0.317833E-03  0.357640E-03  0.114356E-03  0.292892E-02  0.693871E-02  0.129594E-02  0.679243E-03  0.127336E-02  0.134720E+03
  0.100942E+03  0.137403E+01 -0.530104E+01  0.317833E-03  0.357640E-03  0.114356E-03  0.297415E-02  0.693871E-02  0.129594E-02  0.679243E-03  0.281439E-04  0.136507E+03
  0.997842E+02  0.137403E+01 -0.219330E+00  0.317833E-03  0.357640E-03  0.114356E-03  0.297415E-02  0.584044E-02  0.129594E-02  0.679243E-03  0.281439E-04  0.136554E+03
  0.997842E+02  0.137403E+01 -0.219330E+00  0.317833E-03  0.357640E-03  0.114356E-03  0.297415E-02  0.584044E-02  0.129594E-02  0.679243E-03  0.281439E-04  0.136554E+03
  0.997842E+02  0.137403E+01 -0.219330E+00  0.317833E-03  0.357640E-03  0.114356E-03  0.300810E-02  0.772544E-02  0.129594E-02  0.679243E-03  0.281439E-04  0.135700E+03
  0.997842E+02  0.137403E+01 -0.314308E+01  0.317833E-03  0.357640E-03  0.114356E-03  0.300810E-02  0.343902E-02  0.129594E-02  0.679243E-03  0.281439E-04  0.137817E+03
  0.996076E+02  0.137403E+01 -0.191828E+01  0.317833E-03  0.357640E-03  0.114356E-03  0.286329E-02  0.343902E-02  0.953949E-03  0.679243E-03  0.281439E-04  0.138330E+03
  0.996076E+02  0.137403E+01 -0.191828E+01  0.187005E-02  0.357640E-03  0.114356E-03  0.286329E-02  0.343902E-02  0.953949E-03  0.679243E-03  0.281439E-04  0.136010E+03
  0.996076E+02  0.137403E+01 -0.191828E+01  0.187005E-02  0.357640E-03  0.114356E-03  0.286329E-02  0.343902E-02  0.953949E-03  0.679243E-03  0.281439E-04  0.136010E+03
  0.996076E+02  0.137403E+01 -0.741847E+00  0.187005E-02  0.357640E-03  0.114356E-03  0.286329E-02  0.343902E-02  0.953949E-03  0.679243E-03  0.281439E-04  0.136032E+03
  0.996076E+02  0.137403E+01  0.536580E+01  0.121767E-02  0.357640E-03  0.443700E-03  0.286329E-02  0.343902E-02  0.953949E-03  0.679243E-03  0.281439E-04  0.136072E+03
  0.996076E+02  0.137403E+01  0.536580E+01  0.121767E-02  0.357640E-03  0.443700E-03  0.195620E-02  0.199705E-02  0.953949E-03  0.679243E-03  0.281439E-04  0.138303E+03
  0.101375E+03 -0.130489E+01  0.597086E+01  0.121767E-02  0.357640E-03  0.443700E-03  0.195620E-02  0.199705E-02  0.953949E-03  0.679243E-03  0.256723E-03  0.139518E+03
  0.101375E+03 -0.130489E+01  0.597086E+01  0.121767E-02  0.357640E-03  0.443700E-03  0.195620E-02  0.624876E-03  0.953949E-03  0.679243E-03  0.256723E-03  0.141407E+03
  0.101375E+03 -0.130489E+01  0.597086E+01  0.121767E-02  0.357640E-03  0.443700E-03  0.195620E-02  0.624876E-03  0.953949E-03  0.679243E-03  0.256723E-03  0.141407E+03
  0.101375E+03 -0.130489E+01  0.389271E+01  0.121767E-02  0.357640E-03  0.443700E-03  0.195620E-02  0.624876E-03  0.953949E-03  0.679243E-03  0.256723E-03  0.141544E+03
  0.101375E+03 -0.130489E+01  0.389271E+01  0.121767E-02  0.357640E-03  0.443700E-03  0.195620E-02  0.624876E-03  0.953949E-03  0.103507E-02  0.256723E-03  0.140876E+03
  0.101375E+03 -0.250855E+01  0.410059E+01  0.121767E-02  0.357640E-03  0.443700E-03  0.195620E-02  0.624876E-03  0.953949E-03  0.103507E-02  0.256723E-03  0.140369E+03
  0.101375E+03 -0.123077E+01  0.410059E+01  0.121767E-02  0.357640E-03  0.443700E-03  0.195620E-02  0.624876E-03  0.953949E-03  0.103507E-02  0.256723E-03  0.140893E+03
  0.101375E+03 -0.123077E+01  0.410059E+01  0.121767E-02  0.357640E-03  0.443700E-03  0.195620E-02  0.624876E-03  0.953949E-03  0.103507E-02  0.256723E-03  0.140893E+03
  0.101375E+03 -0.123077E+01  0.410059E+01  0.113968E-02  0.357640E-03  0.443700E-03  0.195620E-02  0.624876E-03  0.953949E-03  0.103507E-02  0.256723E-03  0.141037E+03
  0.101375E+03 -0.123077E+01  0.410059E+01  0.113968E-02  0.357640E-03  0.443700E-03  0.195620E-02  0.624876E-03  0.953949E-03  0.103507E-02  0.256723E-03  0.141037E+03
  0.101375E+03 -0.590869E+01  0.410059E+01  0.113968E-02  0.357640E-03  0.443700E-03  0.413867E-02  0.624876E-03  0.953949E-03  0.103507E-02  0.492767E-02  0.131266E+03
  0.101375E+03  0.664842E+01  0.410059E+01  0.113968E-02  0.169356E-06  0.443700E-03  0.413867E-02  0.624876E-03  0.953949E-03  0.103507E-02  0.492767E-02  0.133645E+03
  0.101375E+03  0.709819E+00  0.410059E+01  0.113968E-02  0.169356E-06  0.443700E-03  0.398143E-02  0.624876E-03  0.953949E-03  0.103507E-02  0.492767E-02  0.134355E+03
  0.101375E+03  0.223818E+00  0.745462E+01  0.113968E-02  0.169356E-06  0.443700E-03  0.398143E-02  0.624876E-03  0.953949E-03  0.103507E-02  0.269805E-02  0.135750E+03
  0.101375E+03  0.223818E+00  0.745462E+01  0.113968E-02  0.169356E-06  0.443700E-03  0.490088E-02  0.624876E-03  0.953949E-03  0.103507E-02  0.269805E-02  0.135155E+03
  0.101375E+03  0.223818E+00  0.632381E+01  0.111357E-02  0.169356E-06  0.443700E-03  0.412859E-02  0.624876E-03  0.106752E-02  0.103507E-02  0.640125E-02  0.133085E+03
  0.101375E+03  0.223818E+00  0.632381E+01  0.111357E-02  0.169356E-06  0.443700E-03  0.412859E-02  0.624876E-03  0.106752E-02  0.103507E-02  0.640125E-02  0.133085E+03
  0.101649E+03  0.344808E+01  0.691169E+01  0.483134E-02  0.169356E-06  0.359834E-03  0.412859E-02  0.624876E-03  0.106752E-02  0.103507E-02  0.640125E-02  0.129632E+03
  0.101649E+03  0.344808E+01  0.691169E+01  0.483134E-02  0.169356E-06  0.359834E-03  0.412859E-02  0.624876E-03  0.106752E-02  0.103507E-02  0.640125E-02  0.129632E+03
  0.101649E+03  0.344808E+01  0.140191E+01  0.321202E-02  0.169356E-06  0.359834E-03  0.412859E-02  0.624876E-03  0.106752E-02  0.103507E-02  0.445973E-02  0.131818E+03
  0.101649E+03 -0.688956E+01  0.140191E+01  0.321202E-02  0.169356E-06  0.359834E-03  0.412859E-02  0.624876E-03  0.106752E-02  0.103507E-02  0.247499E-02  0.130163E+03
  0.101649E+03 -0.155885E+01 -0.581459E+01  0.321202E-02  0.169356E-06  0.533257E-02  0.412859E-02  0.624876E-03  0.106752E-02  0.344074E-02  0.247499E-02  0.124439E+03
  0.101649E+03 -0.155885E+01 -0.581459E+01  0.321202E-02  0.169356E-06  0.533257E-02  0.113168E-02  0.624876E-03  0.106752E-02  0.344074E-02  0.247499E-02  0.127795E+03
  0.101649E+03  0.341679E+01 -0.866008E+01  0.321202E-02  0.169356E-06  0.533257E-02  0.113168E-02  0.624876E-03  0.106752E-02  0.662103E-02  0.131769E-02  0.127066E+03
  0.100425E+03 -0.313460E+01 -0.866008E+01  0.321202E-02  0.169356E-06  0.234660E-02  0.113168E-02  0.624876E-03  0.106752E-02  0.828622E-02  0.131769E-02  0.128924E+03
  0.100425E+03 -0.167996E+01 -0.595691E+01  0.321202E-02  0.258012E-03  0.636071E-02  0.113168E-02  0.624876E-03  0.261082E-02  0.324977E-02  0.131769E-02  0.126616E+03
  0.100425E+03 -0.167996E+01 -0.752536E+01  0.321202E-02  0.258012E-03  0.496896E-02  0.113168E-02  0.624876E-03  0.261082E-02  0.324977E-02  0.131769E-02  0.127344E+03
  0.100425E+03  0.200441E+01 -0.156734E+02  0.101982E-02  0.258012E-03  0.207233E-02  0.638601E-03  0.624876E-03  0.261082E-02  0.324977E-02  0.131769E-02  0.132457E+03
  0.100425E+03 -0.444373E+01 -0.156734E+02  0.174379E-02  0.258012E-03  0.207233E-02  0.638601E-03  0.624876E-03  0.162838E-02  0.658536E-02  0.131769E-02  0.130436E+03
  0.100425E+03 -0.444373E+01 -0.156734E+02  0.266532E-02  0.258012E-03  0.207233E-02  0.638601E-03  0.624876E-03  0.162838E-02  0.833511E-02  0.131769E-02  0.128604E+03
  0.100425E+03 -0.444373E+01 -0.169569E+02  0.852271E-03  0.258012E-03  0.207233E-02  0.546839E-03  0.624876E-03  0.162838E-02  0.756895E-02  0.890757E-03  0.131346E+03
  0.100425E+03 -0.594679E+01 -0.162708E+02  0.123298E-02  0.258012E-03  0.207233E-02  0.546839E-03  0.624876E-03  0.162838E-02  0.940464E-02  0.890757E-03  0.129333E+03
  0.100425E+03  0.506460E+01  0.530470E+01  0.123298E-02  0.258012E-03  0.175748E-02  0.228772E-02  0.624876E-03  0.162838E-02  0.411216E-02  0.890757E-03  0.131243E+03
  0.100425E+03  0.506460E+01  0.530470E+01  0.123298E-02  0.258012E-03  0.175748E-02  0.228772E-02  0.624876E-03  0.162838E-02  0.411216E-02  0.284288E-03  0.132100E+03
  0.100425E+03 -0.239023E+01  0.406975E+01  0.123298E-02  0.258012E-03  0.175748E-02  0.228772E-02  0.624876E-03  0.162838E-02  0.411216E-02  0.284288E-03  0.132515E+03
  0.100425E+03  0.230498E+01 -0.322901E+01  0.123298E-02  0.258012E-03  0.282680E-02  0.228772E-02  0.624876E-03  0.201295E-03  0.231540E-02  0.284288E-03  0.136390E+03
  0.100425E+03  0.230498E+01 -0.322901E+01  0.123298E-02  0.258012E-03  0.173477E-02  0.280693E-02  0.624876E-03  0.201295E-03  0.231540E-02  0.284288E-03  0.137154E+03
  0.100425E+03  0.230498E+01  0.285389E+01  0.123298E-02  0.258012E-03  0.173477E-02  0.142298E-02  0.624876E-03  0.201295E-03  0.231540E-02  0.284288E-03  0.138689E+03
  0.100425E+03  0.230498E+01  0.285389E+01  0.905765E-03  0.258012E-03  0.173477E-02  0.142298E-02  0.624876E-03  0.201295E-03  0.231540E-02  0.284288E-03  0.139318E+03
  0.100425E+03  0.230498E+01 -0.354450E+01  0.905765E-03  0.258012E-03  0.557865E-03  0.295730E-03  0.624876E-03  0.201295E-03  0.231540E-02  0.284288E-03  0.143824E+03
  0.100983E+03  0.230498E+01 -0.354450E+01  0.905765E-03  0.258012E-03  0.557865E-03  0.295730E-03  0.624876E-03  0.201295E-03  0.231540E-02  0.284288E-03  0.143818E+03
