a0_min         a0_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.118298E+03   0.332676E+02   0.252651E-03   0.884548E+01   0.727888E+01   0.153342E+02   0.697601E-03   0.567886E+02   0.548385E-02   0.000000E+00   0.567831E+02  -0.113566E+03
   0.118298E+03   0.332676E+02   0.252651E-03   0.991310E+01   0.928107E+01   0.154039E+02   0.697601E-03   0.578029E+02   0.101977E+01   0.000000E+00   0.567831E+02  -0.113566E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.104163E+02   0.983867E+01   0.138168E+02   0.697601E-03   0.579521E+02   0.991517E+00   0.000000E+00   0.569606E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.107020E+02   0.817128E+01   0.153912E+02   0.697601E-03   0.575356E+02   0.575063E+00   0.000000E+00   0.569605E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.953569E+01   0.817128E+01   0.137908E+02   0.359059E-03   0.579145E+02   0.953949E+00   0.000000E+00   0.569606E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.965155E+01   0.768542E+01   0.120789E+02   0.359059E-03   0.572542E+02   0.293679E+00   0.000000E+00   0.569605E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.922157E+01   0.701958E+01   0.130365E+02   0.359059E-03   0.568890E+02  -0.715187E-01   0.000000E+00   0.569605E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.905423E+01   0.701958E+01   0.124432E+02   0.379293E-02   0.540007E+02  -0.295989E+01   0.000000E+00   0.569606E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.835159E+01   0.701958E+01   0.145188E+02   0.505289E-02   0.533579E+02  -0.360267E+01   0.000000E+00   0.569606E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.835159E+01   0.738632E+01   0.143411E+02   0.237708E-02   0.554168E+02  -0.154373E+01   0.000000E+00   0.569605E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.836039E+01   0.687681E+01   0.143726E+02   0.237708E-02   0.548870E+02  -0.207357E+01   0.000000E+00   0.569606E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.836039E+01   0.725847E+01   0.132224E+02   0.237708E-02   0.552095E+02  -0.175110E+01   0.000000E+00   0.569606E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.836039E+01   0.725847E+01   0.148549E+02   0.237708E-02   0.552907E+02  -0.166981E+01   0.000000E+00   0.569605E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.695415E+01   0.725847E+01   0.136797E+02   0.237708E-02   0.542039E+02  -0.275664E+01   0.000000E+00   0.569605E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.695415E+01   0.694447E+01   0.130889E+02   0.187560E-02   0.542016E+02  -0.275898E+01   0.000000E+00   0.569606E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.661041E+01   0.694447E+01   0.130889E+02   0.187560E-02   0.537598E+02  -0.320076E+01   0.000000E+00   0.569606E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.663742E+01   0.716131E+01   0.120029E+02   0.187560E-02   0.537332E+02  -0.322740E+01   0.000000E+00   0.569606E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.663742E+01   0.773007E+01   0.127284E+02   0.187560E-02   0.544470E+02  -0.251360E+01   0.000000E+00   0.569606E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.664737E+01   0.983079E+01   0.122879E+02   0.112847E-02   0.556190E+02  -0.134154E+01   0.000000E+00   0.569605E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.664737E+01   0.976566E+01   0.138001E+02   0.469513E-03   0.565149E+02  -0.445640E+00   0.000000E+00   0.569605E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.628837E+01   0.102617E+02   0.162865E+02   0.469513E-03   0.557508E+02  -0.120972E+01   0.000000E+00   0.569605E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.825116E+01   0.927606E+01   0.178353E+02   0.469513E-03   0.573650E+02   0.404417E+00   0.000000E+00   0.569606E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.808753E+01   0.103058E+02   0.181466E+02   0.469513E-03   0.571418E+02   0.181209E+00   0.000000E+00   0.569606E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.808753E+01   0.101409E+02   0.168926E+02   0.121671E-02   0.568296E+02  -0.130978E+00   0.000000E+00   0.569606E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.770454E+01   0.101215E+02   0.163013E+02   0.121671E-02   0.567194E+02  -0.241177E+00   0.000000E+00   0.569606E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.767268E+01   0.108007E+02   0.161884E+02   0.121671E-02   0.565798E+02  -0.380750E+00   0.000000E+00   0.569605E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.878857E+01   0.111422E+02   0.172183E+02   0.121671E-02   0.567829E+02  -0.177680E+00   0.000000E+00   0.569606E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.994001E+01   0.117929E+02   0.167319E+02   0.121671E-02   0.567345E+02  -0.226101E+00   0.000000E+00   0.569606E+02  -0.113921E+03
   0.118298E+03   0.336521E+02   0.225769E-04   0.105772E+02   0.136777E+02   0.148664E+02   0.895958E-03   0.561847E+02  -0.775826E+00   0.000000E+00   0.569605E+02  -0.113921E+03
   0.118298E+03   0.326628E+02   0.225769E-04   0.114797E+02   0.138071E+02   0.136035E+02   0.369224E-03   0.549572E+02  -0.774055E+00   0.000000E+00   0.557313E+02  -0.111463E+03
