"P0" "P1" "P2"
1 0.256281407035176 -0.401479760612106
1 0.266331658291457 -0.393601171687584
1 0.276381909547739 -0.385419560112118
1 0.28643216080402 -0.37693492588571
1 0.296482412060301 -0.368147269008358
1 0.306532663316583 -0.359056589480064
1 0.316582914572864 -0.349662887300826
1 0.326633165829146 -0.339966162470645
1 0.336683417085427 -0.32996641498952
1 0.346733668341708 -0.319663644857453
1 0.35678391959799 -0.309057852074443
1 0.366834170854271 -0.298149036640489
1 0.376884422110553 -0.286937198555592
1 0.386934673366834 -0.275422337819752
1 0.396984924623115 -0.263604454432969
1 0.407035175879397 -0.251483548395243
1 0.417085427135678 -0.239059619706573
1 0.42713567839196 -0.22633266836696
1 0.437185929648241 -0.213302694376405
1 0.447236180904522 -0.199969697734906
1 0.457286432160804 -0.186333678442464
1 0.467336683417085 -0.172394636499078
1 0.477386934673367 -0.15815257190475
1 0.487437185929648 -0.143607484659479
1 0.497487437185929 -0.128759374763264
1 0.507537688442211 -0.113608242216105
1 0.517587939698493 -0.0981540870180044
1 0.527638190954774 -0.0823969091689605
1 0.537688442211055 -0.066336708668973
1 0.547738693467337 -0.0499734855180424
1 0.557788944723618 -0.0333072397161687
1 0.5678391959799 -0.0163379712633517
1 0.577889447236181 0.000934319840407927
1 0.587939698492462 0.0185096335951113
1 0.597989949748744 0.0363879700007577
1 0.608040201005025 0.0545693290573471
1 0.618090452261306 0.0730537107648795
1 0.628140703517588 0.0918411151233554
1 0.638190954773869 0.110931542132774
1 0.648241206030151 0.130324991793137
1 0.658291457286432 0.150021464104442
1 0.668341708542713 0.17002095906669
1 0.678391959798995 0.190323476679882
1 0.688442211055276 0.210929016944016
1 0.698492462311558 0.231837579859094
1 0.708542713567839 0.253049165425115
1 0.71859296482412 0.27456377364208
1 0.728643216080402 0.296381404509987
1 0.738693467336683 0.318502058028838
1 0.748743718592965 0.340925734198631
1 0.758793969849246 0.363652433019368
1 0.768844221105528 0.386682154491048
1 0.778894472361809 0.410014898613671
1 0.78894472361809 0.433650665387238
1 0.798994974874372 0.457589454811747
1 0.809045226130653 0.481831266887199
1 0.819095477386935 0.506376101613595
1 0.829145728643216 0.531223958990934
1 0.839195979899497 0.556374839019216
1 0.849246231155779 0.581828741698441
1 0.85929648241206 0.60758566702861
1 0.869346733668342 0.633645615009722
1 0.879396984924623 0.660008585641777
1 0.889447236180904 0.686674578924774
1 0.899497487437186 0.713643594858715
1 0.909547738693467 0.740915633443599
1 0.919597989949749 0.768490694679427
1 0.92964824120603 0.796368778566198
1 0.939698492462312 0.824549885103911
1 0.949748743718593 0.853034014292568
1 0.959798994974874 0.881821166132169
1 0.969849246231156 0.910911340622711
1 0.979899497487437 0.940304537764198
1 0.989949748743718 0.970000757556627
1 1 1
