a0_min        a1_min        a2_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.982396E+02  0.375254E+01 -0.331236E+01  0.560442E-03  0.929417E+01  0.902275E+01  0.109113E+02  0.144915E+02  0.173650E+03
  0.982396E+02  0.375254E+01 -0.331236E+01  0.560442E-03  0.115341E+02  0.104761E+02  0.106916E+02  0.135491E+02  0.173009E+03
  0.982396E+02  0.338078E+00 -0.331236E+01  0.560442E-03  0.115341E+02  0.101492E+02  0.145193E+02  0.153992E+02  0.175198E+03
  0.982396E+02 -0.107004E+01 -0.209943E+01  0.560442E-03  0.117553E+02  0.101601E+02  0.145193E+02  0.149146E+02  0.175126E+03
  0.982396E+02 -0.199607E+01  0.624103E+01  0.560442E-03  0.109571E+02  0.100885E+02  0.161828E+02  0.145159E+02  0.174784E+03
  0.982396E+02 -0.199607E+01  0.624103E+01  0.560442E-03  0.115027E+02  0.100885E+02  0.181146E+02  0.160088E+02  0.173972E+03
  0.982396E+02 -0.199607E+01  0.624103E+01  0.560442E-03  0.116337E+02  0.919900E+01  0.165911E+02  0.160088E+02  0.174331E+03
  0.982396E+02 -0.199607E+01  0.624103E+01  0.749115E-03  0.950277E+01  0.120027E+02  0.152551E+02  0.158041E+02  0.174000E+03
  0.982396E+02 -0.199607E+01  0.843280E+01  0.709196E-03  0.109833E+02  0.134503E+02  0.146232E+02  0.157721E+02  0.172770E+03
  0.982396E+02 -0.101623E+01  0.843280E+01  0.709196E-03  0.112651E+02  0.134153E+02  0.157439E+02  0.156479E+02  0.172940E+03
  0.982396E+02 -0.101623E+01  0.843280E+01  0.709196E-03  0.116407E+02  0.141705E+02  0.181911E+02  0.193699E+02  0.170713E+03
  0.982396E+02  0.269555E+01  0.843280E+01  0.709196E-03  0.112841E+02  0.116952E+02  0.153186E+02  0.214639E+02  0.172070E+03
  0.982396E+02  0.269555E+01 -0.151698E+01  0.602279E-03  0.114557E+02  0.115622E+02  0.131874E+02  0.202843E+02  0.173337E+03
  0.982396E+02  0.269555E+01  0.909319E+01  0.602279E-03  0.110564E+02  0.103874E+02  0.136501E+02  0.198745E+02  0.173257E+03
  0.982396E+02  0.269555E+01  0.126156E+02  0.668148E-03  0.974054E+01  0.104579E+02  0.136501E+02  0.192608E+02  0.172257E+03
  0.982396E+02  0.269555E+01 -0.509969E+01  0.668148E-03  0.926437E+01  0.115076E+02  0.137128E+02  0.187261E+02  0.173768E+03
  0.982396E+02 -0.156524E+01 -0.509969E+01  0.668148E-03  0.881759E+01  0.108939E+02  0.119210E+02  0.191044E+02  0.173381E+03
  0.982396E+02 -0.119952E+01  0.507323E+01  0.668148E-03  0.954622E+01  0.103608E+02  0.136853E+02  0.207180E+02  0.173896E+03
  0.982396E+02 -0.119952E+01 -0.373120E+01  0.668148E-03  0.102064E+02  0.984355E+01  0.136853E+02  0.198855E+02  0.174083E+03
  0.982396E+02 -0.119952E+01 -0.149127E+01  0.668148E-03  0.904659E+01  0.920265E+01  0.157377E+02  0.193894E+02  0.174478E+03
  0.982396E+02 -0.119952E+01  0.177015E+01  0.668148E-03  0.904659E+01  0.113106E+02  0.124391E+02  0.174740E+02  0.174769E+03
  0.982396E+02 -0.119952E+01  0.412514E+01  0.668148E-03  0.877271E+01  0.114096E+02  0.115380E+02  0.150069E+02  0.174645E+03
  0.971563E+02 -0.104833E+01 -0.334622E+00  0.668148E-03  0.872199E+01  0.115212E+02  0.120456E+02  0.159162E+02  0.174570E+03
  0.971563E+02 -0.104833E+01 -0.849490E+01  0.668148E-03  0.872199E+01  0.115212E+02  0.134045E+02  0.153840E+02  0.174208E+03
  0.971563E+02 -0.104833E+01 -0.637733E+01  0.668148E-03  0.915466E+01  0.977066E+01  0.177546E+02  0.134583E+02  0.174668E+03
  0.971563E+02 -0.104833E+01 -0.637733E+01  0.668148E-03  0.913579E+01  0.732790E+01  0.177546E+02  0.126076E+02  0.173586E+03
  0.971563E+02 -0.184418E+01 -0.637733E+01  0.668148E-03  0.101750E+02  0.674986E+01  0.199351E+02  0.138569E+02  0.171995E+03
  0.971563E+02 -0.472126E+01 -0.886512E+01  0.668148E-03  0.799219E+01  0.764327E+01  0.218650E+02  0.138569E+02  0.168615E+03
  0.971563E+02 -0.431689E+01 -0.886512E+01  0.668148E-03  0.711267E+01  0.916268E+01  0.229632E+02  0.138569E+02  0.168452E+03
