a0_min         a0_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.996002E+02   0.588972E+02   0.365089E-03   0.845606E+01   0.106135E+02   0.277565E-03   0.138931E+02   0.406945E+02   0.922916E+00   0.000000E+00   0.397716E+02  -0.795432E+02
   0.996002E+02   0.588972E+02   0.365089E-03   0.127246E+02   0.106135E+02   0.277565E-03   0.138931E+02   0.399117E+02   0.140087E+00   0.000000E+00   0.397716E+02  -0.795432E+02
   0.996002E+02   0.588972E+02   0.365089E-03   0.127246E+02   0.111437E+02   0.277565E-03   0.138931E+02   0.397607E+02  -0.109272E-01   0.000000E+00   0.397716E+02  -0.795433E+02
   0.996002E+02   0.588972E+02   0.365089E-03   0.137739E+02   0.951236E+01   0.277565E-03   0.170529E+02   0.390621E+02  -0.709481E+00   0.000000E+00   0.397716E+02  -0.795432E+02
   0.996002E+02   0.596307E+02   0.633079E-03   0.847076E+01   0.951236E+01   0.948441E-03   0.139990E+02   0.389920E+02   0.648482E+00   0.000000E+00   0.383435E+02  -0.766870E+02
   0.996002E+02   0.584886E+02   0.633079E-03   0.791152E+01   0.951236E+01   0.810513E-03   0.139990E+02   0.384193E+02   0.511570E+00   0.000000E+00   0.379077E+02  -0.758155E+02
   0.996002E+02   0.584886E+02   0.633079E-03   0.105218E+02   0.951236E+01   0.810513E-03   0.139990E+02   0.387879E+02   0.880103E+00   0.000000E+00   0.379078E+02  -0.758156E+02
   0.996002E+02   0.611718E+02   0.633079E-03   0.105218E+02   0.107044E+02   0.810513E-03   0.139990E+02   0.388369E+02   0.735363E+00   0.000000E+00   0.381015E+02  -0.762031E+02
   0.996002E+02   0.609063E+02   0.633079E-03   0.103392E+02   0.107044E+02   0.112068E-02   0.139990E+02   0.386697E+02   0.462854E+00   0.000000E+00   0.382068E+02  -0.764137E+02
   0.996002E+02   0.593338E+02   0.633079E-03   0.109817E+02   0.916251E+01   0.686592E-03   0.139990E+02   0.391315E+02   0.850432E+00   0.000000E+00   0.382811E+02  -0.765621E+02
   0.996002E+02   0.600017E+02   0.633079E-03   0.129818E+02   0.916251E+01   0.686592E-03   0.176532E+02   0.378080E+02  -0.562419E+00   0.000000E+00   0.383704E+02  -0.767408E+02
   0.996407E+02   0.600017E+02   0.232010E-03   0.105822E+02   0.868140E+01   0.923137E-03   0.176532E+02   0.384771E+02   0.124290E+00   0.000000E+00   0.383528E+02  -0.767056E+02
