Km_SU1_Rh_a0   Km_SU1_Rh_a1   Km_SU1_Rh_a2   Km_SU1_Rh_a3   Km_SU1_Rh_a4   Km_SU2_Rh_a0   Km_SU2_Rh_a1   Km_SU2_Rh_a2   Km_SU1_Ai_a0   Km_SU1_Ai_a1   Km_SU1_Ai_a2   Km_SU1_Ai_a3   Km_SU1_Ai_a4   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.405639E+02  -0.379506E+01   0.481506E+01   0.200102E+01   0.949792E+01   0.408278E+02  -0.485774E+00  -0.149203E+02   0.196009E+02  -0.815752E+01  -0.904082E+01  -0.121800E+01   0.752983E+01   0.262535E+00   0.655221E-02   0.106620E-01   0.377425E-02   0.633496E-03  -0.867378E+02  -0.368406E+02   0.000000E+00  -0.498972E+02   0.997944E+02
   0.403497E+02  -0.905506E+00   0.425697E+01   0.470131E+01   0.482654E+01   0.408278E+02  -0.275038E+00  -0.144225E+02   0.194938E+02  -0.815493E+01  -0.893169E+01  -0.124680E+01   0.769049E+01   0.248031E+00   0.170517E-02   0.102095E-01   0.156456E-01   0.553720E-02  -0.835970E+02  -0.355863E+02   0.000000E+00  -0.480107E+02   0.960214E+02
   0.401606E+02  -0.109795E+01   0.415212E+01   0.569383E+01   0.797017E+01   0.403025E+02   0.101773E+01  -0.144225E+02   0.194651E+02  -0.813911E+01  -0.903511E+01  -0.109448E+01   0.759736E+01   0.276172E+00   0.582571E-02   0.361517E-02   0.193288E-01   0.185002E-02  -0.858064E+02  -0.364816E+02   0.000000E+00  -0.493248E+02   0.986496E+02
   0.408140E+02  -0.113392E+01   0.288515E+01   0.243680E+01   0.806820E+01   0.391343E+02   0.108309E+01  -0.148402E+02   0.195171E+02  -0.818315E+01  -0.902003E+01  -0.106403E+01   0.768501E+01   0.248651E+00   0.171692E-02   0.591619E-02   0.385771E-02   0.155573E-02  -0.804956E+02  -0.345201E+02   0.000000E+00  -0.459755E+02   0.919511E+02
   0.400133E+02  -0.842218E+00   0.384226E+01   0.403025E+01   0.871858E+01   0.380721E+02   0.239200E+01  -0.135732E+02   0.195505E+02  -0.826895E+01  -0.894909E+01  -0.105195E+01   0.759122E+01   0.255723E+00   0.517674E-02   0.716172E-02   0.873219E-02   0.886587E-02  -0.796748E+02  -0.361591E+02   0.000000E+00  -0.435157E+02   0.870314E+02
   0.395226E+02  -0.235128E+01   0.384226E+01   0.461601E+01   0.768801E+01   0.371382E+02   0.407585E+01  -0.134054E+02   0.195664E+02  -0.829303E+01  -0.897508E+01  -0.108439E+01   0.753602E+01   0.254259E+00   0.247446E-01   0.163085E-01   0.832919E-02   0.577147E-02  -0.825673E+02  -0.379701E+02   0.000000E+00  -0.445972E+02   0.891943E+02
   0.415170E+02  -0.540024E+00   0.566551E+01   0.700966E+01   0.900446E+01   0.355685E+02   0.437297E+01  -0.120105E+02   0.195813E+02  -0.829303E+01  -0.898102E+01  -0.107950E+01   0.757809E+01   0.236130E+00   0.243133E-01   0.180597E-01   0.418121E-02   0.646314E-01  -0.895241E+02  -0.465219E+02   0.000000E+00  -0.430022E+02   0.860043E+02
   0.405864E+02  -0.458961E+00   0.584359E+01   0.295764E+01   0.863948E+01   0.354777E+02   0.223603E+01  -0.100123E+02   0.196553E+02  -0.839225E+01  -0.900356E+01  -0.111778E+01   0.767674E+01   0.259357E+00   0.440763E-03   0.861626E-02   0.258949E-02   0.547452E-02  -0.752837E+02  -0.354183E+02   0.000000E+00  -0.398654E+02   0.797307E+02
   0.402909E+02  -0.934903E+00   0.278924E+01   0.204581E+01   0.784822E+01   0.363216E+02   0.158650E+01  -0.114699E+02   0.196527E+02  -0.840706E+01  -0.898213E+01  -0.104839E+01   0.762935E+01   0.244242E+00   0.751758E-02   0.172235E-01   0.209276E-03   0.309362E-04  -0.756629E+02  -0.345952E+02   0.000000E+00  -0.410677E+02   0.821355E+02
   0.402909E+02  -0.194550E+01   0.305930E+01   0.769613E+01   0.718733E+01   0.363216E+02   0.909846E+00  -0.977996E+01   0.197238E+02  -0.846204E+01  -0.898213E+01  -0.104839E+01   0.762935E+01   0.247534E+00   0.629350E-02   0.324301E-01   0.989546E-02   0.309362E-04  -0.794048E+02  -0.370333E+02   0.000000E+00  -0.423715E+02   0.847429E+02
   0.400622E+02  -0.194550E+01   0.305930E+01   0.380912E+01   0.762161E+01   0.361574E+02   0.127269E+01  -0.955696E+01   0.196529E+02  -0.833544E+01  -0.889238E+01  -0.119768E+01   0.733492E+01   0.250510E+00   0.744135E-02   0.375036E-01   0.107648E-01   0.105244E-02  -0.787286E+02  -0.373967E+02   0.000000E+00  -0.413319E+02   0.826639E+02
   0.397198E+02  -0.150711E+01   0.305930E+01   0.349545E+01   0.618315E+01   0.371382E+02   0.607426E+00  -0.108182E+02   0.196663E+02  -0.832215E+01  -0.889751E+01  -0.120353E+01   0.709340E+01   0.235021E+00   0.728938E-02   0.280704E-02   0.285051E-02   0.116210E-01  -0.756909E+02  -0.335627E+02   0.000000E+00  -0.421282E+02   0.842565E+02
   0.401228E+02  -0.185682E+01   0.520185E+01   0.242165E+01   0.478945E+01   0.363024E+02   0.719330E+00  -0.108182E+02   0.196856E+02  -0.828830E+01  -0.889751E+01  -0.126609E+01   0.786383E+01   0.248160E+00   0.728938E-02   0.182305E-02   0.204477E-02   0.699456E-02  -0.794628E+02  -0.332827E+02   0.000000E+00  -0.461801E+02   0.923602E+02
   0.401628E+02  -0.185682E+01   0.542144E+01   0.920535E+00   0.961168E+01   0.363830E+02   0.719330E+00  -0.108182E+02   0.197305E+02  -0.829913E+01  -0.905289E+01  -0.130432E+01   0.771810E+01   0.248160E+00   0.416323E-01   0.272852E-02   0.223228E-01   0.194755E-02  -0.818661E+02  -0.406164E+02   0.000000E+00  -0.412497E+02   0.824994E+02
   0.410760E+02  -0.172025E+01   0.380227E+01   0.383122E+01   0.615034E+01   0.392702E+02  -0.532274E+00  -0.109731E+02   0.197393E+02  -0.830459E+01  -0.910221E+01  -0.129480E+01   0.764174E+01   0.251512E+00   0.565101E-01   0.337413E-03   0.196901E-01   0.116287E-01  -0.848736E+02  -0.413282E+02   0.000000E+00  -0.435454E+02   0.870908E+02
   0.405160E+02  -0.172025E+01   0.508159E+01   0.342929E+01   0.115309E+02   0.397977E+02  -0.302401E+01  -0.103087E+02   0.198441E+02  -0.829147E+01  -0.928042E+01  -0.129804E+01   0.786787E+01   0.251127E+00   0.168218E-01   0.930048E-02   0.166956E-01   0.168671E-01  -0.815342E+02  -0.412610E+02   0.000000E+00  -0.402732E+02   0.805464E+02
