a0_min         a1_min         a2_min         a3_min         a4_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.102381E+03   0.480837E+01   0.468434E+01   0.307274E+01   0.348880E+01   0.615582E-03   0.393879E-03   0.115546E-03   0.136739E-02   0.188207E+03   0.000000E+00   0.000000E+00   0.188207E+03  -0.376414E+03
   0.102381E+03  -0.102551E+00   0.144447E+02   0.206783E+01   0.200882E+02   0.615582E-03   0.393879E-03   0.115546E-03   0.136739E-02   0.190384E+03   0.000000E+00   0.000000E+00   0.190384E+03  -0.380768E+03
   0.102381E+03  -0.102551E+00   0.133478E+02  -0.690268E+01   0.200882E+02   0.315908E-03   0.393879E-03   0.115546E-03   0.136739E-02   0.190239E+03   0.000000E+00   0.000000E+00   0.190239E+03  -0.380478E+03
   0.102479E+03  -0.102551E+00   0.142656E+02   0.347112E+01   0.200882E+02   0.315908E-03   0.393879E-03   0.115546E-03   0.136739E-02   0.191186E+03   0.000000E+00   0.000000E+00   0.191186E+03  -0.382372E+03
   0.102479E+03   0.117032E+01   0.142656E+02  -0.126965E+01   0.200882E+02   0.315908E-03   0.393879E-03   0.115546E-03   0.136739E-02   0.191336E+03   0.000000E+00   0.000000E+00   0.191336E+03  -0.382672E+03
   0.102479E+03   0.117032E+01   0.163377E+02  -0.126965E+01   0.185982E+02   0.315908E-03   0.393879E-03   0.115546E-03   0.136739E-02   0.190749E+03   0.000000E+00   0.000000E+00   0.190749E+03  -0.381498E+03
   0.102479E+03   0.305255E+01   0.138867E+02   0.104270E+02   0.124758E+02   0.326829E-03   0.393879E-03   0.115546E-03   0.136739E-02   0.191582E+03   0.000000E+00   0.000000E+00   0.191582E+03  -0.383164E+03
   0.102479E+03   0.443846E+01   0.130048E+02   0.759049E+01   0.949580E+01   0.326829E-03   0.615545E-04   0.115546E-03   0.136739E-02   0.192696E+03   0.000000E+00   0.000000E+00   0.192696E+03  -0.385392E+03
   0.102479E+03   0.610286E+01   0.130048E+02   0.516518E+01   0.107151E+02   0.377049E-03   0.615545E-04   0.115546E-03   0.136739E-02   0.191647E+03   0.000000E+00   0.000000E+00   0.191647E+03  -0.383294E+03
   0.102479E+03   0.610286E+01   0.130048E+02   0.516518E+01   0.218235E+02   0.377049E-03   0.615545E-04   0.297255E-03   0.187093E-02   0.190060E+03   0.000000E+00   0.000000E+00   0.190060E+03  -0.380120E+03
   0.102479E+03   0.610286E+01   0.852826E+01   0.159348E+02   0.302730E+02   0.377049E-03   0.615545E-04   0.297255E-03   0.187093E-02   0.187505E+03   0.000000E+00   0.000000E+00   0.187505E+03  -0.375010E+03
   0.102479E+03   0.804169E+01   0.852826E+01   0.128383E+02   0.213318E+02   0.377049E-03   0.615545E-04   0.297255E-03   0.187093E-02   0.190446E+03   0.000000E+00   0.000000E+00   0.190446E+03  -0.380892E+03
   0.102479E+03   0.804169E+01   0.121285E+02   0.173982E+02   0.229761E+02   0.377049E-03   0.320344E-03   0.297255E-03   0.187093E-02   0.189742E+03   0.000000E+00   0.000000E+00   0.189742E+03  -0.379484E+03
   0.102479E+03   0.804169E+01   0.121285E+02   0.173982E+02   0.209886E+02   0.377049E-03   0.320344E-03   0.297255E-03   0.128133E-02   0.191352E+03   0.000000E+00   0.000000E+00   0.191352E+03  -0.382704E+03
   0.102479E+03   0.804169E+01   0.150566E+02   0.173982E+02   0.209886E+02   0.377049E-03   0.320344E-03   0.297255E-03   0.128133E-02   0.190976E+03   0.000000E+00   0.000000E+00   0.190976E+03  -0.381952E+03
   0.103328E+03   0.804169E+01   0.173946E+02   0.173982E+02   0.291836E+02   0.212835E-03   0.320344E-03   0.297255E-03   0.128133E-02   0.191315E+03   0.000000E+00   0.000000E+00   0.191315E+03  -0.382630E+03
   0.103328E+03   0.804169E+01   0.118996E+02   0.173982E+02   0.218497E+02   0.185309E-03   0.320344E-03   0.297255E-03   0.128133E-02   0.191813E+03   0.000000E+00   0.000000E+00   0.191813E+03  -0.383626E+03
   0.103328E+03   0.881294E+01   0.168389E+02   0.190694E+02   0.341994E+02   0.185309E-03   0.320344E-03   0.297255E-03   0.128133E-02   0.189588E+03   0.000000E+00   0.000000E+00   0.189588E+03  -0.379176E+03
   0.103328E+03   0.954881E+01   0.168389E+02   0.185360E+02   0.231091E+02   0.185309E-03   0.320344E-03   0.297255E-03   0.128133E-02   0.192126E+03   0.000000E+00   0.000000E+00   0.192126E+03  -0.384252E+03
   0.103328E+03   0.954881E+01   0.168389E+02   0.185360E+02   0.146500E+02   0.185309E-03   0.320344E-03   0.297255E-03   0.128133E-02   0.191688E+03   0.000000E+00   0.000000E+00   0.191688E+03  -0.383376E+03
   0.103328E+03   0.954881E+01   0.194644E+02   0.190217E+02   0.178524E+02   0.185309E-03   0.320344E-03   0.297255E-03   0.128133E-02   0.191512E+03   0.000000E+00   0.000000E+00   0.191512E+03  -0.383024E+03
   0.103328E+03   0.960659E+01   0.194644E+02   0.128884E+02   0.178524E+02   0.185309E-03   0.320344E-03   0.297255E-03   0.125478E-02   0.190909E+03   0.000000E+00   0.000000E+00   0.190909E+03  -0.381818E+03
   0.103328E+03   0.960659E+01   0.194644E+02   0.132846E+02   0.191926E+02   0.185309E-03   0.320344E-03   0.297255E-03   0.125478E-02   0.191124E+03   0.000000E+00   0.000000E+00   0.191124E+03  -0.382248E+03
   0.103711E+03   0.960659E+01   0.180873E+02   0.172332E+02   0.123559E+02   0.185309E-03   0.320344E-03   0.293808E-03   0.125478E-02   0.190860E+03   0.000000E+00   0.000000E+00   0.190860E+03  -0.381720E+03
   0.103711E+03   0.873657E+01   0.131212E+02   0.207859E+02   0.123559E+02   0.185309E-03   0.320344E-03   0.293808E-03   0.125478E-02   0.190521E+03   0.000000E+00   0.000000E+00   0.190521E+03  -0.381042E+03
   0.102913E+03   0.837203E+01   0.120337E+02   0.207859E+02   0.123559E+02   0.185309E-03   0.320344E-03   0.293808E-03   0.125478E-02   0.191571E+03   0.000000E+00   0.000000E+00   0.191571E+03  -0.383142E+03
   0.102913E+03   0.837203E+01   0.172270E+02   0.185030E+02   0.178373E+02   0.185309E-03   0.320344E-03   0.293808E-03   0.125478E-02   0.191659E+03   0.000000E+00   0.000000E+00   0.191659E+03  -0.383318E+03
   0.102913E+03   0.837203E+01   0.166141E+02   0.149257E+02   0.156748E+02   0.185309E-03   0.320344E-03   0.293808E-03   0.108853E-02   0.191894E+03   0.000000E+00   0.000000E+00   0.191894E+03  -0.383788E+03
   0.102613E+03   0.626738E+01   0.125658E+02   0.114913E+02   0.304424E+02   0.185309E-03   0.320344E-03   0.293808E-03   0.108853E-02   0.190389E+03   0.000000E+00   0.000000E+00   0.190389E+03  -0.380778E+03
   0.102613E+03   0.626738E+01   0.115620E+02   0.988538E+01   0.220393E+02   0.185309E-03   0.320344E-03   0.293808E-03   0.108853E-02   0.192028E+03   0.000000E+00   0.000000E+00   0.192028E+03  -0.384056E+03
   0.101481E+03   0.626738E+01   0.118491E+02   0.107176E+02   0.142272E+02   0.185309E-03   0.320344E-03   0.171590E-03   0.108853E-02   0.191733E+03   0.000000E+00   0.000000E+00   0.191733E+03  -0.383466E+03
   0.101481E+03   0.611094E+01   0.111014E+02   0.107176E+02   0.142272E+02   0.185309E-03   0.320344E-03   0.171590E-03   0.108853E-02   0.191992E+03   0.000000E+00   0.000000E+00   0.191992E+03  -0.383984E+03
   0.101618E+03   0.379212E+01   0.111014E+02   0.111953E+02   0.197525E+02   0.185309E-03   0.320344E-03   0.171590E-03   0.108853E-02   0.191358E+03   0.000000E+00   0.000000E+00   0.191358E+03  -0.382716E+03
   0.101744E+03   0.374544E+00   0.111014E+02   0.111953E+02   0.162018E+02   0.185309E-03   0.320344E-03   0.171590E-03   0.108853E-02   0.189219E+03   0.000000E+00   0.000000E+00   0.189219E+03  -0.378438E+03
   0.101744E+03  -0.487667E+00   0.678224E+01   0.663944E+01   0.213364E+02   0.185309E-03   0.320344E-03   0.171590E-03   0.864988E-03   0.189475E+03   0.000000E+00   0.000000E+00   0.189475E+03  -0.378950E+03
   0.101744E+03  -0.107670E+01   0.678224E+01   0.663944E+01   0.134550E+02   0.185309E-03   0.320344E-03   0.171590E-03   0.145586E-02   0.190157E+03   0.000000E+00   0.000000E+00   0.190157E+03  -0.380314E+03
   0.101744E+03   0.424490E+01   0.678224E+01   0.947040E+01   0.260437E+02   0.185309E-03   0.320344E-03   0.171590E-03   0.145586E-02   0.189808E+03   0.000000E+00   0.000000E+00   0.189808E+03  -0.379616E+03
   0.101744E+03   0.163776E+00   0.678224E+01   0.947040E+01   0.251687E+02   0.185309E-03   0.320344E-03   0.171590E-03   0.145586E-02   0.187636E+03   0.000000E+00   0.000000E+00   0.187636E+03  -0.375272E+03
   0.101744E+03   0.471046E+01   0.678224E+01   0.101273E+02   0.112300E+02   0.185309E-03   0.320344E-03   0.459489E-04   0.145586E-02   0.192873E+03   0.000000E+00   0.000000E+00   0.192873E+03  -0.385746E+03
   0.101744E+03   0.471046E+01   0.678224E+01   0.142943E+02   0.264272E+02   0.185309E-03   0.320344E-03   0.459489E-04   0.145586E-02   0.188932E+03   0.000000E+00   0.000000E+00   0.188932E+03  -0.377864E+03
   0.101744E+03   0.471046E+01   0.678224E+01   0.142943E+02   0.264272E+02   0.185309E-03   0.506549E-03   0.459489E-04   0.100391E-02   0.189223E+03   0.000000E+00   0.000000E+00   0.189223E+03  -0.378446E+03
   0.101744E+03   0.504098E+01   0.701467E+01   0.125621E+02   0.286694E+02   0.185309E-03   0.506549E-03   0.618586E-04   0.100878E-02   0.188607E+03   0.000000E+00   0.000000E+00   0.188607E+03  -0.377214E+03
   0.101744E+03   0.504098E+01   0.701467E+01   0.125621E+02   0.226245E+02   0.185309E-03   0.506549E-03   0.618586E-04   0.100878E-02   0.190813E+03   0.000000E+00   0.000000E+00   0.190813E+03  -0.381626E+03
   0.100928E+03   0.504098E+01   0.701467E+01   0.178434E+02   0.194505E+02   0.185309E-03   0.598303E-03   0.618586E-04   0.366793E-02   0.181913E+03   0.000000E+00   0.000000E+00   0.181913E+03  -0.363826E+03
   0.100928E+03   0.504098E+01  -0.110082E+01   0.164395E+02   0.194505E+02   0.185309E-03   0.598303E-03   0.618586E-04   0.366793E-02   0.181322E+03   0.000000E+00   0.000000E+00   0.181322E+03  -0.362644E+03
   0.100928E+03   0.471986E+01  -0.289932E+01   0.180390E+02   0.171194E+02   0.185309E-03   0.225960E-04   0.618586E-04   0.366793E-02   0.180994E+03   0.000000E+00   0.000000E+00   0.180994E+03  -0.361988E+03
   0.100928E+03   0.471986E+01   0.774389E+01   0.146097E+02   0.230526E+01   0.185309E-03   0.225960E-04   0.618586E-04   0.104076E-02   0.191040E+03   0.000000E+00   0.000000E+00   0.191040E+03  -0.382080E+03
   0.100928E+03   0.471986E+01   0.158762E+01   0.421733E+01   0.230526E+01   0.185309E-03   0.225960E-04   0.618586E-04   0.104076E-02   0.192729E+03   0.000000E+00   0.000000E+00   0.192729E+03  -0.385458E+03
   0.100928E+03   0.471986E+01   0.153078E+01   0.421733E+01   0.900846E+01   0.185309E-03   0.225960E-04   0.156055E-03   0.104076E-02   0.192368E+03   0.000000E+00   0.000000E+00   0.192368E+03  -0.384736E+03
   0.100928E+03   0.137330E+01   0.221243E+01   0.732218E+01   0.558762E+01   0.902158E-04   0.225960E-04   0.156055E-03   0.104076E-02   0.192661E+03   0.000000E+00   0.000000E+00   0.192661E+03  -0.385322E+03
   0.100928E+03   0.137330E+01   0.272693E+01   0.732218E+01   0.100869E+02   0.902158E-04   0.225960E-04   0.156055E-03   0.104076E-02   0.192383E+03   0.000000E+00   0.000000E+00   0.192383E+03  -0.384766E+03
   0.100928E+03   0.137330E+01   0.272693E+01   0.747379E+01   0.108861E+02   0.902158E-04   0.225960E-04   0.156055E-03   0.104076E-02   0.192239E+03   0.000000E+00   0.000000E+00   0.192239E+03  -0.384478E+03
   0.100928E+03   0.137330E+01   0.272693E+01   0.818092E+00   0.108861E+02   0.902158E-04   0.263258E-04   0.156055E-03   0.104076E-02   0.193043E+03   0.000000E+00   0.000000E+00   0.193043E+03  -0.386086E+03
   0.100928E+03   0.102719E+01   0.272693E+01  -0.790390E+00   0.175951E+01   0.902158E-04   0.263258E-04   0.156055E-03   0.104076E-02   0.193206E+03   0.000000E+00   0.000000E+00   0.193206E+03  -0.386412E+03
   0.100928E+03   0.102719E+01  -0.811723E+00  -0.154763E+01   0.297311E+01   0.222813E-03   0.263258E-04   0.156055E-03   0.104076E-02   0.193005E+03   0.000000E+00   0.000000E+00   0.193005E+03  -0.386010E+03
   0.100928E+03   0.102719E+01   0.664418E+01   0.388231E+01   0.136746E+02   0.222813E-03   0.263258E-04   0.156055E-03   0.104076E-02   0.191751E+03   0.000000E+00   0.000000E+00   0.191751E+03  -0.383502E+03
   0.100928E+03   0.182177E+01   0.664418E+01   0.416834E+01  -0.412653E+01   0.222813E-03   0.263258E-04   0.156055E-03   0.104076E-02   0.190850E+03   0.000000E+00   0.000000E+00   0.190850E+03  -0.381700E+03
   0.100928E+03   0.182177E+01   0.492886E+00   0.416834E+01   0.124445E+02   0.222813E-03   0.263258E-04   0.156055E-03   0.124736E-02   0.192360E+03   0.000000E+00   0.000000E+00   0.192360E+03  -0.384720E+03
   0.100928E+03   0.182177E+01   0.286960E+01  -0.401181E+01   0.363260E+01   0.222813E-03   0.263258E-04   0.156055E-03   0.124736E-02   0.192597E+03   0.000000E+00   0.000000E+00   0.192597E+03  -0.385194E+03
   0.100928E+03  -0.713416E+00   0.221979E+01  -0.684233E+01   0.194706E+01   0.222813E-03   0.263258E-04   0.156055E-03   0.124736E-02   0.192467E+03   0.000000E+00   0.000000E+00   0.192467E+03  -0.384934E+03
   0.100652E+03  -0.713416E+00  -0.226685E+01  -0.415399E+01   0.542123E+01   0.222813E-03   0.263258E-04   0.156055E-03   0.124736E-02   0.192312E+03   0.000000E+00   0.000000E+00   0.192312E+03  -0.384624E+03
   0.102013E+03  -0.713416E+00   0.515921E+01   0.187810E+00   0.542123E+01   0.222813E-03   0.263258E-04   0.156055E-03   0.124736E-02   0.192209E+03   0.000000E+00   0.000000E+00   0.192209E+03  -0.384418E+03
   0.102013E+03  -0.713416E+00   0.515921E+01  -0.320756E+01  -0.327416E+01   0.222813E-03   0.263258E-04   0.156055E-03   0.200570E-02   0.190090E+03   0.000000E+00   0.000000E+00   0.190090E+03  -0.380180E+03
   0.102013E+03  -0.713416E+00   0.667839E+01  -0.320756E+01   0.157100E+02   0.222813E-03   0.263258E-04   0.156055E-03   0.200570E-02   0.191469E+03   0.000000E+00   0.000000E+00   0.191469E+03  -0.382938E+03
   0.102013E+03  -0.713416E+00   0.651738E+00  -0.320756E+01   0.481470E+01   0.222813E-03   0.263258E-04   0.156055E-03   0.219043E-02   0.190383E+03   0.000000E+00   0.000000E+00   0.190383E+03  -0.380766E+03
   0.102013E+03  -0.713416E+00   0.343810E+01  -0.320756E+01   0.190788E+02   0.639209E-03   0.263258E-04   0.156055E-03   0.847032E-03   0.189703E+03   0.000000E+00   0.000000E+00   0.189703E+03  -0.379406E+03
   0.102013E+03  -0.713416E+00   0.917999E+01   0.346413E+01   0.190788E+02   0.678926E-04   0.263258E-04   0.156055E-03   0.847032E-03   0.191184E+03   0.000000E+00   0.000000E+00   0.191184E+03  -0.382368E+03
   0.102013E+03   0.404507E+01   0.729430E+01   0.558158E+01   0.832041E+01   0.678926E-04   0.263258E-04   0.156055E-03   0.847032E-03   0.192597E+03   0.000000E+00   0.000000E+00   0.192597E+03  -0.385194E+03
   0.102013E+03   0.404507E+01   0.120751E+02   0.558158E+01   0.222175E+02   0.168853E-03   0.263258E-04   0.156055E-03   0.847032E-03   0.192087E+03   0.000000E+00   0.000000E+00   0.192087E+03  -0.384174E+03
   0.102013E+03   0.404507E+01   0.122915E+02   0.558158E+01   0.194020E+02   0.168853E-03   0.263258E-04   0.156055E-03   0.847032E-03   0.192534E+03   0.000000E+00   0.000000E+00   0.192534E+03  -0.385068E+03
   0.102580E+03   0.404507E+01   0.624634E+01   0.124761E+02   0.995377E+01   0.168853E-03   0.263258E-04   0.156055E-03   0.847032E-03   0.190960E+03   0.000000E+00   0.000000E+00   0.190960E+03  -0.381920E+03
   0.102580E+03   0.404507E+01   0.874487E+01   0.143965E+02   0.167261E+02   0.168853E-03   0.263258E-04   0.156055E-03   0.847032E-03   0.191976E+03   0.000000E+00   0.000000E+00   0.191976E+03  -0.383952E+03
   0.102580E+03   0.404507E+01   0.147407E+02   0.630519E+01   0.305743E+01   0.168853E-03   0.263258E-04   0.156055E-03   0.847032E-03   0.189771E+03   0.000000E+00   0.000000E+00   0.189771E+03  -0.379542E+03
   0.101920E+03   0.326717E+01   0.687576E+01   0.283036E+01   0.659841E+00   0.168853E-03   0.263258E-04   0.246387E-03   0.847032E-03   0.190987E+03   0.000000E+00   0.000000E+00   0.190987E+03  -0.381974E+03
   0.101920E+03   0.326717E+01   0.864474E+01   0.861798E+00   0.697508E+01   0.168853E-03   0.263258E-04   0.246387E-03   0.931301E-03   0.192057E+03   0.000000E+00   0.000000E+00   0.192057E+03  -0.384114E+03
   0.101920E+03   0.326717E+01   0.111175E+02   0.861798E+00   0.500425E+01   0.168853E-03   0.263258E-04   0.246387E-03   0.118003E-02   0.191545E+03   0.000000E+00   0.000000E+00   0.191545E+03  -0.383090E+03
   0.102563E+03   0.205831E+01   0.772125E+01   0.398680E+01   0.500425E+01   0.168853E-03   0.245181E-03   0.246387E-03   0.118003E-02   0.190987E+03   0.000000E+00   0.000000E+00   0.190987E+03  -0.381974E+03
   0.101516E+03   0.466633E+01   0.751142E+01   0.437066E+01   0.124104E+02   0.168853E-03   0.245181E-03   0.246387E-03   0.118003E-02   0.192384E+03   0.000000E+00   0.000000E+00   0.192384E+03  -0.384768E+03
   0.101516E+03  -0.199090E+01   0.580893E+01   0.280870E+00   0.124104E+02   0.168853E-03   0.245181E-03   0.807225E-03   0.118003E-02   0.186650E+03   0.000000E+00   0.000000E+00   0.186650E+03  -0.373300E+03
   0.100689E+03   0.383561E+01   0.175019E+01   0.487872E+01  -0.540845E+00   0.168853E-03   0.245181E-03   0.807225E-03   0.176098E-02   0.187787E+03   0.000000E+00   0.000000E+00   0.187787E+03  -0.375574E+03
   0.100689E+03   0.383561E+01   0.127437E+01  -0.120632E+02  -0.103782E+02   0.168853E-03   0.245181E-03   0.807225E-03   0.176098E-02   0.184113E+03   0.000000E+00   0.000000E+00   0.184113E+03  -0.368226E+03
   0.100847E+03   0.383561E+01   0.127437E+01  -0.653621E+01  -0.442977E+01   0.168853E-03   0.245181E-03   0.807225E-03   0.176098E-02   0.186694E+03   0.000000E+00   0.000000E+00   0.186694E+03  -0.373388E+03
   0.100300E+03   0.383561E+01  -0.234140E+01  -0.653621E+01  -0.300533E+01   0.168853E-03   0.500859E-03   0.807225E-03   0.176098E-02   0.185683E+03   0.000000E+00   0.000000E+00   0.185683E+03  -0.371366E+03
   0.100300E+03   0.383561E+01  -0.296953E+01   0.117025E+02  -0.159236E+02   0.314615E-04   0.104118E-02   0.807225E-03   0.107464E-02   0.182319E+03   0.000000E+00   0.000000E+00   0.182319E+03  -0.364638E+03
   0.101239E+03   0.571064E+01   0.309037E+01   0.191283E+01  -0.868426E+01   0.262699E-04   0.104118E-02   0.258620E-03   0.126323E-02   0.185333E+03   0.000000E+00   0.000000E+00   0.185333E+03  -0.370666E+03
   0.101239E+03  -0.110160E+01   0.186470E+01   0.191283E+01  -0.868426E+01   0.262699E-04   0.152389E-02   0.258620E-03   0.126323E-02   0.184260E+03   0.000000E+00   0.000000E+00   0.184260E+03  -0.368520E+03
   0.101239E+03  -0.350291E+01  -0.299081E+01  -0.105534E+02  -0.619608E+01   0.966599E-04   0.152389E-02   0.258620E-03   0.126323E-02   0.184568E+03   0.000000E+00   0.000000E+00   0.184568E+03  -0.369136E+03
   0.101239E+03  -0.350291E+01  -0.520870E+00  -0.122062E+02   0.968016E+01   0.966599E-04   0.152389E-02   0.258620E-03   0.144241E-02   0.184818E+03   0.000000E+00   0.000000E+00   0.184818E+03  -0.369636E+03
   0.101239E+03  -0.161205E+01   0.611358E+01  -0.777705E+01  -0.115142E+02   0.151019E-02   0.152649E-02   0.258620E-03   0.144241E-02   0.179468E+03   0.000000E+00   0.000000E+00   0.179468E+03  -0.358936E+03
   0.101239E+03  -0.161205E+01  -0.579333E+01  -0.184189E+02  -0.139450E+02   0.151019E-02   0.152649E-02   0.258620E-03   0.144241E-02   0.180118E+03   0.000000E+00   0.000000E+00   0.180118E+03  -0.360236E+03
   0.100791E+03  -0.161205E+01  -0.837991E+01  -0.200828E+02  -0.136296E+02   0.151019E-02   0.152649E-02   0.258620E-03   0.109143E-02   0.180082E+03   0.000000E+00   0.000000E+00   0.180082E+03  -0.360164E+03
   0.100791E+03   0.593145E+00  -0.160338E+02  -0.178817E+02  -0.136296E+02   0.151019E-02   0.194677E-02   0.258620E-03   0.109143E-02   0.177023E+03   0.000000E+00   0.000000E+00   0.177023E+03  -0.354046E+03
   0.100791E+03  -0.186116E+01  -0.330849E+00  -0.123470E+01  -0.106387E+02   0.151019E-02   0.116953E-02   0.258620E-03   0.109143E-02   0.182102E+03   0.000000E+00   0.000000E+00   0.182102E+03  -0.364204E+03
   0.100791E+03   0.912501E+00  -0.330849E+00  -0.123470E+01  -0.112147E+02   0.151019E-02   0.980747E-03   0.258620E-03   0.805896E-03   0.181905E+03   0.000000E+00   0.000000E+00   0.181905E+03  -0.363810E+03
   0.100791E+03   0.912501E+00  -0.694416E+01  -0.136498E+02  -0.233018E+02   0.151019E-02   0.980747E-03   0.258620E-03   0.805896E-03   0.181299E+03   0.000000E+00   0.000000E+00   0.181299E+03  -0.362598E+03
   0.100791E+03  -0.162698E+00  -0.694416E+01  -0.136498E+02  -0.559688E+01   0.151019E-02   0.980747E-03   0.258620E-03   0.805896E-03   0.181277E+03   0.000000E+00   0.000000E+00   0.181277E+03  -0.362554E+03
   0.999133E+02  -0.162698E+00  -0.694416E+01  -0.144035E+02  -0.442354E+01   0.805187E-03   0.980747E-03   0.258620E-03   0.805896E-03   0.184166E+03   0.000000E+00   0.000000E+00   0.184166E+03  -0.368332E+03
   0.100646E+03  -0.162698E+00  -0.302144E+01  -0.144035E+02  -0.190097E+02   0.805187E-03   0.980747E-03   0.258620E-03   0.805896E-03   0.183790E+03   0.000000E+00   0.000000E+00   0.183790E+03  -0.367580E+03
   0.100646E+03  -0.162698E+00  -0.909946E+01  -0.821230E+01  -0.303867E+01   0.805187E-03   0.192071E-03   0.258620E-03   0.805896E-03   0.187497E+03   0.000000E+00   0.000000E+00   0.187497E+03  -0.374994E+03
   0.100646E+03  -0.162698E+00  -0.910566E+01  -0.821230E+01  -0.155156E+02   0.585023E-03   0.494389E-03   0.258620E-03   0.805896E-03   0.187182E+03   0.000000E+00   0.000000E+00   0.187182E+03  -0.374364E+03
   0.100646E+03  -0.162698E+00  -0.125698E+02  -0.153084E+02  -0.119423E+02   0.585023E-03   0.494389E-03   0.258620E-03   0.805896E-03   0.186038E+03   0.000000E+00   0.000000E+00   0.186038E+03  -0.372076E+03
   0.100646E+03  -0.859371E+00  -0.125698E+02  -0.153084E+02  -0.207030E+02   0.585023E-03   0.494389E-03   0.258620E-03   0.805896E-03   0.183747E+03   0.000000E+00   0.000000E+00   0.183747E+03  -0.367494E+03
   0.100646E+03  -0.859371E+00   0.245826E+01  -0.100494E+02  -0.468554E+00   0.585023E-03   0.494389E-03   0.258620E-03   0.805896E-03   0.188176E+03   0.000000E+00   0.000000E+00   0.188176E+03  -0.376352E+03
   0.100646E+03  -0.859371E+00  -0.447671E+01  -0.100494E+02   0.107254E+02   0.585023E-03   0.494389E-03   0.258620E-03   0.805896E-03   0.186901E+03   0.000000E+00   0.000000E+00   0.186901E+03  -0.373802E+03
   0.100340E+03  -0.859371E+00  -0.674312E+01  -0.579357E+01   0.107254E+02   0.585023E-03   0.494389E-03   0.258620E-03   0.805896E-03   0.186524E+03   0.000000E+00   0.000000E+00   0.186524E+03  -0.373048E+03
   0.100340E+03  -0.947119E+00   0.324305E+00  -0.579357E+01   0.101584E+02   0.585023E-03   0.494389E-03   0.266452E-04   0.805896E-03   0.189037E+03   0.000000E+00   0.000000E+00   0.189037E+03  -0.378074E+03
   0.100340E+03   0.173510E+01  -0.205025E+01   0.230914E+01   0.101976E+01   0.342559E-03   0.494389E-03   0.266452E-04   0.805896E-03   0.190358E+03   0.000000E+00   0.000000E+00   0.190358E+03  -0.380716E+03
   0.100340E+03   0.173510E+01  -0.205025E+01   0.230914E+01  -0.270562E+02   0.966393E-03   0.494389E-03   0.266452E-04   0.805896E-03   0.182615E+03   0.000000E+00   0.000000E+00   0.182615E+03  -0.365230E+03
   0.100340E+03  -0.531006E+00  -0.922100E+01  -0.220688E+01  -0.699230E+01   0.966393E-03   0.369194E-03   0.357008E-04   0.133656E-02   0.188032E+03   0.000000E+00   0.000000E+00   0.188032E+03  -0.376064E+03
   0.100340E+03  -0.531006E+00  -0.511614E+01  -0.220688E+01  -0.699230E+01   0.966393E-03   0.369194E-03   0.357008E-04   0.133656E-02   0.189103E+03   0.000000E+00   0.000000E+00   0.189103E+03  -0.378206E+03
