a0_min         a0_flood       a1_flood       a2_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.839277E+02   0.200213E+03   0.452562E+02   0.114548E+03   0.686532E-02   0.977010E+01   0.117596E+02   0.148296E+02   0.108890E+02   0.692047E+02
   0.839277E+02   0.164493E+03  -0.223521E+02   0.158399E+03   0.686532E-02   0.977010E+01   0.117596E+02   0.148296E+02   0.977439E+01   0.699110E+02
   0.839277E+02   0.164493E+03  -0.343761E+02   0.200923E+03   0.100417E-01   0.858986E+01   0.122701E+02   0.117169E+02   0.977439E+01   0.702661E+02
   0.839277E+02   0.164493E+03  -0.960426E+02   0.166936E+03   0.100417E-01   0.858986E+01   0.122701E+02   0.117169E+02   0.116315E+02   0.696537E+02
   0.839277E+02   0.164493E+03  -0.994989E+02   0.160125E+03   0.100417E-01   0.858986E+01   0.122701E+02   0.757713E+01   0.116315E+02   0.694128E+02
   0.642540E+02   0.164493E+03  -0.159209E+03   0.990407E+02   0.100417E-01   0.858986E+01   0.120096E+02   0.118829E+02   0.119373E+02   0.686110E+02
   0.642540E+02   0.164493E+03  -0.102827E+03   0.110656E+03   0.828738E-02   0.858986E+01   0.120096E+02   0.116238E+02   0.119373E+02   0.699940E+02
   0.628993E+02   0.164493E+03  -0.924799E+02   0.112814E+03   0.828738E-02   0.858986E+01   0.120096E+02   0.116238E+02   0.711200E+01   0.694454E+02
   0.628993E+02   0.185414E+03  -0.972694E+02   0.125046E+03   0.828738E-02   0.726269E+01   0.138380E+02   0.116238E+02   0.802622E+01   0.684029E+02
   0.628993E+02   0.185414E+03  -0.972694E+02   0.783319E+02   0.819890E-02   0.107633E+02   0.892836E+01   0.116238E+02   0.944814E+01   0.712951E+02
   0.731513E+02   0.185414E+03  -0.644313E+02   0.123968E+03   0.819890E-02   0.107633E+02   0.892836E+01   0.116238E+02   0.107783E+02   0.712072E+02
   0.731513E+02   0.185414E+03  -0.667527E+02   0.196130E+03   0.819890E-02   0.107633E+02   0.892836E+01   0.118269E+02   0.797034E+01   0.709961E+02
   0.731513E+02   0.185414E+03  -0.113084E+02   0.247153E+03   0.176620E-02   0.100927E+02   0.892836E+01   0.998575E+01   0.797034E+01   0.735615E+02
   0.103784E+03   0.198511E+03  -0.305575E+02   0.245749E+03   0.102900E-02   0.118113E+02   0.892836E+01   0.615607E+01   0.797034E+01   0.696894E+02
   0.103784E+03   0.198511E+03   0.155857E+02   0.272281E+03   0.102900E-02   0.118113E+02   0.892836E+01   0.615607E+01   0.797034E+01   0.695821E+02
   0.751270E+02   0.198511E+03   0.314522E+02   0.195025E+03   0.274336E-02   0.101880E+02   0.892836E+01   0.749092E+01   0.797034E+01   0.724383E+02
   0.751270E+02   0.198511E+03   0.401684E+02   0.234003E+03   0.274336E-02   0.109251E+02   0.673579E+01   0.749092E+01   0.129689E+02   0.702304E+02
   0.751270E+02   0.184573E+03   0.133169E+02   0.299203E+03   0.257047E-02   0.134896E+02   0.106831E+02   0.749092E+01   0.129689E+02   0.706119E+02
   0.751270E+02   0.179599E+03   0.904161E+02   0.296032E+03   0.257047E-02   0.134896E+02   0.106831E+02   0.749092E+01   0.129689E+02   0.703702E+02
   0.751270E+02   0.181845E+03   0.144733E+03   0.296032E+03   0.257047E-02   0.134896E+02   0.893452E+01   0.749092E+01   0.813999E+01   0.709953E+02
   0.751270E+02   0.185148E+03   0.101836E+03   0.277339E+03   0.257047E-02   0.134896E+02   0.893452E+01   0.749092E+01   0.116700E+02   0.713884E+02
   0.751270E+02   0.185148E+03   0.167268E+03   0.226508E+03   0.257047E-02   0.134896E+02   0.735565E+01   0.749092E+01   0.983995E+01   0.709929E+02
   0.806728E+02   0.247447E+03   0.212648E+03   0.261889E+03   0.257047E-02   0.696128E+01   0.115074E+02   0.749092E+01   0.983995E+01   0.707908E+02
   0.806728E+02   0.247447E+03   0.222810E+03   0.198890E+03   0.257047E-02   0.137987E+02   0.115074E+02   0.113085E+02   0.983995E+01   0.712144E+02
   0.806728E+02   0.247447E+03   0.202526E+03   0.148752E+03   0.228819E-02   0.104640E+02   0.112630E+02   0.113085E+02   0.983995E+01   0.722611E+02
   0.806728E+02   0.247447E+03   0.238196E+03   0.230118E+03   0.228819E-02   0.116619E+02   0.112630E+02   0.113085E+02   0.983995E+01   0.721952E+02
   0.806728E+02   0.247447E+03   0.273109E+03   0.156072E+03   0.895746E-02   0.970160E+01   0.112630E+02   0.140498E+02   0.983995E+01   0.694522E+02
   0.806728E+02   0.247447E+03   0.243030E+03   0.170092E+03   0.431910E-02   0.970160E+01   0.110490E+02   0.140498E+02   0.973571E+01   0.711301E+02
   0.806728E+02   0.276288E+03   0.243030E+03   0.201446E+03   0.431910E-02   0.970160E+01   0.110490E+02   0.144924E+02   0.973571E+01   0.706221E+02
   0.806728E+02   0.220017E+03   0.243030E+03   0.201446E+03   0.431910E-02   0.970160E+01   0.852198E+01   0.144924E+02   0.879355E+01   0.710324E+02
   0.751308E+02   0.166993E+03   0.228627E+03   0.201446E+03   0.248104E-02   0.970160E+01   0.852198E+01   0.992386E+01   0.879355E+01   0.734886E+02
   0.751308E+02   0.166993E+03   0.338486E+03   0.132402E+03   0.248104E-02   0.970160E+01   0.852198E+01   0.992386E+01   0.879355E+01   0.725805E+02
   0.751308E+02   0.166993E+03   0.384696E+03   0.132402E+03   0.248104E-02   0.102846E+02   0.996465E+01   0.992386E+01   0.879355E+01   0.730941E+02
   0.751308E+02   0.166993E+03   0.384696E+03   0.132402E+03   0.248104E-02   0.106897E+02   0.996465E+01   0.992386E+01   0.879355E+01   0.730097E+02
   0.751308E+02   0.166993E+03   0.396084E+03   0.125250E+03   0.269762E-02   0.106897E+02   0.996465E+01   0.992386E+01   0.807261E+01   0.727270E+02
   0.751308E+02   0.166993E+03   0.396084E+03   0.113648E+03   0.269762E-02   0.106897E+02   0.996465E+01   0.992386E+01   0.807261E+01   0.727228E+02
   0.751308E+02   0.166993E+03   0.396084E+03   0.113648E+03   0.269762E-02   0.106897E+02   0.996465E+01   0.992386E+01   0.807261E+01   0.727228E+02
   0.751308E+02   0.166993E+03   0.396084E+03   0.113648E+03   0.619185E-03   0.106897E+02   0.996465E+01   0.123039E+02   0.715355E+01   0.714424E+02
   0.815261E+02   0.188125E+03   0.396084E+03   0.115093E+03   0.405680E-03   0.106897E+02   0.119187E+02   0.123039E+02   0.123306E+02   0.709919E+02
   0.815261E+02   0.188125E+03   0.396084E+03   0.115093E+03   0.405680E-03   0.104892E+02   0.107747E+02   0.804991E+01   0.130901E+02   0.714102E+02
   0.815261E+02   0.188125E+03   0.396084E+03   0.115093E+03   0.405680E-03   0.104892E+02   0.107343E+02   0.804991E+01   0.836743E+01   0.723775E+02
   0.815261E+02   0.188125E+03   0.396084E+03   0.170253E+03   0.405680E-03   0.104892E+02   0.107343E+02   0.778812E+01   0.994560E+01   0.727825E+02
   0.815261E+02   0.188125E+03   0.396084E+03   0.170253E+03   0.178366E-03   0.734252E+01   0.107343E+02   0.847181E+01   0.994560E+01   0.723317E+02
   0.815261E+02   0.188125E+03   0.396084E+03   0.170253E+03   0.342037E-03   0.734252E+01   0.114696E+02   0.847181E+01   0.138046E+02   0.704640E+02
   0.815261E+02   0.188125E+03   0.396084E+03   0.170253E+03   0.342037E-03   0.734252E+01   0.114696E+02   0.731383E+01   0.948273E+01   0.713713E+02
   0.815261E+02   0.188125E+03   0.396085E+03   0.113385E+03   0.342037E-03   0.734252E+01   0.114696E+02   0.731383E+01   0.948273E+01   0.710449E+02
   0.815261E+02   0.188125E+03   0.394635E+03   0.113385E+03   0.342037E-03   0.734252E+01   0.894073E+01   0.731383E+01   0.948273E+01   0.714188E+02
   0.815261E+02   0.188125E+03   0.394635E+03   0.113385E+03   0.342037E-03   0.734252E+01   0.894073E+01   0.100390E+02   0.948273E+01   0.723250E+02
   0.815261E+02   0.188125E+03   0.400756E+03   0.113385E+03   0.342037E-03   0.124134E+02   0.894073E+01   0.100390E+02   0.948273E+01   0.723165E+02
   0.815261E+02   0.188125E+03   0.400756E+03   0.113385E+03   0.320692E-02   0.165246E+02   0.894073E+01   0.100390E+02   0.948273E+01   0.692014E+02
   0.815261E+02   0.188125E+03   0.400756E+03   0.113385E+03   0.320692E-02   0.165691E+02   0.894073E+01   0.100390E+02   0.948273E+01   0.691648E+02
   0.815261E+02   0.188125E+03   0.400756E+03   0.113385E+03   0.320692E-02   0.115770E+02   0.786086E+01   0.100390E+02   0.132350E+02   0.707238E+02
   0.815261E+02   0.188125E+03   0.400756E+03   0.113385E+03   0.320692E-02   0.115770E+02   0.118453E+02   0.100390E+02   0.117125E+02   0.714712E+02
   0.820547E+02   0.188125E+03   0.400820E+03   0.113385E+03   0.320692E-02   0.804059E+01   0.100802E+02   0.100390E+02   0.117125E+02   0.720115E+02
   0.820547E+02   0.188125E+03   0.400820E+03   0.113385E+03   0.320692E-02   0.777092E+01   0.100802E+02   0.100390E+02   0.945289E+01   0.723321E+02
   0.820547E+02   0.188125E+03   0.400820E+03   0.113385E+03   0.320692E-02   0.777092E+01   0.100802E+02   0.100390E+02   0.945289E+01   0.723321E+02
   0.820547E+02   0.188125E+03   0.400820E+03   0.113385E+03   0.320692E-02   0.116189E+02   0.100802E+02   0.100390E+02   0.769822E+01   0.718330E+02
   0.820547E+02   0.188125E+03   0.400820E+03   0.113385E+03   0.711264E-02   0.116189E+02   0.100802E+02   0.100401E+02   0.769822E+01   0.708484E+02
   0.820547E+02   0.188125E+03   0.400820E+03   0.113385E+03   0.440701E-02   0.116189E+02   0.100802E+02   0.636615E+01   0.769822E+01   0.695102E+02
   0.820547E+02   0.188125E+03   0.400820E+03   0.113385E+03   0.440701E-02   0.543599E+01   0.711342E+01   0.692972E+01   0.769822E+01   0.655891E+02
   0.820547E+02   0.188125E+03   0.400820E+03   0.113385E+03   0.758624E-02   0.543599E+01   0.711342E+01   0.955330E+01   0.893330E+01   0.665525E+02
   0.820547E+02   0.188125E+03   0.400820E+03   0.113385E+03   0.943947E-02   0.543599E+01   0.711342E+01   0.893525E+01   0.893330E+01   0.657697E+02
   0.820547E+02   0.188125E+03   0.400820E+03   0.113385E+03   0.711102E-02   0.543599E+01   0.711342E+01   0.893525E+01   0.893330E+01   0.666509E+02
   0.820547E+02   0.188125E+03   0.400820E+03   0.113385E+03   0.155923E-02   0.705921E+01   0.614952E+01   0.893525E+01   0.893330E+01   0.693426E+02
   0.820547E+02   0.188125E+03   0.400820E+03   0.113385E+03   0.155923E-02   0.817224E+01   0.614952E+01   0.893525E+01   0.893330E+01   0.702029E+02
   0.779863E+02   0.149611E+03   0.400820E+03   0.113385E+03   0.363417E-02   0.817224E+01   0.614952E+01   0.893525E+01   0.893330E+01   0.700458E+02
   0.779863E+02   0.163925E+03   0.400820E+03   0.113325E+03   0.363417E-02   0.817224E+01   0.857599E+01   0.893525E+01   0.893330E+01   0.724628E+02
   0.779863E+02   0.163925E+03   0.379344E+03   0.113325E+03   0.175316E-02   0.817224E+01   0.857599E+01   0.118492E+02   0.893330E+01   0.725350E+02
   0.779863E+02   0.208845E+03   0.379344E+03   0.121617E+03   0.175316E-02   0.105482E+02   0.857599E+01   0.120088E+02   0.893330E+01   0.722928E+02
   0.779863E+02   0.208845E+03   0.379344E+03   0.121617E+03   0.175316E-02   0.105482E+02   0.857599E+01   0.120088E+02   0.893330E+01   0.722928E+02
   0.779863E+02   0.208845E+03   0.379344E+03   0.823842E+02   0.175316E-02   0.105482E+02   0.926969E+01   0.120088E+02   0.893330E+01   0.725067E+02
   0.779863E+02   0.208845E+03   0.394350E+03   0.526377E+02   0.175316E-02   0.111554E+02   0.926969E+01   0.158623E+02   0.893330E+01   0.698508E+02
   0.779863E+02   0.208845E+03   0.394350E+03   0.507141E+02   0.175316E-02   0.111554E+02   0.926969E+01   0.158623E+02   0.893330E+01   0.698270E+02
   0.779863E+02   0.208845E+03   0.394350E+03  -0.328272E+01   0.175316E-02   0.111554E+02   0.926969E+01   0.158623E+02   0.893330E+01   0.693096E+02
   0.779863E+02   0.208845E+03   0.391094E+03  -0.158552E+02   0.437149E-02   0.111554E+02   0.926969E+01   0.150480E+02   0.913318E+01   0.695742E+02
   0.779863E+02   0.208845E+03   0.391094E+03   0.179515E+02   0.200058E-02   0.749828E+01   0.926969E+01   0.768254E+01   0.913318E+01   0.714878E+02
   0.779863E+02   0.208845E+03   0.391094E+03   0.380796E+02   0.200058E-02   0.749828E+01   0.926969E+01   0.121700E+02   0.103807E+02   0.717215E+02
   0.779863E+02   0.208845E+03   0.394500E+03   0.380796E+02   0.200058E-02   0.749828E+01   0.926969E+01   0.102715E+02   0.103807E+02   0.724114E+02
   0.779863E+02   0.208845E+03   0.394500E+03   0.889976E+02   0.309424E-02   0.749828E+01   0.926969E+01   0.102715E+02   0.103807E+02   0.721601E+02
   0.779863E+02   0.208845E+03   0.395697E+03   0.835275E+02   0.185270E-02   0.103439E+02   0.683771E+01   0.102715E+02   0.103807E+02   0.715975E+02
   0.779863E+02   0.208808E+03   0.407133E+03   0.835275E+02   0.185270E-02   0.103439E+02   0.994584E+01   0.941529E+01   0.103807E+02   0.729520E+02
   0.779863E+02   0.177137E+03   0.407133E+03   0.835275E+02   0.185270E-02   0.894786E+01   0.994584E+01   0.941529E+01   0.103807E+02   0.728648E+02
   0.779863E+02   0.177137E+03   0.407133E+03   0.835275E+02   0.135519E-02   0.894786E+01   0.134481E+02   0.941529E+01   0.103807E+02   0.715070E+02
   0.779863E+02   0.177137E+03   0.404894E+03   0.835275E+02   0.135519E-02   0.633678E+01   0.866546E+01   0.941529E+01   0.837685E+01   0.706081E+02
   0.779863E+02   0.177137E+03   0.404894E+03   0.835275E+02   0.135519E-02   0.633678E+01   0.866546E+01   0.107028E+02   0.837685E+01   0.704676E+02
   0.779863E+02   0.177137E+03   0.404894E+03   0.835275E+02   0.135519E-02   0.633678E+01   0.866546E+01   0.107028E+02   0.116985E+02   0.702181E+02
   0.779863E+02   0.177137E+03   0.404894E+03   0.135689E+03   0.135519E-02   0.633678E+01   0.866546E+01   0.107028E+02   0.116985E+02   0.705870E+02
   0.779863E+02   0.177137E+03   0.404894E+03   0.136358E+03   0.135519E-02   0.112248E+02   0.866546E+01   0.133215E+02   0.113489E+02   0.713989E+02
   0.779863E+02   0.177137E+03   0.404894E+03   0.136358E+03   0.294096E-03   0.112248E+02   0.866546E+01   0.121697E+02   0.113489E+02   0.720817E+02
   0.779863E+02   0.177137E+03   0.404894E+03   0.136358E+03   0.294096E-03   0.112248E+02   0.866546E+01   0.121697E+02   0.745821E+01   0.716266E+02
   0.779863E+02   0.177137E+03   0.401035E+03   0.136358E+03   0.294096E-03   0.112248E+02   0.866546E+01   0.121697E+02   0.745821E+01   0.716183E+02
   0.779863E+02   0.177137E+03   0.401035E+03   0.136358E+03   0.445262E-02   0.917899E+01   0.866546E+01   0.121697E+02   0.745821E+01   0.713818E+02
   0.779863E+02   0.177137E+03   0.401035E+03   0.897241E+02   0.445262E-02   0.917899E+01   0.866546E+01   0.935477E+01   0.745821E+01   0.716406E+02
   0.779863E+02   0.187496E+03   0.401035E+03   0.930805E+02   0.445262E-02   0.917899E+01   0.996483E+01   0.935477E+01   0.800736E+01   0.724508E+02
   0.779863E+02   0.187496E+03   0.419059E+03   0.930805E+02   0.433607E-02   0.108818E+02   0.996483E+01   0.935477E+01   0.746603E+01   0.718338E+02
   0.779863E+02   0.844972E+02   0.401263E+03   0.930805E+02   0.244261E-02   0.100553E+02   0.847815E+01   0.877423E+01   0.746603E+01   0.725773E+02
   0.779863E+02   0.844972E+02   0.401263E+03   0.930805E+02   0.115202E-02   0.982952E+01   0.847815E+01   0.138051E+02   0.128234E+02   0.709357E+02
   0.779863E+02   0.844972E+02   0.401263E+03   0.930805E+02   0.115202E-02   0.982952E+01   0.778509E+01   0.138051E+02   0.128234E+02   0.705781E+02
   0.779863E+02   0.844972E+02   0.359105E+03   0.930805E+02   0.115202E-02   0.169811E+02   0.778509E+01   0.114340E+02   0.128234E+02   0.679109E+02
   0.779863E+02   0.844972E+02   0.406343E+03   0.930805E+02   0.115202E-02   0.169811E+02   0.778509E+01   0.114340E+02   0.117335E+02   0.683297E+02
   0.727423E+02   0.844972E+02   0.406343E+03   0.930805E+02   0.115202E-02   0.169811E+02   0.115863E+02   0.938123E+01   0.117335E+02   0.692721E+02
   0.727423E+02   0.296997E+02   0.400118E+03   0.930805E+02   0.169179E-02   0.129866E+02   0.115863E+02   0.938123E+01   0.647207E+01   0.704737E+02
   0.638853E+02   0.296997E+02   0.380579E+03   0.959608E+02   0.354646E-02   0.110357E+02   0.137018E+02   0.110377E+02   0.647207E+01   0.693917E+02
   0.659336E+02   0.296997E+02   0.380579E+03   0.996716E+02   0.643796E-02   0.106748E+02   0.651575E+01   0.622809E+01   0.647207E+01   0.664210E+02
   0.659336E+02   0.296997E+02   0.380579E+03   0.905324E+02   0.540782E-02   0.924066E+01   0.762205E+01   0.133336E+02   0.647207E+01   0.692370E+02
   0.659336E+02   0.128904E+03   0.380579E+03   0.521525E+02   0.540782E-02   0.862083E+01   0.762205E+01   0.106044E+02   0.668486E+01   0.696939E+02
   0.659336E+02   0.128904E+03   0.380579E+03   0.491585E+02   0.540782E-02   0.862083E+01   0.762205E+01   0.106044E+02   0.102341E+02   0.714813E+02
   0.659336E+02   0.543473E+02   0.369623E+03   0.491585E+02   0.616220E-02   0.766503E+01   0.762205E+01   0.900874E+01   0.102341E+02   0.718975E+02
   0.659336E+02   0.543473E+02   0.346904E+03   0.794075E+02   0.616220E-02   0.125485E+02   0.762205E+01   0.900874E+01   0.106712E+02   0.710160E+02
   0.659336E+02   0.739147E+02   0.346904E+03   0.995851E+02   0.240813E-03   0.119622E+02   0.762205E+01   0.900874E+01   0.121656E+02   0.722025E+02
   0.659336E+02   0.739147E+02   0.368331E+03   0.100854E+03   0.240813E-03   0.119622E+02   0.726666E+01   0.900874E+01   0.107011E+02   0.721995E+02
   0.659336E+02   0.739147E+02   0.368331E+03   0.100854E+03   0.240813E-03   0.119622E+02   0.726666E+01   0.900874E+01   0.107011E+02   0.721995E+02
   0.659336E+02   0.261101E+02   0.368331E+03   0.151120E+03   0.108119E-02   0.119622E+02   0.893133E+01   0.889127E+01   0.107011E+02   0.723937E+02
   0.659336E+02   0.261101E+02   0.339039E+03   0.151120E+03   0.108119E-02   0.119622E+02   0.893133E+01   0.891890E+01   0.654439E+01   0.713891E+02
   0.659336E+02   0.201879E+02   0.346360E+03   0.124764E+03   0.108119E-02   0.113396E+02   0.893133E+01   0.891890E+01   0.654439E+01   0.717646E+02
   0.659336E+02   0.201879E+02   0.346360E+03   0.124764E+03   0.496669E-03   0.113396E+02   0.893133E+01   0.891890E+01   0.654439E+01   0.717901E+02
   0.659336E+02   0.201879E+02   0.341032E+03   0.126246E+03   0.496669E-03   0.113396E+02   0.893133E+01   0.891890E+01   0.654439E+01   0.717654E+02
   0.659336E+02   0.180182E+02   0.341032E+03   0.173014E+03   0.496669E-03   0.887798E+01   0.893133E+01   0.891890E+01   0.139263E+02   0.714320E+02
   0.659336E+02   0.180182E+02   0.341032E+03   0.173014E+03   0.496669E-03   0.868539E+01   0.893133E+01   0.891890E+01   0.139263E+02   0.713827E+02
   0.659336E+02   0.180182E+02   0.189796E+03   0.173014E+03   0.161691E-02   0.107234E+02   0.893133E+01   0.891890E+01   0.153661E+02   0.700097E+02
   0.659336E+02   0.192686E+03   0.908149E+02   0.180021E+03   0.161691E-02   0.107234E+02   0.893133E+01   0.954577E+01   0.153661E+02   0.711334E+02
   0.655991E+02   0.192686E+03   0.114473E+03   0.179350E+03   0.161691E-02   0.107234E+02   0.893133E+01   0.817820E+01   0.153661E+02   0.708596E+02
   0.655991E+02   0.192686E+03   0.475053E+02   0.193611E+03   0.161691E-02   0.107234E+02   0.157147E+02   0.817820E+01   0.133926E+02   0.691466E+02
   0.655991E+02   0.192686E+03   0.248427E+02   0.307889E+03   0.163839E-03   0.107234E+02   0.677221E+01   0.106195E+02   0.133926E+02   0.708446E+02
   0.655991E+02   0.192686E+03   0.248427E+02   0.310279E+03   0.163839E-03   0.107234E+02   0.132722E+02   0.106195E+02   0.102744E+02   0.723464E+02
   0.803002E+02   0.192686E+03   0.488518E+02   0.310279E+03   0.451037E-02   0.113001E+02   0.132722E+02   0.586066E+01   0.102744E+02   0.688197E+02
   0.803002E+02   0.192686E+03   0.488518E+02   0.265054E+03   0.375798E-02   0.113001E+02   0.132722E+02   0.586066E+01   0.140350E+02   0.673547E+02
   0.739895E+02   0.192686E+03  -0.895055E+01   0.265054E+03   0.375798E-02   0.107087E+02   0.132722E+02   0.911331E+01   0.572859E+01   0.690132E+02
   0.739895E+02   0.192686E+03  -0.208605E+02   0.256663E+03   0.375798E-02   0.836836E+01   0.132722E+02   0.911331E+01   0.109945E+02   0.719843E+02
   0.739895E+02   0.192686E+03  -0.208605E+02   0.301419E+03   0.375798E-02   0.836836E+01   0.132722E+02   0.132867E+02   0.109945E+02   0.708180E+02
   0.739895E+02   0.159033E+03   0.138920E+02   0.235115E+03   0.706795E-03   0.836836E+01   0.132722E+02   0.687586E+01   0.109945E+02   0.711108E+02
   0.739895E+02   0.159033E+03   0.338902E+02   0.197620E+03   0.706795E-03   0.836836E+01   0.132722E+02   0.687586E+01   0.109945E+02   0.711142E+02
   0.739895E+02   0.237767E+03   0.670939E+02   0.283640E+03   0.706795E-03   0.117272E+02   0.132722E+02   0.715964E+01   0.120508E+02   0.704145E+02
   0.739895E+02   0.213831E+03   0.627303E+02   0.224493E+03   0.706795E-03   0.813816E+01   0.121963E+02   0.715964E+01   0.970938E+01   0.718075E+02
   0.739895E+02   0.202468E+03   0.777104E+02   0.117191E+03   0.905443E-02   0.813816E+01   0.121963E+02   0.715964E+01   0.970938E+01   0.696235E+02
   0.539746E+02   0.202468E+03   0.136481E+03   0.868113E+02   0.905443E-02   0.757200E+01   0.112193E+02   0.792656E+01   0.970938E+01   0.705892E+02
   0.539746E+02   0.202468E+03   0.136481E+03  -0.154717E+01   0.618890E-02   0.738783E+01   0.112193E+02   0.792656E+01   0.970938E+01   0.715432E+02
   0.539746E+02   0.213038E+03   0.102679E+03   0.991803E+01   0.134601E-02   0.738783E+01   0.112193E+02   0.792656E+01   0.970938E+01   0.724478E+02
   0.776763E+02   0.273292E+03   0.801563E+02   0.150372E+01   0.134601E-02   0.696916E+01   0.112193E+02   0.899737E+01   0.970938E+01   0.712145E+02
   0.776763E+02   0.176156E+03   0.349374E+02  -0.319223E+02   0.134601E-02   0.696916E+01   0.969714E+01   0.138149E+02   0.970938E+01   0.704394E+02
   0.776763E+02   0.176156E+03   0.406600E+02  -0.717393E+02   0.382631E-02   0.696916E+01   0.969714E+01   0.138149E+02   0.115326E+02   0.696021E+02
   0.776763E+02   0.176156E+03   0.406600E+02  -0.717393E+02   0.507007E-02   0.696916E+01   0.969714E+01   0.138149E+02   0.115326E+02   0.693246E+02
   0.776763E+02   0.176156E+03   0.161749E+02  -0.717393E+02   0.507007E-02   0.136337E+02   0.914209E+01   0.721943E+01   0.112469E+02   0.698493E+02
   0.776763E+02   0.176156E+03   0.161749E+02  -0.102539E+03   0.507007E-02   0.136337E+02   0.914209E+01   0.721943E+01   0.120845E+02   0.695647E+02
   0.776763E+02   0.176156E+03  -0.241919E+00  -0.996029E+02   0.507007E-02   0.845545E+01   0.104668E+02   0.101408E+02   0.120845E+02   0.718748E+02
   0.776763E+02   0.176156E+03   0.345035E+02  -0.996029E+02   0.361670E-03   0.683904E+01   0.912450E+01   0.101408E+02   0.120845E+02   0.711809E+02
   0.776763E+02   0.117105E+03   0.681732E+02  -0.996029E+02   0.361670E-03   0.683904E+01   0.912450E+01   0.101408E+02   0.120845E+02   0.706880E+02
   0.501289E+02   0.117105E+03   0.355521E+02  -0.849161E+02   0.361670E-03   0.856972E+01   0.912450E+01   0.101408E+02   0.120845E+02   0.722648E+02
   0.456173E+02   0.117105E+03   0.588050E+02  -0.112979E+03   0.361670E-03   0.856972E+01   0.107570E+02   0.854163E+01   0.120845E+02   0.717781E+02
   0.456173E+02   0.151386E+03   0.721494E+02  -0.117555E+03   0.361670E-03   0.856972E+01   0.722332E+01   0.100590E+02   0.120845E+02   0.718670E+02
   0.456173E+02   0.151386E+03   0.664376E+02  -0.126765E+03   0.361670E-03   0.856972E+01   0.907796E+01   0.100590E+02   0.120845E+02   0.728127E+02
   0.456173E+02   0.151386E+03   0.664376E+02  -0.625828E+02   0.361670E-03   0.856972E+01   0.907796E+01   0.150822E+02   0.126505E+02   0.699136E+02
   0.456173E+02   0.151386E+03   0.678471E+02  -0.391380E+02   0.361670E-03   0.856972E+01   0.907796E+01   0.128240E+02   0.126505E+02   0.713287E+02
   0.456173E+02   0.183797E+03   0.737998E+02  -0.570214E+02   0.654910E-03   0.856972E+01   0.907796E+01   0.128240E+02   0.100155E+02   0.725205E+02
   0.456173E+02   0.205896E+03   0.684099E+02  -0.168422E+03   0.336157E-02   0.900318E+01   0.907796E+01   0.128240E+02   0.100155E+02   0.723376E+02
   0.456173E+02   0.205896E+03   0.125314E+02  -0.112849E+03   0.877966E-04   0.900318E+01   0.907796E+01   0.604398E+01   0.100155E+02   0.709888E+02
   0.456173E+02   0.205896E+03   0.637554E+02  -0.756487E+02   0.877966E-04   0.900318E+01   0.990084E+01   0.114120E+02   0.100155E+02   0.733742E+02
   0.456173E+02   0.160772E+03   0.392879E+02   0.101652E+02   0.877966E-04   0.900318E+01   0.968110E+01   0.955098E+01   0.100155E+02   0.733141E+02
   0.456173E+02   0.244266E+03   0.346957E+02   0.344134E+02   0.877966E-04   0.900318E+01   0.968110E+01   0.826793E+01   0.100155E+02   0.735592E+02
   0.456173E+02   0.186005E+03   0.124610E+02   0.630284E+02   0.877966E-04   0.900318E+01   0.968110E+01   0.826793E+01   0.100155E+02   0.731260E+02
   0.740580E+02   0.776486E+02   0.726808E+02   0.855228E+01   0.877966E-04   0.100550E+02   0.968110E+01   0.826793E+01   0.100155E+02   0.737352E+02
   0.740580E+02   0.900063E+02   0.914896E+02   0.446267E+02   0.605564E-03   0.104916E+02   0.879704E+01   0.114317E+02   0.100155E+02   0.736375E+02
   0.740580E+02   0.684555E+02   0.914896E+02   0.446267E+02   0.605564E-03   0.867543E+01   0.113288E+02   0.605152E+01   0.978219E+01   0.711442E+02
   0.740580E+02   0.684555E+02   0.178123E+01   0.736459E+02   0.342986E-02   0.957538E+01   0.113288E+02   0.605152E+01   0.978219E+01   0.701390E+02
   0.775325E+02   0.684555E+02   0.435412E+02   0.547230E+02   0.488441E-02   0.957538E+01   0.113288E+02   0.638014E+01   0.905676E+01   0.712125E+02
   0.775325E+02   0.684555E+02   0.435412E+02   0.571660E+02   0.866336E-02   0.957538E+01   0.113288E+02   0.959656E+01   0.905676E+01   0.719933E+02
   0.775325E+02   0.684555E+02   0.141591E+02   0.768167E+02   0.866336E-02   0.957538E+01   0.113288E+02   0.959656E+01   0.905676E+01   0.716560E+02
   0.860931E+02   0.684555E+02   0.141591E+02   0.768167E+02   0.739373E-02   0.957538E+01   0.110772E+02   0.102111E+02   0.985768E+01   0.725155E+02
   0.860931E+02   0.195194E+03   0.112637E+03  -0.529149E+01   0.739373E-02   0.596995E+01   0.101623E+02   0.102111E+02   0.985768E+01   0.686309E+02
   0.399787E+02   0.176070E+03   0.124048E+03   0.237671E+02   0.775495E-02   0.596995E+01   0.101623E+02   0.102111E+02   0.985768E+01   0.682919E+02
   0.399787E+02   0.176070E+03   0.122416E+03   0.400548E+01   0.851071E-02   0.113914E+02   0.838796E+01   0.102111E+02   0.809276E+01   0.703547E+02
