a0_min_r_1     a0_flood_r_1   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.111350E+03   0.427771E+02   0.906579E-04   0.812452E+01   0.924354E+01   0.190295E+02   0.163718E+02   0.491107E+02
   0.111350E+03   0.427771E+02   0.906579E-04   0.812452E+01   0.924354E+01   0.190295E+02   0.183150E+02   0.485959E+02
   0.111350E+03   0.427771E+02   0.906579E-04   0.812452E+01   0.924354E+01   0.168914E+02   0.188518E+02   0.490630E+02
   0.111350E+03   0.427771E+02   0.906579E-04   0.812452E+01   0.983588E+01   0.168914E+02   0.188161E+02   0.490874E+02
   0.111618E+03   0.427771E+02   0.906579E-04   0.812452E+01   0.983588E+01   0.168914E+02   0.188161E+02   0.486880E+02
   0.111618E+03   0.405015E+02   0.428686E-03   0.812452E+01   0.113576E+02   0.152799E+02   0.188161E+02   0.472546E+02
   0.113344E+03   0.405015E+02   0.428686E-03   0.812452E+01   0.848152E+01   0.147742E+02   0.188161E+02   0.477162E+02
   0.112550E+03   0.405015E+02   0.428686E-03   0.678728E+01   0.848152E+01   0.147742E+02   0.179772E+02   0.471479E+02
   0.112550E+03   0.405015E+02   0.428686E-03   0.124606E+02   0.848152E+01   0.147742E+02   0.179772E+02   0.478127E+02
   0.112550E+03   0.405015E+02   0.428686E-03   0.115042E+02   0.925553E+01   0.147742E+02   0.155112E+02   0.489722E+02
   0.112550E+03   0.405015E+02   0.428686E-03   0.969277E+01   0.925553E+01   0.147742E+02   0.155112E+02   0.493768E+02
   0.112550E+03   0.405015E+02   0.428686E-03   0.837504E+01   0.107323E+02   0.147742E+02   0.155112E+02   0.490064E+02
   0.112550E+03   0.405015E+02   0.428686E-03   0.113212E+02   0.105838E+02   0.167971E+02   0.155112E+02   0.486562E+02
   0.112550E+03   0.405015E+02   0.428686E-03   0.113212E+02   0.105838E+02   0.167971E+02   0.155112E+02   0.486562E+02
   0.112550E+03   0.405015E+02   0.428686E-03   0.113212E+02   0.778248E+01   0.135605E+02   0.134061E+02   0.484672E+02
   0.112550E+03   0.405015E+02   0.428686E-03   0.113212E+02   0.778248E+01   0.135605E+02   0.134061E+02   0.484672E+02
   0.114153E+03   0.405015E+02   0.428686E-03   0.796710E+01   0.859453E+01   0.161625E+02   0.134061E+02   0.472570E+02
   0.114153E+03   0.405015E+02   0.428686E-03   0.113450E+02   0.859453E+01   0.161625E+02   0.150775E+02   0.473901E+02
   0.114153E+03   0.405015E+02   0.428686E-03   0.113450E+02   0.733854E+01   0.161625E+02   0.158383E+02   0.465520E+02
   0.114153E+03   0.405015E+02   0.428686E-03   0.113450E+02   0.733854E+01   0.161625E+02   0.137159E+02   0.466327E+02
   0.113487E+03   0.412357E+02   0.428686E-03   0.850430E+01   0.918007E+01   0.161625E+02   0.137159E+02   0.477743E+02
   0.113603E+03   0.412357E+02   0.428686E-03   0.850430E+01   0.918007E+01   0.161625E+02   0.186750E+02   0.467670E+02
   0.111169E+03   0.414192E+02   0.428686E-03   0.850430E+01   0.714424E+01   0.121525E+02   0.184682E+02   0.467649E+02
   0.111169E+03   0.414192E+02   0.428686E-03   0.850430E+01   0.714424E+01   0.116446E+02   0.184682E+02   0.465601E+02
   0.111169E+03   0.414192E+02   0.428686E-03   0.850430E+01   0.921432E+01   0.177271E+02   0.184682E+02   0.476679E+02
   0.112058E+03   0.414192E+02   0.428686E-03   0.850430E+01   0.921432E+01   0.177271E+02   0.193715E+02   0.476137E+02
   0.112058E+03   0.414192E+02   0.428686E-03   0.920104E+01   0.758192E+01   0.168168E+02   0.120898E+02   0.480429E+02
   0.112058E+03   0.390930E+02   0.428686E-03   0.920104E+01   0.758192E+01   0.164881E+02   0.155283E+02   0.466996E+02
   0.113409E+03   0.400283E+02   0.246357E-03   0.920104E+01   0.103998E+02   0.207777E+02   0.211178E+02   0.467614E+02
   0.113409E+03   0.400283E+02   0.146850E-03   0.927848E+01   0.101025E+02   0.145635E+02   0.120491E+02   0.502383E+02
   0.113409E+03   0.400283E+02   0.730251E-03   0.927848E+01   0.101025E+02   0.166499E+02   0.168653E+02   0.466207E+02
   0.112429E+03   0.400283E+02   0.730251E-03   0.927848E+01   0.101025E+02   0.180675E+02   0.168653E+02   0.461950E+02
   0.112429E+03   0.420780E+02   0.730251E-03   0.122732E+02   0.101025E+02   0.991324E+01   0.168653E+02   0.440783E+02
   0.110479E+03   0.420780E+02   0.730251E-03   0.122732E+02   0.920022E+01   0.968862E+01   0.182275E+02   0.436171E+02
   0.110479E+03   0.420780E+02   0.730251E-03   0.122732E+02   0.920022E+01   0.159903E+02   0.182275E+02   0.454531E+02
   0.110479E+03   0.427125E+02   0.668267E-03   0.122732E+02   0.920022E+01   0.159903E+02   0.182275E+02   0.460995E+02
   0.110479E+03   0.427125E+02   0.668267E-03   0.122732E+02   0.920022E+01   0.121648E+02   0.182275E+02   0.458754E+02
   0.110479E+03   0.418724E+02   0.668267E-03   0.814745E+01   0.760685E+01   0.177398E+02   0.173154E+02   0.453806E+02
   0.110479E+03   0.418724E+02   0.763678E-03   0.814745E+01   0.760685E+01   0.157634E+02   0.180265E+02   0.449791E+02
   0.110479E+03   0.418724E+02   0.370550E-03   0.814745E+01   0.676550E+01   0.157634E+02   0.180265E+02   0.465154E+02
   0.110925E+03   0.418724E+02   0.370550E-03   0.813262E+01   0.855966E+01   0.140900E+02   0.133820E+02   0.490264E+02
   0.110925E+03   0.448062E+02   0.341767E-03   0.729184E+01   0.788715E+01   0.140900E+02   0.133820E+02   0.464808E+02
   0.110925E+03   0.409240E+02   0.341767E-03   0.941312E+01   0.788715E+01   0.113662E+02   0.133820E+02   0.474569E+02
   0.110925E+03   0.409240E+02   0.341767E-03   0.941312E+01   0.704004E+01   0.113662E+02   0.125587E+02   0.465668E+02
   0.110925E+03   0.409240E+02   0.341767E-03   0.941312E+01   0.704004E+01   0.113662E+02   0.125587E+02   0.465668E+02
   0.110925E+03   0.425158E+02   0.341767E-03   0.941312E+01   0.974580E+01   0.127530E+02   0.219507E+02   0.476063E+02
   0.110925E+03   0.425158E+02   0.341767E-03   0.941312E+01   0.696529E+01   0.127530E+02   0.234703E+02   0.455556E+02
   0.110925E+03   0.425158E+02   0.341767E-03   0.958120E+01   0.580067E+01   0.127530E+02   0.215084E+02   0.446400E+02
   0.110925E+03   0.418745E+02   0.341767E-03   0.958120E+01   0.746774E+01   0.127530E+02   0.215084E+02   0.467884E+02
   0.110925E+03   0.418745E+02   0.341767E-03   0.958120E+01   0.746774E+01   0.127530E+02   0.206378E+02   0.471807E+02
   0.110925E+03   0.418745E+02   0.341767E-03   0.958120E+01   0.857552E+01   0.127530E+02   0.117537E+02   0.489050E+02
   0.110925E+03   0.441989E+02   0.341767E-03   0.124835E+02   0.922544E+01   0.127530E+02   0.126768E+02   0.476790E+02
   0.110686E+03   0.441989E+02   0.118081E-03   0.124835E+02   0.922544E+01   0.127530E+02   0.126768E+02   0.486549E+02
   0.110686E+03   0.441989E+02   0.118081E-03   0.136486E+02   0.922544E+01   0.111469E+02   0.894158E+01   0.446909E+02
   0.110686E+03   0.441989E+02   0.118081E-03   0.911102E+01   0.922544E+01   0.141938E+02   0.894158E+01   0.470181E+02
   0.110686E+03   0.441989E+02   0.118081E-03   0.911102E+01   0.922544E+01   0.141938E+02   0.149870E+02   0.498471E+02
   0.110686E+03   0.441989E+02   0.118081E-03   0.911102E+01   0.922544E+01   0.141938E+02   0.149870E+02   0.498471E+02
   0.110686E+03   0.441989E+02   0.118081E-03   0.148456E+02   0.922544E+01   0.141938E+02   0.149870E+02   0.475158E+02
   0.109639E+03   0.441989E+02   0.118081E-03   0.148456E+02   0.922544E+01   0.159986E+02   0.153955E+02   0.483418E+02
   0.109639E+03   0.441989E+02   0.439680E-03   0.111348E+02   0.922544E+01   0.159986E+02   0.204071E+02   0.474541E+02
   0.109639E+03   0.441989E+02   0.439680E-03   0.111348E+02   0.922544E+01   0.181964E+02   0.170459E+02   0.480710E+02
   0.109639E+03   0.441989E+02   0.439680E-03   0.111348E+02   0.795233E+01   0.181964E+02   0.170459E+02   0.476446E+02
   0.109639E+03   0.441989E+02   0.439680E-03   0.637996E+01   0.795233E+01   0.181964E+02   0.170459E+02   0.458211E+02
   0.109639E+03   0.446455E+02   0.480827E-03   0.105566E+02   0.123361E+02   0.181964E+02   0.153646E+02   0.474575E+02
   0.109639E+03   0.446455E+02   0.480827E-03   0.105566E+02   0.123361E+02   0.175155E+02   0.190591E+02   0.467364E+02
   0.109639E+03   0.446455E+02   0.480827E-03   0.105566E+02   0.119814E+02   0.115997E+02   0.190591E+02   0.467946E+02
   0.109639E+03   0.446455E+02   0.480827E-03   0.935471E+01   0.869646E+01   0.115997E+02   0.192558E+02   0.473085E+02
   0.109639E+03   0.446455E+02   0.480827E-03   0.935471E+01   0.103561E+02   0.115997E+02   0.192558E+02   0.473623E+02
   0.109639E+03   0.446455E+02   0.263703E-03   0.935471E+01   0.877596E+01   0.115196E+02   0.192558E+02   0.485846E+02
   0.109639E+03   0.446455E+02   0.263703E-03   0.123702E+02   0.877596E+01   0.146414E+02   0.233497E+02   0.465584E+02
   0.109639E+03   0.446455E+02   0.263703E-03   0.111338E+02   0.112555E+02   0.146414E+02   0.155257E+02   0.497157E+02
   0.109639E+03   0.446455E+02   0.263703E-03   0.137324E+02   0.112555E+02   0.146414E+02   0.155257E+02   0.483927E+02
   0.109639E+03   0.446455E+02   0.263703E-03   0.137324E+02   0.112555E+02   0.133084E+02   0.178134E+02   0.478245E+02
   0.109639E+03   0.446455E+02   0.434331E-04   0.137400E+02   0.102171E+02   0.133084E+02   0.178134E+02   0.486716E+02
   0.109639E+03   0.446455E+02   0.434331E-04   0.137400E+02   0.102171E+02   0.133084E+02   0.178134E+02   0.486716E+02
   0.109639E+03   0.446455E+02   0.100409E-03   0.137400E+02   0.102171E+02   0.133084E+02   0.178134E+02   0.486024E+02
   0.109639E+03   0.446455E+02   0.100409E-03   0.137400E+02   0.102171E+02   0.133084E+02   0.155513E+02   0.490913E+02
   0.109639E+03   0.446455E+02   0.100409E-03   0.128118E+02   0.102171E+02   0.191513E+02   0.155513E+02   0.487245E+02
   0.109639E+03   0.424567E+02   0.100409E-03   0.128118E+02   0.102171E+02   0.191513E+02   0.155513E+02   0.466475E+02
   0.109639E+03   0.448634E+02   0.100409E-03   0.128118E+02   0.102171E+02   0.191513E+02   0.155513E+02   0.486116E+02
   0.109639E+03   0.448634E+02   0.100409E-03   0.122256E+02   0.995496E+01   0.191513E+02   0.155513E+02   0.489526E+02
   0.109639E+03   0.448634E+02   0.100409E-03   0.807273E+01   0.995496E+01   0.191513E+02   0.120844E+02   0.489840E+02
   0.109639E+03   0.448634E+02   0.100409E-03   0.807273E+01   0.995496E+01   0.191513E+02   0.120844E+02   0.489840E+02
   0.109639E+03   0.448634E+02   0.323481E-03   0.807273E+01   0.995496E+01   0.191513E+02   0.120844E+02   0.481999E+02
   0.109639E+03   0.448634E+02   0.323481E-03   0.807273E+01   0.995496E+01   0.191513E+02   0.123268E+02   0.482824E+02
   0.109443E+03   0.456076E+02   0.323481E-03   0.807273E+01   0.995496E+01   0.191513E+02   0.123268E+02   0.479688E+02
   0.109191E+03   0.452514E+02   0.323481E-03   0.807273E+01   0.995496E+01   0.191513E+02   0.123268E+02   0.483645E+02
   0.109191E+03   0.452514E+02   0.104862E-03   0.819662E+01   0.995496E+01   0.116571E+02   0.123268E+02   0.496873E+02
   0.109191E+03   0.443567E+02   0.104862E-03   0.819662E+01   0.995496E+01   0.126192E+02   0.123268E+02   0.499129E+02
   0.108756E+03   0.443567E+02   0.104862E-03   0.819662E+01   0.995496E+01   0.126192E+02   0.123268E+02   0.493264E+02
   0.108756E+03   0.443567E+02   0.160743E-03   0.819662E+01   0.116469E+02   0.126192E+02   0.123268E+02   0.487949E+02
   0.108689E+03   0.443567E+02   0.160743E-03   0.799489E+01   0.116469E+02   0.156595E+02   0.123268E+02   0.486970E+02
   0.108689E+03   0.443567E+02   0.160743E-03   0.799489E+01   0.116469E+02   0.124304E+02   0.142325E+02   0.488131E+02
   0.108689E+03   0.443567E+02   0.381966E-04   0.799489E+01   0.104600E+02   0.133750E+02   0.142325E+02   0.495087E+02
   0.109403E+03   0.443567E+02   0.381966E-04   0.106675E+02   0.118317E+02   0.179117E+02   0.142325E+02   0.497198E+02
   0.109403E+03   0.443567E+02   0.381966E-04   0.964105E+01   0.122548E+02   0.179117E+02   0.118147E+02   0.491666E+02
   0.109403E+03   0.443567E+02   0.381966E-04   0.964105E+01   0.769835E+01   0.179117E+02   0.118147E+02   0.492930E+02
   0.109403E+03   0.443567E+02   0.381966E-04   0.128819E+02   0.113907E+02   0.179117E+02   0.118147E+02   0.484698E+02
   0.109403E+03   0.443567E+02   0.158399E-04   0.128819E+02   0.113907E+02   0.198765E+02   0.118147E+02   0.477790E+02
   0.109403E+03   0.443567E+02   0.364883E-03   0.141825E+02   0.113907E+02   0.198765E+02   0.140288E+02   0.462937E+02
   0.109403E+03   0.443567E+02   0.364883E-03   0.141825E+02   0.134597E+02   0.198765E+02   0.140288E+02   0.452353E+02
   0.109403E+03   0.443567E+02   0.364883E-03   0.141825E+02   0.118500E+02   0.198765E+02   0.140288E+02   0.461059E+02
   0.109403E+03   0.437774E+02   0.364883E-03   0.103798E+02   0.118500E+02   0.198178E+02   0.196089E+02   0.465196E+02
   0.109403E+03   0.437774E+02   0.364883E-03   0.104958E+02   0.986492E+01   0.171240E+02   0.211444E+02   0.472830E+02
   0.109403E+03   0.437774E+02   0.364883E-03   0.108636E+02   0.939982E+01   0.171240E+02   0.211444E+02   0.471948E+02
   0.109403E+03   0.437774E+02   0.239763E-03   0.108636E+02   0.939982E+01   0.171240E+02   0.244531E+02   0.461136E+02
   0.109403E+03   0.437774E+02   0.239763E-03   0.104606E+02   0.962920E+01   0.171240E+02   0.213080E+02   0.478005E+02
   0.109403E+03   0.437774E+02   0.239763E-03   0.881720E+01   0.104582E+02   0.121706E+02   0.213080E+02   0.477234E+02
   0.109403E+03   0.437774E+02   0.239763E-03   0.106591E+02   0.104582E+02   0.175560E+02   0.210859E+02   0.476522E+02
   0.109403E+03   0.437774E+02   0.239763E-03   0.106591E+02   0.104582E+02   0.175560E+02   0.210859E+02   0.476522E+02
   0.110820E+03   0.437774E+02   0.158000E-03   0.106591E+02   0.104582E+02   0.175560E+02   0.210859E+02   0.476838E+02
   0.110820E+03   0.437774E+02   0.158000E-03   0.923219E+01   0.868543E+01   0.175560E+02   0.210859E+02   0.477612E+02
   0.110820E+03   0.437774E+02   0.158000E-03   0.923219E+01   0.868543E+01   0.175560E+02   0.176966E+02   0.490446E+02
   0.110820E+03   0.437774E+02   0.158000E-03   0.923219E+01   0.135217E+02   0.919300E+01   0.178868E+02   0.456160E+02
   0.110820E+03   0.437774E+02   0.158000E-03   0.965388E+01   0.116243E+02   0.100384E+02   0.194127E+02   0.470077E+02
   0.110820E+03   0.437774E+02   0.158000E-03   0.965388E+01   0.105582E+02   0.100384E+02   0.224079E+02   0.460243E+02
   0.110820E+03   0.437774E+02   0.251381E-03   0.965388E+01   0.105582E+02   0.260786E+02   0.122761E+02   0.451197E+02
   0.110820E+03   0.437774E+02   0.251381E-03   0.965388E+01   0.105582E+02   0.284551E+02   0.122761E+02   0.437315E+02
   0.110820E+03   0.437774E+02   0.251381E-03   0.965388E+01   0.108659E+02   0.235057E+02   0.122761E+02   0.464468E+02
   0.110820E+03   0.422621E+02   0.251381E-03   0.965388E+01   0.108659E+02   0.128407E+02   0.122761E+02   0.496794E+02
   0.110820E+03   0.422621E+02   0.251381E-03   0.571892E+01   0.108659E+02   0.128407E+02   0.122761E+02   0.463152E+02
   0.110820E+03   0.422621E+02   0.251381E-03   0.731598E+01   0.108659E+02   0.128407E+02   0.117510E+02   0.485521E+02
   0.110820E+03   0.422621E+02   0.251381E-03   0.684429E+01   0.108659E+02   0.193211E+02   0.161933E+02   0.474859E+02
   0.110820E+03   0.422621E+02   0.251381E-03   0.684429E+01   0.104166E+02   0.167132E+02   0.208022E+02   0.468794E+02
   0.110820E+03   0.422621E+02   0.251381E-03   0.695693E+01   0.916295E+01   0.167132E+02   0.208022E+02   0.470680E+02
   0.110708E+03   0.422621E+02   0.251381E-03   0.695693E+01   0.916295E+01   0.167132E+02   0.146431E+02   0.486645E+02
   0.110708E+03   0.422621E+02   0.251381E-03   0.695693E+01   0.126319E+02   0.167132E+02   0.146431E+02   0.477567E+02
   0.110708E+03   0.422621E+02   0.251381E-03   0.123750E+02   0.944449E+01   0.167132E+02   0.146431E+02   0.491911E+02
   0.110708E+03   0.422621E+02   0.251381E-03   0.132024E+02   0.944449E+01   0.167132E+02   0.154504E+02   0.486719E+02
   0.110708E+03   0.422621E+02   0.365969E-03   0.778121E+01   0.944449E+01   0.114776E+02   0.154504E+02   0.484373E+02
   0.110708E+03   0.422621E+02   0.365969E-03   0.131235E+02   0.944449E+01   0.114776E+02   0.154504E+02   0.477777E+02
   0.110708E+03   0.422621E+02   0.365969E-03   0.131235E+02   0.109609E+02   0.121134E+02   0.154504E+02   0.478349E+02
   0.110993E+03   0.422621E+02   0.292824E-03   0.895860E+01   0.109609E+02   0.121134E+02   0.154504E+02   0.495328E+02
   0.110993E+03   0.422621E+02   0.292824E-03   0.738581E+01   0.109609E+02   0.155661E+02   0.154504E+02   0.490323E+02
   0.110993E+03   0.422621E+02   0.292824E-03   0.738581E+01   0.980128E+01   0.155661E+02   0.154504E+02   0.492444E+02
   0.110993E+03   0.422621E+02   0.292824E-03   0.738581E+01   0.654204E+01   0.162633E+02   0.154504E+02   0.472945E+02
   0.110993E+03   0.422621E+02   0.292824E-03   0.113568E+02   0.734410E+01   0.162633E+02   0.154504E+02   0.487537E+02
   0.110993E+03   0.422621E+02   0.494013E-03   0.106125E+02   0.108264E+02   0.162633E+02   0.154504E+02   0.484537E+02
   0.110993E+03   0.422621E+02   0.494013E-03   0.106125E+02   0.108264E+02   0.162633E+02   0.176091E+02   0.480124E+02
   0.110993E+03   0.422621E+02   0.348698E-03   0.106125E+02   0.108264E+02   0.162633E+02   0.176091E+02   0.489581E+02
   0.110564E+03   0.435553E+02   0.348698E-03   0.106125E+02   0.108264E+02   0.182140E+02   0.176091E+02   0.483964E+02
   0.110448E+03   0.435553E+02   0.157568E-03   0.830844E+01   0.168607E+02   0.182140E+02   0.183947E+02   0.451201E+02
   0.110448E+03   0.435553E+02   0.157568E-03   0.107894E+02   0.164272E+02   0.149954E+02   0.183947E+02   0.462393E+02
   0.110357E+03   0.435553E+02   0.157568E-03   0.107894E+02   0.130515E+02   0.152549E+02   0.184855E+02   0.486483E+02
   0.110357E+03   0.435553E+02   0.157568E-03   0.106269E+02   0.130515E+02   0.152549E+02   0.142173E+02   0.494617E+02
   0.110357E+03   0.435553E+02   0.157568E-03   0.821075E+01   0.119573E+02   0.152549E+02   0.142173E+02   0.498548E+02
   0.110357E+03   0.435553E+02   0.157568E-03   0.841155E+01   0.117582E+02   0.152549E+02   0.142173E+02   0.500307E+02
   0.110357E+03   0.435553E+02   0.157568E-03   0.841155E+01   0.117582E+02   0.152549E+02   0.142173E+02   0.500307E+02
   0.110357E+03   0.435553E+02   0.212952E-04   0.997397E+01   0.117582E+02   0.152549E+02   0.142173E+02   0.504471E+02
   0.110357E+03   0.432505E+02   0.212952E-04   0.108950E+02   0.780566E+01   0.152549E+02   0.214473E+02   0.482854E+02
   0.110357E+03   0.432505E+02   0.212952E-04   0.108950E+02   0.544712E+01   0.152549E+02   0.196215E+02   0.455845E+02
   0.109968E+03   0.432505E+02   0.212952E-04   0.975293E+01   0.544712E+01   0.164795E+02   0.196215E+02   0.453532E+02
   0.110267E+03   0.432505E+02   0.212952E-04   0.975293E+01   0.544712E+01   0.164795E+02   0.196215E+02   0.455698E+02
   0.110267E+03   0.419699E+02   0.114230E-03   0.975293E+01   0.544712E+01   0.164795E+02   0.171270E+02   0.448731E+02
   0.110267E+03   0.421032E+02   0.114230E-03   0.866380E+01   0.544712E+01   0.111974E+02   0.171270E+02   0.444117E+02
   0.110267E+03   0.445256E+02   0.114230E-03   0.866380E+01   0.544712E+01   0.111974E+02   0.190212E+02   0.443367E+02
   0.110267E+03   0.445256E+02   0.114230E-03   0.866380E+01   0.544712E+01   0.111974E+02   0.132761E+02   0.452151E+02
   0.110267E+03   0.425620E+02   0.114230E-03   0.866380E+01   0.698161E+01   0.106919E+02   0.154306E+02   0.478310E+02
   0.110267E+03   0.425620E+02   0.114230E-03   0.740281E+01   0.766939E+01   0.106919E+02   0.154306E+02   0.477547E+02
   0.110267E+03   0.425620E+02   0.114230E-03   0.740281E+01   0.766939E+01   0.106919E+02   0.154306E+02   0.477547E+02
   0.110267E+03   0.425620E+02   0.114230E-03   0.740281E+01   0.916929E+01   0.106919E+02   0.154306E+02   0.483622E+02
   0.110267E+03   0.425620E+02   0.114230E-03   0.105906E+02   0.916929E+01   0.166454E+02   0.154306E+02   0.499481E+02
   0.110267E+03   0.425620E+02   0.178281E-03   0.806543E+01   0.964429E+01   0.169281E+02   0.154306E+02   0.495195E+02
   0.110267E+03   0.425620E+02   0.178281E-03   0.806543E+01   0.964429E+01   0.169281E+02   0.154306E+02   0.495195E+02
   0.110267E+03   0.450683E+02   0.178281E-03   0.868459E+01   0.964429E+01   0.167077E+02   0.154306E+02   0.488921E+02
   0.108445E+03   0.450683E+02   0.178281E-03   0.868459E+01   0.968625E+01   0.916528E+01   0.145344E+02   0.476740E+02
   0.108445E+03   0.450683E+02   0.178281E-03   0.868459E+01   0.105501E+02   0.118900E+02   0.168958E+02   0.493486E+02
   0.108445E+03   0.463260E+02   0.178281E-03   0.936449E+01   0.105501E+02   0.135533E+02   0.168958E+02   0.502087E+02
   0.108445E+03   0.476921E+02   0.178281E-03   0.862340E+01   0.899874E+01   0.135533E+02   0.202326E+02   0.475408E+02
   0.108445E+03   0.476921E+02   0.205706E-03   0.862340E+01   0.982313E+01   0.135533E+02   0.112023E+02   0.482028E+02
   0.108445E+03   0.476018E+02   0.205706E-03   0.862340E+01   0.982313E+01   0.135533E+02   0.112023E+02   0.483488E+02
   0.108445E+03   0.476018E+02   0.205706E-03   0.768747E+01   0.982313E+01   0.135533E+02   0.112023E+02   0.478734E+02
   0.107335E+03   0.476018E+02   0.205706E-03   0.768747E+01   0.982313E+01   0.135533E+02   0.187636E+02   0.491235E+02
   0.107335E+03   0.476018E+02   0.205706E-03   0.768747E+01   0.982313E+01   0.135533E+02   0.204385E+02   0.484681E+02
   0.107335E+03   0.476018E+02   0.205706E-03   0.119931E+02   0.167346E+02   0.145542E+02   0.167816E+02   0.459143E+02
   0.107335E+03   0.476018E+02   0.205706E-03   0.119931E+02   0.167346E+02   0.145542E+02   0.254889E+02   0.421400E+02
   0.107335E+03   0.460811E+02   0.205706E-03   0.119931E+02   0.167346E+02   0.145542E+02   0.200379E+02   0.438611E+02
   0.108742E+03   0.460811E+02   0.275743E-03   0.905199E+01   0.167346E+02   0.145542E+02   0.125211E+02   0.460948E+02
   0.108299E+03   0.484099E+02   0.729529E-03   0.103231E+02   0.167346E+02   0.145542E+02   0.125211E+02   0.422955E+02
   0.107633E+03   0.484099E+02   0.729529E-03   0.905994E+01   0.131176E+02   0.145542E+02   0.135594E+02   0.457108E+02
   0.107633E+03   0.484099E+02   0.729529E-03   0.905994E+01   0.131176E+02   0.145542E+02   0.135594E+02   0.457108E+02
   0.107633E+03   0.484099E+02   0.521678E-03   0.905994E+01   0.131176E+02   0.145542E+02   0.112817E+02   0.463853E+02
   0.104837E+03   0.484099E+02   0.521678E-03   0.905994E+01   0.701753E+01   0.145542E+02   0.112817E+02   0.449924E+02
   0.105097E+03   0.486948E+02   0.521678E-03   0.905994E+01   0.122145E+02   0.145542E+02   0.112817E+02   0.462735E+02
   0.104344E+03   0.505705E+02   0.414021E-03   0.905994E+01   0.125802E+02   0.145542E+02   0.112817E+02   0.473090E+02
   0.104344E+03   0.505705E+02   0.414021E-03   0.905994E+01   0.728163E+01   0.145542E+02   0.205651E+02   0.464258E+02
   0.104344E+03   0.536617E+02   0.414021E-03   0.905994E+01   0.728163E+01   0.103500E+02   0.205651E+02   0.448933E+02
   0.102945E+03   0.565265E+02   0.414021E-03   0.905994E+01   0.741341E+01   0.103500E+02   0.205651E+02   0.444582E+02
   0.102945E+03   0.564724E+02   0.171637E-04   0.905994E+01   0.101309E+02   0.202765E+02   0.205651E+02   0.457370E+02
   0.102945E+03   0.564724E+02   0.190657E-03   0.905994E+01   0.101309E+02   0.159162E+02   0.161156E+02   0.484936E+02
   0.102945E+03   0.564724E+02   0.190657E-03   0.108878E+02   0.101309E+02   0.159162E+02   0.106708E+02   0.473682E+02
   0.100391E+03   0.564724E+02   0.190657E-03   0.108878E+02   0.101309E+02   0.159162E+02   0.106708E+02   0.476924E+02
   0.100391E+03   0.564724E+02   0.190657E-03   0.108878E+02   0.101309E+02   0.159162E+02   0.977486E+01   0.469374E+02
   0.100391E+03   0.569168E+02   0.190657E-03   0.108878E+02   0.101309E+02   0.167293E+02   0.977486E+01   0.473801E+02
   0.100391E+03   0.567725E+02   0.190657E-03   0.108878E+02   0.970671E+01   0.115296E+02   0.191443E+02   0.477631E+02
   0.101257E+03   0.564710E+02   0.190657E-03   0.108878E+02   0.115939E+02   0.115296E+02   0.129256E+02   0.491939E+02
   0.101257E+03   0.564710E+02   0.190657E-03   0.108878E+02   0.115939E+02   0.115296E+02   0.129256E+02   0.491939E+02
   0.101836E+03   0.564710E+02   0.190657E-03   0.108878E+02   0.128666E+02   0.115296E+02   0.129256E+02   0.486363E+02
   0.101391E+03   0.564710E+02   0.190657E-03   0.108878E+02   0.128666E+02   0.115296E+02   0.186190E+02   0.479733E+02
   0.101391E+03   0.573545E+02   0.190657E-03   0.108878E+02   0.914928E+01   0.115296E+02   0.186190E+02   0.489658E+02
   0.101391E+03   0.573545E+02   0.190657E-03   0.108878E+02   0.914928E+01   0.115296E+02   0.186190E+02   0.489658E+02
   0.101391E+03   0.571884E+02   0.190657E-03   0.114324E+02   0.103804E+02   0.115296E+02   0.186190E+02   0.487870E+02
   0.101391E+03   0.550337E+02   0.190657E-03   0.114324E+02   0.103804E+02   0.142920E+02   0.186190E+02   0.482572E+02
   0.101762E+03   0.571200E+02   0.190657E-03   0.918676E+01   0.103804E+02   0.142920E+02   0.186190E+02   0.495077E+02
   0.101762E+03   0.545276E+02   0.190657E-03   0.918676E+01   0.912713E+01   0.142920E+02   0.126423E+02   0.494064E+02
   0.101762E+03   0.545276E+02   0.190657E-03   0.918676E+01   0.109731E+02   0.142920E+02   0.126423E+02   0.492187E+02
   0.101762E+03   0.545276E+02   0.580332E-03   0.117667E+02   0.109731E+02   0.142920E+02   0.126423E+02   0.469755E+02
   0.101762E+03   0.565414E+02   0.784092E-04   0.117667E+02   0.709963E+01   0.142920E+02   0.126423E+02   0.490767E+02
   0.101762E+03   0.565414E+02   0.784092E-04   0.995105E+01   0.960077E+01   0.142920E+02   0.173697E+02   0.504979E+02
   0.101762E+03   0.565414E+02   0.173337E-03   0.995105E+01   0.119437E+02   0.142920E+02   0.173697E+02   0.496976E+02
   0.101762E+03   0.565414E+02   0.173337E-03   0.103988E+02   0.129987E+02   0.142920E+02   0.173697E+02   0.490847E+02
   0.101762E+03   0.565414E+02   0.173337E-03   0.103988E+02   0.137439E+02   0.142920E+02   0.173697E+02   0.486247E+02
   0.102126E+03   0.549510E+02   0.173337E-03   0.103988E+02   0.137439E+02   0.144772E+02   0.952013E+01   0.467998E+02
   0.102126E+03   0.549510E+02   0.173337E-03   0.933833E+01   0.117450E+02   0.140423E+02   0.107548E+02   0.490358E+02
